"State","HCAHPS Measures","HCAHPS Measure Code","HCAHPS Response Categories","HCAHPS Response Category Percent"
"MO","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",12
"MO","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"MO","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",71
"MO","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",9
"MO","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",20
"MO","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",19
"MO","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",81
"MO","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"MO","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",67
"MO","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",27
"MP","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",
"MP","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",
"MP","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",
"MP","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",
"MP","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",
"MP","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",
"MP","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",
"MP","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",
"MP","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",
"MP","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",
"MP","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",
"MP","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",
"MP","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",
"MP","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",
"MP","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",
"MP","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",
"MP","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",
"MP","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",
"MP","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",
"MP","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",
"MP","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",
"MP","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",
"MP","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",
"MP","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",
"MP","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",
"MP","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",
"MP","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",
"MP","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",
"MP","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",
"MS","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",11
"MS","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"MS","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",64
"MS","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",84
"MS","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"MS","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",12
"MS","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",77
"MS","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"MS","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",17
"MS","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",65
"MS","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",13
"MS","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",22
"MS","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",61
"MS","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",23
"MS","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",16
"MS","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",70
"MS","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",8
"MS","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",22
"MS","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",68
"MS","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",8
"MS","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",24
"MS","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",70
"MS","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",11
"MS","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",19
"MS","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",24
"MS","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",76
"MS","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"MS","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",66
"MS","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",28
"MT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",11
"MT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",27
"MT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",62
"MT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",78
"MT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"MT","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",17
"MT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",74
"MT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",5
"MT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",21
"MT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",65
"MT","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",9
"MT","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",26
"MT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",57
"MT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",22
"MT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",21
"MT","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"MT","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",7
"MT","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",24
"MT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",57
"MT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",11
"MT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",32
"MT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",72
"MT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",9
"MT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",19
"MT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",23
"MT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",77
"MT","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5
"MT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",66
"MT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",29
"NC","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",8
"NC","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",24
"NC","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",68
"NC","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",83
"NC","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"NC","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",13
"NC","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",78
"NC","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",5
"NC","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",17
"NC","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",66
"NC","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",10
"NC","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",24
"NC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",62
"NC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",21
"NC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",17
"NC","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",71
"NC","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",7
"NC","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",22
"NC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",62
"NC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",10
"NC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",28
"NC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",69
"NC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",12
"NC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",19
"NC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",18
"NC","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",82
"NC","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5
"NC","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",70
"NC","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",25
"ND","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",9
"ND","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",27
"ND","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",64
"ND","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",78
"ND","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"ND","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",18
"ND","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",76
"ND","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",4
"ND","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",20
"ND","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",66
"ND","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",8
"ND","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",26
"ND","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",61
"ND","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",19
"ND","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",20
"ND","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"ND","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",6
"ND","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"ND","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",61
"ND","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",9
"ND","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",30
"ND","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",75
"ND","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",7
"ND","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",18
"ND","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",17
"ND","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",83
"ND","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",4
"ND","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",68
"ND","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",28
"NE","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",6
"NE","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",24
"NE","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",70
"NE","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",82
"NE","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",3
"NE","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",15
"NE","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",77
"NE","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",3
"NE","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",20
"NE","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",67
"NE","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",7
"NE","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",26
"NE","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",60
"NE","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",18
"NE","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",22
"NE","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"NE","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",6
"NE","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"NE","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",57
"NE","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",9
"NE","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",34
"NE","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",76
"NE","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",6
"NE","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",18
"NE","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",16
"NE","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",84
"NE","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",3
"NE","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",73
"NE","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",24
"NH","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",8
"NH","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",23
"NH","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",69
"NH","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",80
"NH","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"NH","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",16
"NH","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",79
"NH","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",4
"NH","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",17
"NH","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",68
"NH","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",8
"NH","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",24
"NH","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",63
"NH","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",18
"NH","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"NH","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",71
"NH","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",6
"NH","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",23
"NH","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",53
"NH","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",13
"NH","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",34
"NH","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",75
"NH","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",7
"NH","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",18
"NH","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",14
"NH","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",86
"NH","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",4
"NH","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",74
"NH","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",22
"NJ","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",13
"NJ","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",29
"NJ","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",58
"NJ","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",77
"NJ","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",6
"NJ","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",17
"NJ","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",71
"NJ","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",8
"NJ","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",21
"NJ","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",55
"NJ","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",17
"NJ","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",28
"NJ","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",54
"NJ","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",27
"NJ","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"NJ","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",66
"NJ","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",9
"NJ","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"NJ","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",49
"NJ","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",18
"NJ","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"NJ","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",65
"NJ","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",12
"NJ","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",23
"NJ","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",24
"NJ","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",76
"NJ","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",8
"NJ","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",63
"NJ","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",29
"NM","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",13
"NM","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",27
"NM","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",60
"NM","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",77
"NM","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",7
"NM","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",16
"NM","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",72
"NM","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",7
"NM","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",21
"NM","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",63
"NM","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",12
"NM","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",25
"NM","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",59
"NM","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",23
"NM","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",18
"NM","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"NM","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",8
"NM","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",23
"NM","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",58
"NM","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",13
"NM","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",29
"NM","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",69
"NM","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",11
"NM","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",20
"NM","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",21
"NM","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",79
"NM","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",7
"NM","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",61
"NM","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",32
