"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"HI","243","Permanent cardiac pacemaker implant w CC","18426 - 21830","64"
"HI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","11938 - 14515","49"
"HI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","17563 - 21739","61"
"HI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","8362 - 10952","91"
"IA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6236 - 7038","225"
"IA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9061 - 10185","249"
"IA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13298 - 15238","222"
"IA","243","Permanent cardiac pacemaker implant w CC","14201 - 15752","330"
"IA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10609 - 11687","1844"
"IA","244","Permanent cardiac pacemaker implant w/o CC/MCC","10974 - 12156","487"
"IA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18625 - 25968","39"
"IA","353","Hernia procedures except inguinal and femoral w MCC","13581 - 15628","35"
"IA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5481 - 6133","97"
"IA","331","Major small and large bowel procedures w/o CC/MCC","8763 - 9950","309"
"IA","354","Hernia procedures except inguinal and femoral w CC","7955 - 8966","84"
"IA","330","Major small and large bowel procedures w CC","13639 - 15397","646"
"IA","469","Major joint replacement or reattachment of lower extremity w MCC","16658 - 20096","584"
"IA","468","Revision of hip or knee replacement w/o CC/MCC","13861 - 15512","179"
"IA","470","Major joint replacement or reattachment of lower extremity w/o MCC","11254 - 12705","6522"
"IA","466","Revision of hip or knee replacement w MCC","24732 - 28641","72"
"IA","460","Spinal fusion except cervical w/o MCC","20384 - 22865","630"
"IA","472","Cervical spinal fusion w CC","15178 - 16658","72"
"IA","471","Cervical spinal fusion w MCC","26159 - 37497","28"
"IA","473","Cervical spinal fusion w/o CC/MCC","10726 - 12138","205"
"IA","328","Stomach, esophageal duodenal proc w/o CC/MCC","7883 - 10558","86"
"IA","329","Major small and large bowel procedures w MCC","27339 - 32008","509"
"IA","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","17200 - 19593","153"
"IA","461","Bilateral or multiple major joint procs of lower extremity w MCC","24868 - 28269","*"
"IA","507","Major shoulder or elbow joint procedures w CC/MCC","10732 - 11058","*"
"IA","491","Back and neck proc exc spinal fusion w/o CC/MCC","5230 - 5869","539"
"IA","459","Spinal fusion except cervical w MCC","32651 - 37771","64"
"IA","508","Major shoulder or elbow joint procedures w/o CC/MCC","6681 - 7746","*"
"IA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9735 - 10921","262"
"ID","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10630 - 10944","102"
"ID","508","Major shoulder or elbow joint procedures w/o CC/MCC","6727 - 7256","*"
"ID","491","Back and neck proc exc spinal fusion w/o CC/MCC","5713 - 5886","172"
"ID","461","Bilateral or multiple major joint procs of lower extremity w MCC","26919 - 27505","*"
"ID","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18877 - 23189","43"
"ID","329","Major small and large bowel procedures w MCC","29401 - 35693","177"
"ID","328","Stomach, esophageal duodenal proc w/o CC/MCC","8615 - 8629","53"
"ID","473","Cervical spinal fusion w/o CC/MCC","12019 - 12401","230"
"ID","471","Cervical spinal fusion w MCC","27766 - 28599","14"
"ID","472","Cervical spinal fusion w CC","16527 - 17016","65"
"ID","460","Spinal fusion except cervical w/o MCC","22256 - 25754","537"
"ID","459","Spinal fusion except cervical w MCC","32858 - 41816","22"
"ID","466","Revision of hip or knee replacement w MCC","22916 - 28401","20"
"ID","470","Major joint replacement or reattachment of lower extremity w/o MCC","12367 - 12760","2184"
"ID","468","Revision of hip or knee replacement w/o CC/MCC","15152 - 15563","103"
"ID","469","Major joint replacement or reattachment of lower extremity w MCC","15280 - 20558","146"
"ID","330","Major small and large bowel procedures w CC","14498 - 15472","204"
"ID","354","Hernia procedures except inguinal and femoral w CC","8577 - 9949","32"
"ID","331","Major small and large bowel procedures w/o CC/MCC","9652 - 9866","86"
"ID","353","Hernia procedures except inguinal and femoral w MCC","15415 - 18929","15"
"ID","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","21658 - 24991","*"
"ID","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5926 - 6118","35"
"ID","244","Permanent cardiac pacemaker implant w/o CC/MCC","12038 - 12311","114"
"ID","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11569 - 11824","408"
"ID","243","Permanent cardiac pacemaker implant w CC","15441 - 15918","78"
"ID","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9811 - 10129","87"
"ID","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6771 - 7282","67"
"ID","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14521 - 16708","60"
"IL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13969 - 17048","924"
"IL","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6584 - 7591","1167"
"IL","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9499 - 10921","1183"
"IL","243","Permanent cardiac pacemaker implant w CC","14949 - 17388","1586"
"IL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11111 - 13575","5801"
"IL","244","Permanent cardiac pacemaker implant w/o CC/MCC","11555 - 13415","1691"
"IL","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5741 - 7172","561"
"IL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","20916 - 27376","249"
"IL","353","Hernia procedures except inguinal and femoral w MCC","14735 - 18823","236"
"IL","331","Major small and large bowel procedures w/o CC/MCC","9265 - 11672","999"
"IL","354","Hernia procedures except inguinal and femoral w CC","8328 - 10264","440"
"IL","330","Major small and large bowel procedures w CC","14498 - 17799","2423"
"IL","469","Major joint replacement or reattachment of lower extremity w MCC","17073 - 21922","1624"
"IL","468","Revision of hip or knee replacement w/o CC/MCC","14606 - 18414","547"
"IL","470","Major joint replacement or reattachment of lower extremity w/o MCC","11960 - 13753","19669"
"IL","466","Revision of hip or knee replacement w MCC","24332 - 34364","222"
"IL","459","Spinal fusion except cervical w MCC","35187 - 45553","234"
"IL","460","Spinal fusion except cervical w/o MCC","21558 - 27379","2230"
"IL","472","Cervical spinal fusion w CC","16920 - 22700","322"
"IL","471","Cervical spinal fusion w MCC","27995 - 37043","144"
"IL","473","Cervical spinal fusion w/o CC/MCC","11648 - 14658","673"
"IL","328","Stomach, esophageal duodenal proc w/o CC/MCC","8351 - 10714","325"
"IL","329","Major small and large bowel procedures w MCC","29378 - 37821","2347"
"IL","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18625 - 21405","518"
"IL","461","Bilateral or multiple major joint procs of lower extremity w MCC","28498 - 34007","43"
"IL","507","Major shoulder or elbow joint procedures w CC/MCC","10566 - 13031","28"
"IL","491","Back and neck proc exc spinal fusion w/o CC/MCC","5535 - 6967","1509"
"IL","508","Major shoulder or elbow joint procedures w/o CC/MCC","7300 - 8482","45"
"IL","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10307 - 13061","1003"
"IN","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9970 - 11316","389"
"IN","508","Major shoulder or elbow joint procedures w/o CC/MCC","7369 - 7616","22"
"IN","491","Back and neck proc exc spinal fusion w/o CC/MCC","5256 - 6062","756"
"IN","507","Major shoulder or elbow joint procedures w CC/MCC","9929 - 13854","*"
"IN","461","Bilateral or multiple major joint procs of lower extremity w MCC","25109 - 28966","37"
"IN","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","17657 - 20151","405"
"IN","329","Major small and large bowel procedures w MCC","27833 - 33496","1340"
"IN","328","Stomach, esophageal duodenal proc w/o CC/MCC","7698 - 8903","230"
"IN","473","Cervical spinal fusion w/o CC/MCC","11057 - 12955","576"
"IN","471","Cervical spinal fusion w MCC","26373 - 36307","80"
"IN","472","Cervical spinal fusion w CC","15609 - 18278","195"
"IN","460","Spinal fusion except cervical w/o MCC","20774 - 27573","1706"
"IN","459","Spinal fusion except cervical w MCC","33669 - 40170","108"
"IN","466","Revision of hip or knee replacement w MCC","19754 - 31627","126"
"IN","470","Major joint replacement or reattachment of lower extremity w/o MCC","11347 - 12528","11254"
"IN","468","Revision of hip or knee replacement w/o CC/MCC","13630 - 15412","373"
"IN","469","Major joint replacement or reattachment of lower extremity w MCC","14682 - 19956","1040"
"IN","330","Major small and large bowel procedures w CC","13788 - 15811","1406"
"IN","354","Hernia procedures except inguinal and femoral w CC","8134 - 9344","243"
"IN","331","Major small and large bowel procedures w/o CC/MCC","8919 - 9972","647"
"IN","353","Hernia procedures except inguinal and femoral w MCC","14257 - 19312","115"
"IN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","19844 - 24567","113"
"IN","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5558 - 6289","321"
"IN","244","Permanent cardiac pacemaker implant w/o CC/MCC","10965 - 12452","965"
"IN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10535 - 12050","3392"
"IN","243","Permanent cardiac pacemaker implant w CC","14180 - 16095","844"
"IN","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9202 - 10223","618"
"IN","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6382 - 7096","574"
"IN","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13571 - 15553","502"
"KS","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6232 - 6915","205"
"KS","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8987 - 9978","272"
"KS","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13231 - 14946","199"
"KS","243","Permanent cardiac pacemaker implant w CC","14086 - 15994","348"
"KS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10107 - 12584","1150"
"KS","244","Permanent cardiac pacemaker implant w/o CC/MCC","10934 - 12359","419"
"KS","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","19822 - 23708","44"
"KS","353","Hernia procedures except inguinal and femoral w MCC","13993 - 15948","36"
"KS","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5444 - 6490","85"
"KS","331","Major small and large bowel procedures w/o CC/MCC","8780 - 10481","254"
"KS","354","Hernia procedures except inguinal and femoral w CC","7914 - 8979","104"
"KS","330","Major small and large bowel procedures w CC","13728 - 15513","662"
"KS","469","Major joint replacement or reattachment of lower extremity w MCC","16437 - 20683","476"
"KS","468","Revision of hip or knee replacement w/o CC/MCC","13365 - 16747","234"
"KS","470","Major joint replacement or reattachment of lower extremity w/o MCC","10894 - 12493","6192"
"KS","466","Revision of hip or knee replacement w MCC","24607 - 30734","64"
"KS","460","Spinal fusion except cervical w/o MCC","19948 - 24375","848"
"KS","472","Cervical spinal fusion w CC","14559 - 17802","110"
"KS","471","Cervical spinal fusion w MCC","26929 - 33536","39"
"KS","473","Cervical spinal fusion w/o CC/MCC","10613 - 12365","262"
"KS","328","Stomach, esophageal duodenal proc w/o CC/MCC","7578 - 9260","70"
"KS","329","Major small and large bowel procedures w MCC","28243 - 33826","586"
"KS","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","17615 - 21349","110"
"KS","461","Bilateral or multiple major joint procs of lower extremity w MCC","25194 - 34722","19"
"KS","507","Major shoulder or elbow joint procedures w CC/MCC","10537 - 11656","*"
"KS","491","Back and neck proc exc spinal fusion w/o CC/MCC","5225 - 5813","578"
"KS","459","Spinal fusion except cervical w MCC","30328 - 37525","64"
"KS","508","Major shoulder or elbow joint procedures w/o CC/MCC","6642 - 7316","*"
"KS","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9364 - 10810","377"
"KY","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9651 - 11654","311"
"KY","508","Major shoulder or elbow joint procedures w/o CC/MCC","7430 - 8253","*"
"KY","459","Spinal fusion except cervical w MCC","32405 - 42538","122"
"KY","491","Back and neck proc exc spinal fusion w/o CC/MCC","5626 - 6253","544"
"KY","507","Major shoulder or elbow joint procedures w CC/MCC","11328 - 14946","13"
"KY","461","Bilateral or multiple major joint procs of lower extremity w MCC","27732 - 29978","11"
"KY","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18958 - 20106","122"
"KY","329","Major small and large bowel procedures w MCC","27929 - 33805","1032"
"KY","328","Stomach, esophageal duodenal proc w/o CC/MCC","7599 - 9191","177"
"KY","473","Cervical spinal fusion w/o CC/MCC","11134 - 13356","468"
"KY","471","Cervical spinal fusion w MCC","27450 - 30801","39"
"KY","472","Cervical spinal fusion w CC","16447 - 18654","144"
"KY","460","Spinal fusion except cervical w/o MCC","21617 - 26156","922"
"KY","466","Revision of hip or knee replacement w MCC","23277 - 31190","97"
"KY","470","Major joint replacement or reattachment of lower extremity w/o MCC","11201 - 13331","7256"
"KY","468","Revision of hip or knee replacement w/o CC/MCC","13260 - 16527","289"
"KY","469","Major joint replacement or reattachment of lower extremity w MCC","16079 - 20727","791"
"KY","330","Major small and large bowel procedures w CC","13690 - 16405","1058"
"KY","354","Hernia procedures except inguinal and femoral w CC","7969 - 9415","194"
"KY","331","Major small and large bowel procedures w/o CC/MCC","8724 - 10238","416"
"KY","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5388 - 6386","220"
"KY","353","Hernia procedures except inguinal and femoral w MCC","14939 - 16936","78"
"KY","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","20022 - 23255","89"
"KY","244","Permanent cardiac pacemaker implant w/o CC/MCC","10833 - 12874","779"
"KY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11223 - 12213","4001"
"KY","243","Permanent cardiac pacemaker implant w CC","14251 - 16661","539"
"KY","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13283 - 15569","477"
"KY","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9090 - 10492","602"
"KY","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6208 - 7239","553"
"LA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6403 - 7138","485"
"LA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9254 - 10409","439"
"LA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13638 - 15333","396"
"LA","243","Permanent cardiac pacemaker implant w CC","14531 - 15770","442"
"LA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10683 - 12191","2021"
"LA","244","Permanent cardiac pacemaker implant w/o CC/MCC","11236 - 12151","599"
"LA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","20105 - 23584","108"
"LA","353","Hernia procedures except inguinal and femoral w MCC","14456 - 17008","74"
"LA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5533 - 6487","197"
"LA","331","Major small and large bowel procedures w/o CC/MCC","8986 - 10436","413"
"LA","354","Hernia procedures except inguinal and femoral w CC","8113 - 9351","149"
"LA","330","Major small and large bowel procedures w CC","14113 - 16294","801"
"LA","469","Major joint replacement or reattachment of lower extremity w MCC","16446 - 20873","508"
"LA","468","Revision of hip or knee replacement w/o CC/MCC","13728 - 16045","190"
"LA","470","Major joint replacement or reattachment of lower extremity w/o MCC","11269 - 13002","5367"
"LA","466","Revision of hip or knee replacement w MCC","25150 - 30041","48"
"LA","460","Spinal fusion except cervical w/o MCC","20779 - 23759","1198"
"LA","472","Cervical spinal fusion w CC","14859 - 17563","189"
"LA","471","Cervical spinal fusion w MCC","27131 - 30562","47"
"LA","473","Cervical spinal fusion w/o CC/MCC","11238 - 12564","594"
"LA","328","Stomach, esophageal duodenal proc w/o CC/MCC","7894 - 8918","129"
"LA","329","Major small and large bowel procedures w MCC","27688 - 33812","801"
"LA","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18128 - 20438","235"
"LA","461","Bilateral or multiple major joint procs of lower extremity w MCC","25780 - 29752","21"
"LA","507","Major shoulder or elbow joint procedures w CC/MCC","8933 - 13582","*"
"LA","491","Back and neck proc exc spinal fusion w/o CC/MCC","5400 - 5834","505"
"LA","459","Spinal fusion except cervical w MCC","32612 - 40293","81"
"LA","508","Major shoulder or elbow joint procedures w/o CC/MCC","6853 - 8157","19"
"LA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10042 - 11142","247"
"MA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","12368 - 15682","536"
"MA","459","Spinal fusion except cervical w MCC","40776 - 56090","79"
"MA","491","Back and neck proc exc spinal fusion w/o CC/MCC","6647 - 8386","1136"
"MA","507","Major shoulder or elbow joint procedures w CC/MCC","12716 - 15966","18"
"MA","508","Major shoulder or elbow joint procedures w/o CC/MCC","8929 - 11189","23"
"MA","461","Bilateral or multiple major joint procs of lower extremity w MCC","30895 - 40845","*"
"MA","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","21712 - 27861","131"
"MA","329","Major small and large bowel procedures w MCC","32354 - 44668","1147"
"MA","328","Stomach, esophageal duodenal proc w/o CC/MCC","10047 - 12491","237"
"MA","473","Cervical spinal fusion w/o CC/MCC","14566 - 18835","391"
"MA","471","Cervical spinal fusion w MCC","34190 - 44495","69"
"MA","472","Cervical spinal fusion w CC","20394 - 26541","137"
"MA","460","Spinal fusion except cervical w/o MCC","25618 - 32954","946"
"MA","466","Revision of hip or knee replacement w MCC","29806 - 41127","97"
"MA","470","Major joint replacement or reattachment of lower extremity w/o MCC","13908 - 17910","9387"
"MA","468","Revision of hip or knee replacement w/o CC/MCC","17006 - 22357","334"
"MA","469","Major joint replacement or reattachment of lower extremity w MCC","19434 - 25687","877"
"MA","330","Major small and large bowel procedures w CC","16490 - 22001","1422"
"MA","331","Major small and large bowel procedures w/o CC/MCC","11061 - 14119","612"
"MA","354","Hernia procedures except inguinal and femoral w CC","9940 - 12838","232"
"MA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6822 - 8845","365"
"MA","353","Hernia procedures except inguinal and femoral w MCC","17676 - 22699","88"
"MA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","23277 - 31309","118"
"MA","244","Permanent cardiac pacemaker implant w/o CC/MCC","13733 - 17603","830"
"MA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","14888 - 18423","1717"
"MA","243","Permanent cardiac pacemaker implant w CC","17635 - 22780","779"
"MA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","15901 - 19334","342"
"MA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10751 - 13190","456"
"MA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7644 - 9141","639"
"MD","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6990 - 11752","414"
"MD","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9604 - 17407","2284"
"MD","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11979 - 23096","315"
"MD","243","Permanent cardiac pacemaker implant w CC","16459 - 25811","589"
"MD","244","Permanent cardiac pacemaker implant w/o CC/MCC","13398 - 20704","795"
"MD","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16628 - 36868","105"
"MD","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9195 - 16155","446"
"MD","353","Hernia procedures except inguinal and femoral w MCC","13145 - 31962","80"
"MD","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6219 - 13372","217"
"MD","354","Hernia procedures except inguinal and femoral w CC","7915 - 19245","183"
"MD","331","Major small and large bowel procedures w/o CC/MCC","11000 - 17340","467"
"MD","330","Major small and large bowel procedures w CC","14427 - 26774","1088"
"MD","469","Major joint replacement or reattachment of lower extremity w MCC","19643 - 31371","680"
"MD","468","Revision of hip or knee replacement w/o CC/MCC","15899 - 34195","332"
"MD","470","Major joint replacement or reattachment of lower extremity w/o MCC","15796 - 22831","8533"
"MD","461","Bilateral or multiple major joint procs of lower extremity w MCC","26662 - 36122","14"
"MD","466","Revision of hip or knee replacement w MCC","24393 - 50034","86"
"MD","460","Spinal fusion except cervical w/o MCC","23626 - 42773","1284"
"MD","472","Cervical spinal fusion w CC","17591 - 40125","260"
"MD","471","Cervical spinal fusion w MCC","24312 - 56326","77"
"MD","473","Cervical spinal fusion w/o CC/MCC","14547 - 28629","458"
"MD","328","Stomach, esophageal duodenal proc w/o CC/MCC","10044 - 17359","156"
"MD","329","Major small and large bowel procedures w MCC","23056 - 50382","1034"
"MD","507","Major shoulder or elbow joint procedures w CC/MCC","10933 - 19492","16"
"MD","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","24050 - 32585","219"
"MD","508","Major shoulder or elbow joint procedures w/o CC/MCC","6481 - 16975","17"
"MD","491","Back and neck proc exc spinal fusion w/o CC/MCC","5670 - 9895","749"
"MD","459","Spinal fusion except cervical w MCC","34001 - 62931","108"
"MD","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","8223 - 17748","422"
"ME","508","Major shoulder or elbow joint procedures w/o CC/MCC","7714 - 7759","*"
"ME","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","11882 - 12410","109"
"ME","459","Spinal fusion except cervical w MCC","37211 - 43148","19"
"ME","491","Back and neck proc exc spinal fusion w/o CC/MCC","6046 - 6669","321"
"ME","507","Major shoulder or elbow joint procedures w CC/MCC","12749 - 12933","*"
"ME","461","Bilateral or multiple major joint procs of lower extremity w MCC","31269 - 38515","*"
"ME","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18731 - 22240","26"
"ME","328","Stomach, esophageal duodenal proc w/o CC/MCC","8858 - 9786","61"
"ME","329","Major small and large bowel procedures w MCC","29259 - 35999","254"
"ME","473","Cervical spinal fusion w/o CC/MCC","12682 - 14031","117"
"ME","471","Cervical spinal fusion w MCC","32322 - 32398","15"
"ME","472","Cervical spinal fusion w CC","17512 - 19294","28"
"ME","460","Spinal fusion except cervical w/o MCC","23556 - 26024","336"
"ME","466","Revision of hip or knee replacement w MCC","22810 - 31316","27"
"ME","470","Major joint replacement or reattachment of lower extremity w/o MCC","12375 - 14438","2567"
"ME","468","Revision of hip or knee replacement w/o CC/MCC","15563 - 17627","110"
"ME","469","Major joint replacement or reattachment of lower extremity w MCC","17688 - 22428","213"
"ME","330","Major small and large bowel procedures w CC","15022 - 17497","340"
"ME","354","Hernia procedures except inguinal and femoral w CC","8547 - 10042","47"
"ME","331","Major small and large bowel procedures w/o CC/MCC","9530 - 11173","122"
"ME","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5940 - 6919","73"
"ME","353","Hernia procedures except inguinal and femoral w MCC","16096 - 17783","17"
"ME","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","21479 - 25271","30"
"ME","244","Permanent cardiac pacemaker implant w/o CC/MCC","12329 - 13908","225"
"ME","243","Permanent cardiac pacemaker implant w CC","16342 - 18027","192"
"ME","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12823 - 13414","516"
"ME","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14718 - 16845","77"
"ME","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9754 - 11159","116"
"ME","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6757 - 7848","94"
"MI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6867 - 7963","735"
"MI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9896 - 11490","759"
"MI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14708 - 16909","653"
"MI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12262 - 13470","5642"
"MI","243","Permanent cardiac pacemaker implant w CC","15763 - 18083","1306"
"MI","244","Permanent cardiac pacemaker implant w/o CC/MCC","12643 - 13973","1386"
"MI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","21084 - 25545","200"
"MI","353","Hernia procedures except inguinal and femoral w MCC","15421 - 17908","171"
"MI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6056 - 6949","543"
"MI","354","Hernia procedures except inguinal and femoral w CC","9039 - 10454","378"
"MI","330","Major small and large bowel procedures w CC","15008 - 17653","1970"
"MI","331","Major small and large bowel procedures w/o CC/MCC","9697 - 11265","996"
"MI","469","Major joint replacement or reattachment of lower extremity w MCC","17361 - 22537","1435"
"MI","468","Revision of hip or knee replacement w/o CC/MCC","15050 - 17799","637"
"MI","470","Major joint replacement or reattachment of lower extremity w/o MCC","12289 - 14442","17453"
"MI","466","Revision of hip or knee replacement w MCC","25704 - 32783","199"
"MI","460","Spinal fusion except cervical w/o MCC","22812 - 26275","3227"
"MI","472","Cervical spinal fusion w CC","17645 - 19896","495"
"MI","471","Cervical spinal fusion w MCC","29573 - 33570","193"
"MI","473","Cervical spinal fusion w/o CC/MCC","12651 - 14318","1138"
"MI","329","Major small and large bowel procedures w MCC","29867 - 37118","1956"
"MI","328","Stomach, esophageal duodenal proc w/o CC/MCC","9018 - 10765","379"
"MI","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","19251 - 22941","275"
"MI","461","Bilateral or multiple major joint procs of lower extremity w MCC","26641 - 33428","27"
"MI","507","Major shoulder or elbow joint procedures w CC/MCC","11592 - 13016","35"
"MI","508","Major shoulder or elbow joint procedures w/o CC/MCC","7464 - 8925","43"
"MI","491","Back and neck proc exc spinal fusion w/o CC/MCC","6099 - 6724","1900"
"MI","459","Spinal fusion except cervical w MCC","35185 - 43327","327"
"MI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","11346 - 12614","968"
"MN","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","11500 - 12923","734"
"MN","459","Spinal fusion except cervical w MCC","37289 - 42067","95"
"MN","491","Back and neck proc exc spinal fusion w/o CC/MCC","6141 - 6945","1277"
"MN","508","Major shoulder or elbow joint procedures w/o CC/MCC","8069 - 9189","33"
"MN","507","Major shoulder or elbow joint procedures w CC/MCC","11497 - 14104","19"
"MN","461","Bilateral or multiple major joint procs of lower extremity w MCC","28578 - 30687","25"
"MN","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","20052 - 23400","184"
"MN","328","Stomach, esophageal duodenal proc w/o CC/MCC","9054 - 10191","201"
"MN","329","Major small and large bowel procedures w MCC","30949 - 37576","731"
"MN","473","Cervical spinal fusion w/o CC/MCC","12920 - 14634","277"
"MN","471","Cervical spinal fusion w MCC","29975 - 38477","47"
"MN","472","Cervical spinal fusion w CC","17880 - 20124","150"
"MN","460","Spinal fusion except cervical w/o MCC","23379 - 24947","1004"
"MN","466","Revision of hip or knee replacement w MCC","24713 - 32246","105"
"MN","470","Major joint replacement or reattachment of lower extremity w/o MCC","12839 - 14491","9476"
"MN","468","Revision of hip or knee replacement w/o CC/MCC","15923 - 18400","402"
"MN","469","Major joint replacement or reattachment of lower extremity w MCC","16453 - 21718","707"
"MN","331","Major small and large bowel procedures w/o CC/MCC","10084 - 11663","395"
"MN","330","Major small and large bowel procedures w CC","15714 - 18250","1060"
"MN","354","Hernia procedures except inguinal and femoral w CC","9175 - 10474","197"
"MN","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6223 - 7216","247"
"MN","353","Hernia procedures except inguinal and femoral w MCC","15885 - 18518","58"
"MN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","22464 - 26284","76"
"MN","244","Permanent cardiac pacemaker implant w/o CC/MCC","12524 - 13353","658"
"MN","243","Permanent cardiac pacemaker implant w CC","16207 - 17706","604"
"MN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12411 - 12864","2093"
"MN","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","15144 - 16179","302"
