"Provider Number","Hospital Name","Condition","Measure Name","Category","Footnote"
"260065","ST JOHN'S REGIONAL HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260068","BOONE HOSPITAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260068","BOONE HOSPITAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260070","PEMISCOT MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260070","PEMISCOT MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260074","MOBERLY REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260074","MOBERLY REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260077","ST ANTHONYS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260077","ST ANTHONYS MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260078","OZARKS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260078","OZARKS MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260080","RIPLEY COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260080","RIPLEY COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260081","SSM ST JOSEPH HOSPITAL OF KIRKWOOD","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260081","SSM ST JOSEPH HOSPITAL OF KIRKWOOD","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260085","ST JOSEPH MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260085","ST JOSEPH MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260091","SSM ST MARYS HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260091","SSM ST MARYS HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260094","SKAGGS COMMUNITY HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260094","SKAGGS COMMUNITY HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260095","CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260095","CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260096","NORTH KANSAS CITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260096","NORTH KANSAS CITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260097","WESTERN MISSOURI MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260097","WESTERN MISSOURI MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260104","SSM DEPAUL HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260104","SSM DEPAUL HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260105","ST LOUIS UNIVERSITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260105","ST LOUIS UNIVERSITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260108","MISSOURI BAPTIST MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260108","MISSOURI BAPTIST MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260110","SOUTHEAST MISSOURI HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260110","SOUTHEAST MISSOURI HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260113","MISSOURI DELTA MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260113","MISSOURI DELTA MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260115","MISSOURI BAPTIST HOSPITAL SULLIVAN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260115","MISSOURI BAPTIST HOSPITAL SULLIVAN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260116","MINERAL AREA REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260116","MINERAL AREA REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260138","ST LUKES HOSPITAL OF KANSAS CITY","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260138","ST LUKES HOSPITAL OF KANSAS CITY","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260141","UNIVERSITY OF MISSOURI HOSPITAL & CLINICS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260141","UNIVERSITY OF MISSOURI HOSPITAL & CLINICS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260142","FITZGIBBON MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260142","FITZGIBBON MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260147","SAC-OSAGE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260147","SAC-OSAGE HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260159","CHRISTIAN HOSPITAL NORTHWEST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"260159","CHRISTIAN HOSPITAL NORTHWEST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"260160","MISSOURI SOUTHERN HEALTHCARE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260160","MISSOURI SOUTHERN HEALTHCARE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260163","PARKLAND HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260163","PARKLAND HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260176","DES PERES HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260176","DES PERES HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260177","LIBERTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260177","LIBERTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",
"260178","COLUMBIA REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260178","COLUMBIA REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260179","ST LUKES HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260179","ST LUKES HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260180","CHRISTIAN HOSPITAL NORTHEAST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260180","CHRISTIAN HOSPITAL NORTHEAST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260183","ST FRANCIS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260183","ST FRANCIS MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260186","LAKE REGIONAL HEALTH SYSTEM","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260186","LAKE REGIONAL HEALTH SYSTEM","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260190","LEE'S SUMMIT MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260190","LEE'S SUMMIT MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260191","BARNES-JEWISH ST PETERS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260191","BARNES-JEWISH ST PETERS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260193","ST MARY'S MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260193","ST MARY'S MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260195","CITIZENS MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260195","CITIZENS MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260200","SSM ST JOSEPH HOSPITAL WEST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260200","SSM ST JOSEPH HOSPITAL WEST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260207","DOCTORS HOSPITAL OF SPRINGFIELD","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260207","DOCTORS HOSPITAL OF SPRINGFIELD","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260209","CALLAWAY COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260209","CALLAWAY COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260210","ST ALEXIUS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260210","ST ALEXIUS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260211","SAINT LUKES CANCER INSTITUTE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"260211","SAINT LUKES CANCER INSTITUTE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260214","RESEARCH BELTON HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260214","RESEARCH BELTON HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"260219","PROGRESS WEST HEALTHCARE CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"260219","PROGRESS WEST HEALTHCARE CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"260220","LANDMARK HOSPITAL OF JOPLIN, LLC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"260220","LANDMARK HOSPITAL OF JOPLIN, LLC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"261303","COMMUNITY HOSPITAL ASSOCIATION, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261303","COMMUNITY HOSPITAL ASSOCIATION, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261304","ADVANCED HEALTHCARE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261304","ADVANCED HEALTHCARE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261305","PUTNAM COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261305","PUTNAM COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261307","PERSHING MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261307","PERSHING MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261308","WASHINGTON COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261308","WASHINGTON COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261309","WRIGHT MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261309","WRIGHT MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261310","SCOTLAND COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261310","SCOTLAND COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261311","PERRY COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261311","PERRY COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261312","HARRISON COUNTY COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261312","HARRISON COUNTY COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261314","HERMANN AREA DISTRICT HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261314","HERMANN AREA DISTRICT HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261316","ST JOHNS HOSPITAL - AURORA","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261316","ST JOHNS HOSPITAL - AURORA","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261317","ST JOHNS HOSPITAL - CASSVILLE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261317","ST JOHNS HOSPITAL - CASSVILLE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261318","SALEM MEMORIAL DISTRICT HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261318","SALEM MEMORIAL DISTRICT HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261319","LINCOLN COUNTY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261319","LINCOLN COUNTY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261320","LAFAYETTE REGIONAL HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261320","LAFAYETTE REGIONAL HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261321","HEDRICK MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261321","HEDRICK MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261324","CASS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261324","CASS MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261325","BARTON COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261325","BARTON COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261326","MCCUNE - BROOKS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261326","MCCUNE - BROOKS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261327","RAY COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261327","RAY COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261328","NORTHWEST MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261328","NORTHWEST MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261329","COX MONETT HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261329","COX MONETT HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261331","FREEMAN NEOSHO HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261331","FREEMAN NEOSHO HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261332","CARROLL COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261332","CARROLL COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261333","PIKE COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261333","PIKE COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"261335","ST FRANCIS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"261335","ST FRANCIS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270002","HOLY ROSARY HEALTHCARE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270002","HOLY ROSARY HEALTHCARE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270003","ST PETERS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270003","ST PETERS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270004","BILLINGS CLINIC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270004","BILLINGS CLINIC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270011","CENTRAL MONTANA MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270011","CENTRAL MONTANA MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270012","BENEFIS HEALTHCARE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270012","BENEFIS HEALTHCARE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270014","ST PATRICK HOSPITAL AND HEALTH SCIENCES CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270014","ST PATRICK HOSPITAL AND HEALTH SCIENCES CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270017","ST JAMES HEALTHCARE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270017","ST JAMES HEALTHCARE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270023","COMMUNITY MEDICAL CENTER INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270023","COMMUNITY MEDICAL CENTER INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270032","NORTHERN MONTANA HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270032","NORTHERN MONTANA HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270049","ST VINCENT HEALTHCARE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270049","ST VINCENT HEALTHCARE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270051","KALISPELL REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270051","KALISPELL REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270057","BOZEMAN DEACONESS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270057","BOZEMAN DEACONESS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270074","P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"270074","P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"270081","ROUNDUP MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"270081","ROUNDUP MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
