Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Total Performance Score
"340119","STANLY REGIONAL MEDICAL CENTER","301 YADKIN ST","ALBEMARLE","NC","28001","STANLY","65.555555555556","45.888888888889","42.000000000000","12.600000000000","58.488888888889"
"340120","VIDANT DUPLIN  HOSPITAL","401 N MAIN ST","KENANSVILLE","NC","28349","DUPLIN","71.250000000000","49.875000000000","68.000000000000","20.400000000000","70.275000000000"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","ASHEBORO","NC","27204","RANDOLPH","41.111111111111","28.777777777778","62.000000000000","18.600000000000","47.377777777778"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","62.222222222222","43.555555555556","76.000000000000","22.800000000000","66.355555555556"
"340127","GRANVILLE MEDICAL CENTER","COLLEGE ST BOX 947","OXFORD","NC","27565","GRANVILLE","90.000000000000","63.000000000000","39.000000000000","11.700000000000","74.700000000000"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","MOORESVILLE","NC","28117","IREDELL","77.777777777778","54.444444444444","17.000000000000","5.100000000000","59.544444444444"
"340130","CAROLINAS MEDICAL CENTER-UNION","600 HOSPITAL DR","MONROE","NC","28110","UNION","67.777777777778","47.444444444444","59.000000000000","17.700000000000","65.144444444444"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","45.454545454545","31.818181818182","51.000000000000","15.300000000000","47.118181818182"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","HENDERSON","NC","27536","VANCE","23.333333333333","16.333333333333","50.000000000000","15.000000000000","31.333333333333"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","71.111111111111","49.777777777778","47.000000000000","14.100000000000","63.877777777778"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","60.000000000000","42.000000000000","64.000000000000","19.200000000000","61.200000000000"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","68.888888888889","48.222222222222","66.000000000000","19.800000000000","68.022222222222"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","HICKORY","NC","28602","CATAWBA","65.555555555556","45.888888888889","61.000000000000","18.300000000000","64.188888888889"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","STATESVILLE","NC","28687","IREDELL","75.555555555556","52.888888888889","19.000000000000","5.700000000000","58.588888888889"
"340145","CAROLINAS MEDICAL CENTER-LINCOLN","433 MCALISTER RD","LINCOLNTON","NC","28092","LINCOLN","34.444444444444","24.111111111111","72.000000000000","21.600000000000","45.711111111111"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","26.666666666667","18.666666666667","45.000000000000","13.500000000000","32.166666666667"
"340148","MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","95.000000000000","66.500000000000","75.000000000000","22.500000000000","89.000000000000"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","ROANOKE RAPIDS","NC","27870","HALIFAX","54.444444444444","38.111111111111","28.000000000000","8.400000000000","46.511111111111"
"340153","PRESBYTERIAN-ORTHOPAEDIC HOSPITAL","1901 RANDOLPH RD","CHARLOTTE","NC","28207","MECKLENBURG","96.666666666667","67.666666666667","45.000000000000","13.500000000000","81.166666666667"
"340155","DURHAM REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC","27704","DURHAM","74.545454545455","52.181818181818","32.000000000000","9.600000000000","61.781818181818"
"340158","BRUNSWICK COMMUNITY HOSPITAL","1 MEDICAL CENTER DR  PO BOX 139","SUPPLY","NC","28462","BRUNSWICK","92.222222222222","64.555555555556","63.000000000000","18.900000000000","83.455555555556"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","ROXBORO","NC","27573","PERSON","66.666666666667","46.666666666667","25.000000000000","7.500000000000","54.166666666667"
"340160","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","MURPHY","NC","28906","CHEROKEE","43.333333333333","30.333333333333","61.000000000000","18.300000000000","48.633333333333"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","61.111111111111","42.777777777778","76.000000000000","22.800000000000","65.577777777778"
"340171","PRESBYTERIAN HOSPITAL MATTHEWS","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","73.333333333333","51.333333333333","24.000000000000","7.200000000000","58.533333333333"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","61.111111111111","42.777777777778","24.000000000000","7.200000000000","49.977777777778"
"340183","PRESBYTERIAN HOSPITAL HUNTERSVILLE","10030 GILEAD ROAD","HUNTERSVILLE","NC","28078","MECKLENBURG","80.000000000000","56.000000000000","59.000000000000","17.700000000000","73.700000000000"
"340184","MEDWEST HAYWOOD","262 LEROY GEORGE DRIVE","CLYDE","NC","28721","HAYWOOD","77.777777777778","54.444444444444","42.000000000000","12.600000000000","67.044444444444"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","BEAUFORT","28.888888888889","20.222222222222","50.000000000000","15.000000000000","35.222222222222"
"350002","ST ALEXIUS MEDICAL CENTER","900 E BROADWAY","BISMARCK","ND","58501","BURLEIGH","65.454545454545","45.818181818182","25.000000000000","7.500000000000","53.318181818182"
"350006","TRINITY HOSPITALS","407 3RD ST SE","MINOT","ND","58701","WARD","39.090909090909","27.363636363636","12.000000000000","3.600000000000","30.963636363636"
"350011","SANFORD MEDICAL CENTER FARGO","801 BROADWAY NORTH","FARGO","ND","58122","CASS","55.454545454545","38.818181818182","50.000000000000","15.000000000000","53.818181818182"
"350015","SANFORD MEDICAL CENTER BISMARCK","300 N 7TH ST","BISMARCK","ND","58506","BURLEIGH","73.636363636364","51.545454545455","39.000000000000","11.700000000000","63.245454545455"
"350019","ALTRU HOSPITAL","1200 S COLUMBIA RD","GRAND FORKS","ND","58201","GRAND FORKS","28.181818181818","19.727272727273","27.000000000000","8.100000000000","27.827272727273"
"350070","ESSENTIA HEALTH-FARGO","3000 32ND AVE SOUTH","FARGO","ND","58104","CASS","76.363636363636","53.454545454545","34.000000000000","10.200000000000","63.654545454545"
"360001","MERCY HOSPITAL ANDERSON","7500 STATE ROAD","CINCINNATI","OH","45255","HAMILTON","67.272727272727","47.090909090909","33.000000000000","9.900000000000","56.990909090909"
"360002","SAMARITAN HOSPITAL - PEOPLES HOSPITAL","1025 CENTER ST","ASHLAND","OH","44805","ASHLAND","48.888888888889","34.222222222222","63.000000000000","18.900000000000","53.122222222222"
"360003","UNIVERSITY HOSPITAL, LLC","234 GOODMAN STREET","CINCINNATI","OH","45219","HAMILTON","42.727272727273","29.909090909091","19.000000000000","5.700000000000","35.609090909091"
"360006","RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER RD","COLUMBUS","OH","43214","FRANKLIN","70.000000000000","49.000000000000","38.000000000000","11.400000000000","60.400000000000"
"360008","SOUTHERN OHIO MEDICAL CENTER","1805 27TH STREET","PORTSMOUTH","OH","45662","SCIOTO","83.636363636364","58.545454545455","82.000000000000","24.600000000000","83.145454545455"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","FREEHOLD","NJ","07728","MONMOUTH","72.222222222222","50.555555555556","49.000000000000","14.700000000000","65.255555555556"
"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","HOLMDEL","NJ","07733","MONMOUTH","82.222222222222","57.555555555556","26.000000000000","7.800000000000","65.355555555556"
"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","MANAHAWKIN","NJ","08050","OCEAN","70.000000000000","49.000000000000","34.000000000000","10.200000000000","59.200000000000"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","HACKETTSTOWN","NJ","07840","WARREN","67.777777777778","47.444444444444","15.000000000000","4.500000000000","51.944444444444"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","55 MEADOWLANDS PKWY","SECAUCUS","NJ","07094","HUDSON","61.250000000000","42.875000000000","24.000000000000","7.200000000000","50.075000000000"
"310119","UMDNJ UNIVERSITY HOSPITAL","150 BERGEN ST","NEWARK","NJ","07103","ESSEX","49.090909090909","34.363636363636","12.000000000000","3.600000000000","37.963636363636"
"320001","UNM HOSPITAL","2211 LOMAS BOULEVARD NE","ALBUQUERQUE","NM","87106","BERNALILLO","40.000000000000","28.000000000000","30.000000000000","9.000000000000","37.000000000000"
"320002","ST VINCENT HOSPITAL","455 ST MICHAEL'S DRIVE","SANTA FE","NM","87505","SANTA FE","24.000000000000","16.800000000000","11.000000000000","3.300000000000","20.100000000000"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION AVE","LAS VEGAS","NM","87701","SAN MIGUEL","68.750000000000","48.125000000000","44.000000000000","13.200000000000","61.325000000000"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTE","2669 NORTH SCENIC DRIVE","ALAMOGORDO","NM","88310","OTERO","48.888888888889","34.222222222222","31.000000000000","9.300000000000","43.522222222222"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","FARMINGTON","NM","87401","SAN JUAN","36.000000000000","25.200000000000","56.000000000000","16.800000000000","42.000000000000"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","ROSWELL","NM","88201","CHAVES","57.777777777778","40.444444444444","19.000000000000","5.700000000000","46.144444444444"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","ALBUQUERQUE","NM","87102","BERNALILLO","50.000000000000","35.000000000000","30.000000000000","9.000000000000","44.000000000000"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET","ESPANOLA","NM","87532","RIO ARRIBA","57.500000000000","40.250000000000","44.000000000000","13.200000000000","53.450000000000"
"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD","TAOS","NM","87571","TAOS","57.777777777778","40.444444444444","26.000000000000","7.800000000000","48.244444444444"
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","SILVER CITY","NM","88061","GRANT","45.555555555556","31.888888888889","42.000000000000","12.600000000000","44.488888888889"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","ALBUQUERQUE","NM","87109","BERNALILLO","74.444444444444","52.111111111111","32.000000000000","9.600000000000","61.711111111111"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","LAS CRUCES","NM","88011","DONA ANA","71.818181818182","50.272727272727","31.000000000000","9.300000000000","59.572727272727"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","ALBUQUERQUE","NM","87106","BERNALILLO","59.090909090909","41.363636363636","35.000000000000","10.500000000000","51.863636363636"
"320022","PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD","CLOVIS","NM","88101","CURRY","80.000000000000","56.000000000000","54.000000000000","16.200000000000","72.200000000000"
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","LOS ALAMOS","NM","87544","LOS ALAMOS","27.500000000000","19.250000000000","33.000000000000","9.900000000000","29.150000000000"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE","GALLUP","NM","87301","MCKINLEY","26.250000000000","18.375000000000","18.000000000000","5.400000000000","23.775000000000"
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","SHIPROCK","NM","87420","SAN JUAN","36.000000000000","25.200000000000","30.000000000000","9.000000000000","34.200000000000"
"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","GALLUP","NM","87301","MCKINLEY","40.000000000000","28.000000000000","16.000000000000","4.800000000000","32.800000000000"
"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE","CARLSBAD","NM","88220","EDDY","84.444444444444","59.111111111111","35.000000000000","10.500000000000","69.611111111111"
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","HOBBS","NM","88240","LEA","54.444444444444","38.111111111111","20.000000000000","6.000000000000","44.111111111111"
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","ALBUQUERQUE","NM","87114","BERNALILLO","88.888888888889","62.222222222222","46.000000000000","13.800000000000","76.022222222222"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","LAS CRUCES","NM","88011","DONA ANA","66.363636363636","46.454545454545","25.000000000000","7.500000000000","53.954545454545"
"320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","117 EAST 19TH STREET","ROSWELL","NM","88201","CHAVES","60.000000000000","42.000000000000","52.000000000000","15.600000000000","57.600000000000"
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","ALBANY","NY","12204","ALBANY","45.555555555556","31.888888888889","26.000000000000","7.800000000000","39.688888888889"
"330004","KINGSTON HOSPITAL","396 BROADWAY","KINGSTON","NY","12401","ULSTER","34.444444444444","24.111111111111","6.000000000000","1.800000000000","25.911111111111"
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY","14210","ERIE","32.000000000000","22.400000000000","12.000000000000","3.600000000000","26.000000000000"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","YONKERS","NY","10701","WESTCHESTER","51.111111111111","35.777777777778","18.000000000000","5.400000000000","41.177777777778"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","WARSAW","NY","14569","WYOMING","55.555555555556","38.888888888889","48.000000000000","14.400000000000","53.288888888889"
"330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","BRONX","NY","10456","BRONX","67.000000000000","46.900000000000","10.000000000000","3.000000000000","49.900000000000"
"330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY","13905","BROOME","62.222222222222","43.555555555556","35.000000000000","10.500000000000","54.055555555556"
"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","ALBANY","NY","12208","ALBANY","68.181818181818","47.727272727273","16.000000000000","4.800000000000","52.527272727273"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY","11418","QUEENS","57.000000000000","39.900000000000","6.000000000000","1.800000000000","41.700000000000"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","KINGS","93.333333333333","65.333333333333","37.000000000000","11.100000000000","76.433333333333"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","DUTCHESS","76.363636363636","53.454545454545","17.000000000000","5.100000000000","58.554545454545"
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","NEW YORK","64.000000000000","44.800000000000","49.000000000000","14.700000000000","59.500000000000"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY","11554","NASSAU","64.444444444444","45.111111111111","12.000000000000","3.600000000000","48.711111111111"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10304","RICHMOND","53.333333333333","37.333333333333","11.000000000000","3.300000000000","40.633333333333"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","WAYNE","41.111111111111","28.777777777778","52.000000000000","15.600000000000","44.377777777778"
"330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","NORWICH","NY","13815","CHENANGO","45.555555555556","31.888888888889","26.000000000000","7.800000000000","39.688888888889"
"330037","LAKESIDE MEMORIAL HOSPITAL","156 WEST AVENUE","BROCKPORT","NY","14420","MONROE","33.333333333333","23.333333333333","32.000000000000","9.600000000000","32.933333333333"
"330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY","11706","SUFFOLK","75.454545454545","52.818181818182","24.000000000000","7.200000000000","60.018181818182"
"330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY","13503","ONEIDA","40.000000000000","28.000000000000","18.000000000000","5.400000000000","33.400000000000"
"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","SUFFOLK","54.000000000000","37.800000000000","48.000000000000","14.400000000000","52.200000000000"
"330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","NEW YORK","NY","10025","NEW YORK","59.090909090909","41.363636363636","17.000000000000","5.100000000000","46.463636363636"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","MONTGOMERY","63.333333333333","44.333333333333","36.000000000000","10.800000000000","55.133333333333"
"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY","12572","DUTCHESS","71.111111111111","49.777777777778","59.000000000000","17.700000000000","67.477777777778"
"330053","MEDINA MEMORIAL HOSPITAL","200 OHIO STREET","MEDINA","NY","14103","ORLEANS","28.888888888889","20.222222222222","15.000000000000","4.500000000000","24.722222222222"
"330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","QUEENS","52.727272727273","36.909090909091","35.000000000000","10.500000000000","47.409090909091"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY","11201","KINGS","71.111111111111","49.777777777778","18.000000000000","5.400000000000","55.177777777778"
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","ALBANY","56.363636363636","39.454545454545","18.000000000000","5.400000000000","44.854545454545"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","NY","14456","ONTARIO","64.444444444444","45.111111111111","35.000000000000","10.500000000000","55.611111111111"
"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY","10467","BRONX","28.181818181818","19.727272727273","35.000000000000","10.500000000000","30.227272727273"
"330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","NY","10708","WESTCHESTER","75.555555555556","52.888888888889","25.000000000000","7.500000000000","60.388888888889"
"330064","NEW YORK DOWNTOWN HOSPITAL","170 WILLIAM STREET","NEW YORK","NY","10038","NEW YORK","42.222222222222","29.555555555556","6.000000000000","1.800000000000","31.355555555556"
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NY","14302","NIAGARA","83.333333333333","58.333333333333","14.000000000000","4.200000000000","62.533333333333"
"330067","ST FRANCIS HOSPITAL","241 NORTH ROAD","POUGHKEEPSIE","NY","12601","DUTCHESS","77.777777777778","54.444444444444","32.000000000000","9.600000000000","64.044444444444"
"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY","14020","GENESEE","56.666666666667","39.666666666667","15.000000000000","4.500000000000","44.166666666667"
"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY","14424","ONTARIO","68.888888888889","48.222222222222","41.000000000000","12.300000000000","60.522222222222"
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","ERIE","44.444444444444","31.111111111111","36.000000000000","10.800000000000","41.911111111111"
"330079","ADIRONDACK MEDICAL CENTER","2233 STATE ROUTE 86","SARANAC LAKE","NY","12983","FRANKLIN","72.222222222222","50.555555555556","55.000000000000","16.500000000000","67.055555555556"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","BRONX","50.000000000000","35.000000000000","12.000000000000","3.600000000000","38.600000000000"
"330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY","12953","FRANKLIN","62.222222222222","43.555555555556","25.000000000000","7.500000000000","51.055555555556"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY","13820","OTSEGO","58.888888888889","41.222222222222","25.000000000000","7.500000000000","48.722222222222"
"330086","MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","NY","10550","WESTCHESTER","55.555555555556","38.888888888889","15.000000000000","4.500000000000","43.388888888889"
"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","SUFFOLK","53.750000000000","37.625000000000","40.000000000000","12.000000000000","49.625000000000"
"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","CHEMUNG","56.363636363636","39.454545454545","35.000000000000","10.500000000000","49.954545454545"
"330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY","12534","COLUMBIA","46.666666666667","32.666666666667","25.000000000000","7.500000000000","40.166666666667"
"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","NY","14895","ALLEGANY","58.888888888889","41.222222222222","46.000000000000","13.800000000000","55.022222222222"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10021","NEW YORK","51.818181818182","36.272727272727","30.000000000000","9.000000000000","45.272727272727"
"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY","14217","ERIE","53.333333333333","37.333333333333","43.000000000000","12.900000000000","50.233333333333"
"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY","14760","CATTARAUGUS","52.222222222222","36.555555555556","13.000000000000","3.900000000000","40.455555555556"
"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","ROCKLAND","77.777777777778","54.444444444444","20.000000000000","6.000000000000","60.444444444444"
"330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY","11030","NASSAU","47.272727272727","33.090909090909","32.000000000000","9.600000000000","42.690909090909"
"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","SUFFOLK","43.333333333333","30.333333333333","15.000000000000","4.500000000000","34.833333333333"
"330108","ST JOSEPH'S HOSPITAL, INC","555 EAST MARKET STREET","ELMIRA","NY","14902","CHEMUNG","53.333333333333","37.333333333333","17.000000000000","5.100000000000","42.433333333333"
"330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","ONEIDA","NY","13421","MADISON","46.666666666667","32.666666666667","24.000000000000","7.200000000000","39.866666666667"
"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NEW YORK","46.363636363636","32.454545454545","15.000000000000","4.500000000000","36.954545454545"
"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","MONROE","53.636363636364","37.545454545455","40.000000000000","12.000000000000","49.545454545455"
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","ORANGE","46.000000000000","32.200000000000","26.000000000000","7.800000000000","40.000000000000"
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY","10461","BRONX","36.666666666667","25.666666666667","21.000000000000","6.300000000000","31.966666666667"
"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY","11373","QUEENS","52.000000000000","36.400000000000","8.000000000000","2.400000000000","38.800000000000"
"330132","TLC HEALTH NETWORK","100 MEMORIAL DRIVE","GOWANDA","NY","14070","CATTARAUGUS","40.000000000000","28.000000000000","24.000000000000","7.200000000000","35.200000000000"
"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY","12771","ORANGE","75.555555555556","52.888888888889","28.000000000000","8.400000000000","61.288888888889"
"330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY","13326","OTSEGO","56.363636363636","39.454545454545","26.000000000000","7.800000000000","47.254545454545"
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY","13203","ONONDAGA","48.181818181818","33.727272727273","45.000000000000","13.500000000000","47.227272727273"
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","NY","11772","SUFFOLK","50.000000000000","35.000000000000","7.000000000000","2.100000000000","37.100000000000"
"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","HORNELL","NY","14843","STEUBEN","46.666666666667","32.666666666667","32.000000000000","9.600000000000","42.266666666667"
"330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","SCHENECTADY","86.363636363636","60.454545454545","29.000000000000","8.700000000000","69.154545454545"
"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY","13601","JEFFERSON","53.333333333333","37.333333333333","38.000000000000","11.400000000000","48.733333333333"
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY","10901","ROCKLAND","45.454545454545","31.818181818182","12.000000000000","3.600000000000","35.418181818182"
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","RICHMOND","96.363636363636","67.454545454545","17.000000000000","5.100000000000","72.554545454545"
"330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","WESTCHESTER","64.444444444444","45.111111111111","58.000000000000","17.400000000000","62.511111111111"
"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NIAGARA","11.111111111111","7.777777777778","21.000000000000","6.300000000000","14.077777777778"
"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","MONROE","70.000000000000","49.000000000000","53.000000000000","15.900000000000","64.900000000000"
"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NASSAU","50.000000000000","35.000000000000","29.000000000000","8.700000000000","43.700000000000"
"330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NEW YORK","61.818181818182","43.272727272727","9.000000000000","2.700000000000","45.972727272727"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY","13045","CORTLAND","58.888888888889","41.222222222222","32.000000000000","9.600000000000","50.822222222222"
"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","RENSSELAER","60.000000000000","42.000000000000","17.000000000000","5.100000000000","47.100000000000"
