"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"281325","BROWN COUNTY HOSPITAL","945 EAST ZERO ST","","","AINSWORTH","NE","69210","BROWN","4023872800","Not Available","Not Available","The number of cases/patients is too few to report","2.7","74","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","0.0","50","","Not Available","Not Available","The number of cases/patients is too few to report"
"281326","ANTELOPE MEMORIAL HOSPITAL","P O BOX 229, 102 WEST 9TH ST","","","NELIGH","NE","68756","ANTELOPE","4028874151","Not Available","Not Available","The number of cases/patients is too few to report","4.7","148","","64.7","51","","0.0","95","","3.5","85","","Not Available","Not Available","The number of cases/patients is too few to report"
"281328","LITZENBERG MEMORIAL COUNTY HOSPITAL","1715  26TH ST","","","CENTRAL CITY","NE","68826","MERRICK","3089463015","Not Available","Not Available","The number of cases/patients is too few to report","3.6","168","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281329","AVERA ST ANTHONY'S HOSPITAL","300 NORTH 2ND ST","","","O' NEILL","NE","68763","HOLT","4023362611","Not Available","Not Available","The number of cases/patients is too few to report","3.5","231","","8.6","128","","9.4","127","","6.8","132","","Not Available","Not Available","The number of cases/patients is too few to report"
"281330","WARREN MEMORIAL HOSPITAL","905 SECOND ST","","","FRIEND","NE","68359","SALINE","4029472541","Not Available","Not Available","The number of cases/patients is too few to report","2.1","48","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"281331","AVERA CREIGHTON HOSPITAL","P O BOX 186, 1503 MAIN ST","","","CREIGHTON","NE","68729","KNOX","4023585700","Not Available","Not Available","The number of cases/patients is too few to report","5.7","158","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","1.8","56","","0.0","69",""
"281332","BUTLER COUNTY HEALTH CARE CENTER","372 SOUTH 9TH ST","","","DAVID CITY","NE","68632","BUTLER","4023671200","Not Available","Not Available","The number of cases/patients is too few to report","7.0","172","","41.5","65","","0.0","52","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281333","ROCK COUNTY HOSPITAL","102 EAST SOUTH STREET","","","BASSETT","NE","68714","ROCK","4026843366","Not Available","Not Available","The number of cases/patients is too few to report","0.0","50","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281334","BOONE COUNTY HEALTH CENTER","P O BOX 151, 723 WEST FAIRVIEW ST","","","ALBION","NE","68620","BOONE","4023952191","41.2","51","","2.7","368","","9.1","154","","5.1","79","","0.0","48","","Not Available","Not Available","The number of cases/patients is too few to report"
"281335","CALLAWAY DISTRICT HOSPITAL","P O BOX 100, 211 E KIMBALL ST","","","CALLAWAY","NE","68825","CUSTER","3088362228","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"281336","YORK GENERAL HOSPITAL","2222 LINCOLN AVE","","","YORK","NE","68467","YORK","4023626671","Not Available","Not Available","The number of cases/patients is too few to report","16.1","423","","5.7","140","","0.0","135","","5.0","180","","Not Available","Not Available","The number of cases/patients is too few to report"
"281338","HOWARD COUNTY MEDICAL CENTER","P O BOX 406, 1113 SHERMAN ST","","","ST PAUL","NE","68873","HOWARD","3087544421","Not Available","Not Available","The number of cases/patients is too few to report","4.1","219","","17.7","96","","Not Available","Not Available","The number of cases/patients is too few to report","3.6","83","","Not Available","Not Available","The number of cases/patients is too few to report"
"281340","DUNDY COUNTY HOSPITAL","P O BOX 626, 1313 NORTH CHEYENNE ST","","","BENKELMAN","NE","69021","DUNDY","3084232204","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","0.0","45",""
"281341","CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES","825 CENTENNIAL DRIVE","","","CHADRON","NE","69337","DAWES","3084325586","Not Available","Not Available","The number of cases/patients is too few to report","6.9","274","","12.8","78","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281342","ST MARY'S COMMUNITY HOSPITAL","1314  3RD AVE","","","NEBRASKA CITY","NE","68410","OTOE","4028733321","Not Available","Not Available","The number of cases/patients is too few to report","16.3","283","","5.6","107","","0.0","95","","3.9","103","","Not Available","Not Available","The number of cases/patients is too few to report"
"281343","WEST HOLT MEMORIAL HOSPITAL","406 W NEELY ST","","","ATKINSON","NE","68713","HOLT","4029252811","Not Available","Not Available","The number of cases/patients is too few to report","2.7","75","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281344","CHERRY COUNTY HOSPITAL","P O BOX 410, 510 NORTH GREEN ST","","","VALENTINE","NE","69201","CHERRY","4023762525","Not Available","Not Available","The number of cases/patients is too few to report","16.6","151","","5.3","94","","0.0","73","","4.7","85","","Not Available","Not Available","The number of cases/patients is too few to report"
"281345","PROVIDENCE MEDICAL CENTER","1200 PROVIDENCE RD","","","WAYNE","NE","68787","WAYNE","4023753800","Not Available","Not Available","The number of cases/patients is too few to report","10.8","185","","5.8","86","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281346","ALEGENT HEALTH PLAINVIEW HOSPITAL","P O BOX 489, 704 NORTH THIRD ST","","","PLAINVIEW","NE","68769","PIERCE","4025824245","Not Available","Not Available","The number of cases/patients is too few to report","9.2","65","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281347","OSMOND GENERAL HOSPITAL","P O BOX 429, 402 NORTH MAPLE ST","","","OSMOND","NE","68765","PIERCE","4027483393","Not Available","Not Available","The number of cases/patients is too few to report","11.1","81","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281348","TRI VALLEY HEALTH SYSTEM","1305 WEST HIGHWAY 6/34","","","CAMBRIDGE","NE","69022","FURNAS","3086973329","Not Available","Not Available","The number of cases/patients is too few to report","7.5","173","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281349","PENDER COMMUNITY HOSPITAL","P O BOX 100, 100 HOSPITAL DRIVE","","","PENDER","NE","68047","THURSTON","4023853083","Not Available","Not Available","The number of cases/patients is too few to report","9.2","119","","72.4","58","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281350","JOHNSON COUNTY HOSPITAL","202 HIGH ST","","","TECUMSEH","NE","68450","JOHNSON","4023353361","Not Available","Not Available","The number of cases/patients is too few to report","7.6","144","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","2.1","47","","0.0","48",""
"281351","CHASE COUNTY COMMUNITY HOSPITAL","P O BOX 819, 600 W 12TH ST","","","IMPERIAL","NE","69033","CHASE","3088827111","Not Available","Not Available","The number of cases/patients is too few to report","15.3","124","","3.0","67","","1.9","52","","Not Available","Not Available","The number of cases/patients is too few to report","0.0","69",""
"281352","COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 2307 BARADA ST","","","FALLS CITY","NE","68355","RICHARDSON","4022452428","Not Available","Not Available","The number of cases/patients is too few to report","15.5","155","","10.4","115","","5.8","69","","3.4","59","","Not Available","Not Available","The number of cases/patients is too few to report"
"281353","VALLEY COUNTY HEALTH SYSTEM","2707 L STREET","","","ORD","NE","68862","VALLEY","3087284200","Not Available","Not Available","The number of cases/patients is too few to report","8.4","143","","1.4","71","","Not Available","Not Available","The number of cases/patients is too few to report","5.0","80","","Not Available","Not Available","The number of cases/patients is too few to report"
"281355","OGALLALA COMMUNITY HOSPITAL","2601 NORTH SPRUCE ST","","","OGALLALA","NE","69153","KEITH","3082844011","Not Available","Not Available","The number of cases/patients is too few to report","11.0","255","","5.3","114","","3.4","59","","3.4","59","","Not Available","Not Available","The number of cases/patients is too few to report"
"281356","PERKINS COUNTY HEALTH SERVICES","900 LINCOLN AVE","","","GRANT","NE","69140","PERKINS","3083527200","Not Available","Not Available","The number of cases/patients is too few to report","21.6","148","","4.1","73","","2.2","45","","1.8","57","","0.0","68",""
"281357","SIDNEY REGIONAL MEDICAL CENTER","645 OSAGE ST","","","SIDNEY","NE","69162","CHEYENNE","3082545825","Not Available","Not Available","The number of cases/patients is too few to report","7.6","184","","8.1","99","","Not Available","Not Available","The number of cases/patients is too few to report","4.8","62","","Not Available","Not Available","The number of cases/patients is too few to report"
"281358","GORDON MEMORIAL HOSPITAL DISTRICT","300 EAST 8TH ST","","","GORDON","NE","69343","SHERIDAN","3082820401","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","1.9","54","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","0.0","57",""
"281359","MEMORIAL COMMUNITY HOSPITAL","810 NORTH 22ND ST","","","BLAIR","NE","68008","WASHINGTON","4024262182","50.0","50","","9.5","368","","3.1","162","","1.7","116","","5.5","91","","Not Available","Not Available","The number of cases/patients is too few to report"
"281360","BOX BUTTE GENERAL HOSPITAL","P O BOX 810, 2101 BOX BUTTE AVE","","","ALLIANCE","NE","69301","BOX BUTTE","3087626660","36.7","49","","4.4","160","","2.1","140","","1.6","64","","3.5","57","","0.0","161",""
"281361","LEXINGTON REGIONAL HEALTH CENTER","P O BOX 980, 1201 NORTH ERIE ST","","","LEXINGTON","NE","68850","DAWSON","3083245651","Not Available","Not Available","The number of cases/patients is too few to report","4.5","202","","9.5","74","","17.9","67","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"281362","PHELPS MEMORIAL HEALTH CENTER","1215 TIBBALS ST","","","HOLDREGE","NE","68949","PHELPS","3089952211","Not Available","Not Available","The number of cases/patients is too few to report","8.2","487","","3.3","181","","7.2","194","","5.8","154","","Not Available","Not Available","The number of cases/patients is too few to report"
"281363","COMMUNITY HOSPITAL","P O BOX 1328, 1301 EAST H ST","","","MCCOOK","NE","69001","RED WILLOW","3083442650","Not Available","Not Available","The number of cases/patients is too few to report","19.7","365","","11.4","210","","17.4","213","","4.2","165","","Not Available","Not Available","The number of cases/patients is too few to report"
"281364","BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY","","","BEATRICE","NE","68310","GAGE","4022283344","Not Available","Not Available","The number of cases/patients is too few to report","14.8","724","","8.5","294","","5.1","217","","5.4","130","","Not Available","Not Available","The number of cases/patients is too few to report"
"281365","JENNIE M MELHAM MEMORIAL MEDICAL CENTER","145 MEMORIAL DRIVE","","","BROKEN BOW","NE","68822","CUSTER","3088724100","Not Available","Not Available","The number of cases/patients is too few to report","25.2","147","","3.0","134","","1.0","101","","3.3","91","","Not Available","Not Available","The number of cases/patients is too few to report"
"290001","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET","","","RENO","NV","89502","WASHOE","7759824100","34.1","123","","Not Available","Not Available","No cases met the criteria for this measure","9.2","813","","0.0","656","","3.7","1580","","4.6","672",""
"290003","SUNRISE HOSPITAL AND MEDICAL CENTER","3186 S MARYLAND PKWY","","","LAS VEGAS","NV","89109","CLARK","7027318000","Not Available","Not Available","The number of cases/patients is too few to report","12.8","406","","3.1","650","","0.6","322","","5.3","319","","3.0","857",""
"290005","NORTH VISTA HOSPITAL","1409 EAST LAKE MEAD BLVD","","","NORTH LAS VEGAS","NV","89030","CLARK","7026575504","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","4.3","140","","Not Available","Not Available","The number of cases/patients is too few to report","7.7","91","","Not Available","Not Available","The number of cases/patients is too few to report"
"290006","BANNER CHURCHILL COMMUNITY HOSPITAL","801 EAST WILLIAMS AVENUE","","","FALLON","NV","89406","CHURCHILL","7754233151","39.5","86","","5.4","685","","6.9","260","","0.6","169","","5.4","111","","Not Available","Not Available","The number of cases/patients is too few to report"
"290007","UMC OF SOUTHERN NEVADA","1800 W CHARLESTON BLVD","","","LAS VEGAS","NV","89102","CLARK","7023832000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","7.4","309","","19.8","111","","4.3","211","","5.0","444",""
"290008","NORTHEASTERN NEVADA REGIONAL HOSPITAL","2001 ERRECART BLVD","","","ELKO","NV","89801","ELKO","7757385151","Not Available","Not Available","The number of cases/patients is too few to report","9.9","121","","9.6","197","","7.9","89","","3.4","59","","6.5","245",""
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","","","RENO","NV","89503","WASHOE","7757703000","29.1","110","","8.8","649","","5.1","800","","0.5","629","","6.3","285","","1.9","696",""
"290012","ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","102 E LAKE MEAD DR","","","HENDERSON","NV","89015","CLARK","7026165000","Not Available","Not Available","The number of cases/patients is too few to report","8.2","110","","10.8","380","","3.0","67","","5.8","190","","4.5","485",""
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","","","CARSON CITY","NV","89703","CARSON CITY","7754458000","35.5","327","","9.4","2702","","11.5","946","","3.2","934","","5.7","1063","","1.8","773",""
"290020","NYE REGIONAL MEDICAL CENTER","825 ERIE MAIN ST (AKA SOUTH MAIN)","","","TONOPAH","NV","89049","NYE","7754826233","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","0.0","47","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","0.0","39",""
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","","","LAS VEGAS","NV","89106","CLARK","7023884000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","2.3","265","","Not Available","Not Available","The number of cases/patients is too few to report","8.9","191","","Not Available","Not Available","The number of cases/patients is too few to report"
"290022","DESERT SPRINGS HOSPITAL","2075 EAST FLAMINGO ROAD","","","LAS VEGAS","NV","89119","CLARK","7023697600","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","4.1","365","","Not Available","Not Available","The number of cases/patients is too few to report","4.9","162","","2.1","475",""
"290032","NORTHERN NEVADA MEDICAL CENTER","2375 PRATER WAY","","","SPARKS","NV","89434","WASHOE","7753317000","40.9","44","","7.7","533","","2.4","292","","0.6","178","","2.9","170","","Not Available","Not Available","The number of cases/patients is too few to report"
"290039","MOUNTAINVIEW HOSPITAL","3100 N TENAYA WAY","","","LAS VEGAS","NV","89128","CLARK","7022555065","Not Available","Not Available","The number of cases/patients is too few to report","10.2","411","","5.4","560","","0.9","464","","3.6","192","","3.8","625",""
"290041","SUMMERLIN HOSPITAL MEDICAL CENTER","657 TOWN CENTER DRIVE","","","LAS VEGAS","NV","89144","CLARK","7022337500","Not Available","Not Available","The number of cases/patients is too few to report","7.3","150","","8.9","427","","14.8","128","","7.2","152","","3.8","626",""
"290045","ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS","3001 ST ROSE PARKWAY","","","HENDERSON","NV","89052","CLARK","7026165000","Not Available","Not Available","The number of cases/patients is too few to report","7.3","123","","10.6","715","","0.7","144","","6.7","345","","3.7","956",""
"290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","5400 SOUTH RAINBOW BLVD","","","LAS VEGAS","NV","89118","CLARK","7028533000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","4.0","328","","Not Available","Not Available","The number of cases/patients is too few to report","10.4","144","","2.2","498",""
"290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","9300 WEST SUNSET RD","","","LAS VEGAS","NV","89148","CLARK","7028802100","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","5.7","176","","4.8","145","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","10101 DOUBLE R BLVD","","","RENO","NV","89521","CARSON CITY","7759827000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","8.0","473","","0.3","332","","3.8","157","","Not Available","Not Available","The number of cases/patients is too few to report"
"290051","SIERRA SURGERY HOSPITAL","1400 MEDICAL PKWY","","","CARSON CITY","NV","89703","CARSON CITY","7758831700","50.0","82","","5.6","427","","22.0","191","","1.7","118","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"290053","ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS","8280 W WARM SPRINGS ROAD","","","LAS VEGAS","NV","89113","CLARK","7026165509","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","10.0","300","","Not Available","Not Available","The number of cases/patients is too few to report","10.2","177","","Not Available","Not Available","The number of cases/patients is too few to report"
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N DURANGO DR","","","LAS VEGAS","NV","89149","CLARK","7028359700","Not Available","Not Available","The number of cases/patients is too few to report","5.6","90","","1.7","300","","5.1","59","","7.7","169","","Not Available","Not Available","The number of cases/patients is too few to report"
"291300","MOUNT GRANT GENERAL HOSPITAL","FIRST AND A STREETS","","","HAWTHORNE","NV","89415","MINERAL","7029452461","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"291301","INCLINE VILLAGE HEALTH CENTER","880 ALDER STREET","","","INCLINE VILLAGE","NV","89451","WASHOE","7758334100","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","0.0","65","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","0.0","37",""
"291302","WILLIAM BEE RIRIE HOSPITAL","1500 AVENUE H","","","ELY","NV","89301","WHITE PINE","7752893001","Not Available","Not Available","The number of cases/patients is too few to report","9.5","105","","2.1","146","","0.0","116","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"291303","BATTLE MOUNTAIN GENERAL HOSPITAL","535 SOUTH HUMBOLDT STREET","","","BATTE MTN","NV","89820","LANDER","7756352550","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"291304","PERSHING GENERAL HOSPITAL","855 6TH STREET/PO BOX 661","","","LOVELOCK","NV","89419","PERSHING","7752732621","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","0.0","56",""
"291306","CARSON VALLEY MEDICAL CENTER","1107 HIGHWAY 395","","","GARDNERVILLE","NV","89410","DOUGLAS","7757821500","48.1","54","","7.9","508","","7.3","382","","3.0","361","","4.0","177","","0.2","412",""
"291307","MESA VIEW REGIONAL HOSPITAL","1299 BERTHA HOWE AVENUE","","","MESQUITE","NV","89027","CLARK","7023468040","39.5","43","","5.1","505","","14.9","302","","11.7","120","","3.1","65","","Not Available","Not Available","The number of cases/patients is too few to report"
"291308","HUMBOLDT GENERAL HOSPITAL","118 EAST HASKELL STREET","","","WINNEMUCCA","NV","89445","HUMBOLDT","7756235222","Not Available","Not Available","The number of cases/patients is too few to report","4.4","180","","10.3","97","","4.2","72","","3.6","56","","Not Available","Not Available","The number of cases/patients is too few to report"
"291309","BOULDER CITY HOSPITAL","901 ADAMS BLVD","","","BOULDER CITY","NV","89005","CLARK","7022934111","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","20.9","139","","28.1","64","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"291311","DESERT VIEW REGIONAL MEDICAL CENTER","360 SOUTH LOLA LANE","","","PAHRUMP","NV","89048","NYE","7757517500","37.0","54","","9.9","213","","27.5","374","","26.4","322","","4.6","65","","Not Available","Not Available","The number of cases/patients is too few to report"
"291312","GROVER C DILS MEDICAL CENTER","700 N SPRING ST, BOX 1010-C-ADM BLDG","","","CALIENTE","NV","89008","LINCOLN","7757263171","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"300001","CONCORD HOSPITAL","250 PLEASANT ST","","","CONCORD","NH","03301","MERRIMACK","6032252711","45.3","53","","7.5","1147","","4.6","777","","2.0","447","","4.0","704","","2.4","933",""
"300003","MARY HITCHCOCK MEMORIAL HOSPITAL","1 MEDICAL CENTER DRIVE","","","LEBANON","NH","03756","GRAFTON","6036505000","28.5","344","","7.9","3137","","3.3","1743","","0.0","2109","","4.6","1011","","1.6","617",""
"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","","","LACONIA","NH","03246","BELKNAP","6035243211","36.6","194","","6.8","1523","","7.2","768","","0.0","445","","8.3","337","","2.7","676",""
"300011","ST JOSEPH HOSPITAL","172 KINSLEY ST","","","NASHUA","NH","03060","HILLSBOROUGH","6038823000","33.6","122","","8.7","1903","","5.4","704","","0.0","492","","4.9","390","","1.5","465",""
"300012","ELLIOT HOSPITAL","1 ELLIOT WAY","","","MANCHESTER","NH","03103","HILLSBOROUGH","6036695300","34.4","276","","8.0","2581","","5.5","1001","","0.0","714","","5.4","706","","3.1","1007",""
"300014","FRISBIE MEMORIAL HOSPITAL","11 WHITEHALL ROAD","","","ROCHESTER","NH","03867","STRAFFORD","6033325211","27.3","110","","Not Available","Not Available","No cases met the criteria for this measure","2.2","774","","0.2","661","","6.6","303","","2.4","594",""
"300017","PARKLAND MEDICAL CENTER","1 PARKLAND DRIVE","","","DERRY","NH","03038","ROCKINGHAM","6034212100","Not Available","Not Available","The number of cases/patients is too few to report","7.9","342","","11.1","323","","0.0","181","","6.9","262","","1.8","490",""
"300018","WENTWORTH-DOUGLASS HOSPITAL","789 CENTRAL AVE","","","DOVER","NH","03820","STRAFFORD","6037402580","30.2","116","","Not Available","Not Available","No cases met the criteria for this measure","5.2","886","","0.0","857","","6.2","598","","3.2","728",""
"300019","CHESHIRE MEDICAL CENTER","580 COURT STREET","","","KEENE","NH","03431","CHESHIRE","6033545400","41.1","141","","4.8","1729","","1.6","930","","0.0","835","","4.2","380","","1.8","598",""
"300020","SOUTHERN NH MEDICAL CENTER","8 PROSPECT STREET","","","NASHUA","NH","03060","HILLSBOROUGH","6035772000","35.3","133","","8.2","2133","","4.5","690","","0.4","492","","5.3","703","","2.3","837",""
"300023","EXETER HOSPITAL INC","5 ALUMNI DRIVE","","","EXETER","NH","03833","ROCKINGHAM","6037787311","26.3","137","","4.9","2319","","7.5","678","","1.0","613","","7.2","678","","2.5","599",""
"300029","PORTSMOUTH REGIONAL HOSPITAL","333 BORTHWICK AVE","","","PORTSMOUTH","NH","03801","ROCKINGHAM","6034365110","32.9","173","","13.6","1686","","8.0","503","","0.0","309","","6.2","275","","0.7","451",""
"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","","","MANCHESTER","NH","03102","HILLSBOROUGH","6036683545","36.0","150","","12.7","1706","","1.0","668","","0.0","426","","5.3","1180","","1.9","827",""
"301300","UPPER CONNECTICUT VALLEY HOSPITAL","181 CORLISS LANE","","","COLEBROOK","NH","03576","COOS","6032374971","Not Available","Not Available","No cases met the criteria for this measure","2.2","226","","8.8","91","","4.3","47","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"301303","WEEKS MEDICAL CENTER","173 MIDDLE STREET","","","LANCASTER","NH","03584","COOS","6037884911","53.7","41","","2.3","257","","32.3","155","","11.0","82","","5.8","171","","0.7","146",""
"301304","NEW LONDON HOSPITAL","273 COUNTY ROAD","","","NEW LONDON","NH","03257","MERRIMACK","6035262911","Not Available","Not Available","The number of cases/patients is too few to report","11.0","1038","","9.9","222","","3.6","110","","7.0","86","","Not Available","Not Available","The number of cases/patients is too few to report"
"301306","FRANKLIN REGIONAL HOSPITAL","15 AIKEN AVENUE","","","FRANKLIN","NH","03235","MERRIMACK","6039342060","Not Available","Not Available","The number of cases/patients is too few to report","6.1","392","","2.5","159","","0.0","83","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"301308","VALLEY REGIONAL HOSPITAL","243 ELM STREET","","","CLAREMONT","NH","03743","SULLIVAN","6035427771","Not Available","Not Available","The number of cases/patients is too few to report","11.5","669","","4.1","146","","2.7","75","","Not Available","Not Available","The number of cases/patients is too few to report","1.2","242",""
"301309","MONADNOCK COMMUNITY HOSPITAL","452 OLD STREET ROAD","","","PETERBOROUGH","NH","03458","HILLSBOROUGH","6039247191","27.2","81","","11.8","837","","6.3","351","","0.0","218","","6.3","144","","0.7","271",""
"301311","SPEARE MEMORIAL HOSPITAL","16 HOSPITAL ROAD","","","PLYMOUTH","NH","03264","GRAFTON","6035361120","Not Available","Not Available","The number of cases/patients is too few to report","7.3","688","","3.7","245","","0.7","141","","4.8","167","","Not Available","Not Available","The number of cases/patients is too few to report"
"301312","HUGGINS HOSPITAL","240 SOUTH MAIN STREET","","","WOLFEBORO","NH","03894","CARROLL","6035697500","43.2","37","","7.1","677","","3.7","376","","3.4","296","","5.6","144","","4.4","386",""
