"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"450446","RIVERSIDE GENERAL HOSPITAL","3204 ENNIS ST","","","HOUSTON","TX","77004","HARRIS","7135262441","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"161360","ORANGE CITY AREA HEALTH SYSTEM","1000 LINCOLN CIRCLE SE","","","ORANGE CITY","IA","51041","SIOUX","7127374984","91","23","The number of cases/patients is too few to report","96","28",""
"360020","SUMMA HEALTH SYSTEMS HOSPITALS","525 EAST MARKET STREET","","","AKRON","OH","44309","SUMMIT","3303753000","99","142","Data submitted were based on a sample of cases/patients","97","94","Data submitted were based on a sample of cases/patients"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","","","MATHER                        ","CA","95655","SACRAMENTO","8003828387","95","39","","89","61",""
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","","","SLEEPY HOLLOW","NY","10591","WESTCHESTER","9143663000","97","166","","99","84",""
"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","","","CHICAGO","IL","60615","COOK","3125722000","85","46","Data submitted were based on a sample of cases/patients","94","54","Data submitted were based on a sample of cases/patients"
"100166","DOCTORS HOSPITAL OF SARASOTA","5731 BEE RIDGE RD","","","SARASOTA","FL","34233","SARASOTA","9413421100","100","149","","99","88",""
"200002","MILES MEMORIAL HOSPITAL INC (LINCOLN COUNTY HC)","35 MILES STREET","","","DAMARISCOTTA","ME","04543","LINCOLN","2075631234","100","47","","91","22","The number of cases/patients is too few to report"
"170150","SOUTH CENTRAL KS  MED CENTER","6401 PATTERSON PARKWAY","","","ARKANSAS CITY","KS","67005","COWLEY","6204422500","100","31","Data submitted were based on a sample of cases/patients","98","40","Data submitted were based on a sample of cases/patients"
"100081","HEALTHMARK REGIONAL MEDICAL CENTER","4413 US HWY 331 S","","","DEFUNIAK SPRINGS","FL","32435","WALTON","8509514500","85","26","Data submitted were based on a sample of cases/patients","52","27","Data submitted were based on a sample of cases/patients"
"230058","MERCY HOSPITAL - GRAYLING","1100 E MICHIGAN AVE","","","GRAYLING","MI","49738","CRAWFORD","9893485461","100","107","Data submitted were based on a sample of cases/patients","97","72","Data submitted were based on a sample of cases/patients"
"260052","MERCY HOSPITAL WASHINGTON","901 EAST 5TH STREET","","","WASHINGTON","MO","63090","FRANKLIN","6362398000","99","103","Data submitted were based on a sample of cases/patients","99","70","Data submitted were based on a sample of cases/patients"
"050226","AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE","","","ANAHEIM","CA","92801","ORANGE","7147741450","100","261","Data submitted were based on a sample of cases/patients","96","132","Data submitted were based on a sample of cases/patients"
"490114","WELLMONT LONESOME PINE HOSPITAL","1990 HOLTON AVENUE EAST","","","BIG STONE GAP","VA","24219","WISE","2765233111","98","141","","88","92",""
"231307","BARAGA COUNTY MEMORIAL HOSPITAL","18341 US HIGHWAY 41","","","L' ANSE","MI","49946","BARAGA","9065243300","89","28","","85","20","The number of cases/patients is too few to report"
"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","","","MAPLEWOOD","MN","55109","RAMSEY","6512327000","99","159","Data submitted were based on a sample of cases/patients","95","101","Data submitted were based on a sample of cases/patients"
"250027","WINSTON MEDICAL CENTER & SWINGBED","562 EAST MAIN STREET","","","LOUISVILLE","MS","39339","WINSTON","6627736211","96","24","The number of cases/patients is too few to report","96","27",""
"060022","UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL","1400 E BOULDER ST","","","COLORADO SPRINGS","CO","80909","EL PASO","7193655000","98","405","","96","262",""
"110104","CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH","","","CORDELE","GA","31015","CRISP","2292763100","100","125","","99","88",""
"10009F","BAY PINES VA MEDICAL CENTER","10000 BAY PINES BLVD.","","","BAY PINES                     ","FL","33708","PINELLAS","7273986661","98","130","","98","55",""
"390125","WAYNE MEMORIAL HOSPITAL","601 PARK STREET","","","HONESDALE","PA","18431","WAYNE","5702538100","98","140","","94","90",""
"450176","MISSION REGIONAL MEDICAL CENTER","900 SOUTH BRYAN ROAD","","","MISSION","TX","78572","HIDALGO","9563239000","95","298","","93","161",""
"370113","INTEGRIS GROVE HOSPITAL","1001 EAST 18TH STREET","","","GROVE","OK","74344","DELAWARE","9187862243","99","159","","94","85",""
"461305","MILFORD VALLEY MEMORIAL HOSPITAL","850 NORTH MAIN STREET","","","MILFORD","UT","84751","BEAVER","4353872411","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"451372","MULESHOE AREA MEDICAL CENTER","708 S 1ST ST","","","MULESHOE","TX","79347","BAILEY","8062724524","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"360261","THREE GABLES SURGERY CENTER","5897 COUNTY ROAD 107","","","PROCTORVILLE","OH","45669","LAWRENCE","7408869911","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"531308","JOHNSON COUNTY HEALTHCARE CENTER","497 WEST LOTT","","","BUFFALO","WY","82834","JOHNSON","3076845521","92","13","The number of cases/patients is too few to report","89","19","The number of cases/patients is too few to report"
"450178","PECOS COUNTY MEMORIAL HOSPITAL","387 WEST I 10","","","FORT STOCKTON","TX","79735","PECOS","4323364201","71","17","The number of cases/patients is too few to report","60","25",""
"310011","CAPE REGIONAL MEDICAL CENTER INC","TWO STONE HARBOR BLVD","","","CAPE MAY COURT HOUSE","NJ","08210","CAPE MAY","6094632000","97","428","","96","229",""
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","","","NEVADA","MO","64772","VERNON","4176673355","100","15","The number of cases/patients is too few to report","82","11","The number of cases/patients is too few to report"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","","","PLAINVIEW","TX","79072","HALE","8062965531","93","46","","97","61",""
"251327","HARDY WILSON MEMORIAL HOSPITAL CAH","233 MAGNOLIA STREET","","","HAZLEHURST","MS","39083","COPIAH","6018944541","96","24","The number of cases/patients is too few to report","91","23","The number of cases/patients is too few to report"
"400016","AUXILIO MUTUO HOSPITAL","PONCE DE LEON AVENUE STOP 36 1/2 #735","","","HATO REY","PR","00918","SAN JUAN","7877582000","69","113","","71","96",""
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","","","FAIRFAX","VA","22033","FAIRFAX","7033914170","99","149","Data submitted were based on a sample of cases/patients","99","90","Data submitted were based on a sample of cases/patients"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","","","GARY","IN","46402","LAKE","2198864642","99","115","Data submitted were based on a sample of cases/patients","100","52","Data submitted were based on a sample of cases/patients"
"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","","","PHILADELPHIA","PA","19104","PHILADELPHIA","2156628000","98","116","Data submitted were based on a sample of cases/patients","98","54","Data submitted were based on a sample of cases/patients"
"511318","MONTGOMERY GENERAL HOSPITAL, INC","401 SIXTH AVENUE, FAYETTE COUNTY","","","MONTGOMERY","WV","25136","FAYETTE","3044425151","96","72","","89","53",""
"101307","DOCTORS MEMORIAL HOSPITAL","2600 HOSPITAL DR","","","BONIFAY","FL","32425","HOLMES","8505471120","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required","30","61","Results are based on a shorter time period than required"
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","","","NEW YORK","NY","10016","NEW YORK","2122637300","98","121","Data submitted were based on a sample of cases/patients","100","56","Data submitted were based on a sample of cases/patients"
"220110","BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET","","","BOSTON","MA","02115","SUFFOLK","6177325500","91","66","Data submitted were based on a sample of cases/patients","100","22","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","","","OAK LAWN","IL","60453","COOK","7086848000","100","96","Data submitted were based on a sample of cases/patients","98","60","Data submitted were based on a sample of cases/patients"
"420086","PALMETTO HEALTH BAPTIST","TAYLOR AT MARION ST","","","COLUMBIA","SC","29220","RICHLAND","8032965678","99","170","","98","112",""
"151333","PUTNAM COUNTY HOSPITAL","1542 S BLOOMINGTON ST","","","GREENCASTLE","IN","46135","PUTNAM","7656552620","93","71","","94","47",""
"420066","LAKE CITY COMMUNITY HOSPITAL","258 N RON MCNAIR BLVD","","","LAKE CITY","SC","29560","FLORENCE","8433742036","89","37","","88","43",""
"171322","HAMILTON COUNTY HOSPITAL","700 NORTH HUSER","","","SYRACUSE","KS","67878","HAMILTON","6203847461","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"330111","BERTRAND CHAFFEE HOSPITAL","224 EAST MAIN STREET","","","SPRINGVILLE","NY","14141","ERIE","7165922871","94","82","","98","55",""
"261329","COX MONETT HOSPITAL","801 NORTH LINCOLN AVENUE","","","MONETT","MO","65708","BARRY","4173541400","94","52","","93","30",""
"360055","TRUMBULL MEMORIAL HOSPITAL","1350 EAST MARKET STREET","","","WARREN","OH","44482","TRUMBULL","3308419011","99","272","Data submitted were based on a sample of cases/patients","98","211","Data submitted were based on a sample of cases/patients"
"330405","HELEN HAYES HOSPITAL","51 NORTH ROUTE 9W","","","WEST HAVERSTRAW","NY","10993","ROCKLAND","8457864000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"210030","UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN","100 BROWN ST","","","CHESTERTOWN","MD","21620","KENT","4107787668","99","68","","88","41",""
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","720 N LINCOLN ST","","","GREENSBURG","IN","47240","DECATUR","8126634331","95","44","","100","41",""
"450431","ST DAVID'S MEDICAL CENTER","919 E 32ND ST","","","AUSTIN","TX","78705","TRAVIS","5124767111","100","408","","99","229",""
"521317","CALUMET MEDICAL CTR","614 MEMORIAL DR","","","CHILTON","WI","53014","CALUMET","9208492386","100","14","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"360058","MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL","800 WEST MAIN STREET","","","COLDWATER","OH","45828","MERCER","4196784843","99","81","","99","69",""
"151303","ST VINCENT JENNINGS HOSPITAL INC","301 HENRY ST","","","NORTH VERNON","IN","47265","JENNINGS","8123524200","93","28","","85","26",""
"280009","GOOD SAMARITAN HOSPITAL","P O BOX 1990, 10 EAST 31ST ST","","","KEARNEY","NE","68848","BUFFALO","3088657900","98","109","","95","76",""
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","","","ALBUQUERQUE","NM","87114","BERNALILLO","5057272001","99","137","Data submitted were based on a sample of cases/patients","96","106","Data submitted were based on a sample of cases/patients"
"230105","MCLAREN - NORTHERN MICHIGAN","416 CONNABLE AVE","","","PETOSKEY","MI","49770","EMMET","2314874000","98","147","","95","86",""
"360014","O'BLENESS MEMORIAL HOSPITAL","55 HOSPITAL DRIVE","","","ATHENS","OH","45701","ATHENS","7405929233","97","169","","96","111",""
"09002F","WASHINGTON DC VA MEDICAL CENTER","50 IRVING STREET, N.W.","","","WASHINGTON                    ","DC","20422","DISTRICT OF COLUMBIA","2027458000","96","75","","97","34",""
"161338","MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN","201 EIGHTH AVENUE SE","","","OELWEIN","IA","50662","FAYETTE","3192836000","Not Available","Not Available","The number of cases/patients is too few to report","100","12","The number of cases/patients is too few to report"
"141300","THOMAS H BOYD MEMORIAL HOSPITAL","800 SCHOOL ST","","","CARROLLTON","IL","62016","GREENE","2179426946","87","15","The number of cases/patients is too few to report","47","15","The number of cases/patients is too few to report"
"441316","CAMDEN GENERAL HOSPITAL","175 HOSPITAL DRIVE","","","CAMDEN","TN","38320","BENTON","7315846135","90","31","","80","15","The number of cases/patients is too few to report"
"261305","PUTNAM COUNTY MEMORIAL HOSPITAL","1926 OAK STREET,  PO BOX 389","","","UNIONVILLE","MO","63565","PUTNAM","6609472411","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required"
"360011","MARION GENERAL HOSPITAL","1000 MCKINLEY PARK DRIVE","","","MARION","OH","43302","MARION","7403838400","100","231","","100","116",""
"210024","MEDSTAR UNION MEMORIAL HOSPITAL","201 EAST UNIVERSITY PARKWAY","","","BALTIMORE","MD","21218","BALTIMORE CITY","4105542227","99","148","","96","84",""
"491300","BATH COMMUNITY HOSPITAL","106 PARK DRIVE- PO DRAWER Z","","","HOT SPRINGS","VA","24445","BATH","5408397000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"063301","CHILDRENS HOSPITAL COLORADO","13123 EAST 16TH AVENUE","","","AURORA","CO","80045","ADAMS","7207771234","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"521329","ST MARYS HSPTL SUPERIOR","3500 TOWER AVE","","","SUPERIOR","WI","54880","DOUGLAS","7158177000","81","16","The number of cases/patients is too few to report","100","19","The number of cases/patients is too few to report"
"220050","BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET","","","WARE","MA","01082","HAMPSHIRE","4139676211","99","77","","84","70",""
"050309","SUTTER ROSEVILLE MEDICAL CENTER","ONE MEDICAL PLAZA","","","ROSEVILLE","CA","95661","PLACER","9167811000","99","160","Data submitted were based on a sample of cases/patients","98","96","Data submitted were based on a sample of cases/patients"
"171345","PAWNEE  VALLEY COMMUNITY HOSPITAL","923 CARROLL AVENUE","","","LARNED","KS","67550","PAWNEE","6202853162","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"150065","SCHNECK MEDICAL CENTER","411 W TIPTON ST","","","SEYMOUR","IN","47274","JACKSON","8125222349","96","91","","97","99",""
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","","","HARRIS","NY","12742","SULLIVAN","8457943300","96","214","","97","63",""
"230038","SPECTRUM HEALTH - BUTTERWORTH CAMPUS","100 MICHIGAN ST NE","","","GRAND RAPIDS","MI","49503","KENT","6163911774","98","323","Data submitted were based on a sample of cases/patients","99","168","Data submitted were based on a sample of cases/patients"
"110046","CLEARVIEW  REGIONAL MEDICAL CENTER","2151 WEST SPRING STREET","","","MONROE","GA","30655","WALTON","7702671792","98","98","","99","68",""
"271306","MOUNTAINVIEW MEDICAL CENTER","16 W MAIN ST","","","WHITE SULPHUR SPRING","MT","59645","MEAGHER","4065473321","Not Available","0","No cases met the criteria for this measure","Not Available","0","No cases met the criteria for this measure"
"400022","HOSPITAL DAMAS INC","PONCE BY PASS #2213","","","PONCE","PR","00717","PONCE","7878408460","100","29","","80","25",""
"180053","FLEMING COUNTY HOSPITAL","55 FOUNDATION DRIVE","","","FLEMINGSBURG","KY","41041","FLEMING","6068492351","97","87","","90","101",""
"051306","GLENN MEDICAL CENTER","1133 W SYCAMORE ST","","","WILLOWS","CA","95988","GLENN","5309341818","96","23","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","91","11","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"171367","GOVE COUNTY MEDICAL CENTER","520 WEST 5TH STREET","","","QUINTER","KS","67752","GOVE","7857543341","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE STREET","","","CARLSBAD","NM","88220","EDDY","5758874570","99","171","Data submitted were based on a sample of cases/patients","99","117","Data submitted were based on a sample of cases/patients"
"490032","MEDICAL COLLEGE OF VIRGINIA HOSPITALS","1250 EAST MARSHALL STREET - BOX 980510","","","RICHMOND","VA","23298","RICHMOND CITY","8048280938","100","155","","93","91",""
"391303","FULTON COUNTY MEDICAL CENTER","214 PEACH ORCHARD ROAD","","","MCCONNELLSBURG","PA","17233","FULTON","7174853155","100","44","","98","46",""
"370190","SOUTHWESTERN REGIONAL MEDICAL CENTER","10109 EAST 79TH STREET SOUTH","","","TULSA","OK","74133","TULSA","9184965000","Not Available","0","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"490113","SENTARA NORTHERN VIRGINIA MEDICAL CENTER","2300 OPITZ BOULEVARD","","","WOODBRIDGE","VA","22191","PRINCE WILLIAM","7035231000","97","249","","97","158",""
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","","","NEW YORK","NY","10029","NEW YORK","2122417981","99","296","Data submitted were based on a sample of cases/patients","94","154","Data submitted were based on a sample of cases/patients"
"171373","ALLEN COUNTY HOSPITAL","101 SOUTH 1ST STREET","","","IOLA","KS","66749","ALLEN","6203651021","100","31","","100","22","The number of cases/patients is too few to report"
"501312","PROSSER MEMORIAL HOSPITAL","723 MEMORIAL STREET","","","PROSSER","WA","99350","BENTON","5097862222","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"220049","MARLBOROUGH HOSPITAL","157 UNION STREET","","","MARLBOROUGH","MA","01752","MIDDLESEX","5084815000","97","169","","98","83",""
"151325","ST MARY'S WARRICK HOSPITAL INC","1116 MILLIS AVE","","","BOONVILLE","IN","47601","WARRICK","8128974800","96","27","","94","32",""
"110092","DODGE COUNTY HOSPITAL","901 GRIFFIN AVE","","","EASTMAN","GA","31023","DODGE","4784484067","92","37","","89","28",""
"490011","BON SECOURS DEPAUL MEDICAL CENTER","150 KINGSLEY LANE","","","NORFOLK","VA","23505","NORFOLK CITY","7578895000","99","132","","98","84",""
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","","","RENO","NV","89503","WASHOE","7757703000","97","182","Data submitted were based on a sample of cases/patients","99","79","Data submitted were based on a sample of cases/patients"
"110129","ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY","","","COLUMBUS","GA","31995","MUSCOGEE","7065964020","97","231","Data submitted were based on a sample of cases/patients","96","163","Data submitted were based on a sample of cases/patients"
"181329","SAINT JOSEPH BEREA","305 ESTILL STREET","","","BEREA","KY","40403","MADISON","8599866500","100","70","","95","66",""
"261311","PERRY COUNTY MEMORIAL HOSPITAL","434 NORTH WEST STREET","","","PERRYVILLE","MO","63775","PERRY","5735472530","95","62","","Not Available","Not Available","The number of cases/patients is too few to report"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","","","PROVIDENCE                    ","RI","02908","PROVIDENCE","4014573042","100","113","","90","62",""
"161373","RINGGOLD COUNTY HOSPITAL","504 NORTH CLEVELAND","","","MOUNT AYR","IA","50854","RINGGOLD","6414643226","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"291312","GROVER C DILS MEDICAL CENTER","700 N SPRING ST, BOX 1010-C-ADM BLDG","","","CALIENTE","NV","89008","LINCOLN","7757263171","Not Available","0","Data submitted were based on a sample of cases/patients., No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","0","Data submitted were based on a sample of cases/patients., No cases met the criteria for this measure., Results are based on a shorter time period than required"
"391308","CORRY MEMORIAL HOSPITAL","965 SHAMROCK LANE","","","CORRY","PA","16407","ERIE","8146644641","100","59","","90","50",""
"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD","","","PORTLAND","OR","97225","WASHINGTON","5032161234","98","246","Data submitted were based on a sample of cases/patients","98","194","Data submitted were based on a sample of cases/patients"
"381312","COQUILLE VALLEY HOSPITAL DISTRICT","940 EAST 5TH STREET","","","COQUILLE","OR","97423","COOS","5413963101","91","22","The number of cases/patients is too few to report","82","39",""
"120022","STRAUB CLINIC AND HOSPITAL","888 SO KING STREET","","","HONOLULU","HI","96813","HONOLULU","8085224000","99","224","","95","150",""
"190251","SURGICAL SPECIALTY CENTER OF BATON ROUGE","8080 BLUEBONNET BLVD","","","BATON ROUGE","LA","70810","EAST BATON ROUGE","2254085730","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"271337","NORTHERN ROCKIES MEDICAL CENTER","802 2ND ST SE","","","CUT BANK","MT","59427","GLACIER","4068732251","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"190145","LASALLE GENERAL HOSPITAL","187 NINTH ST/HWY 84 WEST","","","JENA","LA","71342","LA SALLE","3189929200","95","96","","92","52",""
"150048","REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","","","RICHMOND","IN","47374","WAYNE","7659833000","100","397","","97","229",""
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","809 82ND PARKWAY","","","MYRTLE BEACH","SC","29572","HORRY","8436921000","99","149","Data submitted were based on a sample of cases/patients","98","90","Data submitted were based on a sample of cases/patients"
"231303","SCHOOLCRAFT MEMORIAL HOSPITAL","7870 W US HIGHWAY 2","","","MANISTIQUE","MI","49854","SCHOOLCRAFT","9063413200","97","31","","80","30",""
"041304","EUREKA SPRINGS HOSPITAL, LLC","24 NORRIS STREET","","","EUREKA SPRINGS","AR","72632","CARROLL","4792537400","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"190307","SOUTH CAMERON MEMORIAL HOSPITAL","5360 WEST CREOLE HWY","","","CAMERON","LA","70631","CAMERON","3375424111","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","1000 LOCUST STREET","","","RENO                          ","NV","89502","WASHOE","7753281263","98","161","","100","66",""
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","","","BROOKLYN","NY","11203","KINGS","7182701000","96","152","Data submitted were based on a sample of cases/patients","98","43","Data submitted were based on a sample of cases/patients"
"290012","ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","102 E LAKE MEAD DR","","","HENDERSON","NV","89015","CLARK","7026165000","97","144","Data submitted were based on a sample of cases/patients","97","70","Data submitted were based on a sample of cases/patients"
"260207","OZARKS COMMUNITY HOSPITAL","2828 NORTH NATIONAL","","","SPRINGFIELD","MO","65803","GREENE","4178374000","93","46","","91","33",""
"490069","BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD","","","MECHANICSVILLE","VA","23116","HANOVER","8047646000","100","295","Data submitted were based on a sample of cases/patients","100","202","Data submitted were based on a sample of cases/patients"
"141351","CLAY COUNTY HOSPITAL","911 STACY BURK DRIVE","","","FLORA","IL","62839","CLAY","6186622131","100","67","","98","45",""
"241337","NORTH VALLEY HEALTH CENTER","109 SOUTH MINNESOTA STREET","","","WARREN","MN","56762","MARSHALL","2187454211","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","","","ALBANY","NY","12208","ALBANY","5185251550","99","161","Data submitted were based on a sample of cases/patients","95","87","Data submitted were based on a sample of cases/patients"
"171351","WASHINGTON COUNTY HOSPITAL","304 E 3RD STREET","","","WASHINGTON","KS","66968","WASHINGTON","7853252211","Not Available","0","No cases met the criteria for this measure","91","11","The number of cases/patients is too few to report"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","","","CLINTON","NC","28328","SAMPSON","9105928511","98","122","","96","72",""
"190034","ABBEVILLE GENERAL HOSPITAL","118 N HOSPITAL DR","","","ABBEVILLE","LA","70510","VERMILION","3378935466","96","74","","96","47",""
"390044","READING HOSPITAL","SIXTH AVENUE AND SPRUCE ST","","","READING","PA","19603","BERKS","6109888000","99","964","","98","400",""
"200019","SOUTHERN MAINE MEDICAL CENTER","1 MEDICAL CENTER DRIVE","","","BIDDEFORD","ME","04005","YORK","2072837000","99","92","","96","108",""
"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","","","ALLENTOWN","PA","18104","LEHIGH","6108719110","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"170123","WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","","","WICHITA","KS","67214","SEDGWICK","3169622000","100","63","Data submitted were based on a sample of cases/patients","100","54","Data submitted were based on a sample of cases/patients"
"160122","FORT MADISON COMMUNITY HOSPITAL","5445 AVE O","","","FORT MADISON","IA","52627","LEE","3193726530","98","63","","90","62",""
"220073","MORTON HOSPITAL","88 WASHINGTON STREET","","","TAUNTON","MA","02780","BRISTOL","5088287000","99","214","","95","118",""
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","111 CENTRAL AVENUE","","","NEWARK","NJ","07102","ESSEX","9738775350","95","111","Data submitted were based on a sample of cases/patients","95","55","Data submitted were based on a sample of cases/patients"
"380040","ST CHARLES MEDICAL CENTER - REDMOND","1253 N CANAL BLVD","","","REDMOND","OR","97756","DESCHUTES","5415488131","99","70","","83","30",""
"450497","BOWIE MEMORIAL HOSPITAL","705 EAST GREENWOOD AV","","","BOWIE","TX","76230","MONTAGUE","9408721126","71","42","Data submitted were based on a sample of cases/patients","92","36","Data submitted were based on a sample of cases/patients"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","","","FORT PIERCE","FL","34950","SAINT LUCIE","7724614000","100","309","","100","131",""
"360017","GRANT MEDICAL CENTER","111 SOUTH GRANT AVENUE","","","COLUMBUS","OH","43215","FRANKLIN","6145669978","100","115","Data submitted were based on a sample of cases/patients","97","77","Data submitted were based on a sample of cases/patients"
"140133","HOLY CROSS HOSPITAL","2701 W 68TH STREET","","","CHICAGO","IL","60629","COOK","7734718000","98","121","Data submitted were based on a sample of cases/patients","92","61","Data submitted were based on a sample of cases/patients"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","","","PLATTSBURGH","NY","12901","CLINTON","5185612000","94","265","","90","125",""
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","","","ATLANTIS","FL","33462","PALM BEACH","5619657300","100","235","","100","183",""
"160112","SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST","","","SPENCER","IA","51301","CLAY","7122648300","94","50","","94","47",""
"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD","","","GULFPORT","MS","39501","HARRISON","2285757000","100","75","Data submitted were based on a sample of cases/patients","100","52","Data submitted were based on a sample of cases/patients"
"031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","","","PAGE","AZ","86040","COCONINO","6286452424","94","16","The number of cases/patients is too few to report","100","11","The number of cases/patients is too few to report"
