"Provider ID","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Measure","Spending per Hospital Patient with Medicare","Footnote"
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","","","LAFAYETTE","LA","70508","LAFAYETTE","3375211000","Spending per Hospital Patient with Medicare","0.97",""
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","","","FORT WAYNE","IN","46845","ALLEN","2606724050","Spending per Hospital Patient with Medicare","0.98",""
"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","","","LA FOLLETTE","TN","37766","CAMPBELL","4239071200","Spending per Hospital Patient with Medicare","0.97",""
"490114","WELLMONT LONESOME PINE HOSPITAL","1990 HOLTON AVENUE EAST","","","BIG STONE GAP","VA","24219","WISE","2765233111","Spending per Hospital Patient with Medicare","0.85",""
"670075","ST LUKE'S HOSPITAL AT THE VINTAGE, LLC","20171 CHASEWOOD PARK DRIVE","","","HOUSTON","TX","77070","HARRIS","8325345000","Spending per Hospital Patient with Medicare","1.22",""
"050279","HI-DESERT MEDICAL CENTER","6601 WHITE FEATHER ROAD","","","JOSHUA TREE","CA","92252","SAN BERNARDINO","7603666285","Spending per Hospital Patient with Medicare","0.87",""
"050736","MONTEREY PARK HOSPITAL","900 S ATLANTIC BLVD","","","MONTEREY PARK","CA","91754","LOS ANGELES","6265709000","Spending per Hospital Patient with Medicare","0.96",""
"240040","UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","750 EAST 34TH ST","","","HIBBING","MN","55746","SAINT LOUIS","2183626659","Spending per Hospital Patient with Medicare","0.88",""
"250077","WAYNE GENERAL HOSPITAL","950 MATTHEW DR","","","WAYNESBORO","MS","39367","WAYNE","6017355151","Spending per Hospital Patient with Medicare","0.86",""
"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","","","HUNTINGDON","PA","16652","HUNTINGDON","8146432290","Spending per Hospital Patient with Medicare","1.01",""
"050158","ENCINO HOSPITAL MEDICAL CENTER","16237 VENTURA BLVD","","","ENCINO","CA","91436","LOS ANGELES","8189955000","Spending per Hospital Patient with Medicare","1.05",""
"230241","ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD","","","EAST CHINA","MI","48054","SAINT CLAIR","8103297111","Spending per Hospital Patient with Medicare","0.99",""
"450580","EAST TEXAS MEDICAL CENTER CROCKETT","1100 LOOP 304 EAST","","","CROCKETT","TX","75835","HOUSTON","9365463862","Spending per Hospital Patient with Medicare","0.99",""
"050205","EAST VALLEY HOSPITAL MEDICAL CENTER","150 WEST ROUTE 66","","","GLENDORA","CA","91740","LOS ANGELES","6263350231","Spending per Hospital Patient with Medicare","1.54",""
"360270","MERCY HOSPITAL OF DEFIANCE","1404 EAST SECOND STREET","","","DEFIANCE","OH","43512","DEFIANCE","4197828444","Spending per Hospital Patient with Medicare","1.04",""
"190081","WEST CARROLL MEMORIAL HOSPITAL","522 ROSS STREET","","","OAK GROVE","LA","71263","WEST CARROLL","3184283237","Spending per Hospital Patient with Medicare","0.98",""
"190135","OCHSNER BAPTIST MEDICAL CENTER LLC","2700 NAPOLEON AVENUE","","","NEW ORLEANS","LA","70115","ORLEANS","5048999311","Spending per Hospital Patient with Medicare","0.94",""
"440031","ROANE MEDICAL CENTER","8045 ROANE MEDICAL CENTER DRIVE","","","HARRIMAN","TN","37748","ROANE","8653161000","Spending per Hospital Patient with Medicare","1.01",""
"190005","CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT","2021 PERDIDO ST  4FLOOR","","","NEW ORLEANS","LA","70112","ORLEANS","5049033000","Spending per Hospital Patient with Medicare","0.94",""
"390122","TITUSVILLE HOSPITAL","406 WEST OAK STREET","","","TITUSVILLE","PA","16354","CRAWFORD","8148271851","Spending per Hospital Patient with Medicare","0.87",""
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","2808 SOUTH 143RD PLZ","","","OMAHA","NE","68144","DOUGLAS","4026091600","Spending per Hospital Patient with Medicare","0.93",""
"390217","EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","","","MOUNT PLEASANT","PA","15666","WESTMORELAND","7245471500","Spending per Hospital Patient with Medicare","1.02",""
"140059","JERSEY COMMUNITY HOSPITAL","400 MAPLE SUMMIT ROAD","","","JERSEYVILLE","IL","62052","JERSEY","6184986402","Spending per Hospital Patient with Medicare","1.04",""
"520204","WHEATON FRANCISCAN HEALTHCARE- FRANKLIN, INC","10101 SOUTH 27TH STREET","","","FRANKLIN","WI","53132","MILWAUKEE","4143254700","Spending per Hospital Patient with Medicare","1.00",""
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","","","OPP","AL","36467","COVINGTON","3344933541","Spending per Hospital Patient with Medicare","1.00",""
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","","","HAMILTON","NY","13346","MADISON","3158241100","Spending per Hospital Patient with Medicare","0.84",""
"050758","MONTCLAIR HOSPITAL MEDICAL CENTER","5000 SAN BERNARDINO ST","","","MONTCLAIR","CA","91763","SAN BERNARDINO","9096258300","Spending per Hospital Patient with Medicare","1.09",""
"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN","","","CAMERON","MO","64429","CLINTON","8166322101","Spending per Hospital Patient with Medicare","0.98",""
"360170","BERGER HOSPITAL","600 NORTH PICKAWAY STREET","","","CIRCLEVILLE","OH","43113","PICKAWAY","7404208585","Spending per Hospital Patient with Medicare","1.02",""
"230106","SPECTRUM HEALTH GERBER MEMORIAL","212 S SULLIVAN ST","","","FREMONT","MI","49412","NEWAYGO","2319243300","Spending per Hospital Patient with Medicare","0.88",""
"380022","SAMARITAN ALBANY GENERAL HOSPITAL","1046 6TH AVENUE SW","","","ALBANY","OR","97321","LINN","5418124000","Spending per Hospital Patient with Medicare","0.82",""
"450690","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","11937 US HIGHWAY 271","","","TYLER","TX","75708","SMITH","9038777777","Spending per Hospital Patient with Medicare","0.99",""
"260024","TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD","","","HOUSTON","MO","65483","TEXAS","4179673311","Spending per Hospital Patient with Medicare","0.89",""
"050298","BARSTOW COMMUNITY HOSPITAL","820 E MOUNTAIN VIEW STREET","","","BARSTOW","CA","92311","SAN BERNARDINO","7602561761","Spending per Hospital Patient with Medicare","0.90",""
"170191","GREAT BEND REGIONAL HOSPITAL","514 CLEVELAND STREET","","","GREAT BEND","KS","67530","BARTON","6207928833","Spending per Hospital Patient with Medicare","0.97",""
"180024","SPRING VIEW HOSPITAL","320 LORETTO ROAD","","","LEBANON","KY","40033","MARION","2706925145","Spending per Hospital Patient with Medicare","0.92",""
"230013","DOCTORS' HOSPITAL OF MICHIGAN","461 W HURON ST","","","PONTIAC","MI","48341","OAKLAND","2488577200","Spending per Hospital Patient with Medicare","0.96",""
"050407","CHINESE HOSPITAL","845 JACKSON ST","","","SAN FRANCISCO","CA","94133","SAN FRANCISCO","4159822400","Spending per Hospital Patient with Medicare","0.94",""
"170183","KANSAS SURGERY & RECOVERY CENTER","2770 N WEBB ROAD","","","WICHITA","KS","67226","SEDGWICK","3166340090","Spending per Hospital Patient with Medicare","0.85",""
"360014","O'BLENESS MEMORIAL HOSPITAL","55 HOSPITAL DRIVE","","","ATHENS","OH","45701","ATHENS","7405929233","Spending per Hospital Patient with Medicare","1.00",""
"460013","MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH","","","PAYSON","UT","84651","UTAH","8014657100","Spending per Hospital Patient with Medicare","0.99",""
"050296","HAZEL HAWKINS MEMORIAL HOSPITAL","911 SUNSET DRIVE","","","HOLLISTER","CA","95023","SAN BENITO","8316375711","Spending per Hospital Patient with Medicare","0.90",""
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","","","LIHUE","HI","96766","KAUAI","8082451103","Spending per Hospital Patient with Medicare","0.87",""
"250059","MONTFORT JONES MEMORIAL HOSPITAL","220 HWY 12 WEST","","","KOSCIUSKO","MS","39090","ATTALA","6622894311","Spending per Hospital Patient with Medicare","0.92",""
"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","","","DONALSONVILLE","GA","39845","SEMINOLE","2295245217","Spending per Hospital Patient with Medicare","0.78",""
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","","","BASTROP","LA","71220","MOREHOUSE","3182833600","Spending per Hospital Patient with Medicare","1.22",""
"490088","BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET","","","BEDFORD","VA","24523","Bedford City","5405862441","Spending per Hospital Patient with Medicare","0.92",""
"250067","CLAY COUNTY MEDICAL CENTER","835 MEDICAL CENTER DR","","","WEST POINT","MS","39773","CLAY","6624952300","Spending per Hospital Patient with Medicare","0.96",""
"370158","PURCELL MUNICIPAL HOSPITAL","1500 NORTH GREEN AVENUE","","","PURCELL","OK","73080","MCCLAIN","4055276524","Spending per Hospital Patient with Medicare","0.96",""
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","","","PLAINVIEW","TX","79072","HALE","8062965531","Spending per Hospital Patient with Medicare","0.95",""
"450851","BAYLOR HEART AND VASCULAR HOSPITAL","621 NORTH HALL STREET","","","DALLAS","TX","75226","DALLAS","2148200670","Spending per Hospital Patient with Medicare","0.97",""
"360156","MEMORIAL HOSPITAL","715 SOUTH TAFT AVENUE","","","FREMONT","OH","43420","SANDUSKY","4193346617","Spending per Hospital Patient with Medicare","1.00",""
"450803","DOCTORS HOSPITAL TIDWELL","510 W TIDWELL","","","HOUSTON","TX","77091","HARRIS","7136911111","Spending per Hospital Patient with Medicare","1.23",""
"110045","BARROW REGIONAL MEDICAL CENTER","316 NORTH BROAD STREET","","","WINDER","GA","30680","BARROW","7703075210","Spending per Hospital Patient with Medicare","0.94",""
"150072","MEMORIAL HOSPITAL","1101 MICHIGAN AVE","","","LOGANSPORT","IN","46947","CASS","5747537541","Spending per Hospital Patient with Medicare","1.07",""
"520017","ST JOSEPHS HSPTL","2661 CTY HWY I","","","CHIPPEWA FALLS","WI","54729","CHIPPEWA","7157177200","Spending per Hospital Patient with Medicare","0.85",""
"110200","HUGHSTON HOSPITAL","100 FRIST COURT","","","COLUMBUS","GA","31909","MUSCOGEE","7064942100","Spending per Hospital Patient with Medicare","0.97",""
"450188","ETMC CLARKSVILLE","3000 W MAIN ST","","","CLARKSVILLE","TX","75426","RED RIVER","9034273851","Spending per Hospital Patient with Medicare","1.05",""
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","","","DURHAM","NC","27704","DURHAM","9199569300","Spending per Hospital Patient with Medicare","0.93",""
"260214","BELTON REGIONAL MEDICAL CENTER","17065 S 71 HIGHWAY","","","BELTON","MO","64012","CASS","8163481236","Spending per Hospital Patient with Medicare","0.95",""
"450192","HILL REGIONAL HOSPITAL","101 CIRCLE DRIVE","","","HILLSBORO","TX","76645","HILL","2545808500","Spending per Hospital Patient with Medicare","0.86",""
"450754","HAMILTON GENERAL HOSPITAL","400 N BROWN","","","HAMILTON","TX","76531","HAMILTON","2543863151","Spending per Hospital Patient with Medicare","0.92",""
"110042","WELLSTAR PAULDING HOSPITAL","600 W MEMORIAL DR","","","DALLAS","GA","30132","PAULDING","7704454411","Spending per Hospital Patient with Medicare","0.86",""
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","","","BIG RAPIDS","MI","49307","MECOSTA","2317968691","Spending per Hospital Patient with Medicare","0.89",""
"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","","","PAMPA","TX","79065","GRAY","8066653721","Spending per Hospital Patient with Medicare","0.96",""
"050435","FALLBROOK HOSPITAL","624 E ELDER ST","","","FALLBROOK","CA","92028","SAN DIEGO","7607281191","Spending per Hospital Patient with Medicare","0.92",""
"190114","HOMER MEMORIAL HOSPITAL","620 EAST COLLEGE STREET","","","HOMER","LA","71040","CLAIBORNE","3189272024","Spending per Hospital Patient with Medicare","1.17",""
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 HOSPITAL DRIVE","","","BOONEVILLE","MS","38829","PRENTISS","6627205000","Spending per Hospital Patient with Medicare","0.98",""
"280105","ALEGENT HEALTH MIDLANDS HOSPITAL","11111 SOUTH 84TH ST","","","PAPILLION","NE","68046","SARPY","4025933000","Spending per Hospital Patient with Medicare","1.06",""
"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","","","SAVANNAH","TN","38372","HARDIN","7319268121","Spending per Hospital Patient with Medicare","0.92",""
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","","","FRENCH CAMP","CA","95231","SAN JOAQUIN","2094686000","Spending per Hospital Patient with Medicare","0.99",""
"190001","WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER","433 PLAZA ST","","","BOGALUSA","LA","70427","WASHINGTON","9857306700","Spending per Hospital Patient with Medicare","1.30",""
"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","","","GALLUP","NM","87301","MCKINLEY","5057221000","Spending per Hospital Patient with Medicare","0.74",""
"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","","","YORK","PA","17402","YORK","7177182000","Spending per Hospital Patient with Medicare","0.89",""
"440051","MCNAIRY REGIONAL HOSPITAL","705 E POPLAR AVE","","","SELMER","TN","38375","MCNAIRY","7316453221","Spending per Hospital Patient with Medicare","0.99",""
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","","","ATMORE","AL","36502","ESCAMBIA","2513682500","Spending per Hospital Patient with Medicare","0.94",""
"180066","LOGAN MEMORIAL HOSPITAL","1625 NASHVILLE STREET","","","RUSSELLVILLE","KY","42276","LOGAN","2707264011","Spending per Hospital Patient with Medicare","1.03",""
"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","","","MCKEES ROCKS","PA","15136","ALLEGHENY","4127776161","Spending per Hospital Patient with Medicare","1.28",""
"460007","VALLEY VIEW MEDICAL CENTER","1303 NORTH MAIN STREET","","","CEDAR CITY","UT","84721","IRON","4358685800","Spending per Hospital Patient with Medicare","0.91",""
"150150","DUPONT HOSPITAL LLC","2520 E DUPONT RD","","","FORT WAYNE","IN","46825","ALLEN","2604163000","Spending per Hospital Patient with Medicare","0.96",""
"450822","LAS COLINAS MEDICAL CENTER","6800 N MACARTHUR BLVD","","","IRVING","TX","75039","DALLAS","9729692000","Spending per Hospital Patient with Medicare","1.00",""
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","","","ORANGE","TX","77630","ORANGE","4098839361","Spending per Hospital Patient with Medicare","1.02",""
"060028","EXEMPLA SAINT JOSEPH HOSPITAL","1835 FRANKLIN ST","","","DENVER","CO","80218","DENVER","3038377111","Spending per Hospital Patient with Medicare","0.97",""
"360046","MCCULLOUGH-HYDE MEMORIAL HOSPITAL","110 NORTH POPLAR STREET","","","OXFORD","OH","45056","BUTLER","5135232111","Spending per Hospital Patient with Medicare","0.96",""
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","","","LENOIR CITY","TN","37772","LOUDON","8652716000","Spending per Hospital Patient with Medicare","0.87",""
"490089","CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE","","","ROCKY MOUNT","VA","24151","FRANKLIN","5404835277","Spending per Hospital Patient with Medicare","0.88",""
"050746","WESTERN MEDICAL CENTER SANTA ANA","1001 NORTH TUSTIN AVENUE","","","SANTA ANA","CA","92705","ORANGE","7149533331","Spending per Hospital Patient with Medicare","1.08",""
"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E HOUSTON HWY","","","BEEVILLE","TX","78102","BEE","3613542000","Spending per Hospital Patient with Medicare","0.98",""
"240166","MAYO CLINIC HEALTH SYSTEM - FAIRMONT","835 JOHNSON STREET, PO BOX 835","","","FAIRMONT","MN","56031","MARTIN","5072388101","Spending per Hospital Patient with Medicare","0.82",""
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","","","MOSES LAKE","WA","98837","GRANT","5097655606","Spending per Hospital Patient with Medicare","0.85",""
"050352","BARTON MEMORIAL HOSPITAL","2170 SOUTH AVENUE","","","SOUTH LAKE TAHOE","CA","96150","EL DORADO","5305413420","Spending per Hospital Patient with Medicare","0.87",""
"250038","MADISON RIVER OAKS MEDICAL CENTER","161 RIVER OAKS DRIVE","","","CANTON","MS","39046","MADISON","6018555323","Spending per Hospital Patient with Medicare","1.00",""
"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","","","BAY SAINT LOUIS","MS","39521","HANCOCK","2284678600","Spending per Hospital Patient with Medicare","0.98",""
"230096","STURGIS HOSPITAL","916 MYRTLE AVE","","","STURGIS","MI","49091","SAINT JOSEPH","2696517824","Spending per Hospital Patient with Medicare","0.95",""
"440064","GRANDVIEW MEDICAL CENTER","1000 HIGHWAY 28","","","JASPER","TN","37347","MARION","4238379500","Spending per Hospital Patient with Medicare","0.98",""
"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE","","","MILWAUKIE","OR","97222","CLACKAMAS","5035138336","Spending per Hospital Patient with Medicare","0.87",""
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","","","SOLDOTNA","AK","99669","KENAI PENINSULA","9072624404","Spending per Hospital Patient with Medicare","0.86",""
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","","","SONOMA","CA","95476","SONOMA","7079355000","Spending per Hospital Patient with Medicare","0.87",""
"150164","MONROE HOSPITAL","4011 S MONROE MEDICAL PARK BLVD","","","BLOOMINGTON","IN","47403","MONROE","8128251111","Spending per Hospital Patient with Medicare","1.04",""
"240088","RICE MEMORIAL HOSPITAL","301 BECKER AVE SW","","","WILLMAR","MN","56201","KANDIYOHI","3202314227","Spending per Hospital Patient with Medicare","0.91",""
"330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","","","NORWICH","NY","13815","CHENANGO","6073354111","Spending per Hospital Patient with Medicare","0.82",""
"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","","","FAYETTEVILLE","TN","37334","LINCOLN","9314381100","Spending per Hospital Patient with Medicare","1.08",""
"050091","COMMUNITY HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","","","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831931","Spending per Hospital Patient with Medicare","0.91",""
"180101","GEORGETOWN COMMUNITY HOSPITAL","1140 LEXINGTON ROAD","","","GEORGETOWN","KY","40324","SCOTT","5028681100","Spending per Hospital Patient with Medicare","0.96",""
"450379","DALLAS MEDICAL CENTER","7 MEDICAL PARKWAY","","","DALLAS","TX","75234","DALLAS","9722471000","Spending per Hospital Patient with Medicare","1.22",""
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","","","BANNING","CA","92220","RIVERSIDE","9517692101","Spending per Hospital Patient with Medicare","1.02",""
"060075","VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","","","GLENWOOD SPRINGS","CO","81601","GARFIELD","9709456535","Spending per Hospital Patient with Medicare","0.93",""
"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","","","FERGUS FALLS","MN","56537","OTTER TAIL","2187368000","Spending per Hospital Patient with Medicare","0.96",""
"050517","VICTOR VALLEY GLOBAL MEDICAL CENTER","15248 11TH ST","","","VICTORVILLE","CA","92392","SAN BERNARDINO","7602458691","Spending per Hospital Patient with Medicare","0.98",""
"050768","ANAHEIM GENERAL HOSPITAL","3350 W BALL ROAD","","","ANAHEIM","CA","92804","ORANGE","7148276700","Spending per Hospital Patient with Medicare","1.28",""
"180095","CRITTENDEN HEALTH SYSTEM","520 WEST GUM STREET","","","MARION","KY","42064","CRITTENDEN","2709655281","Spending per Hospital Patient with Medicare","0.98",""
"370216","TULSA SPINE & SPECIALTY HOSPITAL","6901 SOUTH OLYMPIA AVENUE","","","TULSA","OK","74132","TULSA","9183885701","Spending per Hospital Patient with Medicare","0.92",""
"380040","ST CHARLES MEDICAL CENTER - REDMOND","1253 N CANAL BLVD","","","REDMOND","OR","97756","DESCHUTES","5415488131","Spending per Hospital Patient with Medicare","0.87",""
"430090","SIOUX FALLS SPECIALTY HOSPITAL LLP","910 EAST 20TH STREET","","","SIOUX FALLS","SD","57105","MINNEHAHA","6053346730","Spending per Hospital Patient with Medicare","0.86",""
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","","","TALLASSEE","AL","36078","ELMORE","3342836541","Spending per Hospital Patient with Medicare","0.90",""
"190242","ST ELIZABETH HOSPITAL","1125 WEST HIGHWAY 30","","","GONZALES","LA","70737","ASCENSION","2256475000","Spending per Hospital Patient with Medicare","1.18",""
"050608","DELANO REGIONAL MEDICAL CENTER","1401 GARCES HIGHWAY","","","DELANO","CA","93215","KERN","6617254800","Spending per Hospital Patient with Medicare","0.91",""
"260210","ST ALEXIUS HOSPITAL","3933 S BROADWAY","","","SAINT LOUIS","MO","63118","SAINT LOUIS CITY","3148657000","Spending per Hospital Patient with Medicare","1.04",""
"270003","ST PETER'S HOSPITAL","2475 BROADWAY","","","HELENA","MT","59601","LEWIS AND CLARK","4064422480","Spending per Hospital Patient with Medicare","0.85",""
"100043","MEASE HOSPITAL DUNEDIN","601 MAIN STREET","","","DUNEDIN","FL","34698","PINELLAS","7277331111","Spending per Hospital Patient with Medicare","1.14",""
"150059","RIVERVIEW HOSPITAL","395 WESTFIELD RD","","","NOBLESVILLE","IN","46060","HAMILTON","3177767108","Spending per Hospital Patient with Medicare","1.03",""
"200021","MID COAST HOSPITAL","123 MEDICAL CENTER DRIVE","","","BRUNSWICK","ME","04011","CUMBERLAND","2077290181","Spending per Hospital Patient with Medicare","0.95",""
"280125","FAITH REGIONAL HEALTH SERVICES","2700 WEST NORFOLK AVE","","","NORFOLK","NE","68701","MADISON","4023714880","Spending per Hospital Patient with Medicare","1.03",""
"060014","PRESBYTERIAN/ST LUKE'S MEDICAL CENTER","1719 E 19TH AVE","","","DENVER","CO","80218","DENVER","3038396100","Spending per Hospital Patient with Medicare","1.03",""
"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","","","LACONIA","NH","03246","BELKNAP","6035243211","Spending per Hospital Patient with Medicare","1.03",""
"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","","","MARION","IL","62959","WILLIAMSON","6189987000","Spending per Hospital Patient with Medicare","1.02",""
"190164","BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","","","LEESVILLE","LA","71446","VERNON","3372399041","Spending per Hospital Patient with Medicare","1.08",""
"190205","THE REGIONAL MEDICAL CENTER OF ACADIANA","2810 AMBASSADOR CAFFERY PARKWAY","","","LAFAYETTE","LA","70506","LAFAYETTE","3379812949","Spending per Hospital Patient with Medicare","1.08",""
"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","","","GETTYSBURG","PA","17325","ADAMS","7173342121","Spending per Hospital Patient with Medicare","0.97",""
"360239","KETTERING MEDICAL CENTER - SYCAMORE","4000 MIAMISBURG-CENTERVILLE ROAD","","","MIAMISBURG","OH","45342","MONTGOMERY","9373848776","Spending per Hospital Patient with Medicare","0.98",""
"670047","SIERRA PROVIDENCE EAST MEDICAL CENTER","3280 JOE BATTLE BLVD","","","EL PASO","TX","79938","EL PASO","9158567349","Spending per Hospital Patient with Medicare","1.02",""
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","","","ITHACA","NY","14850","TOMPKINS","6072744401","Spending per Hospital Patient with Medicare","0.88",""
"200020","YORK HOSPITAL","15 HOSPITAL DRIVE","","","YORK","ME","03909","YORK","2073634321","Spending per Hospital Patient with Medicare","0.97",""
"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE - PO BOX 291","","","LEWISTON","ME","04240","ANDROSCOGGIN","2077778100","Spending per Hospital Patient with Medicare","0.97",""
"390032","ALLE KISKI MEDICAL CENTER","1301 CARLISLE ST","","","NATRONA","PA","15065","ALLEGHENY","4122245100","Spending per Hospital Patient with Medicare","1.10",""
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","","","CORTLAND","NY","13045","CORTLAND","6077563500","Spending per Hospital Patient with Medicare","0.89",""
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","","","CALHOUN","GA","30701","GORDON","7066292895","Spending per Hospital Patient with Medicare","0.92",""
"170176","OVERLAND PARK REG MED CTR","10500 QUIVIRA ROAD","","","OVERLAND PARK","KS","66215","JOHNSON","9135415301","Spending per Hospital Patient with Medicare","1.04",""
"360262","MERCY ST ANNE HOSPITAL","3404 SYLVANIA AVENUE","","","TOLEDO","OH","43623","LUCAS","4194072663","Spending per Hospital Patient with Medicare","1.04",""
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","","","PALM BAY","FL","32907","BREVARD","3214348000","Spending per Hospital Patient with Medicare","1.09",""
"360096","EAST LIVERPOOL CITY HOSPITAL","425 WEST 5TH STREET","","","EAST LIVERPOOL","OH","43920","COLUMBIANA","3303857200","Spending per Hospital Patient with Medicare","0.98",""
"240207","FAIRVIEW RIDGES HOSPITAL","201 EAST NICOLLET BOULEVARD","","","BURNSVILLE","MN","55337","DAKOTA","9528922000","Spending per Hospital Patient with Medicare","0.94",""
"030110","WEST VALLEY HOSPITAL","13677 WEST MCDOWELL ROAD","","","GOODYEAR","AZ","85395","MARICOPA","6238821500","Spending per Hospital Patient with Medicare","0.97",""
"370049","STILLWATER MEDICAL CENTER","1323 WEST 6TH STREET","","","STILLWATER","OK","74076","PAYNE","4053721480","Spending per Hospital Patient with Medicare","1.02",""
"250072","CENTRAL MISSISSIPPI MEDICAL CENTER","1850 CHADWICK DR","","","JACKSON","MS","39204","HINDS","6013761000","Spending per Hospital Patient with Medicare","1.03",""
"030030","PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","","","PHOENIX","AZ","85015","MARICOPA","6022490212","Spending per Hospital Patient with Medicare","0.98",""
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N DURANGO DR","","","LAS VEGAS","NV","89149","CLARK","7028359700","Spending per Hospital Patient with Medicare","1.10",""
"050191","ST MARY MEDICAL CENTER","1050 LINDEN AVE","","","LONG BEACH","CA","90813","LOS ANGELES","5624919000","Spending per Hospital Patient with Medicare","1.15",""
"050534","JOHN F KENNEDY MEMORIAL HOSPITAL, INC","47-111 MONROE STREET","","","INDIO","CA","92201","RIVERSIDE","7603476191","Spending per Hospital Patient with Medicare","0.98",""
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","310 WOODSTOWN ROAD","","","SALEM","NJ","08079","SALEM","8569351000","Spending per Hospital Patient with Medicare","1.02",""
"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","","","SAN ANTONIO","TX","78205","BEXAR","2102712188","Spending per Hospital Patient with Medicare","1.01",""
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","","","BLUEFIELD","WV","24701","MERCER","3043271100","Spending per Hospital Patient with Medicare","1.01",""
"170142","MERCY REGIONAL HEALTH CENTER","1823 COLLEGE AVE","","","MANHATTAN","KS","66502","RILEY","7857762831","Spending per Hospital Patient with Medicare","0.99",""
