Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score, AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NIAGARA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","MONROE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NASSAU","N/A","N/A","N/A","N/A","0.9189","1 out of 10","3 out of 9","3 out of 10","3"
"330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NEW YORK","N/A","N/A","N/A","N/A","0.9000","0 out of 10","5 out of 9","5 out of 10","5"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY","13045","CORTLAND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","RENSSELAER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NASSAU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY","11576","NASSAU","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","16 GUION PLACE","NEW ROCHELLE","NY","10802","WESTCHESTER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY","11777","SUFFOLK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NY","14092","NIAGARA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY","12801","WARREN","N/A","N/A","N/A","N/A","0.9697","6 out of 10","0 out of 9","6 out of 10","6"
"330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","NY","11355","QUEENS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","NY","11219","KINGS","N/A","N/A","N/A","N/A","0.9000","0 out of 10","5 out of 9","5 out of 10","5"
"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY","11040","NASSAU","N/A","N/A","N/A","N/A","0.9130","0 out of 10","0 out of 9","0 out of 10","0"
"330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","NY","11235","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","NY","13676","ST. LAWRENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NY","11572","NASSAU","N/A","N/A","N/A","N/A","0.8696","0 out of 10","0 out of 9","0 out of 10","0"
"330199","METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK","NY","10029","NEW YORK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","NY","11203","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","NY","11203","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","NY","13210","ONONDAGA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NY","10016","NEW YORK","N/A","N/A","N/A","N/A","0.9487","4 out of 10","0 out of 9","4 out of 10","4"
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","WARWICK","NY","10990","ORANGE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","NY","10701","WESTCHESTER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330211","CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET","OGDENSBURG","NY","13669","ST. LAWRENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330213","LEWIS COUNTY GENERAL HOSPITAL","7785 NORTH STATE STREET","LOWVILLE","NY","13367","LEWIS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","NEW YORK","NY","10016","NEW YORK","N/A","N/A","N/A","N/A","0.9167","0 out of 10","1 out of 9","1 out of 10","1"
"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY","13440","ONEIDA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY","13126","OSWEGO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","NY","14215","ERIE","N/A","N/A","N/A","N/A","0.9714","6 out of 10","8 out of 9","8 out of 10","8"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRINGS","NY","12866","SARATOGA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY","13662","ST. LAWRENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330224","BENEDICTINE HOSPITAL","105 MARY'S AVENUE","KINGSTON","NY","12401","ULSTER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330225","LONG BEACH MEDICAL CENTER","455 EAST BAY DRIVE","LONG BEACH","NY","11561","NASSAU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY","14626","MONROE","N/A","N/A","N/A","N/A","0.8000","0 out of 10","0 out of 9","0 out of 10","0"
"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","DUNKIRK","NY","14048","CHAUTAUQUA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY","11432","QUEENS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330232","ST MARY'S HOSPITAL ( TROY )","1300 MASSACHUSETTS AVENUE","TROY","NY","12180","RENSSELAER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","NY","11212","KINGS","N/A","N/A","N/A","N/A","0.9667","6 out of 10","8 out of 9","8 out of 10","8"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY","10595","WESTCHESTER","N/A","N/A","N/A","N/A","0.9474","4 out of 10","4 out of 9","4 out of 10","4"
"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","NY","13021","CAYUGA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY","11215","KINGS","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","DANSVILLE","NY","14437","LIVINGSTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","JAMESTOWN","NY","14701","CHAUTAUQUA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","NEW YORK","NY","10037","NEW YORK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","ONONDAGA","N/A","N/A","N/A","N/A","0.8261","0 out of 10","0 out of 9","0 out of 10","0"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","ONEIDA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY","11777","SUFFOLK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","HAMILTON","NY","13346","MADISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","CLINTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTRE","NY","11570","NASSAU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","WESTCHESTER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330263","CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET","CARTHAGE","NY","13619","JEFFERSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","ORANGE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY","14432","ONTARIO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","WESTCHESTER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","NEW YORK","NY","10021","NEW YORK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","PUTNAM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY","12078","FULTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330277","CORNING HOSPITAL","176 DENISON PARKWAY EAST","CORNING","NY","14830","STEUBEN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","NY","14220","ERIE","N/A","N/A","N/A","N/A","0.7941","0 out of 10","0 out of 9","0 out of 10","0"
"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","MONROE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","SUFFOLK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","WESTCHESTER","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","KINGS","N/A","N/A","N/A","N/A","0.9333","2 out of 10","0 out of 9","2 out of 10","2"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY","14850","TOMPKINS","N/A","N/A","N/A","N/A","0.9000","0 out of 10","N/A","0 out of 10","0"
"330316","NEW YORK WESTCHESTER SQUARE MEDICAL CENTER","2475 ST RAYMOND AVENUE","BRONX","NY","10461","BRONX","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NASSAU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NASSAU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","SOUTHAMPTON","NY","11968","SUFFOLK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","KINGS","N/A","N/A","N/A","N/A","0.9667","6 out of 10","5 out of 9","6 out of 10","6"
"330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","QUEENS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NASSAU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","BRONX","NY","10467","BRONX","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","SULLIVAN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","SUFFOLK","N/A","N/A","N/A","N/A","0.9250","1 out of 10","4 out of 9","4 out of 10","4"
"330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","BROOME","N/A","N/A","N/A","N/A","0.9492","4 out of 10","6 out of 9","6 out of 10","6"
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","QUEENS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","BROOKLYN","NY","11213","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","BRONX","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","SUFFOLK","N/A","N/A","N/A","N/A","0.9412","3 out of 10","8 out of 9","8 out of 10","8"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","N/A","N/A","N/A","N/A","0.9821","8 out of 10","0 out of 9","8 out of 10","8"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","N/A","N/A","N/A","N/A","0.9835","8 out of 10","6 out of 9","8 out of 10","8"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST  PO BOX HP-5","HIGH POINT","NC","27261","GUILFORD","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340013","RUTHERFORD HOSPITAL INC","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340014","FORSYTH MEMORIAL HOSPITAL","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","N/A","N/A","N/A","N/A","0.9908","8 out of 10","0 out of 9","8 out of 10","8"
"340015","ROWAN REGIONAL MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"340016","MEDWEST HARRIS","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","N/A","N/A","N/A","N/A","0.9841","8 out of 10","7 out of 9","8 out of 10","8"
"340032","GASTON MEMORIAL HOSPITAL","2525 COURT DR","GASTONIA","NC","28052","GASTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"340036","FRANKLIN REGIONAL MEDICAL CENTER","100 HOSPITAL DR BOX 609","LOUISBURG","NC","27549","FRANKLIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340037","KINGS MOUNTAIN HOSPITAL INC","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","STATESVILLE","NC","28677","IREDELL","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"340040","VIDANT MEDICAL CENTER","2100 STANTONSBURG RD, PO BOX 6028","GREENVILLE","NC","27835","PITT","N/A","N/A","N/A","N/A","0.9474","4 out of 10","2 out of 9","4 out of 10","4"
"340041","CALDWELL MEMORIAL HOSPITAL","321 MULBERRY ST SW","LENOIR","NC","28645","CALDWELL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340042","ONSLOW MEMORIAL HOSPITAL","317 WESTERN BOULEVARD","JACKSONVILLE","NC","28540","ONSLOW","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340047","NORTH CAROLINA BAPTIST HOSPITAL","MEDICAL CENTER BOULEVARD","WINSTON-SALEM","NC","27157","FORSYTH","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","DURHAM","NC","27704","DURHAM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 W 27 ST  PO BOX 1408","LUMBERTON","NC","28359","ROBESON","N/A","N/A","N/A","N/A","0.8966","0 out of 10","N/A","0 out of 10","0"
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","BOONE","NC","28607","WATAUGA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340053","PRESBYTERIAN HOSPITAL","200 HAWTHORNE LANE BOX 33549","CHARLOTTE","NC","28233","MECKLENBURG","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"340055","VALDESE GENERAL HOSPITAL INC","720 MALCOLM BLVD","VALDESE","NC","28690","BURKE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340060","MOREHEAD MEMORIAL HOSPITAL","117 E KINGS HIGHWAY","EDEN","NC","27288","ROCKINGHAM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340061","UNIVERSITY OF NORTH CAROLINA HOSPITAL","101 MANNING DRIVE","CHAPEL HILL","NC","27514","ORANGE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"340064","WILKES REGIONAL MEDICAL CENTER","1370 WEST D ST","NORTH WILKESBORO","NC","28659","WILKES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","WHITEVILLE","NC","28472","COLUMBUS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340069","WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE","RALEIGH","NC","27610","WAKE","N/A","N/A","N/A","N/A","0.9855","8 out of 10","0 out of 9","8 out of 10","8"
"340071","BETSY JOHNSON REGIONAL  HOSPITAL","800 TILGHMAN DR","DUNN","NC","28334","HARNETT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340073","DUKE HEALTH RALEIGH HOSPITAL","3400 WAKE FOREST RD","RALEIGH","NC","27609","WAKE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340075","GRACE HOSPITAL INC","2201 S STERLING ST","MORGANTON","NC","28655","BURKE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340085","THOMASVILLE MEDICAL CENTER","207 OLD LEXINGTON RD BOX 789","THOMASVILLE","NC","27360","DAVIDSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340087","THE MCDOWELL HOSPITAL","430 RANKIN DRIVE P O BOX 730","MARION","NC","28752","MCDOWELL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340090","JOHNSTON MEMORIAL HOSPITAL","509 BRIGHT LEAF BLVD","SMITHFIELD","NC","27577","JOHNSTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340091","MOSES H CONE MEMORIAL HOSPITAL, THE","1200 N ELM ST","GREENSBORO","NC","27401","GUILFORD","N/A","N/A","N/A","N/A","0.9322","2 out of 10","6 out of 9","6 out of 10","6"
"340096","LEXINGTON MEMORIAL HOSPITAL INC","250 HOSPITAL DRIVE PO BOX 1817","LEXINGTON","NC","27293","DAVIDSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","180 PARKWOOD DR","ELKIN","NC","28621","SURRY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340098","CAROLINAS MED CENTER-MERCY","2001 VAIL AVE","CHARLOTTE","NC","28207","MECKLENBURG","N/A","N/A","N/A","N/A","0.9444","3 out of 10","0 out of 9","3 out of 10","3"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","500 S ACADEMY ST","AHOSKIE","NC","27910","HERTFORD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340106","SANDHILLS REGIONAL MEDICAL CENTER","1000 WEST HAMLET AVENUE","HAMLET","NC","28345","RICHMOND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","TARBORO","NC","27886","EDGECOMBE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340109","ALBEMARLE HOSPITAL AUTHORITY","1144 N ROAD ST","ELIZABETH CITY","NC","27909","PASQUOTANK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","CHARLOTTE","NC","28203","MECKLENBURG","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","RALEIGH","NC","27607","WAKE","N/A","N/A","N/A","N/A","0.9796","7 out of 10","7 out of 9","7 out of 10","7"
"340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","155 MEMORIAL DRIVE","PINEHURST","NC","28374","MOORE","N/A","N/A","N/A","N/A","0.8929","0 out of 10","0 out of 9","0 out of 10","0"
"340116","FRYE REGIONAL MEDICAL CENTER","420 N CENTER ST","HICKORY","NC","28601","CATAWBA","N/A","N/A","N/A","N/A","0.9828","8 out of 10","4 out of 9","8 out of 10","8"
