"Provider ID","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Measure","Rate","Sample","Footnote"
"100007","FLORIDA HOSPITAL","601 E ROLLINS ST","","","ORLANDO","FL","32803","ORANGE","4073031976","Immunization for pneumonia","85","652","Data submitted were based on a sample of cases/patients"
"100008","BAPTIST HOSPITAL OF MIAMI INC","8900 N KENDALL DR","","","MIAMI","FL","33176","MIAMI-DADE","7865961960","Immunization for pneumonia","100","564","Data submitted were based on a sample of cases/patients"
"100009","UNIVERSITY OF MIAMI HOSPITAL","1400 NW 12TH AVE","","","MIAMI","FL","33136","MIAMI-DADE","3053255511","Immunization for pneumonia","70","820","Data submitted were based on a sample of cases/patients"
"100012","LEE MEMORIAL HOSPITAL","2776 CLEVELAND AVE","","","FORT MYERS","FL","33901","LEE","2393321111","Immunization for pneumonia","84","646","Data submitted were based on a sample of cases/patients"
"100014","BERT FISH MEDICAL CENTER","401 PALMETTO ST","","","NEW SMYRNA BEACH","FL","32170","VOLUSIA","3864245000","Immunization for pneumonia","92","599","Data submitted were based on a sample of cases/patients"
"100017","HALIFAX HEALTH MEDICAL CENTER","303 N CLYDE MORRIS BLVD","","","DAYTONA BEACH","FL","32114","VOLUSIA","3862544000","Immunization for pneumonia","92","619","Data submitted were based on a sample of cases/patients"
"100018","NAPLES COMMUNITY HOSPITAL","350 7TH ST N","","","NAPLES","FL","34102","COLLIER","2394365000","Immunization for pneumonia","87","771","Data submitted were based on a sample of cases/patients"
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","","","MELBOURNE","FL","32901","BREVARD","3214347000","Immunization for pneumonia","94","738","Data submitted were based on a sample of cases/patients"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","","","MIAMI","FL","33136","MIAMI-DADE","3055851111","Immunization for pneumonia","86","1506","Data submitted were based on a sample of cases/patients"
"100023","CITRUS MEMORIAL HOSPITAL","502 W HIGHLAND BLVD","","","INVERNESS","FL","34452","CITRUS","3527261551","Immunization for pneumonia","86","1143","Data submitted were based on a sample of cases/patients"
"100025","SACRED HEART HOSPITAL","5151 N 9TH AVE","","","PENSACOLA","FL","32504","ESCAMBIA","8504167000","Immunization for pneumonia","90","491","Data submitted were based on a sample of cases/patients"
"100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","615 N BONITA AVE","","","PANAMA CITY","FL","32401","BAY","8507691511","Immunization for pneumonia","98","1092","Data submitted were based on a sample of cases/patients"
"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","","","TITUSVILLE","FL","32796","BREVARD","3212686111","Immunization for pneumonia","97","757","Data submitted were based on a sample of cases/patients"
"100029","NORTH SHORE MEDICAL CENTER","1100 NW 95TH ST","","","MIAMI","FL","33150","MIAMI-DADE","3058356000","Immunization for pneumonia","92","1436","Data submitted were based on a sample of cases/patients"
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","","","OCOEE","FL","34761","ORANGE","4072961820","Immunization for pneumonia","90","719","Data submitted were based on a sample of cases/patients"
"100032","BAYFRONT MEDICAL CENTER INC","701 6TH ST S","","","SAINT PETERSBURG","FL","33701","PINELLAS","7278231234","Immunization for pneumonia","80","482","Data submitted were based on a sample of cases/patients"
"100034","MOUNT SINAI MEDICAL CENTER","4300 ALTON RD","","","MIAMI BEACH","FL","33140","MIAMI-DADE","3056742121","Immunization for pneumonia","94","676","Data submitted were based on a sample of cases/patients"
"100035","MANATEE MEMORIAL HOSPITAL","206 2ND ST E","","","BRADENTON","FL","34208","MANATEE","9417465111","Immunization for pneumonia","90","744","Data submitted were based on a sample of cases/patients"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","","","HOLLYWOOD","FL","33021","BROWARD","9549872000","Immunization for pneumonia","99","927","Data submitted were based on a sample of cases/patients"
"100039","BROWARD HEALTH MEDICAL CENTER","1600 S ANDREWS AVE","","","FORT LAUDERDALE","FL","33316","BROWARD","9543554400","Immunization for pneumonia","92","468","Data submitted were based on a sample of cases/patients"
"100040","ST VINCENT'S MEDICAL CENTER","1 SHIRCLIFF WAY","","","JACKSONVILLE","FL","32204","DUVAL","9043087300","Immunization for pneumonia","93","854","Data submitted were based on a sample of cases/patients"
"100043","MEASE HOSPITAL DUNEDIN","601 MAIN STREET","","","DUNEDIN","FL","34698","PINELLAS","7277331111","Immunization for pneumonia","97","785","Data submitted were based on a sample of cases/patients"
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","","","STUART","FL","34995","MARTIN","7722875200","Immunization for pneumonia","94","745","Data submitted were based on a sample of cases/patients"
"100045","FLORIDA HOSPITAL DELAND","701 W PLYMOUTH AVE","","","DELAND","FL","32720","VOLUSIA","3869434772","Immunization for pneumonia","76","753","Data submitted were based on a sample of cases/patients"
"100046","FLORIDA HOSPITAL ZEPHYRHILLS","7050 GALL BLVD","","","ZEPHYRHILLS","FL","33541","PASCO","8137880411","Immunization for pneumonia","94","839","Data submitted were based on a sample of cases/patients"
"100047","CHARLOTTE REGIONAL MEDICAL CENTER","809 E MARION AVE","","","PUNTA GORDA","FL","33950","CHARLOTTE","9416393131","Immunization for pneumonia","99","799","Data submitted were based on a sample of cases/patients"
"100048","JAY HOSPITAL","14114 ALABAMA ST","","","JAY","FL","32565","SANTA ROSA","8506754532","Immunization for pneumonia","96","443","Data submitted were based on a sample of cases/patients"
"100049","HIGHLANDS REGIONAL MEDICAL CENTER","3600 S HIGHLANDS AVE","","","SEBRING","FL","33870","HIGHLANDS","8633856101","Immunization for pneumonia","99","634","Data submitted were based on a sample of cases/patients"
"100050","PALM SPRINGS GENERAL HOSPITAL","1475 W 49TH ST","","","HIALEAH","FL","33012","MIAMI-DADE","3055582500","Immunization for pneumonia","99","870","Data submitted were based on a sample of cases/patients"
"100051","SOUTH LAKE HOSPITAL","1900 DON WICKHAM DR","","","CLERMONT","FL","34711","LAKE","3523944071","Immunization for pneumonia","94","1534","Data submitted were based on a sample of cases/patients"
"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","","","WINTER HAVEN","FL","33881","POLK","8632931121","Immunization for pneumonia","86","779","Data submitted were based on a sample of cases/patients"
"100053","HIALEAH HOSPITAL","651 E 25TH ST","","","HIALEAH","FL","33013","MIAMI-DADE","3056936100","Immunization for pneumonia","98","713","Data submitted were based on a sample of cases/patients"
"100054","TWIN CITIES HOSPITAL","2190 HWY 85 N","","","NICEVILLE","FL","32578","OKALOOSA","8506784131","Immunization for pneumonia","98","452","Data submitted were based on a sample of cases/patients"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","","","TARPON SPRINGS","FL","34689","PINELLAS","7279425000","Immunization for pneumonia","87","739","Data submitted were based on a sample of cases/patients"
"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","","","TAVARES","FL","32778","LAKE","3522533300","Immunization for pneumonia","92","814","Data submitted were based on a sample of cases/patients"
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","","","OCALA","FL","34474","MARION","3523517200","Immunization for pneumonia","90","782","Data submitted were based on a sample of cases/patients"
"100063","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON STREET","","","NEW PORT RICHEY","FL","34652","PASCO","7278428468","Immunization for pneumonia","89","724","Data submitted were based on a sample of cases/patients"
"100067","ST ANTHONY'S HOSPITAL","1200 7TH AVENUE NORTH","","","SAINT PETERSBURG","FL","33705","PINELLAS","7278251100","Immunization for pneumonia","80","996","Data submitted were based on a sample of cases/patients"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","","","DAYTONA BEACH","FL","32117","VOLUSIA","3866766000","Immunization for pneumonia","91","799","Data submitted were based on a sample of cases/patients"
"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 NORTH DALE MABRY","","","TAMPA","FL","33614","HILLSBOROUGH","8139322222","Immunization for pneumonia","85","629","Data submitted were based on a sample of cases/patients"
"100070","VENICE REGIONAL MEDICAL CENTER","540 THE RIALTO","","","VENICE","FL","34285","SARASOTA","9414857711","Immunization for pneumonia","99","1054","Data submitted were based on a sample of cases/patients"
"100071","BROOKSVILLE REGIONAL HOSPITAL","17240 CORTEZ BLVD","","","BROOKSVILLE","FL","34601","HERNANDO","3527965111","Immunization for pneumonia","98","673","Data submitted were based on a sample of cases/patients"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","","","ORANGE CITY","FL","32763","VOLUSIA","3869175000","Immunization for pneumonia","88","913","Data submitted were based on a sample of cases/patients"
"100073","HOLY CROSS HOSPITAL INC","4725 N FEDERAL HWY","","","FORT LAUDERDALE","FL","33308","BROWARD","9547718000","Immunization for pneumonia","91","801","Data submitted were based on a sample of cases/patients"
"100075","ST JOSEPH'S HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","","","TAMPA","FL","33677","HILLSBOROUGH","8138704398","Immunization for pneumonia","82","519","Data submitted were based on a sample of cases/patients"
"100076","METROPOLITAN HOSPITAL OF MIAMI","5959 NW 7TH ST","","","MIAMI","FL","33126","MIAMI-DADE","3052641000","Immunization for pneumonia","65","715","Data submitted were based on a sample of cases/patients"
"100077","PEACE RIVER REGIONAL MEDICAL CENTER","2500 HARBOR BLVD","","","PORT CHARLOTTE","FL","33952","CHARLOTTE","9417664122","Immunization for pneumonia","95","849","Data submitted were based on a sample of cases/patients"
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","","","ATLANTIS","FL","33462","PALM BEACH","5619657300","Immunization for pneumonia","100","1011","Data submitted were based on a sample of cases/patients"
"100081","HEALTHMARK REGIONAL MEDICAL CENTER","4413 US HWY 331 S","","","DEFUNIAK SPRINGS","FL","32435","WALTON","8509514500","Immunization for pneumonia","70","481","Data submitted were based on a sample of cases/patients"
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","","","LEESBURG","FL","34748","LAKE","3523235762","Immunization for pneumonia","95","923","Data submitted were based on a sample of cases/patients"
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","","","POMPANO BEACH","FL","33064","BROWARD","9547866950","Immunization for pneumonia","99","834","Data submitted were based on a sample of cases/patients"
"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","","","SARASOTA","FL","34239","SARASOTA","9419179000","Immunization for pneumonia","90","691","Data submitted were based on a sample of cases/patients"
"100088","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DR","","","JACKSONVILLE","FL","32207","DUVAL","9042022000","Immunization for pneumonia","91","549","Data submitted were based on a sample of cases/patients"
"100090","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","","","SAINT AUGUSTINE","FL","32086","SAINT JOHNS","9048194426","Immunization for pneumonia","97","772","Data submitted were based on a sample of cases/patients"
"100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","110 LONGWOOD AVE","","","ROCKLEDGE","FL","32955","BREVARD","3216372603","Immunization for pneumonia","90","824","Data submitted were based on a sample of cases/patients"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","","","PENSACOLA","FL","32501","ESCAMBIA","8504344011","Immunization for pneumonia","88","793","Data submitted were based on a sample of cases/patients"
"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","","","LAKE WALES","FL","33853","POLK","8636761433","Immunization for pneumonia","97","967","Data submitted were based on a sample of cases/patients"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","","","LAKE CITY","FL","32055","COLUMBIA","3867548000","Immunization for pneumonia","94","476","Data submitted were based on a sample of cases/patients"
"100105","INDIAN RIVER MEDICAL CENTER","1000 36TH ST","","","VERO BEACH","FL","32960","INDIAN RIVER","7725674311","Immunization for pneumonia","90","833","Data submitted were based on a sample of cases/patients"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","","","PERRY","FL","32348","TAYLOR","8505840800","Immunization for pneumonia","84","433","Data submitted were based on a sample of cases/patients"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","","","LEHIGH ACRES","FL","33936","LEE","2393692101","Immunization for pneumonia","98","480","Data submitted were based on a sample of cases/patients"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N' LAKE BLVD","","","SEBRING","FL","33871","HIGHLANDS","8633144466","Immunization for pneumonia","94","1397","Data submitted were based on a sample of cases/patients"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","","","KISSIMMEE","FL","34741","OSCEOLA","4078462266","Immunization for pneumonia","99","818","Data submitted were based on a sample of cases/patients"
"100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","1600 SW ARCHER RD","","","GAINESVILLE","FL","32610","ALACHUA","3522658000","Immunization for pneumonia","84","525","Data submitted were based on a sample of cases/patients"
"100117","BAPTIST MEDICAL CENTER  BEACHES","1350 13TH AVE S","","","JACKSONVILLE BEACH","FL","32250","DUVAL","9042472900","Immunization for pneumonia","96","654","Data submitted were based on a sample of cases/patients"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","","","PALM COAST","FL","32164","FLAGLER","3865862000","Immunization for pneumonia","97","963","Data submitted were based on a sample of cases/patients"
"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","","","BARTOW","FL","33831","POLK","8635338111","Immunization for pneumonia","97","681","Data submitted were based on a sample of cases/patients"
"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","","","CRESTVIEW","FL","32539","OKALOOSA","8506898100","Immunization for pneumonia","94","977","Data submitted were based on a sample of cases/patients"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","","","MILTON","FL","32570","SANTA ROSA","8506267762","Immunization for pneumonia","98","505","Data submitted were based on a sample of cases/patients"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","","","HOMESTEAD","FL","33033","MIAMI-DADE","7862438000","Immunization for pneumonia","96","638","Data submitted were based on a sample of cases/patients"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE SOUTH","","","SAINT PETERSBURG","FL","33707","PINELLAS","7273811000","Immunization for pneumonia","97","636","Data submitted were based on a sample of cases/patients"
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","","","CLEARWATER","FL","33756","PINELLAS","7274627000","Immunization for pneumonia","87","752","Data submitted were based on a sample of cases/patients"
"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIRCLE","","","TAMPA","FL","33606","HILLSBOROUGH","8138447000","Immunization for pneumonia","73","569","Data submitted were based on a sample of cases/patients"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","","","BELLE GLADE","FL","33430","PALM BEACH","5619966571","Immunization for pneumonia","91","297","Data submitted were based on a sample of cases/patients"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","","","AVENTURA","FL","33180","MIAMI-DADE","3056827000","Immunization for pneumonia","99","955","Data submitted were based on a sample of cases/patients"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","","","PLANT CITY","FL","33563","HILLSBOROUGH","8137571200","Immunization for pneumonia","85","818","Data submitted were based on a sample of cases/patients"
"100135","TALLAHASSEE MEMORIAL HOSPITAL","1300 MICCOSUKEE RD","","","TALLAHASSEE","FL","32308","LEON","8504311155","Immunization for pneumonia","93","609","Data submitted were based on a sample of cases/patients"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","","","DAVENPORT","FL","33837","POLK","8634224971","Immunization for pneumonia","89","704","Data submitted were based on a sample of cases/patients"
"100139","TRI COUNTY HOSPITAL - WILLISTON","125 SW 7TH ST","","","WILLISTON","FL","32696","LEVY","3525282801","Immunization for pneumonia","45","53","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","","","FERNANDINA BEACH","FL","32034","NASSAU","9043213500","Immunization for pneumonia","94","379","Data submitted were based on a sample of cases/patients"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","","","MARIANNA","FL","32446","JACKSON","8507182620","Immunization for pneumonia","96","396","Data submitted were based on a sample of cases/patients"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","","","KEY WEST","FL","33040","MONROE","3052945531","Immunization for pneumonia","94","435","Data submitted were based on a sample of cases/patients"
"100151","MAYO CLINIC","4500 SAN PABLO RD","","","JACKSONVILLE","FL","32224","DUVAL","9049532000","Immunization for pneumonia","86","805","Data submitted were based on a sample of cases/patients"
"100154","SOUTH MIAMI HOSPITAL INC","6200 SW 73RD ST","","","SOUTH MIAMI","FL","33143","MIAMI-DADE","7866624000","Immunization for pneumonia","95","529","Data submitted were based on a sample of cases/patients"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","","","LAKE CITY","FL","32055","COLUMBIA","3867199000","Immunization for pneumonia","95","730","Data submitted were based on a sample of cases/patients"
"100157","LAKELAND REGIONAL MEDICAL CENTER","1324 LAKELAND HILLS BLVD","","","LAKELAND","FL","33805","POLK","8636871100","Immunization for pneumonia","93","697","Data submitted were based on a sample of cases/patients"
"100161","CENTRAL FLORIDA REGIONAL HOSPITAL","1401 W SEMINOLE BLVD","","","SANFORD","FL","32771","SEMINOLE","4073214500","Immunization for pneumonia","96","794","Data submitted were based on a sample of cases/patients"
"100166","DOCTORS HOSPITAL OF SARASOTA","5731 BEE RIDGE RD","","","SARASOTA","FL","34233","SARASOTA","9413421100","Immunization for pneumonia","99","998","Data submitted were based on a sample of cases/patients"
"100167","PLANTATION GENERAL HOSPITAL","401 NW 42ND AVE","","","PLANTATION","FL","33317","BROWARD","9545875010","Immunization for pneumonia","98","710","Data submitted were based on a sample of cases/patients"
"100168","BOCA RATON REGIONAL HOSPITAL","800 MEADOWS RD","","","BOCA RATON","FL","33486","PALM BEACH","5613625002","Immunization for pneumonia","100","762","Data submitted were based on a sample of cases/patients"
"100173","FLORIDA HOSPITAL TAMPA","3100 E FLETCHER AVE","","","TAMPA","FL","33613","HILLSBOROUGH","8136157200","Immunization for pneumonia","92","677","Data submitted were based on a sample of cases/patients"
"100175","DESOTO MEMORIAL HOSPITAL","900 N ROBERT AVE","","","ARCADIA","FL","34265","DE SOTO","8634943535","Immunization for pneumonia","88","303","Data submitted were based on a sample of cases/patients"
"100176","PALM BEACH GARDENS MEDICAL CENTER","3360 BURNS RD","","","PALM BEACH GARDENS","FL","33410","PALM BEACH","5616221411","Immunization for pneumonia","99","1026","Data submitted were based on a sample of cases/patients"
"100177","CAPE CANAVERAL HOSPITAL","701 W COCOA BEACH CAUSEWAY","","","COCOA BEACH","FL","32932","BREVARD","3217997111","Immunization for pneumonia","98","793","Data submitted were based on a sample of cases/patients"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","","","JACKSONVILLE","FL","32216","DUVAL","9043996111","Immunization for pneumonia","96","788","Data submitted were based on a sample of cases/patients"
"100180","ST PETERSBURG GENERAL HOSPITAL","6500 38TH AVE N","","","SAINT PETERSBURG","FL","33710","PINELLAS","7273841414","Immunization for pneumonia","95","611","Data submitted were based on a sample of cases/patients"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","","","SOUTH MIAMI","FL","33143","MIAMI-DADE","3052847500","Immunization for pneumonia","72","591","Data submitted were based on a sample of cases/patients"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","","","CORAL GABLES","FL","33134","MIAMI-DADE","3054458461","Immunization for pneumonia","97","994","Data submitted were based on a sample of cases/patients"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","","","HIALEAH","FL","33016","MIAMI-DADE","3058235000","Immunization for pneumonia","94","698","Data submitted were based on a sample of cases/patients"
"100189","NORTHWEST MEDICAL CENTER","2801 N STATE RD 7","","","MARGATE","FL","33063","BROWARD","9549740400","Immunization for pneumonia","98","721","Data submitted were based on a sample of cases/patients"
"100191","MEDICAL CENTER OF TRINITY","9330 SR 54","","","TRINITY","FL","34655","PASCO","7278481733","Immunization for pneumonia","97","851","Data submitted were based on a sample of cases/patients"
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","","","FORT LAUDERDALE","FL","33308","BROWARD","9547768500","Immunization for pneumonia","93","748","Data submitted were based on a sample of cases/patients"
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","","","GAINESVILLE","FL","32605","ALACHUA","3523334100","Immunization for pneumonia","98","831","Data submitted were based on a sample of cases/patients"
"100206","MEMORIAL HOSPITAL OF TAMPA","2901 SWANN AVE","","","TAMPA","FL","33609","HILLSBOROUGH","8138736400","Immunization for pneumonia","98","610","Data submitted were based on a sample of cases/patients"
"100209","KENDALL REGIONAL MEDICAL CENTER","11750 BIRD RD","","","MIAMI","FL","33175","MIAMI-DADE","3052233000","Immunization for pneumonia","99","762","Data submitted were based on a sample of cases/patients"
"100211","PASCO REGIONAL MEDICAL CENTER","13100 FT KING ROAD","","","DADE CITY","FL","33525","PASCO","3525683174","Immunization for pneumonia","93","507","Data submitted were based on a sample of cases/patients"
"100212","OCALA REGIONAL MEDICAL CENTER","1431 SW 1ST AVE","","","OCALA","FL","34478","MARION","3524011000","Immunization for pneumonia","100","1070","Data submitted were based on a sample of cases/patients"
"100213","BLAKE MEDICAL CENTER","2020 59TH ST W","","","BRADENTON","FL","34209","MANATEE","9417926611","Immunization for pneumonia","89","1042","Data submitted were based on a sample of cases/patients"
"100217","SEBASTIAN RIVER MEDICAL CENTER","13695 US HWY 1","","","SEBASTIAN","FL","32978","INDIAN RIVER","7725893187","Immunization for pneumonia","100","801","Data submitted were based on a sample of cases/patients"
"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","13681 DOCTOR'S WAY","","","FORT MYERS","FL","33912","LEE","2397685000","Immunization for pneumonia","91","822","Data submitted were based on a sample of cases/patients"
"100223","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DR","","","FORT WALTON BEACH","FL","32547","OKALOOSA","8508621111","Immunization for pneumonia","90","711","Data submitted were based on a sample of cases/patients"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","","","TAMARAC","FL","33321","BROWARD","9547212200","Immunization for pneumonia","99","864","Data submitted were based on a sample of cases/patients"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","","","ORANGE PARK","FL","32073","CLAY","9042768500","Immunization for pneumonia","100","707","Data submitted were based on a sample of cases/patients"
"100228","WESTSIDE REGIONAL MEDICAL CENTER","8201 W BROWARD BLVD","","","PLANTATION","FL","33324","BROWARD","9544736600","Immunization for pneumonia","100","943","Data submitted were based on a sample of cases/patients"
"100230","MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN ST","","","PEMBROKE PINES","FL","33024","BROWARD","9549629650","Immunization for pneumonia","99","807","Data submitted were based on a sample of cases/patients"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","","","PENSACOLA","FL","32514","ESCAMBIA","8504944000","Immunization for pneumonia","93","879","Data submitted were based on a sample of cases/patients"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","","","PALATKA","FL","32177","PUTNAM","3863268500","Immunization for pneumonia","97","741","Data submitted were based on a sample of cases/patients"
"100234","WEST PALM HOSPITAL","2201 45TH ST","","","WEST PALM BEACH","FL","33407","PALM BEACH","5618446141","Immunization for pneumonia","100","587","Data submitted were based on a sample of cases/patients"
"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","","","PORT CHARLOTTE","FL","33952","CHARLOTTE","9416291181","Immunization for pneumonia","91","1077","Data submitted were based on a sample of cases/patients"
"100238","NORTHSIDE HOSPITAL","6000 49TH STREET N","","","SAINT PETERSBURG","FL","33709","PINELLAS","8135215000","Immunization for pneumonia","98","916","Data submitted were based on a sample of cases/patients"
"100239","EDWARD WHITE HOSPITAL","2323 9TH AVE N","","","SAINT PETERSBURG","FL","33713","PINELLAS","7273231111","Immunization for pneumonia","98","459","Data submitted were based on a sample of cases/patients"
"100240","ANNE BATES LEACH EYE HOSPITAL","900 NW 17TH ST","","","MIAMI","FL","33136","MIAMI-DADE","3053266000","Immunization for pneumonia","14","43",""
"100242","GULF COAST MEDICAL CENTER","449 W 23RD ST","","","PANAMA CITY","FL","32405","BAY","8507477926","Immunization for pneumonia","96","535","Data submitted were based on a sample of cases/patients"
"100243","BRANDON REGIONAL HOSPITAL","119 OAKFIELD DR","","","BRANDON","FL","33511","HILLSBOROUGH","8136815551","Immunization for pneumonia","92","627","Data submitted were based on a sample of cases/patients"
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","","","CAPE CORAL","FL","33990","LEE","2395742323","Immunization for pneumonia","78","820","Data submitted were based on a sample of cases/patients"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","","","FORT PIERCE","FL","34950","SAINT LUCIE","7724614000","Immunization for pneumonia","100","711","Data submitted were based on a sample of cases/patients"
"100248","LARGO MEDICAL CENTER","201 14TH ST SW","","","LARGO","FL","33770","PINELLAS","7275885200","Immunization for pneumonia","97","974","Data submitted were based on a sample of cases/patients"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","","","CRYSTAL RIVER","FL","34428","CITRUS","3527956560","Immunization for pneumonia","95","858","Data submitted were based on a sample of cases/patients"
"100252","RAULERSON HOSPITAL","1796 HWY 441 NORTH","","","OKEECHOBEE","FL","34972","OKEECHOBEE","8637632151","Immunization for pneumonia","100","811","Data submitted were based on a sample of cases/patients"
"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","","","JUPITER","FL","33458","PALM BEACH","5617472234","Immunization for pneumonia","98","802","Data submitted were based on a sample of cases/patients"
"100254","CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","","","TALLAHASSEE","FL","32308","LEON","8506565000","Immunization for pneumonia","93","744","Data submitted were based on a sample of cases/patients"
"100255","TOWN & COUNTRY HOSPITAL","6001 WEBB RD","","","TAMPA","FL","33615","HILLSBOROUGH","8138827159","Immunization for pneumonia","96","480","Data submitted were based on a sample of cases/patients"
"100256","REGIONAL MEDICAL CENTER BAYONET POINT","14000 FIVAY ROAD","","","HUDSON","FL","34667","PASCO","7278192929","Immunization for pneumonia","100","1000","Data submitted were based on a sample of cases/patients"
"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","","","DELRAY BEACH","FL","33484","PALM BEACH","5614984440","Immunization for pneumonia","100","1010","Data submitted were based on a sample of cases/patients"
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","","","SUN CITY CENTER","FL","33573","HILLSBOROUGH","8136343301","Immunization for pneumonia","100","1055","Data submitted were based on a sample of cases/patients"
"100260","ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","","","PORT SAINT LUCIE","FL","34952","SAINT LUCIE","7723354000","Immunization for pneumonia","100","870","Data submitted were based on a sample of cases/patients"
"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","","","BROOKSVILLE","FL","34613","HERNANDO","3525966632","Immunization for pneumonia","97","1030","Data submitted were based on a sample of cases/patients"
"100265","MEASE COUNTRYSIDE HOSPITAL","3231 MCMULLEN BOOTH RD","","","SAFETY HARBOR","FL","34695","PINELLAS","7277346950","Immunization for pneumonia","95","774","Data submitted were based on a sample of cases/patients"
