"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Unweighted Normalized Clinical Process of Care Domain Score","Weighted Clinical Process of Care Domain Score","Unweighted Patient Experience of Care Domain Score","Weighted Patient Experience of Care Domain Score","Total Performance Score"
1422,"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","FERGUS FALLS","OTTER TAIL","MN","56537","60.000000000000","42.000000000000","53.000000000000","15.900000000000","57.900000000000"
1423,"240053","PARK NICOLLET METHODIST HOSPITAL","6500 EXCELSIOR BLVD","SAINT LOUIS PARK","HENNEPIN","MN","55426","30.909090909091","21.636363636364","39.000000000000","11.700000000000","33.336363636364"
1424,"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET","WACONIA","CARVER","MN","55387","60.000000000000","42.000000000000","60.000000000000","18.000000000000","60.000000000000"
1425,"240057","ABBOTT NORTHWESTERN HOSPITAL","800 EAST 28TH STREET","MINNEAPOLIS","HENNEPIN","MN","55407","49.090909090909","34.363636363636","39.000000000000","11.700000000000","46.063636363636"
1426,"240059","REGINA MEDICAL CENTER","1175 NININGER ROAD","HASTINGS","DAKOTA","MN","55033","47.777777777778","33.444444444444","48.000000000000","14.400000000000","47.844444444444"
1427,"240061","MAYO CLINIC METHODIST HOSPITAL","201 WEST CENTER STREET","ROCHESTER","OLMSTED","MN","55902","73.333333333333","51.333333333333","60.000000000000","18.000000000000","69.333333333333"
1428,"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET","SAINT PAUL","RAMSEY","MN","55102","59.090909090909","41.363636363636","39.000000000000","11.700000000000","53.063636363636"
1429,"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 GOLF COURSE ROAD","GRAND RAPIDS","ITASCA","MN","55744","70.000000000000","49.000000000000","46.000000000000","13.800000000000","62.800000000000"
1430,"240066","LAKEVIEW MEMORIAL HOSPITAL","927 WEST CHURCHILL STREET","STILLWATER","WASHINGTON","MN","55082","55.555555555556","38.888888888889","92.000000000000","27.600000000000","66.488888888889"
1431,"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","OWATONNA","STEELE","MN","55060","78.888888888889","55.222222222222","56.000000000000","16.800000000000","72.022222222222"
1432,"240071","DISTRICT ONE HOSPITAL","200 STATE AVENUE","FARIBAULT","RICE","MN","55021","58.888888888889","41.222222222222","52.000000000000","15.600000000000","56.822222222222"
1433,"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","BRAINERD","CROW WING","MN","56401","47.777777777778","33.444444444444","86.000000000000","25.800000000000","59.244444444444"
1434,"240076","BUFFALO HOSPITAL","303 CATLIN ST","BUFFALO","WRIGHT","MN","55313","62.222222222222","43.555555555556","70.000000000000","21.000000000000","64.555555555556"
1435,"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","EDINA","HENNEPIN","MN","55435","63.636363636364","44.545454545455","28.000000000000","8.400000000000","52.945454545455"
1436,"240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE","MINNEAPOLIS","HENNEPIN","MN","55454","48.181818181818","33.727272727273","15.000000000000","4.500000000000","38.227272727273"
1437,"240084","VIRGINIA REGIONAL MEDICAL CENTER","901 9TH STREET NORTH","VIRGINIA","ST. LOUIS","MN","55792","57.777777777778","40.444444444444","29.000000000000","8.700000000000","49.144444444444"
1438,"240088","RICE MEMORIAL HOSPITAL","301 BECKER AVE SW","WILLMAR","KANDIYOHI","MN","56201","42.222222222222","29.555555555556","49.000000000000","14.700000000000","44.255555555556"
1439,"240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","1025 MARSH STREET BOX 8673","MANKATO","BLUE EARTH","MN","56002","36.000000000000","25.200000000000","34.000000000000","10.200000000000","35.400000000000"
1440,"240100","SANFORD BEMIDJI MEDICAL CENTER","1300 ANNE ST NW","BEMIDJI","BELTRAMI","MN","56601","20.000000000000","14.000000000000","20.000000000000","6.000000000000","20.000000000000"
1441,"240101","ESSENTIA HEALTH ST MARYS","1027 WASHINGTON AVE","DETROIT LAKES","BECKER","MN","56501","40.000000000000","28.000000000000","27.000000000000","8.100000000000","36.100000000000"
1442,"240104","ST FRANCIS REGIONAL MEDICAL CENTER","1455 ST FRANCIS AVENUE","SHAKOPEE","SCOTT","MN","55379","80.000000000000","56.000000000000","61.000000000000","18.300000000000","74.300000000000"
1443,"240106","REGIONS HOSPITAL","640 JACKSON STREET","SAINT PAUL","RAMSEY","MN","55101","54.545454545455","38.181818181818","39.000000000000","11.700000000000","49.881818181818"
1444,"240115","MERCY HOSPITAL","4050 COON RAPIDS BLVD","COON RAPIDS","ANOKA","MN","55433","45.454545454545","31.818181818182","50.000000000000","15.000000000000","46.818181818182"
1445,"240117","MAYO CLINIC HEALTH SYSTEM - AUSTIN","1000 FIRST DRIVE NORTHWEST","AUSTIN","MOWER","MN","55912","64.444444444444","45.111111111111","38.000000000000","11.400000000000","56.511111111111"
1446,"240132","UNITY HOSPITAL","550 OSBORNE ROAD","FRIDLEY","ANOKA","MN","55432","65.555555555556","45.888888888889","29.000000000000","8.700000000000","54.588888888889"
1447,"240141","FAIRVIEW NORTHLAND REGIONAL HOSPITAL","911 NORTHLAND DR","PRINCETON","SHERBURNE","MN","55371","81.111111111111","56.777777777778","86.000000000000","25.800000000000","82.577777777778"
1448,"240166","MAYO CLINIC HEALTH SYSTEM - FAIRMONT","835 JOHNSON STREET, PO BOX 835","FAIRMONT","MARTIN","MN","56031","68.888888888889","48.222222222222","59.000000000000","17.700000000000","65.922222222222"
1449,"240187","HUTCHINSON AREA HEALTH CARE","1095 HIGHWAY 15 SOUTH","HUTCHINSON","MCLEOD","MN","55350","54.444444444444","38.111111111111","46.000000000000","13.800000000000","51.911111111111"
1450,"240207","FAIRVIEW RIDGES HOSPITAL","201 EAST NICOLLET BOULEVARD","BURNSVILLE","DAKOTA","MN","55337","72.222222222222","50.555555555556","31.000000000000","9.300000000000","59.855555555556"
1451,"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","MAPLEWOOD","RAMSEY","MN","55109","53.333333333333","37.333333333333","24.000000000000","7.200000000000","44.533333333333"
1452,"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","WOODBURY","WASHINGTON","MN","55125","73.333333333333","51.333333333333","51.000000000000","15.300000000000","66.633333333333"
1453,"240214","MAPLE GROVE HOSPITAL","9875 HOSPITAL DRIVE","MAPLE GROVE","HENNEPIN","MN","55369","82.222222222222","57.555555555556","59.000000000000","17.700000000000","75.255555555556"
1454,"250001","UNIVERSITY OF MISSISSIPPI MED CENTER","2500 N STATE ST","JACKSON","HINDS","MS","39216","50.000000000000","35.000000000000","36.000000000000","10.800000000000","45.800000000000"
1455,"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","TUPELO","LEE","MS","38801","76.363636363636","53.454545454545","83.000000000000","24.900000000000","78.354545454545"
1456,"250006","BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","NEW ALBANY","UNION","MS","38652","96.666666666667","67.666666666667","72.000000000000","21.600000000000","89.266666666667"
1457,"250007","BILOXI REGIONAL MEDICAL CENTER","PO BOX 128/150 REYNOIR STREET","BILOXI","HARRISON","MS","39533","83.333333333333","58.333333333333","24.000000000000","7.200000000000","65.533333333333"
1458,"250009","MAGNOLIA REGIONAL HEALTH CENTER","611 ALCORN DRIVE","CORINTH","ALCORN","MS","38834","74.545454545455","52.181818181818","76.000000000000","22.800000000000","74.981818181818"
1459,"250015","GRENADA LAKE MEDICAL CENTER","960 AVENT DRIVE","GRENADA","GRENADA","MS","38901","6.250000000000","4.375000000000","57.000000000000","17.100000000000","21.475000000000"
1460,"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH ST-P O BOX 1810","GULFPORT","HARRISON","MS","39502","43.636363636364","30.545454545455","45.000000000000","13.500000000000","44.045454545455"
1461,"250025","GILMORE MEMORIAL HOSPITAL","1105 EARL FRYE BLVD","AMORY","MONROE","MS","38821","45.555555555556","31.888888888889","60.000000000000","18.000000000000","49.888888888889"
1462,"250031","RIVER REGION HEALTH SYSTEM","2100 HWY 61 N","VICKSBURG","WARREN","MS","39183","77.272727272727","54.090909090909","30.000000000000","9.000000000000","63.090909090909"
1463,"250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","2301 SOUTH LAMAR","OXFORD","LAFAYETTE","MS","38655","70.909090909091","49.636363636364","17.000000000000","5.100000000000","54.736363636364"
1464,"250038","MADISON RIVER OAKS MEDICAL CENTER","161 RIVER OAKS DRIVE","CANTON","MADISON","MS","39046","51.111111111111","35.777777777778","46.000000000000","13.800000000000","49.577777777778"
1465,"250040","SINGING RIVER HOSPITAL","2809 DENNY AV","PASCAGOULA","JACKSON","MS","39581","69.090909090909","48.363636363636","66.000000000000","19.800000000000","68.163636363636"
1466,"250042","NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","1970 HOSPITAL DRIVE","CLARKSDALE","COAHOMA","MS","38614","43.333333333333","30.333333333333","29.000000000000","8.700000000000","39.033333333333"
1467,"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","JACKSON","HINDS","MS","39216","51.818181818182","36.272727272727","56.000000000000","16.800000000000","53.072727272727"
1468,"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD","STARKVILLE","OKTIBBEHA","MS","39759","25.555555555556","17.888888888889","61.000000000000","18.300000000000","36.188888888889"
1469,"250057","KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","P O BOX 948/427 HIGHWAY 51 NORTH","BROOKHAVEN","LINCOLN","MS","39601","41.111111111111","28.777777777778","80.000000000000","24.000000000000","52.777777777778"
1470,"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","LAUREL","JONES","MS","39440","37.777777777778","26.444444444444","33.000000000000","9.900000000000","36.344444444444"
1471,"250067","CLAY COUNTY MEDICAL CENTER","835 MEDICAL CENTER DR","WEST POINT","CLAY","MS","39773","56.250000000000","39.375000000000","76.000000000000","22.800000000000","62.175000000000"
1472,"250069","RUSH FOUNDATION HOSPITAL","1314 19TH AVE","MERIDIAN","LAUDERDALE","MS","39301","44.545454545455","31.181818181818","56.000000000000","16.800000000000","47.981818181818"
1473,"250072","CENTRAL MISSISSIPPI MEDICAL CENTER","1850 CHADWICK DR","JACKSON","HINDS","MS","39204","58.000000000000","40.600000000000","26.000000000000","7.800000000000","48.400000000000"
1474,"250077","WAYNE GENERAL HOSPITAL","950 MATTHEW DR","WAYNESBORO","WAYNE","MS","39367","10.000000000000","7.000000000000","47.000000000000","14.100000000000","21.100000000000"
1475,"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","HATTIESBURG","FORREST","MS","39404","56.363636363636","39.454545454545","36.000000000000","10.800000000000","50.254545454545"
1476,"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","GREENVILLE","WASHINGTON","MS","38704","23.000000000000","16.100000000000","40.000000000000","12.000000000000","28.100000000000"
1477,"250084","NATCHEZ REGIONAL MEDICAL CENTER","52 SEARGENT PRENTISS DRIVE","NATCHEZ","ADAMS","MS","39120","54.444444444444","38.111111111111","38.000000000000","11.400000000000","49.511111111111"
1478,"250093","BOLIVAR MEDICAL CENTER","HWY 8 E","CLEVELAND","BOLIVAR","MS","38732","100.000000000000","70.000000000000","43.000000000000","12.900000000000","82.900000000000"
1479,"250094","WESLEY MEDICAL CENTER","5001 W HARDY ST","HATTIESBURG","FORREST","MS","39402","80.000000000000","56.000000000000","50.000000000000","15.000000000000","71.000000000000"
1480,"250096","CROSSGATES RIVER OAKS HOSPITAL","350 CROSSGATES BLVD","BRANDON","RANKIN","MS","39042","54.444444444444","38.111111111111","16.000000000000","4.800000000000","42.911111111111"
1481,"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","MCCOMB","PIKE","MS","39649","48.181818181818","33.727272727273","47.000000000000","14.100000000000","47.827272727273"
1482,"250099","GREENWOOD LEFLORE HOSPITAL","1401 RIVER RD / PO BOX 1410","GREENWOOD","LEFLORE","MS","38930","44.444444444444","31.111111111111","55.000000000000","16.500000000000","47.611111111111"
1483,"250100","BAPTIST MEM HOSP/GOLDEN TRIANGLE INC","2520 5TH ST N","COLUMBUS","LOWNDES","MS","39701","90.000000000000","63.000000000000","44.000000000000","13.200000000000","76.200000000000"
1484,"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST","JACKSON","HINDS","MS","39202","51.818181818182","36.272727272727","52.000000000000","15.600000000000","51.872727272727"
1485,"250104","ANDERSON REGIONAL MEDICAL CENTER","2124 14 ST","MERIDIAN","LAUDERDALE","MS","39301","74.545454545455","52.181818181818","49.000000000000","14.700000000000","66.881818181818"
1486,"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","PICAYUNE","PEARL RIVER","MS","39466","70.000000000000","49.000000000000","39.000000000000","11.700000000000","60.700000000000"
1487,"250122","NATCHEZ COMMUNITY HOSPITAL/SWING BED","129 JEFFERSON DAVIS BLVD BOX 1203","NATCHEZ","ADAMS","MS","39120","46.666666666667","32.666666666667","31.000000000000","9.300000000000","41.966666666667"
1488,"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD","GULFPORT","HARRISON","MS","39501","100.000000000000","70.000000000000","48.000000000000","14.400000000000","84.400000000000"
1489,"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","SENATOBIA","TATE","MS","38668","38.750000000000","27.125000000000","49.000000000000","14.700000000000","41.825000000000"
1490,"250128","TRI LAKES MEDICAL CENTER","303 MEDICAL CENTER DRIVE","BATESVILLE","PANOLA","MS","38606","36.000000000000","25.200000000000","25.000000000000","7.500000000000","32.700000000000"
1491,"250136","WOMAN'S HOSPITAL AT RIVER OAKS","1026 NORTH FLOWOOD DRIVE","JACKSON","HINDS","MS","39232","88.000000000000","61.600000000000","78.000000000000","23.400000000000","85.000000000000"
1492,"250138","RIVER OAKS HOSPITAL","1030 RIVER OAKS BLVD","JACKSON","HINDS","MS","39208","93.333333333333","65.333333333333","30.000000000000","9.000000000000","74.333333333333"
1493,"250141","BAPTIST MEMORIAL HOSPITAL DESOTO","7601 SOUTHCREST DR","SOUTHAVEN","DE SOTO","MS","38671","62.727272727273","43.909090909091","34.000000000000","10.200000000000","54.109090909091"
1494,"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","BAY SAINT LOUIS","HANCOCK","MS","39521","57.500000000000","40.250000000000","44.000000000000","13.200000000000","53.450000000000"
1495,"260005","SSM ST JOSEPH HEALTH CENTER","300 1ST CAPITOL DR","SAINT CHARLES","ST. CHARLES","MO","63301","69.090909090909","48.363636363636","46.000000000000","13.800000000000","62.163636363636"
1496,"260006","HEARTLAND REGIONAL MEDICAL CENTER","5325 FARAON STREET","SAINT JOSEPH","BUCHANAN","MO","64506","69.090909090909","48.363636363636","51.000000000000","15.300000000000","63.663636363636"
1497,"260009","BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST","SEDALIA","PETTIS","MO","65302","33.333333333333","23.333333333333","66.000000000000","19.800000000000","43.133333333333"
1498,"260011","ST MARYS HEALTH CENTER","100 ST MARYS MEDICAL PLAZA","JEFFERSON CITY","COLE","MO","65101","98.181818181818","68.727272727273","47.000000000000","14.100000000000","82.827272727273"
1499,"260015","TWIN RIVERS REGIONAL MEDICAL CENTER","1301 FIRST ST","KENNETT","DUNKLIN","MO","63857","52.500000000000","36.750000000000","11.000000000000","3.300000000000","40.050000000000"
1500,"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","ROLLA","PHELPS","MO","65401","38.888888888889","27.222222222222","77.000000000000","23.100000000000","50.322222222222"
1501,"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","SAINT LOUIS","ST. LOUIS","MO","63141","63.636363636364","44.545454545455","48.000000000000","14.400000000000","58.945454545455"
1502,"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","KIRKSVILLE","ADAIR","MO","63501","55.555555555556","38.888888888889","61.000000000000","18.300000000000","57.188888888889"
1503,"260023","JEFFERSON REGIONAL MEDICAL CENTER","HWY 61 SOUTH","CRYSTAL CITY","JEFFERSON","MO","63019","50.000000000000","35.000000000000","37.000000000000","11.100000000000","46.100000000000"
1504,"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","HANNIBAL","MARION","MO","63401","47.000000000000","32.900000000000","70.000000000000","21.000000000000","53.900000000000"
1505,"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","KANSAS CITY","JACKSON","MO","64132","78.181818181818","54.727272727273","38.000000000000","11.400000000000","66.127272727273"
1506,"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","SAINT LOUIS","ST. LOUIS CITY","MO","63110","46.363636363636","32.454545454545","27.000000000000","8.100000000000","40.554545454545"
1507,"260034","BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST","BUTLER","BATES","MO","64730","46.250000000000","32.375000000000","23.000000000000","6.900000000000","39.275000000000"
1508,"260040","COX MEDICAL CENTER","3801 SOUTH NATIONAL AVENUE","SPRINGFIELD","GREENE","MO","65807","35.454545454545","24.818181818182","35.000000000000","10.500000000000","35.318181818182"
1509,"260047","CAPITAL REGION MEDICAL CENTER","1125 MADISON ST","JEFFERSON CITY","COLE","MO","65102","46.363636363636","32.454545454545","60.000000000000","18.000000000000","50.454545454545"
1510,"260048","TRUMAN MEDICAL CENTER HOSPITAL HILL","2301 HOLMES STREET","KANSAS CITY","JACKSON","MO","64108","59.000000000000","41.300000000000","27.000000000000","8.100000000000","49.400000000000"
1511,"260050","ST FRANCIS HOSPITAL","2016 SOUTH MAIN ST","MARYVILLE","NODAWAY","MO","64468","62.500000000000","43.750000000000","52.000000000000","15.600000000000","59.350000000000"
1512,"260052","MERCY HOSPITAL WASHINGTON","901 EAST 5TH STREET","WASHINGTON","FRANKLIN","MO","63090","58.000000000000","40.600000000000","39.000000000000","11.700000000000","52.300000000000"
1513,"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN","CAMERON","CLINTON","MO","64429","45.555555555556","31.888888888889","32.000000000000","9.600000000000","41.488888888889"
1514,"260059","MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE","LEBANON","LACLEDE","MO","65536","55.555555555556","38.888888888889","38.000000000000","11.400000000000","50.288888888889"
1515,"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","NEVADA","VERNON","MO","64772","57.500000000000","40.250000000000","33.000000000000","9.900000000000","50.150000000000"
1516,"260062","ST LUKES NORTHLAND HOSPITAL","5830 N W BARRY ROAD","KANSAS CITY","PLATTE","MO","64154","60.000000000000","42.000000000000","45.000000000000","13.500000000000","55.500000000000"
1517,"260064","AUDRAIN MEDICAL CENTER","620 E MONROE","MEXICO","AUDRAIN","MO","65265","44.000000000000","30.800000000000","44.000000000000","13.200000000000","44.000000000000"
1518,"260065","MERCY HOSPITAL SPRINGFIELD","1235 E CHEROKEE","SPRINGFIELD","GREENE","MO","65804","62.727272727273","43.909090909091","40.000000000000","12.000000000000","55.909090909091"
1519,"260068","BOONE HOSPITAL CENTER","1600 E BROADWAY","COLUMBIA","BOONE","MO","65201","57.272727272727","40.090909090909","53.000000000000","15.900000000000","55.990909090909"
1520,"260074","MOBERLY REGIONAL MEDICAL CENTER","1515 UNION AVE","MOBERLY","RANDOLPH","MO","65270","83.333333333333","58.333333333333","53.000000000000","15.900000000000","74.233333333333"
1521,"260077","ST ANTHONY'S MEDICAL CENTER","10010 KENNERLY ROAD","SAINT LOUIS","ST. LOUIS","MO","63128","62.727272727273","43.909090909091","31.000000000000","9.300000000000","53.209090909091"
1522,"260078","OZARKS MEDICAL CENTER","1100 KENTUCKY AVE","WEST PLAINS","HOWELL","MO","65775","28.000000000000","19.600000000000","39.000000000000","11.700000000000","31.300000000000"
1523,"260081","SSM ST CLARE HEALTH CENTER","1015 BOWLES","FENTON","JEFFERSON","MO","63026","70.000000000000","49.000000000000","59.000000000000","17.700000000000","66.700000000000"
1524,"260085","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DR","KANSAS CITY","JACKSON","MO","64114","42.727272727273","29.909090909091","20.000000000000","6.000000000000","35.909090909091"
1525,"260091","SSM ST MARYS HEALTH CENTER","6420 CLAYTON RD","RICHMOND HEIGHTS","ST. LOUIS","MO","63117","64.545454545455","45.181818181818","60.000000000000","18.000000000000","63.181818181818"
1526,"260094","SKAGGS REGIONAL MEDICAL CENTER","PO BOX 650 BUS HWY 65 & SKAGGS RD","BRANSON","TANEY","MO","65616","54.545454545455","38.181818181818","32.000000000000","9.600000000000","47.781818181818"
1527,"260095","CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC","19600 EAST 39TH STREET","INDEPENDENCE","JACKSON","MO","64057","70.000000000000","49.000000000000","28.000000000000","8.400000000000","57.400000000000"
1528,"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","NORTH KANSAS CITY","CLAY","MO","64116","65.454545454545","45.818181818182","41.000000000000","12.300000000000","58.118181818182"
1529,"260097","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD","WARRENSBURG","JOHNSON","MO","64093","32.222222222222","22.555555555556","48.000000000000","14.400000000000","36.955555555556"
1530,"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 LEE'S SUMMIT RD","KANSAS CITY","JACKSON","MO","64139","78.888888888889","55.222222222222","32.000000000000","9.600000000000","64.822222222222"
1531,"260104","SSM DEPAUL HEALTH CENTER","12303 DEPAUL DRIVE","BRIDGETON","ST. LOUIS","MO","63044","78.181818181818","54.727272727273","62.000000000000","18.600000000000","73.327272727273"
1532,"260105","ST LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","SAINT LOUIS","ST. LOUIS CITY","MO","63110","83.636363636364","58.545454545455","40.000000000000","12.000000000000","70.545454545455"
1533,"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","TOWN AND COUNTRY","ST. LOUIS","MO","63131","76.363636363636","53.454545454545","23.000000000000","6.900000000000","60.354545454545"
1534,"260110","SOUTHEAST MISSOURI HOSPITAL","1701 LACEY ST","CAPE GIRARDEAU","CAPE GIRARDEAU","MO","63701","57.272727272727","40.090909090909","72.000000000000","21.600000000000","61.690909090909"
1535,"260113","MISSOURI DELTA MEDICAL CENTER","1008 NORTH MAIN ST","SIKESTON","NEW MADRID","MO","63801","45.555555555556","31.888888888889","81.000000000000","24.300000000000","56.188888888889"
1536,"260115","MISSOURI BAPTIST HOSPITAL SULLIVAN","751 SAPPINGTON BRIDGE RD","SULLIVAN","FRANKLIN","MO","63080","94.000000000000","65.800000000000","81.000000000000","24.300000000000","90.100000000000"
1537,"260116","MINERAL AREA REGIONAL MEDICAL CENTER","1212 WEBER RD","FARMINGTON","ST. FRANCOIS","MO","63640","77.777777777778","54.444444444444","25.000000000000","7.500000000000","61.944444444444"
1538,"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","2620 N WESTWOOD BLVD","POPLAR BLUFF","BUTLER","MO","63901","72.727272727273","50.909090909091","3.000000000000","0.900000000000","51.809090909091"
1539,"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","1102 WEST 32ND STREET","JOPLIN","JASPER","MO","64804","50.909090909091","35.636363636364","21.000000000000","6.300000000000","41.936363636364"
1540,"260138","ST LUKES HOSPITAL OF KANSAS CITY","4401 WORNALL ROAD","KANSAS CITY","JACKSON","MO","64111","72.727272727273","50.909090909091","46.000000000000","13.800000000000","64.709090909091"
1541,"260141","UNIVERSITY OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE, ROOM CE121, DC031,00","COLUMBIA","BOONE","MO","65201","70.909090909091","49.636363636364","47.000000000000","14.100000000000","63.736363636364"
1542,"260142","FITZGIBBON MEMORIAL HOSPITAL","2305 S 65 HIGHWAY","MARSHALL","SALINE","MO","65340","70.000000000000","49.000000000000","36.000000000000","10.800000000000","59.800000000000"
1543,"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","CREVE COEUR","ST. LOUIS","MO","63141","62.222222222222","43.555555555556","36.000000000000","10.800000000000","54.355555555556"
1544,"260163","PARKLAND HEALTH CENTER","1101 W LIBERTY","FARMINGTON","ST. FRANCOIS","MO","63640","55.555555555556","38.888888888889","46.000000000000","13.800000000000","52.688888888889"
1545,"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","1600 N 2ND ST","CLINTON","HENRY","MO","64735","41.111111111111","28.777777777778","42.000000000000","12.600000000000","41.377777777778"
1546,"260176","DES PERES HOSPITAL","2345 DOUGHERTY FERRY ROAD","SAINT LOUIS","ST. LOUIS","MO","63122","43.636363636364","30.545454545455","33.000000000000","9.900000000000","40.445454545455"
1547,"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","LIBERTY","CLAY","MO","64069","38.181818181818","26.727272727273","50.000000000000","15.000000000000","41.727272727273"
1548,"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","CHESTERFIELD","ST. LOUIS","MO","63017","54.545454545455","38.181818181818","53.000000000000","15.900000000000","54.081818181818"
1549,"260180","CHRISTIAN HOSPITAL NORTHEAST","11133 DUNN ROAD","SAINT LOUIS","ST. LOUIS","MO","63136","72.727272727273","50.909090909091","36.000000000000","10.800000000000","61.709090909091"
1550,"260183","ST FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","CAPE GIRARDEAU","CAPE GIRARDEAU","MO","63703","23.636363636364","16.545454545455","70.000000000000","21.000000000000","37.545454545455"
1551,"260186","LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","OSAGE BEACH","CAMDEN","MO","65065","61.818181818182","43.272727272727","48.000000000000","14.400000000000","57.672727272727"
1552,"260190","LEE'S SUMMIT MEDICAL CENTER","2100 SE BLUE PARKWAY","LEES SUMMIT","JACKSON","MO","64063","96.000000000000","67.200000000000","61.000000000000","18.300000000000","85.500000000000"
1553,"260191","BARNES-JEWISH ST PETERS HOSPITAL","10 HOSPITAL DR","SAINT PETERS","ST. CHARLES","MO","63376","72.000000000000","50.400000000000","42.000000000000","12.600000000000","63.000000000000"
1554,"260193","ST MARY'S MEDICAL CENTER","201 NW R D MIZE RD","BLUE SPRINGS","JACKSON","MO","64014","56.000000000000","39.200000000000","31.000000000000","9.300000000000","48.500000000000"
1555,"260195","CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND","BOLIVAR","POLK","MO","65613","64.444444444444","45.111111111111","55.000000000000","16.500000000000","61.611111111111"
1556,"260200","SSM ST JOSEPH HOSPITAL WEST","100 MEDICAL PLAZA","LAKE SAINT LOUIS","ST. CHARLES","MO","63367","88.000000000000","61.600000000000","58.000000000000","17.400000000000","79.000000000000"
1557,"260207","OZARKS COMMUNITY HOSPITAL","2828 NORTH NATIONAL","SPRINGFIELD","GREENE","MO","65803","35.714285714286","25.000000000000","40.000000000000","12.000000000000","37.000000000000"
1558,"260210","ST ALEXIUS HOSPITAL","3933 S BROADWAY","SAINT LOUIS","ST. LOUIS CITY","MO","63118","13.333333333333","9.333333333333","30.000000000000","9.000000000000","18.333333333333"
1559,"260214","BELTON REGIONAL MEDICAL CENTER","17065 S 71 HIGHWAY","BELTON","CASS","MO","64012","75.555555555556","52.888888888889","31.000000000000","9.300000000000","62.188888888889"
