"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","HF-1 Performance Rate","HF-1 Achievement Points","HF Condition/Procedure Score","HF-1 Improvement Points","HF-1 Measure Score"
1242,"200009","MAINE MEDICAL CENTER","22 BRAMHALL ST","PORTLAND","CUMBERLAND","ME","04102","0.9692","6 out of 10","8","8 out of 9","8 out of 10"
1243,"200018","AROOSTOOK MEDICAL CENTER,THE","140 ACADEMY ST - PO BOX 151","PRESQUE ISLE","AROOSTOOK","ME","04769","0.8704","0 out of 10","3","3 out of 9","3 out of 10"
1244,"200019","SOUTHERN MAINE MEDICAL CENTER","1 MEDICAL CENTER DRIVE","BIDDEFORD","YORK","ME","04005","0.9474","4 out of 10","4","4 out of 9","4 out of 10"
1245,"200020","YORK HOSPITAL","15 HOSPITAL DRIVE","YORK","YORK","ME","03909","0.9861","8 out of 10","8","7 out of 9","8 out of 10"
1246,"200021","MID COAST HOSPITAL","123 MEDICAL CENTER DRIVE","BRUNSWICK","CUMBERLAND","ME","04011","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1247,"200024","CENTRAL MAINE MEDICAL CENTER","300 MAIN STREET","LEWISTON","ANDROSCOGGIN","ME","04240","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1248,"200025","PARKVIEW ADVENTIST MEDICAL CENTER","329 MAIN ST","BRUNSWICK","CUMBERLAND","ME","04011","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1249,"200031","CARY MEDICAL CENTER","163 VAN BUREN RD, SUITE 1","CARIBOU","AROOSTOOK","ME","04736","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1250,"200033","EASTERN MAINE MEDICAL CENTER","489 STATE ST, PO BOX 404","BANGOR","PENOBSCOT","ME","04401","0.9474","4 out of 10","5","5 out of 9","5 out of 10"
1251,"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE - PO BOX 291","LEWISTON","ANDROSCOGGIN","ME","04240","0.9444","4 out of 10","4","2 out of 9","4 out of 10"
1252,"200037","FRANKLIN MEMORIAL HOSPITAL","111 FRANKLIN HEALTH COMMONS","FARMINGTON","FRANKLIN","ME","04938","0.9787","7 out of 10","7","0 out of 9","7 out of 10"
1253,"200039","MAINE GENERAL MEDICAL CENTER","6 E CHESTNUT ST","AUGUSTA","KENNEBEC","ME","04330","0.9764","7 out of 10","7","7 out of 9","7 out of 10"
1254,"200040","HENRIETTA D GOODALL HOSPITAL","25 JUNE ST","SANFORD","YORK","ME","04073","0.9722","7 out of 10","7","7 out of 9","7 out of 10"
1255,"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","WATERVILLE","KENNEBEC","ME","04901","0.9231","2 out of 10","5","5 out of 9","5 out of 10"
1256,"200050","MAINE COAST MEMORIAL HOSPITAL","50 UNION ST","ELLSWORTH","HANCOCK","ME","04605","0.8889","0 out of 10","5","5 out of 9","5 out of 10"
1257,"200063","PENOBSCOT BAY MEDICAL CENTER","6 GLEN COVE DRIVE","ROCKPORT","KNOX","ME","04856","0.8919","0 out of 10","0","0 out of 9","0 out of 10"
1258,"220001","HEALTHALLIANCE HOSPITALS, INC","60 HOSPITAL ROAD","LEOMINSTER","WORCESTER","MA","01453","0.9592","6 out of 10","6","6 out of 9","6 out of 10"
1259,"220002","MOUNT AUBURN HOSPITAL","330 MOUNT AUBURN STREET","CAMBRIDGE","MIDDLESEX","MA","02138","0.9780","7 out of 10","7","0 out of 9","7 out of 10"
1260,"220008","STURDY MEMORIAL HOSPITAL","211 PARK STREET","ATTLEBORO","BRISTOL","MA","02703","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1261,"220010","LAWRENCE GENERAL HOSPITAL","ONE GENERAL STREET","LAWRENCE","ESSEX","MA","01842","0.6359","0 out of 10","0","0 out of 9","0 out of 10"
1262,"220011","CAMBRIDGE HEALTH ALLIANCE","1493 CAMBRIDGE STREET","CAMBRIDGE","MIDDLESEX","MA","02138","0.9291","3 out of 10","3","0 out of 9","3 out of 10"
1263,"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","HYANNIS","BARNSTABLE","MA","02601","0.9177","1 out of 10","6","6 out of 9","6 out of 10"
1264,"220015","COOLEY DICKINSON HOSPITAL INC,THE","30 LOCUST STREET","NORTHAMPTON","HAMPSHIRE","MA","01060","0.9785","7 out of 10","7","7 out of 9","7 out of 10"
1265,"220016","BAYSTATE FRANKLIN MEDICAL CENTER","164 HIGH STREET","GREENFIELD","FRANKLIN","MA","01301","0.9375","3 out of 10","3","0 out of 9","3 out of 10"
1266,"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","BOSTON","SUFFOLK","MA","02124","0.8182","0 out of 10","0","0 out of 9","0 out of 10"
1267,"220019","HARRINGTON MEMORIAL HOSPITAL","100 SOUTH STREET","SOUTHBRIDGE","WORCESTER","MA","01550","0.9032","0 out of 10","7","7 out of 9","7 out of 10"
1268,"220020","SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","FALL RIVER","BRISTOL","MA","02721","0.9561","5 out of 10","7","7 out of 9","7 out of 10"
1269,"220024","HOLYOKE MEDICAL CENTER","575 BEECH STREET","HOLYOKE","HAMPDEN","MA","01040","0.8605","0 out of 10","0","0 out of 9","0 out of 10"
1270,"220029","ANNA JAQUES HOSPITAL","25 HIGHLAND AVENUE","NEWBURYPORT","ESSEX","MA","01950","0.9649","6 out of 10","6","5 out of 9","6 out of 10"
1271,"220030","WING MEMORIAL HOSPITAL AND MEDICAL CENTER","40 WRIGHT STREET","PALMER","HAMPDEN","MA","01069","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1272,"220031","BOSTON MEDICAL CENTER CORPORATION","1 BOSTON MEDICAL CENTER PLACE","BOSTON","SUFFOLK","MA","02118","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1273,"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","BEVERLY","ESSEX","MA","01915","0.9307","3 out of 10","4","4 out of 9","4 out of 10"
1274,"220035","NORTH SHORE MEDICAL CENTER","81 HIGHLAND AVENUE","SALEM","ESSEX","MA","01970","0.9391","4 out of 10","4","0 out of 9","4 out of 10"
1275,"220036","ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","BRIGHTON","SUFFOLK","MA","02135","0.9937","9 out of 10","9","8 out of 9","9 out of 10"
1276,"220046","BERKSHIRE MEDICAL CENTER INC","725 NORTH STREET","PITTSFIELD","BERKSHIRE","MA","01201","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1277,"220049","MARLBOROUGH HOSPITAL","157 UNION STREET","MARLBOROUGH","MIDDLESEX","MA","01752","0.8769","0 out of 10","2","2 out of 9","2 out of 10"
1278,"220050","BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET","WARE","HAMPSHIRE","MA","01082","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1279,"220051","NORTH ADAMS REGIONAL HOSPITAL","71 HOSPITAL AVENUE","NORTH ADAMS","BERKSHIRE","MA","01247","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1280,"220052","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","680 CENTER STREET","BROCKTON","PLYMOUTH","MA","02302","0.9640","6 out of 10","6","1 out of 9","6 out of 10"
1281,"220060","JORDAN HOSPITAL INC","275 SANDWICH STREET","PLYMOUTH","PLYMOUTH","MA","02360","0.9490","5 out of 10","7","7 out of 9","7 out of 10"
1282,"220063","LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE","LOWELL","MIDDLESEX","MA","01854","0.9432","4 out of 10","7","7 out of 9","7 out of 10"
1283,"220065","NOBLE HOSPITAL","115 WEST SILVER STREET","WESTFIELD","HAMPDEN","MA","01085","0.9836","8 out of 10","8","7 out of 9","8 out of 10"
1284,"220067","QUINCY MEDICAL CENTER","114 WHITWELL STREET","QUINCY","NORFOLK","MA","02169","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1285,"220070","HALLMARK HEALTH SYSTEM","585 LEBANON STREET","MELROSE","MIDDLESEX","MA","02176","0.9375","3 out of 10","3","0 out of 9","3 out of 10"
1286,"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET","BOSTON","SUFFOLK","MA","02114","0.9125","1 out of 10","1","0 out of 9","1 out of 10"
1287,"220073","MORTON HOSPITAL","88 WASHINGTON STREET","TAUNTON","BRISTOL","MA","02780","0.9407","4 out of 10","4","3 out of 9","4 out of 10"
1288,"220074","SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE","FALL RIVER","BRISTOL","MA","02720","0.9386","4 out of 10","8","8 out of 9","8 out of 10"
1289,"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","SPRINGFIELD","HAMPDEN","MA","01199","0.9852","8 out of 10","8","5 out of 9","8 out of 10"
1290,"220080","HOLY FAMILY HOSPITAL","70 EAST STREET","METHUEN","ESSEX","MA","01844","0.9492","5 out of 10","7","7 out of 9","7 out of 10"
1291,"220082","SAINTS  MEDICAL CENTER INC","1 HOSPITAL DRIVE","LOWELL","MIDDLESEX","MA","01852","0.9085","1 out of 10","2","2 out of 9","2 out of 10"
1292,"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","NEEDHAM","NORFOLK","MA","02494","0.9535","5 out of 10","7","7 out of 9","7 out of 10"
1293,"220084","EMERSON HOSPITAL","OLD ROAD TO 9 ACRE CORNER","W CONCORD","MIDDLESEX","MA","01742","0.7848","0 out of 10","0","0 out of 9","0 out of 10"
1294,"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","BOSTON","SUFFOLK","MA","02215","0.9884","8 out of 10","8","8 out of 9","8 out of 10"
1295,"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","BOSTON","SUFFOLK","MA","02120","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1296,"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","MILFORD","WORCESTER","MA","01757","0.9701","7 out of 10","7","5 out of 9","7 out of 10"
1297,"220095","HEYWOOD HOSPITAL","242 GREEN STREET","GARDNER","WORCESTER","MA","01440","0.7778","0 out of 10","1","1 out of 9","1 out of 10"
1298,"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD","AYER","MIDDLESEX","MA","01432","0.7273","0 out of 10","0","0 out of 9","0 out of 10"
1299,"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD","SOUTH WEYMOUTH","NORFOLK","MA","02190","0.9649","6 out of 10","9","9 out of 9","9 out of 10"
1300,"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","NEWTON","MIDDLESEX","MA","02462","0.9839","8 out of 10","8","6 out of 9","8 out of 10"
1301,"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","WINCHESTER","MIDDLESEX","MA","01890","0.8531","0 out of 10","0","0 out of 9","0 out of 10"
1302,"220108","BETH ISRAEL DEACONESS HOSPITAL-MILTON INC","199 REEDSDALE ROAD","MILTON","NORFOLK","MA","02186","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1303,"220110","BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET","BOSTON","SUFFOLK","MA","02115","0.9775","7 out of 10","7","0 out of 9","7 out of 10"
1304,"220111","GOOD SAMARITAN MEDICAL CENTER","235 NORTH PEARL STREET","BROCKTON","PLYMOUTH","MA","02301","0.8315","0 out of 10","1","1 out of 9","1 out of 10"
1305,"220116","TUFTS MEDICAL CENTER","800 WASHINGTON STREET","BOSTON","SUFFOLK","MA","02111","0.9924","9 out of 10","9","7 out of 9","9 out of 10"
1306,"220119","FAULKNER HOSPITAL","1153 CENTRE STREET","BOSTON","SUFFOLK","MA","02130","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1307,"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","NORWOOD","NORFOLK","MA","02062","0.7483","0 out of 10","0","0 out of 9","0 out of 10"
1308,"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","FALMOUTH","BARNSTABLE","MA","02540","0.9423","4 out of 10","4","3 out of 9","4 out of 10"
1309,"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","WORCESTER","WORCESTER","MA","01655","0.9613","6 out of 10","6","6 out of 9","6 out of 10"
1310,"220171","LAHEY CLINIC HOSPITAL","41 & 45 MALL ROAD","BURLINGTON","MIDDLESEX","MA","01803","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1311,"220174","MERRIMACK VALLEY HOSPITAL","140 LINCOLN AVENUE","HAVERHILL","ESSEX","MA","01830","0.9455","4 out of 10","4","0 out of 9","4 out of 10"
1312,"220175","METROWEST MEDICAL CENTER","115 LINCOLN STREET","FRAMINGHAM","MIDDLESEX","MA","01701","0.9020","0 out of 10","0","0 out of 9","0 out of 10"
1313,"220176","ST VINCENT HOSPITAL","123 SUMMER STREET","WORCESTER","WORCESTER","MA","01608","0.9654","6 out of 10","6","0 out of 9","6 out of 10"
1314,"230002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","LIVONIA","WAYNE","MI","48154","0.9279","2 out of 10","2","0 out of 9","2 out of 10"
1315,"230003","SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","8333 FELCH ST","ZEELAND","OTTAWA","MI","49464","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1316,"230004","MERCY HEALTH PARTNERS, MERCY CAMPUS","1500 E SHERMAN BOULEVARD","MUSKEGON","MUSKEGON","MI","49444","0.8699","0 out of 10","0","0 out of 9","0 out of 10"
1317,"230005","EMMA L BIXBY MEDICAL CENTER","818 RIVERSIDE AVENUE","ADRIAN","LENAWEE","MI","49221","0.8649","0 out of 10","0","0 out of 9","0 out of 10"
1318,"230013","DOCTORS' HOSPITAL OF MICHIGAN","461 W HURON ST","PONTIAC","OAKLAND","MI","48341","0.8333","0 out of 10","3","3 out of 9","3 out of 10"
1319,"230015","THREE RIVERS HEALTH","701 S HEALTH PARKWAY","THREE RIVERS","ST. JOSEPH","MI","49093","0.9487","4 out of 10","4","3 out of 9","4 out of 10"
1320,"230017","BRONSON METHODIST HOSPITAL","601 JOHN STREET","KALAMAZOO","KALAMAZOO","MI","49007","0.9164","1 out of 10","1","0 out of 9","1 out of 10"
1321,"230019","PROVIDENCE HOSPITAL AND MEDICAL CENTERS","16001 W NINE MILE RD","SOUTHFIELD","OAKLAND","MI","48075","0.9681","6 out of 10","7","7 out of 9","7 out of 10"
1322,"230020","OAKWOOD HOSPITAL AND MEDICAL CENTER","18101 OAKWOOD BLVD","DEARBORN","WAYNE","MI","48124","0.9264","2 out of 10","2","0 out of 9","2 out of 10"
1323,"230021","LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE","ST JOSEPH","BERRIEN","MI","49085","0.9573","5 out of 10","5","4 out of 9","5 out of 10"
1324,"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","COLDWATER","BRANCH","MI","49036","0.9024","0 out of 10","0","0 out of 9","0 out of 10"
1325,"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE","DETROIT","WAYNE","MI","48235","0.9421","4 out of 10","4","4 out of 9","4 out of 10"
1326,"230029","ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVE","PONTIAC","OAKLAND","MI","48341","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1327,"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR","ALMA","GRATIOT","MI","48801","0.6306","0 out of 10","0","0 out of 9","0 out of 10"
1328,"230031","ST JOSEPH MERCY PORT HURON","2601 ELECTRIC AVENUE","PORT HURON","SAINT CLAIR","MI","48060","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1329,"230035","SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","615 S BOWER STREET","GREENVILLE","MONTCALM","MI","48838","0.9833","8 out of 10","8","0 out of 9","8 out of 10"
1330,"230036","ALPENA REGIONAL MEDICAL CENTER","1501 W CHISHOLM ST","ALPENA","ALPENA","MI","49707","0.9221","2 out of 10","4","4 out of 9","4 out of 10"
1331,"230037","HILLSDALE COMMUNITY HEALTH CENTER","168 S HOWELL STREET","HILLSDALE","HILLSDALE","MI","49242","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1332,"230038","SPECTRUM HEALTH - BUTTERWORTH CAMPUS","100 MICHIGAN ST NE","GRAND RAPIDS","KENT","MI","49503","0.9397","4 out of 10","5","5 out of 9","5 out of 10"
1333,"230040","PENNOCK HOSPITAL","1009 W GREEN ST","HASTINGS","BARRY","MI","49058","0.8846","0 out of 10","0","0 out of 9","0 out of 10"
1334,"230041","MCLAREN BAY REGION","1900 COLUMBUS AVE","BAY CITY","BAY","MI","48708","0.8402","0 out of 10","0","0 out of 9","0 out of 10"
1335,"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DRIVE, SPC 5474","ANN ARBOR","WASHTENAW","MI","48109","0.9912","9 out of 10","9","3 out of 9","9 out of 10"
1336,"230047","HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","CLINTON TOWNSHIP","MACOMB","MI","48038","0.9296","3 out of 10","3","0 out of 9","3 out of 10"
1337,"230053","HENRY FORD HOSPITAL","2799 W GRAND BLVD","DETROIT","WAYNE","MI","48202","0.9180","2 out of 10","4","4 out of 9","4 out of 10"
1338,"230054","MARQUETTE GENERAL HOSPITAL","420 W MAGNETIC","MARQUETTE","MARQUETTE","MI","49855","0.7234","0 out of 10","0","0 out of 9","0 out of 10"
1339,"230055","DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","IRON MOUNTAIN","DICKINSON","MI","49801","0.8913","0 out of 10","0","0 out of 9","0 out of 10"
1340,"230058","MERCY HOSPITAL - GRAYLING","1100 E MICHIGAN AVE","GRAYLING","CRAWFORD","MI","49738","0.9844","8 out of 10","8","5 out of 9","8 out of 10"
1341,"230059","SAINT MARY'S HEALTH CARE","200 JEFFERSON AVENUE SE","GRAND RAPIDS","KENT","MI","49503","0.9700","7 out of 10","7","5 out of 9","7 out of 10"
1342,"230066","MERCY HEALTH PARTNERS, HACKLEY CAMPUS","1700 CLINTON STREET","MUSKEGON","MUSKEGON","MI","49442","0.8750","0 out of 10","0","0 out of 9","0 out of 10"
1343,"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD","HOWELL","LIVINGSTON","MI","48843","0.9556","5 out of 10","5","2 out of 9","5 out of 10"
1344,"230070","COVENANT MEDICAL CENTER, INC","1447 N HARRISON","SAGINAW","SAGINAW","MI","48602","0.8442","0 out of 10","1","1 out of 9","1 out of 10"
1345,"230072","HOLLAND COMMUNITY HOSPITAL","602 MICHIGAN AVE","HOLLAND","OTTAWA","MI","49423","0.9882","8 out of 10","8","8 out of 9","8 out of 10"
1346,"230075","BRONSON BATTLE CREEK HOSPITAL","300 NORTH AVENUE","BATTLE CREEK","CALHOUN","MI","49017","0.9026","0 out of 10","3","3 out of 9","3 out of 10"
1347,"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE","SAGINAW","SAGINAW","MI","48601","0.8245","0 out of 10","2","2 out of 9","2 out of 10"
1348,"230078","LAKELAND COMMUNITY HOSPITAL, WATERVLIET","400 MEDICAL PARK DR","WATERVLIET","BERRIEN","MI","49098","0.8438","0 out of 10","2","2 out of 9","2 out of 10"
1349,"230080","MCLAREN - CENTRAL MICHIGAN","1221 SOUTH DRIVE","MOUNT PLEASANT","ISABELLA","MI","48858","0.9492","5 out of 10","5","0 out of 9","5 out of 10"
1350,"230081","MERCY HOSPITAL - CADILLAC","400 HOBART ST","CADILLAC","WEXFORD","MI","49601","0.9767","7 out of 10","7","0 out of 9","7 out of 10"
1351,"230085","SOUTH HAVEN COMMUNITY HOSPITAL","955 S BAILEY AVE","SOUTH HAVEN","VAN BUREN","MI","49090","0.9286","3 out of 10","3","3 out of 9","3 out of 10"
1352,"230089","BEAUMONT HOSPITAL, GROSSE POINTE","468 CADIEUX RD","GROSSE POINTE","WAYNE","MI","48230","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1353,"230092","ALLEGIANCE HEALTH","205 N EAST AVE","JACKSON","JACKSON","MI","49201","0.8345","0 out of 10","0","0 out of 9","0 out of 10"
1354,"230093","MECOSTA COUNTY MEDICAL CENTER","605 OAK STREET","BIG RAPIDS","MECOSTA","MI","49307","0.8857","0 out of 10","0","0 out of 9","0 out of 10"
1355,"230095","WEST BRANCH REGIONAL MEDICAL CENTER","2463 SOUTH M-30","WEST BRANCH","OGEMAW","MI","48661","0.9403","4 out of 10","4","1 out of 9","4 out of 10"
1356,"230096","STURGIS HOSPITAL","916 MYRTLE AVE","STURGIS","ST. JOSEPH","MI","49091","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1357,"230097","MUNSON MEDICAL CENTER","1105 SIXTH STREET","TRAVERSE CITY","GRAND TRAVERSE","MI","49684","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1358,"230099","MERCY MEMORIAL HOSPITAL SYSTEM","718 N MACOMB ST","MONROE","MONROE","MI","48162","0.9537","5 out of 10","5","0 out of 9","5 out of 10"
1359,"230100","TAWAS ST JOSEPH HOSPITAL","200 HEMLOCK","TAWAS CITY","IOSCO","MI","48764","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1360,"230101","ST FRANCIS HOSPITAL","3401 LUDINGTON ST","ESCANABA","DELTA","MI","49829","0.9697","7 out of 10","7","7 out of 9","7 out of 10"
1361,"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET","DETROIT","WAYNE","MI","48201","0.9709","7 out of 10","7","7 out of 9","7 out of 10"
1362,"230105","MCLAREN - NORTHERN MICHIGAN","416 CONNABLE AVE","PETOSKEY","EMMET","MI","49770","0.8741","0 out of 10","0","0 out of 9","0 out of 10"
1363,"230106","SPECTRUM HEALTH GERBER MEMORIAL","212 S SULLIVAN ST","FREMONT","NEWAYGO","MI","49412","0.9722","7 out of 10","7","5 out of 9","7 out of 10"
1364,"230108","PORTAGE HEALTH HOSPITAL","500 CAMPUS DRIVE","HANCOCK","HOUGHTON","MI","49930","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1365,"230110","MEMORIAL MEDICAL CENTER OF WEST MICHIGAN","1 N ATKINSON DRIVE","LUDINGTON","MASON","MI","49431","0.9706","7 out of 10","7","7 out of 9","7 out of 10"
1366,"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD","KALAMAZOO","KALAMAZOO","MI","49048","0.9373","3 out of 10","6","6 out of 9","6 out of 10"
1367,"310050","SAINT CLARE'S HOSPITAL","25 POCONO ROAD","DENVILLE","MORRIS","NJ","07834","0.9655","6 out of 10","6","6 out of 9","6 out of 10"
1368,"310051","OVERLOOK HOSPITAL","99 BEAUVIOR AVE","SUMMIT","UNION","NJ","07902","0.9797","8 out of 10","8","7 out of 9","8 out of 10"
1369,"310052","OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD","BRICK","OCEAN","NJ","08724","0.8846","0 out of 10","0","0 out of 9","0 out of 10"
1370,"310054","HACKENSACKUMC MOUNTAINSIDE","BAY AND HIGHLAND AVE","MONTCLAIR","ESSEX","NJ","07042","0.9932","9 out of 10","9","8 out of 9","9 out of 10"
1371,"310057","VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","175 MADISON AVE","MOUNT HOLLY","BURLINGTON","NJ","08060","0.9336","3 out of 10","6","6 out of 9","6 out of 10"
1372,"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","PHILLIPSBURG","WARREN","NJ","08865","0.9756","7 out of 10","7","0 out of 9","7 out of 10"
1373,"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","218A SUNSET ROAD","WILLINGBORO","BURLINGTON","NJ","08046","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1374,"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","1925 PACIFIC AVE","ATLANTIC CITY","ATLANTIC","NJ","08401","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1375,"310069","SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL","501 WEST FRONT STREET","ELMER","SALEM","NJ","08318","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1376,"310070","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE","NEW BRUNSWICK","MIDDLESEX","NJ","08901","0.9455","4 out of 10","8","8 out of 9","8 out of 10"
1377,"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","NEPTUNE","MONMOUTH","NJ","07754","0.9595","6 out of 10","6","6 out of 9","6 out of 10"
1378,"310074","LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS","355 GRAND STREET","JERSEY CITY","HUDSON","NJ","07302","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1379,"310075","MONMOUTH MEDICAL CENTER","300 SECOND AVENUE","LONG BRANCH","MONMOUTH","NJ","07740","0.9922","9 out of 10","9","0 out of 9","9 out of 10"
1380,"310076","SAINT BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD","LIVINGSTON","ESSEX","NJ","07039","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1381,"310081","UNDERWOOD - MEMORIAL HOSPITAL","509 N BROAD ST","WOODBURY","GLOUCESTER","NJ","08096","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1382,"310083","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE","EAST ORANGE","ESSEX","NJ","07018","0.5780","0 out of 10","0","0 out of 9","0 out of 10"
1383,"310084","KIMBALL MEDICAL CENTER","600 RIVER AVE","LAKEWOOD","OCEAN","NJ","08701","0.9926","9 out of 10","9","9 out of 9","9 out of 10"
1384,"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","18 EAST LAUREL ROAD","STRATFORD","CAMDEN","NJ","08084","0.9626","6 out of 10","7","7 out of 9","7 out of 10"
1385,"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","310 WOODSTOWN ROAD","SALEM","SALEM","NJ","08079","0.9877","8 out of 10","8","2 out of 9","8 out of 10"
1386,"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","TRENTON","MERCER","NJ","08638","0.9630","6 out of 10","6","0 out of 9","6 out of 10"
1387,"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","111 CENTRAL AVENUE","NEWARK","ESSEX","NJ","07102","0.9340","3 out of 10","5","5 out of 9","5 out of 10"
1388,"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","65 JAMES STREET","EDISON","MIDDLESEX","NJ","08818","0.9098","1 out of 10","6","6 out of 9","6 out of 10"
1389,"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","HAMILTON","MERCER","NJ","08690","0.8230","0 out of 10","0","0 out of 9","0 out of 10"
1390,"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","FREEHOLD","MONMOUTH","NJ","07728","0.9818","8 out of 10","8","8 out of 9","8 out of 10"
1391,"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","HOLMDEL","MONMOUTH","NJ","07733","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1392,"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","MANAHAWKIN","OCEAN","NJ","08050","0.9429","4 out of 10","6","6 out of 9","6 out of 10"
