"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Number Of Cases"
"OR","329","Major small and large bowel procedures w MCC","342"
"PA","329","Major small and large bowel procedures w MCC","1929"
"PR","329","Major small and large bowel procedures w MCC","121"
"RI","329","Major small and large bowel procedures w MCC","138"
"SC","329","Major small and large bowel procedures w MCC","699"
"SD","329","Major small and large bowel procedures w MCC","173"
"TN","329","Major small and large bowel procedures w MCC","1034"
"TX","329","Major small and large bowel procedures w MCC","3089"
"UT","329","Major small and large bowel procedures w MCC","199"
"VA","329","Major small and large bowel procedures w MCC","1105"
"VI","329","Major small and large bowel procedures w MCC","*"
"VT","329","Major small and large bowel procedures w MCC","70"
"WA","329","Major small and large bowel procedures w MCC","764"
"WI","329","Major small and large bowel procedures w MCC","729"
"WV","329","Major small and large bowel procedures w MCC","357"
"WY","329","Major small and large bowel procedures w MCC","56"
"AK","328","Stomach, esophageal duodenal proc w/o CC/MCC","17"
"AL","328","Stomach, esophageal duodenal proc w/o CC/MCC","227"
"AR","328","Stomach, esophageal duodenal proc w/o CC/MCC","173"
"AZ","328","Stomach, esophageal duodenal proc w/o CC/MCC","184"
"CA","328","Stomach, esophageal duodenal proc w/o CC/MCC","679"
"CO","328","Stomach, esophageal duodenal proc w/o CC/MCC","156"
"CT","328","Stomach, esophageal duodenal proc w/o CC/MCC","140"
"DC","328","Stomach, esophageal duodenal proc w/o CC/MCC","40"
"DE","328","Stomach, esophageal duodenal proc w/o CC/MCC","42"
"FL","328","Stomach, esophageal duodenal proc w/o CC/MCC","654"
"GA","328","Stomach, esophageal duodenal proc w/o CC/MCC","293"
"HI","328","Stomach, esophageal duodenal proc w/o CC/MCC","16"
"IA","328","Stomach, esophageal duodenal proc w/o CC/MCC","70"
"ID","328","Stomach, esophageal duodenal proc w/o CC/MCC","60"
"IL","328","Stomach, esophageal duodenal proc w/o CC/MCC","407"
"IN","328","Stomach, esophageal duodenal proc w/o CC/MCC","266"
"KS","328","Stomach, esophageal duodenal proc w/o CC/MCC","75"
"KY","328","Stomach, esophageal duodenal proc w/o CC/MCC","204"
"LA","328","Stomach, esophageal duodenal proc w/o CC/MCC","176"
"MA","328","Stomach, esophageal duodenal proc w/o CC/MCC","244"
"MD","328","Stomach, esophageal duodenal proc w/o CC/MCC","140"
"ME","328","Stomach, esophageal duodenal proc w/o CC/MCC","48"
"MI","328","Stomach, esophageal duodenal proc w/o CC/MCC","387"
"MN","328","Stomach, esophageal duodenal proc w/o CC/MCC","209"
"MO","328","Stomach, esophageal duodenal proc w/o CC/MCC","211"
"MS","328","Stomach, esophageal duodenal proc w/o CC/MCC","161"
"MT","328","Stomach, esophageal duodenal proc w/o CC/MCC","42"
"NC","328","Stomach, esophageal duodenal proc w/o CC/MCC","376"
"ND","328","Stomach, esophageal duodenal proc w/o CC/MCC","23"
"NE","328","Stomach, esophageal duodenal proc w/o CC/MCC","87"
"NH","328","Stomach, esophageal duodenal proc w/o CC/MCC","35"
"NJ","328","Stomach, esophageal duodenal proc w/o CC/MCC","182"
"NM","328","Stomach, esophageal duodenal proc w/o CC/MCC","52"
"NV","328","Stomach, esophageal duodenal proc w/o CC/MCC","55"
"NY","328","Stomach, esophageal duodenal proc w/o CC/MCC","545"
"OH","328","Stomach, esophageal duodenal proc w/o CC/MCC","314"
"OK","328","Stomach, esophageal duodenal proc w/o CC/MCC","154"
"OR","328","Stomach, esophageal duodenal proc w/o CC/MCC","178"
"PA","328","Stomach, esophageal duodenal proc w/o CC/MCC","431"
"PR","328","Stomach, esophageal duodenal proc w/o CC/MCC","14"
"RI","328","Stomach, esophageal duodenal proc w/o CC/MCC","23"
"SC","328","Stomach, esophageal duodenal proc w/o CC/MCC","199"
"SD","328","Stomach, esophageal duodenal proc w/o CC/MCC","39"
"TN","328","Stomach, esophageal duodenal proc w/o CC/MCC","255"
"TX","328","Stomach, esophageal duodenal proc w/o CC/MCC","807"
"UT","328","Stomach, esophageal duodenal proc w/o CC/MCC","65"
"VA","328","Stomach, esophageal duodenal proc w/o CC/MCC","282"
"VI","328","Stomach, esophageal duodenal proc w/o CC/MCC","*"
"VT","328","Stomach, esophageal duodenal proc w/o CC/MCC","21"
"WA","328","Stomach, esophageal duodenal proc w/o CC/MCC","228"
"WI","328","Stomach, esophageal duodenal proc w/o CC/MCC","181"
"WV","328","Stomach, esophageal duodenal proc w/o CC/MCC","87"
"WY","328","Stomach, esophageal duodenal proc w/o CC/MCC","18"
"AK","473","Cervical spinal fusion w/o CC/MCC","78"
"AL","473","Cervical spinal fusion w/o CC/MCC","1067"
"AR","473","Cervical spinal fusion w/o CC/MCC","432"
"AZ","473","Cervical spinal fusion w/o CC/MCC","440"
"CA","473","Cervical spinal fusion w/o CC/MCC","1748"
"CO","473","Cervical spinal fusion w/o CC/MCC","391"
"CT","473","Cervical spinal fusion w/o CC/MCC","267"
"DC","473","Cervical spinal fusion w/o CC/MCC","129"
"DE","473","Cervical spinal fusion w/o CC/MCC","77"
"FL","473","Cervical spinal fusion w/o CC/MCC","2336"
"GA","473","Cervical spinal fusion w/o CC/MCC","1355"
"HI","473","Cervical spinal fusion w/o CC/MCC","29"
"IA","473","Cervical spinal fusion w/o CC/MCC","228"
"ID","473","Cervical spinal fusion w/o CC/MCC","189"
"IL","473","Cervical spinal fusion w/o CC/MCC","829"
"IN","473","Cervical spinal fusion w/o CC/MCC","679"
"KS","473","Cervical spinal fusion w/o CC/MCC","294"
"KY","473","Cervical spinal fusion w/o CC/MCC","599"
"LA","473","Cervical spinal fusion w/o CC/MCC","611"
"MA","473","Cervical spinal fusion w/o CC/MCC","431"
"MD","473","Cervical spinal fusion w/o CC/MCC","495"
"ME","473","Cervical spinal fusion w/o CC/MCC","125"
"MI","473","Cervical spinal fusion w/o CC/MCC","1038"
"MN","473","Cervical spinal fusion w/o CC/MCC","342"
"MO","473","Cervical spinal fusion w/o CC/MCC","806"
"MS","473","Cervical spinal fusion w/o CC/MCC","443"
"MT","473","Cervical spinal fusion w/o CC/MCC","142"
"NC","473","Cervical spinal fusion w/o CC/MCC","1375"
"ND","473","Cervical spinal fusion w/o CC/MCC","71"
"NE","473","Cervical spinal fusion w/o CC/MCC","205"
"NH","473","Cervical spinal fusion w/o CC/MCC","111"
"NJ","473","Cervical spinal fusion w/o CC/MCC","322"
"NM","473","Cervical spinal fusion w/o CC/MCC","89"
"NV","473","Cervical spinal fusion w/o CC/MCC","384"
"NY","473","Cervical spinal fusion w/o CC/MCC","941"
"OH","473","Cervical spinal fusion w/o CC/MCC","1035"
"OK","473","Cervical spinal fusion w/o CC/MCC","613"
"OR","473","Cervical spinal fusion w/o CC/MCC","327"
"PA","473","Cervical spinal fusion w/o CC/MCC","943"
"PR","473","Cervical spinal fusion w/o CC/MCC","42"
"RI","473","Cervical spinal fusion w/o CC/MCC","72"
"SC","473","Cervical spinal fusion w/o CC/MCC","849"
"SD","473","Cervical spinal fusion w/o CC/MCC","119"
"TN","473","Cervical spinal fusion w/o CC/MCC","1099"
"TX","473","Cervical spinal fusion w/o CC/MCC","2663"
"UT","473","Cervical spinal fusion w/o CC/MCC","218"
"VA","473","Cervical spinal fusion w/o CC/MCC","852"
"VT","473","Cervical spinal fusion w/o CC/MCC","31"
"WA","473","Cervical spinal fusion w/o CC/MCC","624"
"WI","473","Cervical spinal fusion w/o CC/MCC","316"
"WV","473","Cervical spinal fusion w/o CC/MCC","157"
"WY","473","Cervical spinal fusion w/o CC/MCC","72"
"AK","471","Cervical spinal fusion w MCC","*"
"AL","471","Cervical spinal fusion w MCC","70"
"AR","471","Cervical spinal fusion w MCC","32"
"AZ","471","Cervical spinal fusion w MCC","62"
"CA","471","Cervical spinal fusion w MCC","314"
"CO","471","Cervical spinal fusion w MCC","52"
"CT","471","Cervical spinal fusion w MCC","34"
"DC","471","Cervical spinal fusion w MCC","31"
"DE","471","Cervical spinal fusion w MCC","14"
"FL","471","Cervical spinal fusion w MCC","258"
"GA","471","Cervical spinal fusion w MCC","112"
"HI","471","Cervical spinal fusion w MCC","*"
"IA","471","Cervical spinal fusion w MCC","31"
"ID","471","Cervical spinal fusion w MCC","21"
"IL","471","Cervical spinal fusion w MCC","160"
"IN","471","Cervical spinal fusion w MCC","73"
"KS","471","Cervical spinal fusion w MCC","33"
"KY","471","Cervical spinal fusion w MCC","49"
"LA","471","Cervical spinal fusion w MCC","56"
"MA","471","Cervical spinal fusion w MCC","76"
"MD","471","Cervical spinal fusion w MCC","89"
"ME","471","Cervical spinal fusion w MCC","*"
"MI","471","Cervical spinal fusion w MCC","141"
"MN","471","Cervical spinal fusion w MCC","50"
"MO","471","Cervical spinal fusion w MCC","78"
"MS","471","Cervical spinal fusion w MCC","50"
"MT","471","Cervical spinal fusion w MCC","11"
"NC","471","Cervical spinal fusion w MCC","139"
"ND","471","Cervical spinal fusion w MCC","13"
"NE","471","Cervical spinal fusion w MCC","11"
"NH","471","Cervical spinal fusion w MCC","*"
"NJ","471","Cervical spinal fusion w MCC","58"
"NM","471","Cervical spinal fusion w MCC","*"
"NV","471","Cervical spinal fusion w MCC","35"
"NY","471","Cervical spinal fusion w MCC","127"
"OH","471","Cervical spinal fusion w MCC","133"
"OK","471","Cervical spinal fusion w MCC","39"
"OR","471","Cervical spinal fusion w MCC","27"
"PA","471","Cervical spinal fusion w MCC","124"
"PR","471","Cervical spinal fusion w MCC","*"
"RI","471","Cervical spinal fusion w MCC","*"
"SC","471","Cervical spinal fusion w MCC","55"
"SD","471","Cervical spinal fusion w MCC","*"
"TN","471","Cervical spinal fusion w MCC","104"
"TX","471","Cervical spinal fusion w MCC","317"
"UT","471","Cervical spinal fusion w MCC","*"
"VA","471","Cervical spinal fusion w MCC","83"
"VT","471","Cervical spinal fusion w MCC","*"
"WA","471","Cervical spinal fusion w MCC","66"
"WI","471","Cervical spinal fusion w MCC","40"
"WV","471","Cervical spinal fusion w MCC","21"
"WY","471","Cervical spinal fusion w MCC","*"
"AK","472","Cervical spinal fusion w CC","21"
"AL","472","Cervical spinal fusion w CC","247"
"AR","472","Cervical spinal fusion w CC","140"
"AZ","472","Cervical spinal fusion w CC","228"
"CA","472","Cervical spinal fusion w CC","828"
"CO","472","Cervical spinal fusion w CC","241"
"CT","472","Cervical spinal fusion w CC","82"
"DC","472","Cervical spinal fusion w CC","48"
"DE","472","Cervical spinal fusion w CC","40"
"FL","472","Cervical spinal fusion w CC","854"
"GA","472","Cervical spinal fusion w CC","366"
"HI","472","Cervical spinal fusion w CC","*"
"IA","472","Cervical spinal fusion w CC","75"
"ID","472","Cervical spinal fusion w CC","66"
"IL","472","Cervical spinal fusion w CC","494"
"IN","472","Cervical spinal fusion w CC","226"
"KS","472","Cervical spinal fusion w CC","94"
"KY","472","Cervical spinal fusion w CC","179"
"LA","472","Cervical spinal fusion w CC","189"
"MA","472","Cervical spinal fusion w CC","189"
"MD","472","Cervical spinal fusion w CC","288"
"ME","472","Cervical spinal fusion w CC","37"
"MI","472","Cervical spinal fusion w CC","447"
"MN","472","Cervical spinal fusion w CC","211"
"MO","472","Cervical spinal fusion w CC","287"
"MS","472","Cervical spinal fusion w CC","126"
"MT","472","Cervical spinal fusion w CC","46"
"NC","472","Cervical spinal fusion w CC","437"
"ND","472","Cervical spinal fusion w CC","45"
"NE","472","Cervical spinal fusion w CC","85"
"NH","472","Cervical spinal fusion w CC","34"
"NJ","472","Cervical spinal fusion w CC","150"
"NM","472","Cervical spinal fusion w CC","31"
"NV","472","Cervical spinal fusion w CC","116"
"NY","472","Cervical spinal fusion w CC","430"
"OH","472","Cervical spinal fusion w CC","438"
"OK","472","Cervical spinal fusion w CC","180"
"OR","472","Cervical spinal fusion w CC","125"
"PA","472","Cervical spinal fusion w CC","449"
"PR","472","Cervical spinal fusion w CC","*"
"RI","472","Cervical spinal fusion w CC","32"
"SC","472","Cervical spinal fusion w CC","211"
"SD","472","Cervical spinal fusion w CC","48"
"TN","472","Cervical spinal fusion w CC","315"
"TX","472","Cervical spinal fusion w CC","980"
"UT","472","Cervical spinal fusion w CC","60"
"VA","472","Cervical spinal fusion w CC","279"
"VT","472","Cervical spinal fusion w CC","16"
"WA","472","Cervical spinal fusion w CC","203"
"WI","472","Cervical spinal fusion w CC","153"
"WV","472","Cervical spinal fusion w CC","55"
"WY","472","Cervical spinal fusion w CC","22"
"AK","460","Spinal fusion except cervical w/o MCC","137"
"AL","460","Spinal fusion except cervical w/o MCC","1757"
"AR","460","Spinal fusion except cervical w/o MCC","837"
"AZ","460","Spinal fusion except cervical w/o MCC","1364"
"CA","460","Spinal fusion except cervical w/o MCC","4592"
"CO","460","Spinal fusion except cervical w/o MCC","1533"
"CT","460","Spinal fusion except cervical w/o MCC","669"
"DC","460","Spinal fusion except cervical w/o MCC","306"
"DE","460","Spinal fusion except cervical w/o MCC","411"
"FL","460","Spinal fusion except cervical w/o MCC","5760"
"GA","460","Spinal fusion except cervical w/o MCC","2508"
"HI","460","Spinal fusion except cervical w/o MCC","94"
"IA","460","Spinal fusion except cervical w/o MCC","744"
"ID","460","Spinal fusion except cervical w/o MCC","570"
"IL","460","Spinal fusion except cervical w/o MCC","2536"
"IN","460","Spinal fusion except cervical w/o MCC","1901"
"KS","460","Spinal fusion except cervical w/o MCC","970"
"KY","460","Spinal fusion except cervical w/o MCC","990"
"LA","460","Spinal fusion except cervical w/o MCC","1079"
"MA","460","Spinal fusion except cervical w/o MCC","1265"
"MD","460","Spinal fusion except cervical w/o MCC","1326"
"ME","460","Spinal fusion except cervical w/o MCC","336"
"MI","460","Spinal fusion except cervical w/o MCC","3118"
"MN","460","Spinal fusion except cervical w/o MCC","1144"
"MO","460","Spinal fusion except cervical w/o MCC","1954"
"MS","460","Spinal fusion except cervical w/o MCC","618"
"MT","460","Spinal fusion except cervical w/o MCC","419"
"NC","460","Spinal fusion except cervical w/o MCC","2765"
"ND","460","Spinal fusion except cervical w/o MCC","187"
"NE","460","Spinal fusion except cervical w/o MCC","596"
"NH","460","Spinal fusion except cervical w/o MCC","306"
"NJ","460","Spinal fusion except cervical w/o MCC","986"
"NM","460","Spinal fusion except cervical w/o MCC","283"
"NV","460","Spinal fusion except cervical w/o MCC","785"
"NY","460","Spinal fusion except cervical w/o MCC","2584"
"OH","460","Spinal fusion except cervical w/o MCC","2851"
"OK","460","Spinal fusion except cervical w/o MCC","1133"
"OR","460","Spinal fusion except cervical w/o MCC","859"
"PA","460","Spinal fusion except cervical w/o MCC","2661"
"PR","460","Spinal fusion except cervical w/o MCC","105"
"RI","460","Spinal fusion except cervical w/o MCC","243"
"SC","460","Spinal fusion except cervical w/o MCC","1867"
"SD","460","Spinal fusion except cervical w/o MCC","461"
"TN","460","Spinal fusion except cervical w/o MCC","2122"
"TX","460","Spinal fusion except cervical w/o MCC","5549"
"UT","460","Spinal fusion except cervical w/o MCC","693"
"VA","460","Spinal fusion except cervical w/o MCC","2346"
"VI","460","Spinal fusion except cervical w/o MCC","*"
"VT","460","Spinal fusion except cervical w/o MCC","126"
"WA","460","Spinal fusion except cervical w/o MCC","1433"
"WI","460","Spinal fusion except cervical w/o MCC","995"
"WV","460","Spinal fusion except cervical w/o MCC","228"
"WY","460","Spinal fusion except cervical w/o MCC","224"
"AK","459","Spinal fusion except cervical w MCC","*"
"AL","459","Spinal fusion except cervical w MCC","78"
"AR","459","Spinal fusion except cervical w MCC","27"
"AZ","459","Spinal fusion except cervical w MCC","85"
"CA","459","Spinal fusion except cervical w MCC","345"
"CO","459","Spinal fusion except cervical w MCC","128"
"CT","459","Spinal fusion except cervical w MCC","43"
"DC","459","Spinal fusion except cervical w MCC","26"
"DE","459","Spinal fusion except cervical w MCC","*"
"FL","459","Spinal fusion except cervical w MCC","301"
"GA","459","Spinal fusion except cervical w MCC","145"
"HI","459","Spinal fusion except cervical w MCC","*"
"IA","459","Spinal fusion except cervical w MCC","56"
"ID","459","Spinal fusion except cervical w MCC","24"
"IL","459","Spinal fusion except cervical w MCC","200"
"IN","459","Spinal fusion except cervical w MCC","110"
"KS","459","Spinal fusion except cervical w MCC","66"
"KY","459","Spinal fusion except cervical w MCC","80"
"LA","459","Spinal fusion except cervical w MCC","59"
"MA","459","Spinal fusion except cervical w MCC","94"
"MD","459","Spinal fusion except cervical w MCC","92"
"ME","459","Spinal fusion except cervical w MCC","*"
"MI","459","Spinal fusion except cervical w MCC","227"
"MN","459","Spinal fusion except cervical w MCC","103"
"MO","459","Spinal fusion except cervical w MCC","145"
"MS","459","Spinal fusion except cervical w MCC","25"
"MT","459","Spinal fusion except cervical w MCC","22"
"NC","459","Spinal fusion except cervical w MCC","181"
"ND","459","Spinal fusion except cervical w MCC","18"
"NE","459","Spinal fusion except cervical w MCC","31"
"NH","459","Spinal fusion except cervical w MCC","*"
"NJ","459","Spinal fusion except cervical w MCC","80"
"NM","459","Spinal fusion except cervical w MCC","14"
"NV","459","Spinal fusion except cervical w MCC","45"
"NY","459","Spinal fusion except cervical w MCC","168"
"OH","459","Spinal fusion except cervical w MCC","183"
"OK","459","Spinal fusion except cervical w MCC","34"
"OR","459","Spinal fusion except cervical w MCC","35"
"PA","459","Spinal fusion except cervical w MCC","191"
"PR","459","Spinal fusion except cervical w MCC","*"
"RI","459","Spinal fusion except cervical w MCC","16"
"SC","459","Spinal fusion except cervical w MCC","84"
"SD","459","Spinal fusion except cervical w MCC","13"
"TN","459","Spinal fusion except cervical w MCC","123"
"TX","459","Spinal fusion except cervical w MCC","327"
"UT","459","Spinal fusion except cervical w MCC","34"
"VA","459","Spinal fusion except cervical w MCC","167"
"VI","459","Spinal fusion except cervical w MCC","*"
"VT","459","Spinal fusion except cervical w MCC","*"
"WA","459","Spinal fusion except cervical w MCC","93"
"WI","459","Spinal fusion except cervical w MCC","64"
"WV","459","Spinal fusion except cervical w MCC","20"
"WY","459","Spinal fusion except cervical w MCC","14"
"AK","491","Back and neck proc exc spinal fusion w/o CC/MCC","83"
"AL","491","Back and neck proc exc spinal fusion w/o CC/MCC","608"
"AR","491","Back and neck proc exc spinal fusion w/o CC/MCC","616"
"AZ","491","Back and neck proc exc spinal fusion w/o CC/MCC","588"
"CA","491","Back and neck proc exc spinal fusion w/o CC/MCC","2688"
"CO","491","Back and neck proc exc spinal fusion w/o CC/MCC","474"
"CT","491","Back and neck proc exc spinal fusion w/o CC/MCC","352"
"DC","491","Back and neck proc exc spinal fusion w/o CC/MCC","167"
"DE","491","Back and neck proc exc spinal fusion w/o CC/MCC","104"
"FL","491","Back and neck proc exc spinal fusion w/o CC/MCC","1860"
"GA","491","Back and neck proc exc spinal fusion w/o CC/MCC","723"
"GU","491","Back and neck proc exc spinal fusion w/o CC/MCC","*"
"HI","491","Back and neck proc exc spinal fusion w/o CC/MCC","20"
"IA","491","Back and neck proc exc spinal fusion w/o CC/MCC","322"
"ID","491","Back and neck proc exc spinal fusion w/o CC/MCC","163"
"IL","491","Back and neck proc exc spinal fusion w/o CC/MCC","1413"
"IN","491","Back and neck proc exc spinal fusion w/o CC/MCC","523"
"KS","491","Back and neck proc exc spinal fusion w/o CC/MCC","416"
"KY","491","Back and neck proc exc spinal fusion w/o CC/MCC","417"
"LA","491","Back and neck proc exc spinal fusion w/o CC/MCC","385"
"MA","491","Back and neck proc exc spinal fusion w/o CC/MCC","907"
"MD","491","Back and neck proc exc spinal fusion w/o CC/MCC","613"
"ME","491","Back and neck proc exc spinal fusion w/o CC/MCC","127"
"MI","491","Back and neck proc exc spinal fusion w/o CC/MCC","1377"
"MN","491","Back and neck proc exc spinal fusion w/o CC/MCC","985"
"MO","491","Back and neck proc exc spinal fusion w/o CC/MCC","569"
"MS","491","Back and neck proc exc spinal fusion w/o CC/MCC","243"
"MT","491","Back and neck proc exc spinal fusion w/o CC/MCC","102"
"NC","491","Back and neck proc exc spinal fusion w/o CC/MCC","799"
"ND","491","Back and neck proc exc spinal fusion w/o CC/MCC","107"
"NE","491","Back and neck proc exc spinal fusion w/o CC/MCC","315"
"NH","491","Back and neck proc exc spinal fusion w/o CC/MCC","94"
"NJ","491","Back and neck proc exc spinal fusion w/o CC/MCC","623"
"NM","491","Back and neck proc exc spinal fusion w/o CC/MCC","171"
"NV","491","Back and neck proc exc spinal fusion w/o CC/MCC","290"
"NY","491","Back and neck proc exc spinal fusion w/o CC/MCC","1468"
"OH","491","Back and neck proc exc spinal fusion w/o CC/MCC","1361"
"OK","491","Back and neck proc exc spinal fusion w/o CC/MCC","732"
"OR","491","Back and neck proc exc spinal fusion w/o CC/MCC","826"
"PA","491","Back and neck proc exc spinal fusion w/o CC/MCC","1790"
"PR","491","Back and neck proc exc spinal fusion w/o CC/MCC","33"
"RI","491","Back and neck proc exc spinal fusion w/o CC/MCC","46"
"SC","491","Back and neck proc exc spinal fusion w/o CC/MCC","483"
"SD","491","Back and neck proc exc spinal fusion w/o CC/MCC","91"
"TN","491","Back and neck proc exc spinal fusion w/o CC/MCC","579"
"TX","491","Back and neck proc exc spinal fusion w/o CC/MCC","2263"
"UT","491","Back and neck proc exc spinal fusion w/o CC/MCC","207"
"VA","491","Back and neck proc exc spinal fusion w/o CC/MCC","762"
"VI","491","Back and neck proc exc spinal fusion w/o CC/MCC","*"
"VT","491","Back and neck proc exc spinal fusion w/o CC/MCC","40"
"WA","491","Back and neck proc exc spinal fusion w/o CC/MCC","1285"
"WI","491","Back and neck proc exc spinal fusion w/o CC/MCC","487"
"WV","491","Back and neck proc exc spinal fusion w/o CC/MCC","135"
"WY","491","Back and neck proc exc spinal fusion w/o CC/MCC","82"
"AK","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","34"
"AL","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","334"
"AR","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","216"
"AZ","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","383"
"CA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1523"
"CO","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","337"
"CT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","200"
"DC","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","57"
"DE","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","50"
"FL","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1256"
"GA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","474"
"HI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19"
"IA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","236"
"ID","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","69"
"IL","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","962"
"IN","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","319"
"KS","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","287"
"KY","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","271"
"LA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","243"
"MA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","525"
"MD","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","371"
"ME","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","59"
"MI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","739"
"MN","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","639"
"MO","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","447"
"MS","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149"
"MT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","49"
"NC","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","517"
"ND","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","103"
"NE","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149"
"NH","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","62"
"NJ","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","380"
"NM","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","89"
"NV","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","153"
"NY","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","766"
"OH","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","789"
"OK","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","357"
"OR","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","308"
"PA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","919"
"PR","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","11"
"RI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","33"
"SC","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","256"
"SD","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","82"
"TN","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","399"
"TX","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1370"
"UT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","100"
"VA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","444"
"VT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19"
"WA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","545"
"WI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","338"
"WV","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","76"
"WY","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","33"
"AK","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"AL","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"AR","508","Major shoulder or elbow joint procedures w/o CC/MCC","12"
"AZ","508","Major shoulder or elbow joint procedures w/o CC/MCC","11"
"CA","508","Major shoulder or elbow joint procedures w/o CC/MCC","35"
"CO","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"CT","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"DC","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"DE","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"FL","508","Major shoulder or elbow joint procedures w/o CC/MCC","31"
"GA","508","Major shoulder or elbow joint procedures w/o CC/MCC","12"
"IA","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"ID","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"IL","508","Major shoulder or elbow joint procedures w/o CC/MCC","23"
"IN","508","Major shoulder or elbow joint procedures w/o CC/MCC","15"
"KS","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"KY","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"LA","508","Major shoulder or elbow joint procedures w/o CC/MCC","12"
"MA","508","Major shoulder or elbow joint procedures w/o CC/MCC","12"
"MD","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"ME","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"MI","508","Major shoulder or elbow joint procedures w/o CC/MCC","24"
"MN","508","Major shoulder or elbow joint procedures w/o CC/MCC","12"
"MO","508","Major shoulder or elbow joint procedures w/o CC/MCC","13"
"MS","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"MT","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"NC","508","Major shoulder or elbow joint procedures w/o CC/MCC","19"
"ND","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
"NE","508","Major shoulder or elbow joint procedures w/o CC/MCC","*"
