"State","Condition","Measure Name","Category","Number of Hospitals"
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",9
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",4302
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",41
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",4565
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",35
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",41
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",4575
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",74
