"State","Condition","Measure Name","State Average"
"MA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","97"
"MA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","97"
"MA","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","96"
"MA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","97"
"MA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","41"
"MA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","75"
"MA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","92"
"MA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"MA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","95"
"MA","Heart Failure","Heart Failure Patients Given Discharge Instructions","75"
"MA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","90"
"MA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","78"
"MA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","84"
"MA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","95"
"MA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","89"
"MA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","89"
"MA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","89"
"MA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","91"
"MA","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","93"
"MA","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","88"
"MA","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","90"
"MA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","88"
"MD","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MD","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MD","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"MD","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","96"
"MD","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","96"
"MD","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","94"
"MD","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","96"
"MD","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","19"
"MD","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","60"
"MD","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","96"
"MD","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","90"
"MD","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","94"
"MD","Heart Failure","Heart Failure Patients Given Discharge Instructions","78"
"MD","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","96"
"MD","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","72"
"MD","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","78"
"MD","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"MD","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MD","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","93"
"MD","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","90"
"MD","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"MD","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","89"
"MD","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","93"
"MD","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","78"
"MD","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","81"
"MD","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","82"
"ME","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"ME","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"ME","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"ME","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","98"
"ME","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","96"
"ME","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","95"
"ME","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","98"
"ME","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","73"
"ME","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","80"
"ME","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","90"
"ME","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"ME","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","94"
"ME","Heart Failure","Heart Failure Patients Given Discharge Instructions","79"
"ME","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","90"
"ME","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","87"
"ME","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","88"
"ME","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","96"
"ME","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"ME","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","92"
"ME","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","92"
"ME","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"ME","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","93"
"ME","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","96"
"ME","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","90"
"ME","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","91"
"ME","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","93"
"MI","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MI","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MI","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"MI","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"MI","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","94"
"MI","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","90"
"MI","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","94"
"MI","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","31"
"MI","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","70"
"MI","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","92"
"MI","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"MI","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","92"
"MI","Heart Failure","Heart Failure Patients Given Discharge Instructions","79"
"MI","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","90"
"MI","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","81"
"MI","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","81"
"MI","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","95"
"MI","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MI","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","88"
"MI","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","92"
"MI","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"MI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","89"
"MI","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","95"
"MI","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","84"
"MI","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","86"
"MI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","89"
"MN","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MN","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MN","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"MN","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","91"
"MN","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","91"
"MN","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","87"
"MN","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","92"
"MN","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","18"
"MN","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","90"
"MN","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","85"
"MN","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"MN","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","82"
"MN","Heart Failure","Heart Failure Patients Given Discharge Instructions","64"
"MN","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","82"
"MN","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","75"
"MN","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","80"
"MN","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","95"
"MN","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MN","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","73"
"MN","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"MN","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","93"
"MN","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"MN","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","91"
"MN","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","78"
"MN","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","82"
"MN","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","89"
"MO","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MO","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MO","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"MO","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","90"
"MO","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","90"
"MO","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","85"
"MO","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","89"
"MO","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","46"
"MO","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","74"
"MO","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","93"
"MO","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"MO","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","83"
"MO","Heart Failure","Heart Failure Patients Given Discharge Instructions","70"
"MO","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","87"
"MO","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","79"
"MO","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","81"
"MO","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"MO","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"MO","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","88"
"MO","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"MO","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"MO","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","86"
"MO","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","89"
"MO","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","78"
"MO","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","82"
"MO","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","81"
"MP","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MP","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MP","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)",
"MP","Heart Attack","Heart Attack Patients Given Aspirin at Arrival",
"MP","Heart Attack","Heart Attack Patients Given Aspirin at Discharge",
"MP","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival",
"MP","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge",
"MP","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival",
"MP","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival",
"MP","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling",
"MP","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)",
"MP","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function",
"MP","Heart Failure","Heart Failure Patients Given Discharge Instructions",
"MP","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling",
"MP","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination",
"MP","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination",
"MP","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival",
"MP","Pneumonia","Pneumonia Patients Given Oxygenation Assessment",
"MP","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling",
"MP","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)",
"MP","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics",
"MP","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision",
"MP","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery",
"MP","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots",
"MP","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries",
"MP","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery",
"MS","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MS","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MS","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"MS","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","92"
"MS","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","81"
"MS","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","81"
"MS","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","83"
"MS","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","41"
"MS","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","49"
"MS","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","96"
"MS","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"MS","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","80"
"MS","Heart Failure","Heart Failure Patients Given Discharge Instructions","64"
"MS","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","84"
"MS","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","62"
"MS","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","68"
"MS","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"MS","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","98"
"MS","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","84"
"MS","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"MS","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","89"
"MS","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","73"
"MS","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","83"
"MS","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","67"
"MS","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","72"
"MS","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","77"
"MT","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MT","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MT","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"MT","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","90"
"MT","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","94"
"MT","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","84"
"MT","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","90"
"MT","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","0"
"MT","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","77"
"MT","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","98"
"MT","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"MT","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","73"
"MT","Heart Failure","Heart Failure Patients Given Discharge Instructions","51"
"MT","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","81"
"MT","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","76"
"MT","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","83"
"MT","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"MT","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MT","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","77"
"MT","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"MT","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"MT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","83"
"MT","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","92"
"MT","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","83"
"MT","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","85"
"MT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","88"
"NC","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"NC","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"NC","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"NC","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","93"
"NC","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","92"
"NC","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","91"
"NC","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","94"
"NC","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","43"
"NC","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","80"
"NC","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","94"
"NC","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"NC","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","92"
"NC","Heart Failure","Heart Failure Patients Given Discharge Instructions","71"
"NC","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","94"
"NC","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","80"
"NC","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","82"
"NC","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"NC","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"NC","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","92"
"NC","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"NC","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"NC","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","89"
"NC","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","92"
"NC","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","78"
"NC","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","83"
"NC","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","84"
"ND","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"ND","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"ND","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","95"
"ND","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","93"
"ND","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","88"
"ND","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","95"
"ND","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","95"
"ND","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","30"
"ND","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","77"
"ND","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","75"
"ND","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"ND","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","72"
"ND","Heart Failure","Heart Failure Patients Given Discharge Instructions","59"
"ND","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","68"
"ND","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","71"
"ND","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","82"
"ND","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"ND","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"ND","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","61"
"ND","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","84"
"ND","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
