"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Owner","Accreditation","Emergency Service"
"200025","PARKVIEW ADVENTIST MEDICAL CENTER","329 MAINE ST",,,"BRUNSWICK                     ","ME","04011","CUMBERLAND","2073732000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"200031","CARY MEDICAL CENTER","163 VAN BUREN RD, SUITE 1",,,"CARIBOU                       ","ME","04736","AROOSTOOK","2074983111","Acute Care Hospitals","Government - Local","Yes","Yes"
"200032","STEPHENS MEMORIAL HOSPITAL","181 MAIN STREET",,,"NORWAY                        ","ME","04268","OXFORD","2077435933","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"200033","EASTERN MAINE MEDICAL CENTER","489 STATE ST",,,"BANGOR                        ","ME","04401","PENOBSCOT","2079737000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE",,,"LEWISTON                      ","ME","04240","ANDROSCOGGIN","2077778100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"200037","FRANKLIN MEMORIAL HOSPITAL","111 FRANKLIN HEALTH COMMONS",,,"FARMINGTON                    ","ME","04938","FRANKLIN","2077786031","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"200039","MAINE GENERAL MEDICAL CENTER","149 NORTH STREET",,,"WATERVILLE                    ","ME","04901","KENNEBEC","2078721000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"200040","HENRIETTA D GOODALL HOSPITAL","25 JUNE ST",,,"SANFORD                       ","ME","04073","YORK","2073244310","Acute Care Hospitals","Government - Local","No","Yes"
"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE",,,"WATERVILLE                    ","ME","04901","KENNEBEC","2078613000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"200050","MAINE COAST MEMORIAL HOSPITAL","50 UNION ST",,,"ELLSWORTH                     ","ME","04605","HANCOCK","2076675311","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"200052","NORTHERN MAINE MEDICAL CENTER","194 E MAIN ST",,,"FORT KENT                     ","ME","04743","AROOSTOOK","2078343195","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"200063","PENOBSCOT BAY MEDICAL CENTER","6 GLEN COVE DRIVE",,,"ROCKPORT                      ","ME","04856","KNOX","2075968000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"201300","BLUE HILL MEMORIAL HOSPITAL","WATER STREET",,,"BLUE HILL                     ","ME","04614","AROOSTOOK","2073742836","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"201301","CHARLES A DEAN MEMORIAL HOSPITAL","PRITHAM AVENUE PO BOX 1129",,,"GREENVILLE                    ","ME","04441","PISCATAQUIS","2076955200","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"201302","ST ANDREWS HOSPITAL","6 ST ANDREWS LANE  PO BOX 417",,,"BOOTHBAY HARBOR               ","ME","04538","LINCOLN","2076332121","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"201304","MOUNT DESERT ISLAND HOSPITAL","10 WAYMAN LANE, PO BOX 8",,,"BAR HARBOR                    ","ME","04609","HANCOCK","2072885081","Critical Access Hospitals","Government - Local","No","Yes"
"201307","MILLINOCKET REGIONAL HOSPITAL","200 SOMERSET STREET",,,"MILLINOCKET                   ","ME","04462","PENOBSCOT","2077235161","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"201308","HOULTON REGIONAL HOSPITAL","20 HARTFORD STREET",,,"HOULTON                       ","ME","04730","AROOSTOOK","2075322900","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"201309","MAYO REGIONAL HOSPITAL","75 WEST MAIN STREET",,,"DOVER FOXCROFT                ","ME","04426","PISCATAQUIS","2075644251","Critical Access Hospitals","Government - Hospital District or Authority","No","No"
"201310","BRIDGTON HOSPITAL","10 HOSPITAL DRIVE",,,"BRIDGTON                      ","ME","04009","CUMBERLAND","2076476000","Critical Access Hospitals","Voluntary non-profit - Private","No","No"
"201311","DOWN EAST COMMUNITY HOSPITAL","UPPER COURT ST-RR #1 BOX 11",,,"MACHIAS                       ","ME","04654","WASHINGTON","2072553356","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"201312","WALDO COUNTY GENERAL HOSPITAL","118 NORTHPORT AVE",,,"BELFAST                       ","ME","04915","WALDO","2073382500","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"201314","REDINGTON FAIRVIEW GENERAL HOSPITAL","FAIRVIEW AVE",,,"SKOWHEGAN                     ","ME","04976","SOMERSET","2074745121","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"210001","WASHINGTON COUNTY HOSPITAL","251 EAST ANTIETAM ST",,,"HAGERSTOWN                    ","MD","21740","WASHINGTON","3017908000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210002","UNIVERSITY OF MARYLAND MEDICAL CENTER","22 S GREENE ST",,,"BALTIMORE                     ","MD","21201","BALTIMORE CITY","4103288667","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210003","PRINCE GEORGES HOSPITAL CENTER","3001 HOSPITAL DRIVE",,,"CHEVERLY                      ","MD","20785","PRINCE GEORGES","3016182000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210004","HOLY CROSS HOSPITAL","1500 FOREST GLEN ROAD",,,"SILVER SPRING                 ","MD","20910","MONTGOMERY","3017547010","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"210005","FREDERICK MEMORIAL HOSPITAL","400 WEST SEVENTH ST",,,"FREDERICK                     ","MD","21701","FREDERICK","2405663300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210006","HARFORD MEMORIAL HOSPITAL","501 S UNION AVE",,,"HAVRE DE GRACE                ","MD","21078","HARFORD","4438435000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210007","SAINT JOSEPH MEDICAL CENTER","7601 OSLER DRIVE",,,"TOWSON                        ","MD","21204","BALTIMORE","4103371000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"210008","MERCY MEDICAL CENTER INC","301 ST PAUL PLACE",,,"BALTIMORE                     ","MD","21202","BALTIMORE CITY","4103329000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"210009","THE JOHNS HOPKINS HOSPITAL","600 N WOLFE ST",,,"BALTIMORE                     ","MD","21287","BALTIMORE CITY","4109556387","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210011","SAINT AGNES HOSPITAL","WILKENS & CATON AVENUES",,,"BALTIMORE                     ","MD","21229","BALTIMORE CITY","4103686000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"210012","SINAI HOSPITAL OF BALTIMORE","2401 WEST BELVEDERE AVE",,,"BALTIMORE                     ","MD","21215","BALTIMORE CITY","4106019000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210013","BON SECOURS HOSPITAL","2000 W BALTIMORE STREET",,,"BALTIMORE                     ","MD","21223","BALTIMORE CITY","4103623000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210015","FRANKLIN SQUARE HOSPITAL CENTER","9000 FRANKLIN SQUARE DR",,,"BALTIMORE                     ","MD","21237","BALTIMORE","4437777000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210016","WASHINGTON ADVENTIST HOSPITAL","7600 CARROLL AVE",,,"TAKOMA PARK                   ","MD","20912","MONTGOMERY","3018917600","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"210017","GARRETT COUNTY MEMORIAL HOSPITAL","251 N FOURTH ST",,,"OAKLAND                       ","MD","21550","GARRETT","3015334000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210018","MONTGOMERY GENERAL HOSPITAL INC","18101 PRINCE PHILIP DRIVE",,,"OLNEY                         ","MD","20832","MONTGOMERY","3017748882","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210019","PENINSULA REGIONAL MEDICAL CENTER","100 E CARROLL AVE",,,"SALISBURY                     ","MD","21801","WICOMICO","3015466400","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210022","SUBURBAN HOSPITAL ASSOCIATION","8600 OLD GEORGETOWN RD",,,"BETHESDA                      ","MD","20814","MONTGOMERY","3018963100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210023","ANNE ARUNDEL MEDICAL CENTER","2001 MEDICAL PARKWAY",,,"ANNAPOLIS                     ","MD","21401","ANNE ARUNDEL","4434813000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210024","UNION MEMORIAL HOSPITAL","201 E UNIVERSITY PKY",,,"BALTIMORE                     ","MD","21218","BALTIMORE CITY","4105542227","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210025","MEMORIAL HOSPITAL & MEDICAL CENTER OF CUMBERLAND","600 MEMORIAL AVE",,,"CUMBERLAND                    ","MD","21502","ALLEGANY","3017234000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210027","SACRED HEART HOSPITAL","900 SETON DRIVE",,,"CUMBERLAND                    ","MD","21502","ALLEGANY","3017234200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210028","SAINT MARY'S HOSPITAL","PO BOX 527",,,"LEONARDTOWN                   ","MD","20650","SAINT MARYS","3014758981","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210029","JOHNS HOPKINS BAYVIEW MEDICAL CENTER","4940 EASTERN AVENUE",,,"BALTIMORE                     ","MD","21224","BALTIMORE CITY","4105500100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210030","CHESTER RIVER HOSPITAL CENTER","100 BROWN ST",,,"CHESTERTOWN                   ","MD","21620","KENT","4107783300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210032","UNION HOSPITAL OF CECIL COUNTY","106 BOW STREET",,,"ELKTON                        ","MD","21921","CECIL","4103987000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210033","CARROLL  HOSPITAL CENTER","200 MEMORIAL AVE",,,"WESTMINSTER                   ","MD","21157","CARROLL","4108716902","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210034","HARBOR HOSPITAL CENTER","3001 S HANOVER STREET",,,"BALTIMORE                     ","MD","21230","BALTIMORE CITY","4103503200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210035","CIVISTA MEDICAL CENTER","701 E CHARLES STREET",,,"LA PLATA                      ","MD","20646","CHARLES","3016094000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210037","MEMORIAL HOSPITAL AT EASTON","219 S WASHINGTON ST",,,"EASTON                        ","MD","21601","TALBOT","4108221000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210038","MARYLAND GENERAL  HOSPITAL","827 LINDEN AVE",,,"BALTIMORE                     ","MD","21201","BALTIMORE CITY","4102258000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210039","CALVERT MEMORIAL HOSPITAL","100 HOSPITAL ROAD",,,"PRINCE FREDERICK              ","MD","20678","CALVERT","4105354000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210040","NORTHWEST HOSPITAL CENTER","5401 OLD COURT RD",,,"RANDALLSTOWN                  ","MD","21133","BALTIMORE","4105212200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210043","BALTIMORE WASHINGTON  MEDICAL CENTER","301 HOSPITAL DR",,,"GLEN BURNIE                   ","MD","21061","ANNE ARUNDEL","4107874000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210044","GREATER BALTIMORE MEDICAL CENTER","6701 N CHARLES ST",,,"BALTIMORE                     ","MD","21204","BALTIMORE","4438492121","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210045","EDWARD MCCREADY MEMORIAL HOSPITAL","201 HALL HIGHWAY",,,"CRISFIELD                     ","MD","21817","SOMERSET","4109681200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210048","HOWARD COUNTY GENERAL HOSPITAL","5755 CEDAR LANE",,,"COLUMBIA                      ","MD","21044","HOWARD","4107407890","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210049","UPPER CHESAPEAKE MEDICAL CENTER","500 UPPER CHESAPEAKE DRIVE",,,"BEL AIR                       ","MD","21014","HARFORD","4436431000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210051","DOCTOR'S COMMUNITY HOSPITAL","8118 GOOD LUCK ROAD",,,"LANHAM                        ","MD","20706","PRINCE GEORGES","3015528118","Acute Care Hospitals","Proprietary","Yes","Yes"
"210054","SOUTHERN MARYLAND HOSPITAL CENTER","7503 SURRATTS RD",,,"CLINTON                       ","MD","20735","PRINCE GEORGES","2018688000","Acute Care Hospitals","Proprietary","Yes","Yes"
"210055","LAUREL REGIONAL MEDICAL CENTER","7300 VAN DUSEN ROAD",,,"LAUREL                        ","MD","20707","PRINCE GEORGES","3017254300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"210056","GOOD SAMARITAN HOSPITAL","5601 LOCH RAVEN BLVD",,,"BALTIMORE                     ","MD","21239","BALTIMORE CITY","4105328000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210057","SHADY GROVE ADVENTIST HOSPITAL","9901 MEDICAL CTR DR",,,"ROCKVILLE                     ","MD","20850","MONTGOMERY","3012796000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"210060","FORT WASHINGTON HOSPITAL","11711 LIVINGSTON ROAD",,,"FORT WASHINGTON               ","MD","20744","PRINCE GEORGES","3012927000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"210061","ATLANTIC GENERAL HOSPITAL","9733 HEALTHWAY DRIVE",,,"BERLIN                        ","MD","21811","WORCESTER","4106411100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220001","HEALTHALLIANCE HOSPITALS, INC","HOSPITAL ROAD",,,"FITCHBURG                     ","MA","01420","WORCESTER","9784662000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220002","MOUNT AUBURN HOSPITAL","330 MOUNT AUBURN STREET",,,"CAMBRIDGE                     ","MA","02138","MIDDLESEX","6174995073","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220008","STURDY MEMORIAL HOSPITAL","211 PARK STREET",,,"ATTLEBORO                     ","MA","02703","BRISTOL","5082225200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220010","LAWRENCE GENERAL HOSPITAL","ONE GENERAL STREET",,,"LAWRENCE                      ","MA","01842","ESSEX","9786834000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220011","CAMBRIDGE HEALTH ALLIANCE","1493 CAMBRIDGE STREET",,,"CAMBRIDGE                     ","MA","02138","MIDDLESEX","6176652300","Acute Care Hospitals","Government - Local","Yes","Yes"
"220012","CAPE COD HOSPITAL","P O BOX 640, 27 PARK STREET",,,"HYANNIS                       ","MA","02601","BARNSTABLE","5087711800","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220015","COOLEY DICKINSON HOSPITAL INC,THE","30 LOCUST STREET",,,"NORTHAMPTON                   ","MA","01060","HAMPSHIRE","4135822000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220016","FRANKLIN MEDICAL CENTER","164 HIGH STREET",,,"GREENFIELD                    ","MA","01301","FRANKLIN","4137730211","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220017","CARITAS CARNEY HOSPITAL INC","2100 DORCHESTER AVENUE",,,"BOSTON                        ","MA","02124","SUFFOLK","6172964000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"220019","HARRINGTON MEMORIAL HOSPITAL","100 SOUTH STREET",,,"SOUTHBRIDGE                   ","MA","01550","WORCESTER","5087659771","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220020","ST ANNE'S HOSPITAL CORPORATION","795 MIDDLE STREET",,,"FALL RIVER                    ","MA","02721","BRISTOL","5086745600","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"220024","HOLYOKE MEDICAL CENTER","575 BEECH STREET",,,"HOLYOKE                       ","MA","01040","HAMPDEN","4135342500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220025","HUBBARD REGIONAL HOSPITAL","340 THOMPSON ROAD",,,"WEBSTER                       ","MA","01570","WORCESTER","5089432600","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220029","ANNA JAQUES HOSPITAL","25 HIGHLAND AVENUE",,,"NEWBURYPORT                   ","MA","01950","ESSEX","9784631000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220030","WING MEMORIAL HOSPITAL AND MEDICAL CENTER","40 WRIGHT STREET",,,"PALMER                        ","MA","01069","HAMPDEN","4132837651","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220031","BOSTON MEDICAL CENTER CORPORATION","1 BOSTON MEDICAL CENTER PLACE",,,"BOSTON                        ","MA","02118","SUFFOLK","6176388000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET",,,"BEVERLY                       ","MA","01915","ESSEX","9789223000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220035","NORTH SHORE MEDICAL CENTER","81 HIGHLAND AVENUE",,,"SALEM                         ","MA","01970","ESSEX","9787411215","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220036","CARITAS ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET",,,"BRIGHTON                      ","MA","02135","SUFFOLK","6177893000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"220046","BERKSHIRE MEDICAL CENTER INC","725 NORTH STREET",,,"PITTSFIELD                    ","MA","01201","BERKSHIRE","4134472000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220049","MARLBOROUGH HOSPITAL","157 UNION STREET",,,"MARLBOROUGH                   ","MA","01752","MIDDLESEX","5084815000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220050","BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET",,,"WARE                          ","MA","01082","HAMPSHIRE","4139676211","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220051","NORTH ADAMS REGIONAL HOSPITAL","71 HOSPITAL AVENUE",,,"NORTH ADAMS                   ","MA","01247","BERKSHIRE","4136645000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220052","BROCKTON HOSPITAL","680 CENTER STREET",,,"BROCKTON                      ","MA","02302","PLYMOUTH","5089417000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220058","CLINTON HOSPITAL ASSOCIATION","201 HIGHLAND STREET",,,"CLINTON                       ","MA","01510","WORCESTER","9783683000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220060","JORDAN HOSPITAL INC","275 SANDWICH STREET",,,"PLYMOUTH                      ","MA","02360","PLYMOUTH","5087462000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220062","ADCARE HOSPITAL OF WORCESTER INC","107 LINCOLN STREET",,,"WORCESTER                     ","MA","01605","WORCESTER","5087995000","Acute Care Hospitals","Proprietary","Yes","No"
"220063","LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE",,,"LOWELL                        ","MA","01854","MIDDLESEX","9789376000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220065","NOBLE HOSPITAL","115 WEST SILVER STREET",,,"WESTFIELD                     ","MA","01085","HAMPDEN","4135682811","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220066","MERCY MEDICAL CENTER","271 CAREW STREET",,,"SPRINGFIELD                   ","MA","01104","HAMPDEN","4137489000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220067","QUINCY MEDICAL CENTER","114 WHITWELL STREET",,,"QUINCY                        ","MA","02169","NORFOLK","6177736100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220070","HALLMARK HEALTH SYSTEM","585 LEBANON STREET",,,"MELROSE                       ","MA","02176","MIDDLESEX","7819793000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET",,,"BOSTON                        ","MA","02114","SUFFOLK","6177262000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220073","MORTON HOSPITAL & MEDICAL CENTER","88 WASHINGTON STREET",,,"TAUNTON                       ","MA","02780","BRISTOL","5088287000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220074","SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE",,,"FALL RIVER                    ","MA","02720","PLYMOUTH","5086793131","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220075","MASSACHUSETTS EYE AND EAR INFIRMARY","243 CHARLES STREET",,,"BOSTON                        ","MA","02114","SUFFOLK","6175237900","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET",,,"SPRINGFIELD                   ","MA","01199","HAMPDEN","4137940000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220080","CARITAS HOLY FAMILY HOSPITAL AND MEDICAL CENTER","70 EAST STREET",,,"METHUEN                       ","MA","01844","ESSEX","9786870156","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"220082","SAINTS MEMORIAL MEDICAL CENTER INC","1 HOSPITAL DRIVE",,,"LOWELL                        ","MA","01852","MIDDLESEX","9784581411","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET",,,"NEEDHAM                       ","MA","02494","NORFOLK","7814533000","Acute Care Hospitals","Government - Local","Yes","Yes"
"220084","EMERSON HOSPITAL","OLD ROAD TO 9 ACRE CORNER",,,"W CONCORD                     ","MA","01742","MIDDLESEX","9783691400","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE",,,"BOSTON                        ","MA","02215","SUFFOLK","6176677000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE",,,"BOSTON                        ","MA","02120","SUFFOLK","6177545800","Acute Care Hospitals","Voluntary non-profit - Private","Yes","No"
"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET",,,"MILFORD                       ","MA","01757","WORCESTER","5084731190","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"220095","HEYWOOD HOSPITAL","242 GREEN STREET",,,"GARDNER                       ","MA","01440","WORCESTER","9786323420","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD",,,"AYER                          ","MA","01432","MIDDLESEX","9787849000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD",,,"SOUTH WEYMOUTH                ","MA","02190","NORFOLK","7813408000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET",,,"NEWTON                        ","MA","02462","MIDDLESEX","6172436000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE",,,"WINCHESTER                    ","MA","01890","MIDDLESEX","7817299000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220108","MILTON HOSPITAL INC","92 HIGHLAND STREET",,,"MILTON                        ","MA","02186","NORFOLK","6176964600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220110","BRIGHAM AND WOMEN'S HOSPTIAL","75 FRANCIS STREET",,,"BOSTON                        ","MA","02115","SUFFOLK","6177325500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220111","CARITAS GOOD SAMARITAN MEDICAL CENTER","235 NORTH PEARL STREET",,,"BROCKTON                      ","MA","02301","NORFOLK","5084273000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220116","TUFTS-NEW ENGLAND MEDICAL CENTER","800 WASHINGTON STREET",,,"BOSTON                        ","MA","02111","SUFFOLK","6176365000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220119","FAULKNER HOSPITAL","1153 CENTRE STREET",,,"BOSTON                        ","MA","02130","SUFFOLK","6179837000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220126","CARITAS NORWOOD HOSPITAL, INC","800 WASHINGTON STREET",,,"NORWOOD                       ","MA","02062","NORFOLK","7817692950","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220133","HARVARD UNIVERSITY HEALTH SERV-STILLMAN INFIRMARY","75 MOUNT AUBURN STREET",,,"CAMBRIDGE                     ","MA","02138","MIDDLESEX","6174952000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE",,,"FALMOUTH                      ","MA","02540","BARNSTABLE","5085485300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220154","SOLDIERS HOME IN MASSACHUSETTS","91 CREST AVENUE",,,"CHELSEA                       ","MA","02150","SUFFOLK","6178845660","Acute Care Hospitals","Government - State","No","No"
"220162","DANA-FARBER CANCER INSTITUTE","44 BINNEY STREET",,,"BOSTON                        ","MA","02115","SUFFOLK","6176323000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","No"
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH",,,"WORCESTER                     ","MA","01655","WORCESTER","5083341000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220171","MARY & ARTHUR CLAPHAM HOSPTIAL","41 & 45 MALL ROAD",,,"BURLINGTON                    ","MA","01803","MIDDLESEX","7817445100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"220174","MERRIMACK VALLEY HOSPITAL","140 LINCOLN AVENUE",,,"HAVERHILL                     ","MA","01830","ESSEX","9783742000","Acute Care Hospitals","Proprietary","Yes","Yes"
"220175","METROWEST MEDICAL CENTER","115 LINCOLN STREET",,,"FRAMINGHAM                    ","MA","01701","MIDDLESEX","5083831000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"220176","SAINT VINCENT HOSPITAL","123 SUMMER STREET",,,"WORCESTER                     ","MA","01608","WORCESTER","5083635000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"221301","NANTUCKET COTTAGE HOSPITAL","57 PROSPECT STREET",,,"NANTUCKET                     ","MA","02554","NANTUCKET","5088258100","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Yes"
"221302","FAIRVIEW HOSPITAL","29 LEWIS AVENUE",,,"GREAT BARRINGTON              ","MA","01230","BERKSHIRE","4135280790","Critical Access Hospitals","Voluntary non-profit - Other","Yes","Yes"
