"Provider Number","Hospital Name","State","Measure Code","Measure Name","Measure Response"
"'150015'","ST ANTHONY MEMORIAL HEALTH CENTERS","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150017'","LUTHERAN HOSPITAL OF INDIANA","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150018'","ELKHART GENERAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150021'","PARKVIEW HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150022'","ST CLARE MEDICAL CENTER","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150023'","UNION HOSPITAL, INC","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150024'","WILLIAM N WISHARD MEMORIAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150026'","GOSHEN GENERAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150030'","HENRY COUNTY MEMORIAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150033'","ST FRANCIS HOSPITAL AND HEALTH CENTERS","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150034'","ST MARY MEDICAL CENTER INC","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150035'","PORTER, VALPARAISO HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150037'","HANCOCK REGIONAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150038'","MORGAN HOSPITAL AND MEDICAL CENTER","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150042'","GOOD SAMARITAN HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150044'","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150045'","DEKALB MEMORIAL HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150046'","TERRE HAUTE REGIONAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150047'","ST JOSEPH HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150048'","REID HOSPITAL & HEALTH CARE SERVICES","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150051'","BLOOMINGTON HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150056'","CLARIAN HEALTH PARTNERS INC D/B/A METHODIST IU RIL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150057'","ST FRANCIS HOSPITAL MOORESVILLE","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150058'","MEMORIAL HOSPITAL OF SOUTH BEND","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150059'","RIVERVIEW HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150061'","DAVIESS COMMUNITY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150064'","FAYETTE REGIONAL HEALTH SYSTEM","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150065'","SCHNECK MEDICAL CENTER","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150069'","KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150072'","MEMORIAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150074'","COMMUNITY HOSPITAL EAST","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150075'","BLUFFTON REGIONAL MEDICAL CENTER","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150076'","SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150082'","DEACONESS HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150084'","ST VINCENT HOSPITAL & HEALTH SERVICES","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150086'","DEARBORN COUNTY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150088'","SAINT JOHN'S HEALTH SYSTEM","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150089'","BALL MEMORIAL HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150090'","ST MARGARET MERCY HEALTHCARE CENTERS","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150091'","PARKVIEW HUNTINGTON HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150097'","MAJOR HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150100'","ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150101'","PARKVIEW WHITLEY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150102'","STARKE MEMORIAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150104'","WITHAM HEALTH SERVICES","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150109'","ST ELIZABETH EAST","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150112'","COLUMBUS REGIONAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150113'","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150115'","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150125'","COMMUNITY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150126'","SAINT ANTHONY","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150128'","COMMUNITY HOSPITAL SOUTH","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330264'","ST LUKE'S CORNWALL HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330265'","CLIFTON SPRINGS HOSPITAL AND CLINIC","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330267'","HUDSON VALLEY HOSPITAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330268'","COBLESKILL REGIONAL HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330270'","HOSPITAL FOR SPECIAL SURGERY","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330273'","PUTNAM HOSPITAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330276'","NATHAN LITTAUER HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330277'","CORNING HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330279'","MERCY HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330285'","STRONG MEMORIAL HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330286'","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330304'","WHITE PLAINS HOSPITAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330306'","LUTHERAN MEDICAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330307'","CAYUGA MEDICAL CENTER AT ITHACA","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330316'","NEW YORK WESTCHESTER SQUARE MEDICAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330331'","PLAINVIEW HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330332'","ST JOSEPH HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330340'","SOUTHAMPTON HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330350'","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330353'","FOREST HILLS HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330372'","FRANKLIN HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330385'","NORTH CENTRAL BRONX HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330386'","CATSKILL REGIONAL MEDICAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330390'","NORTH GENERAL HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330393'","UNIVERSITY HOSPITAL ( STONY BROOK )","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330394'","UNITED HEALTH SERVICES HOSPITALS, INC","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330395'","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330396'","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330397'","INTERFAITH MEDICAL CENTER","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330399'","ST BARNABAS HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330401'","ST CATHERINE OF SIENA HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Yes"
"'330403'","MONROE COMMUNITY HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330404'","WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330405'","HELEN HAYES HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'330406'","SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","NY","SM_PART_STROKE","Stroke Care Registry","No"
"'331302'","ELIZABETHTOWN COMMUNITY HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331304'","MARGARETVILLE MEMORIAL HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331305'","O'CONNOR HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331306'","MOSES-LUDINGTON HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331309'","RIVER HOSPITAL, INC","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331310'","ELLENVILLE REGIONAL HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331311'","LITTLE FALLS HOSPITAL","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331312'","DELAWARE VALLEY HOSPITAL, INC","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331313'","SCHUYLER HOSPITAL, INC","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'331314'","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'340001'","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340002'","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340003'","NORTHERN HOSPITAL OF SURRY COUNTY","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340004'","HIGH POINT REGIONAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340008'","SCOTLAND MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340010'","WAYNE MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340011'","SPRUCE PINE COMMUNITY HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340013'","RUTHERFORD HOSPITAL INC","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340014'","FORSYTH MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340015'","ROWAN REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340016'","C J HARRIS COMMUNITY  HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340017'","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340020'","CENTRAL CAROLINA HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340021'","CLEVELAND REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340023'","PARK RIDGE HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340024'","SAMPSON REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340027'","LENOIR MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340028'","CAPE FEAR VALLEY MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340030'","DUKE UNIVERSITY HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340032'","GASTON MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340036'","FRANKLIN REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340037'","KINGS MOUNTAIN HOSPITAL INC","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340038'","BEAUFORT COUNTY MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340039'","IREDELL MEMORIAL HOSPITAL INC","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340040'","PITT COUNTY MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340041'","CALDWELL MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340042'","ONSLOW MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340047'","NORTH CAROLINA BAPTIST HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340049'","NORTH CAROLINA SPECIALTY HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340050'","SOUTHEASTERN REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340051'","WATAUGA MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340053'","PRESBYTERIAN HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340055'","VALDESE GENERAL HOSPITAL INC","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340060'","MOREHEAD MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340061'","UNIVERSITY OF NORTH CAROLINA HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340064'","WILKES REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340068'","COLUMBUS REGIONAL HEALTHCARE SYSTEM","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340069'","WAKEMED, RALEIGH CAMPUS","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340070'","ALAMANCE REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340071'","BETSY JOHNSON REGIONAL  HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340073'","DUKE HEALTH RALEIGH HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340075'","GRACE HOSPITAL INC","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340084'","ANSON COMMUNITY HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340085'","THOMASVILLE MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340087'","THE MCDOWELL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340090'","JOHNSTON MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340091'","MOSES H CONE MEMORIAL HOSPITAL, THE","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340096'","LEXINGTON MEMORIAL HOSPITAL INC","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340097'","HUGH CHATHAM MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340098'","CAROLINAS MED CENTER-MERCY","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340099'","ROANOKE CHOWAN HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340106'","SANDHILLS REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340107'","HERITAGE HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340109'","ALBEMARLE HOSPITAL AUTHORITY","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340113'","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340114'","REX HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340115'","FIRSTHEALTH MOORE REGIONAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340116'","FRYE REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340119'","STANLY REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340120'","DUPLIN GENERAL HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'340123'","RANDOLPH HOSPITAL","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340126'","WILSON MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","No"
"'340127'","GRANVILLE MEDICAL CENTER","NC","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440002'","JACKSON-MADISON COUNTY GENERAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440003'","SUMNER REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440006'","SKYLINE MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440007'","UNITED REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440008'","HENDERSON COUNTY COMMUNITY HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440009'","CUMBERLAND MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440010'","WAYNE MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440011'","BLOUNT MEMORIAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440012'","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440015'","UNIVERSITY OF TN MEMORIAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440016'","BAPTIST MEMORIAL HOSPITAL HUNTINGDON","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440017'","WELLMONT HOLSTON VALLEY MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440018'","SYCAMORE SHOALS HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440020'","HILLSIDE HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440025'","LAUGHLIN MEMORIAL HOSPITAL, INC","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440029'","WILLIAMSON MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440030'","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440031'","ROANE MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440032'","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440033'","ST MARY'S MEDICAL CENTER OF CAMPBELL COUNTY","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440034'","METHODIST MEDICAL CENTER OF OAK RIDGE","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440035'","GATEWAY MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440039'","VANDERBILT UNIVERSITY HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440040'","PERRY COMMUNITY HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440046'","HORIZON MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440047'","GIBSON GENERAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440048'","BAPTIST MEMORIAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440049'","METHODIST HEALTHCARE MEMPHIS HOSPITALS","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440050'","TAKOMA REGIONAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440051'","MCNAIRY REGIONAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440053'","MIDDLE TENNESSEE MEDICAL CENTER INC","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440054'","WOODS MEMORIAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440056'","ST MARY'S JEFFERSON MEMORIAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440057'","CLAIBORNE COUNTY HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440058'","SOUTHERN TENNESSEE MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440059'","COOKEVILLE REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440060'","MILAN GENERAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440061'","VOLUNTEER COMMUNITY HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440063'","JOHNSON CITY MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440064'","GRANDVIEW MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440065'","NORTHCREST MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440067'","LAKEWAY REGIONAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440068'","ATHENS REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440070'","DECATUR COUNTY GENERAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440072'","DYERSBURG REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440073'","MAURY REGIONAL HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440081'","LECONTE MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440082'","ST THOMAS HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440083'","JAMESTOWN REGIONAL MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440084'","SWEETWATER HOSPITAL ASSOCIATION","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440091'","MEMORIAL HEALTHCARE SYSTEM, INC","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440102'","LINCOLN MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440104'","ERLANGER MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'440105'","JOHNSON CITY SPECIALTY HOSPITAL","TN","SM_PART_STROKE","Stroke Care Registry","No"
"'440109'","HARDIN MEDICAL CENTER","TN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150129'","WESTVIEW HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150133'","KOSCIUSKO COMMUNITY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150146'","PARKVIEW NOBLE HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150149'","WOMEN'S HOSPITAL THE","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150150'","DUPONT HOSPITAL LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150153'","ST VINCENT HEART CENTER OF INDIANA LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150154'","INDIANA HEART HOSPITAL, THE","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150157'","ST VINCENT CARMEL HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150158'","CLARIAN WEST MEDICAL CENTER","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150160'","INDIANA ORTHOPAEDIC HOSPITAL LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150161'","CLARIAN NORTH MEDICAL CENTER","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150162'","ST FRANCIS HOSPITAL AND HEALTH CENTERS-INDIANAPOLI","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150163'","SAINT CATHERINE REGIONAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150164'","MONROE HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150165'","FRANCISCAN PHYSICIANS HOSPITAL LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150166'","PINNACLE HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150167'","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150168'","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150169'","COMMUNITY HOSPITAL NORTH","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150170'","SURGICAL HOSPITAL OF MUNSTER","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150172'","PHYSICIANS' MEDICAL CENTER LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150173'","CLARIAN-ARNETT HEALTH SYSTEM INC","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'150175'","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150176'","KENTUCKIANA MEDICAL CENTER LLC","IN","SM_PART_STROKE","Stroke Care Registry","No"
"'150177'","UNITY MEDICAL AND SURGICAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151300'","COMMUNITY HOSPITAL OF BREMEN INC","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151301'","ST VINCENT RANDOLPH HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151303'","ST VINCENT JENNINGS HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151307'","ST VINCENT WILLIAMSPORT HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151308'","ST VINCENT MERCY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151309'","ST VINCENT CLAY HOSPITAL INC","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151310'","WABASH COUNTY HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
"'151311'","TIPTON HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Yes"
"'151312'","WHITE COUNTY MEMORIAL HOSPITAL","IN","SM_PART_STROKE","Stroke Care Registry","Not Available"
