"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","Number of Patients 1","Footnote 1","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given Smoking Cessation Advice/Counseling","Number of Patients 3","Footnote 3","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4","Percent of Pneumonia Patients Assessed and Given Influenza Vaccination","Number of Patients 5","Footnote 5","Percent of Pneumonia Patients Assessed and Given Pneumococcal Vaccination","Number of Patients 6","Footnote 6"
"171375","MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS","400 W 8TH STREET P O BOX 399","","","BELOIT","KS","67420","MITCHELL","7857382266","95","40","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","27","The hospital indicated that the data submitted for this measure were based on a sample of cases","73","11","The hospital indicated that the data submitted for this measure were based on a sample of cases","69","32","The hospital indicated that the data submitted for this measure were based on a sample of cases","77","13","The hospital indicated that the data submitted for this measure were based on a sample of cases","81","53","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"250025","GILMORE MEMORIAL HOSPITAL","1105 EARL FRYE BLVD","","","AMORY","MS","38821","MONROE","6622567111","100","77","","100","74","","100","31","","97","63","","88","17","","99","70",""
"281309","COMMUNITY MEMORIAL HOSPITAL","P O BOX N, 1579 MIDLAND ST","","","SYRACUSE","NE","68446","OTOE","4022692011","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"140275","GENESIS MEDICAL CENTER ILLINI CAMPUS","801 ILLINI DRIVE","","","SILVIS","IL","61282","ROCK ISLAND","3097929363","100","168","","100","197","","100","56","","99","109","","100","38","","100","171",""
"170105","MCPHERSON HOSPITAL INC","1000 HOSPITAL DRIVE","","","MCPHERSON","KS","67460","MCPHERSON","6202412250","97","60","","93","41","","71","14","","96","54","","100","17","","98","65",""
"531302","MEMORIAL HOSPITAL OF CONVERSE COUNTY","111 SOUTH 5TH STREET","","","DOUGLAS","WY","82633","CONVERSE","3073582122","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"180116","JACKSON PURCHASE MEDICAL CENTER","1099 MEDICAL CENTER CIRCLE","","","MAYFIELD","KY","42066","GRAVES","2702514500","98","200","","99","198","","99","101","","92","133","","100","78","","100","233",""
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","700 W GROVE ST","","","MAQUOKETA","IA","52060","JACKSON","5636522474","94","17","","100","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","14","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","22",""
"10009F","BAY PINES VA MEDICAL CENTER","10000 BAY PINES BLVD.","","","BAY PINES                     ","FL","33708","PINELLAS","7273986661","96","147","","98","139","","100","63","","93","87","","92","111","","96","153",""
"251319","HOLMES COUNTY HOSPITAL AND CLINICS","239 BOWLING GREEN ROAD","","","LEXINGTON","MS","39095","HOLMES","6628341321","92","12","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","14",""
"241332","WINDOM AREA HOSPITAL","2150 HOSPITAL DRIVE, PO BOX 339","","","WINDOM","MN","56101","COTTONWOOD","5078312400","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","87","15",""
"450235","MEMORIAL HOSPITAL","1110 NORTH SARAH DEWITT DRIVE","","","GONZALES","TX","78629","GONZALES","8306727581","98","56","","100","40","","65","17","","97","30","","100","12","","98","47",""
"190160","GLENWOOD REGIONAL MEDICAL CENTER","503 MCMILLAN ROAD","","","WEST MONROE","LA","71291","OUACHITA","3183294600","91","243","","94","195","","97","99","","91","135","","98","80","","99","272",""
"370139","PERRY MEMORIAL HOSPITAL","501 FOURTEENTH STREET","","","PERRY","OK","73077","NOBLE","5803363541","71","28","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","67","24","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","77","30",""
"06005F","VA EASTERN COLORADO HEALTHCARE SYSTEM","1055 CLERMONT STREET","","","DENVER                        ","CO","80220","DENVER","3033932800","89","81","","97","65","","83","48","","96","47","","88","65","","99","74",""
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","","","NEEDHAM","MA","02494","NORFOLK","7814533000","97","78","","88","80","","80","15","","97","58","","97","31","","92","88",""
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PL","","","NEW BRUNSWICK","NJ","08901","MIDDLESEX","7329378900","98","422","","95","477","","100","99","","96","223","","95","131","","99","404",""
"500026","SWEDISH EDMONDS HOSPITAL","21601 76TH AVENUE WEST","","","EDMONDS","WA","98026","SNOHOMISH","4256404000","96","285","","97","271","","100","111","","94","189","","100","71","","95","282",""
"440111","METRO NASHVILLE GENERAL HOSPITAL","1818 ALBION STREET","","","NASHVILLE","TN","37208","DAVIDSON","6153414490","89","65","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","71","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","54","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","10","The hospital indicated that the data submitted for this measure were based on a sample of cases","91","11","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"450558","ABILENE REGIONAL MEDICAL CENTER","6250 HWY 83/84","","","ABILENE","TX","79606","TAYLOR","3254281000","95","96","","93","89","","100","41","","95","39","","100","28","","100","100",""
"151308","ST VINCENT MERCY HOSPITAL","1331 S A ST","","","ELWOOD","IN","46036","MADISON","7655524594","91","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","86","35","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","18","The hospital indicated that the data submitted for this measure were based on a sample of cases","86","28","The hospital indicated that the data submitted for this measure were based on a sample of cases","92","12","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","30","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","","","BELLE GLADE","FL","33430","PALM BEACH","5619966571","99","68","","98","83","","100","27","","100","40","","100","20","","93","27",""
"271312","PHILLIPS COUNTY MEDICAL CENTER","311 S 8TH AVE E","","","MALTA","MT","59538","PHILLIPS","4066541100","Not Available","0","","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","33","15","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD","","","PORTLAND","OR","97225","WASHINGTON","5032161234","97","347","","100","280","","99","122","","94","216","","96","121","","99","331",""
"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","","","REDWOOD CITY","CA","94062","SAN MATEO","6503675551","98","114","","97","152","","81","16","","91","86","","94","31","","94","134",""
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","6020 W PARKER ROAD","","","PLANO","TX","75093","COLLIN","9724032700","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"050324","SCRIPPS MEMORIAL HOSPITAL LA JOLLA","9888 GENESEE AVENUE","","","LA JOLLA","CA","92037","SAN DIEGO","8586264123","98","130","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","150","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","28","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","89","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","43","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","156","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","","","LOS ALAMOS","NM","87544","LOS ALAMOS","5056624201","100","30","","93","28","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","17","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","86","21",""
"100167","PLANTATION GENERAL HOSPITAL","401 NW 42ND AVE","","","PLANTATION","FL","33317","BROWARD","9545875010","100","211","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","293","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","83","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","152","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","26","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","161","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"140206","NORWEGIAN-AMERICAN HOSPITAL","1044 N FRANCISCO AVE","","","CHICAGO","IL","60622","COOK","7732928200","95","111","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","115","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","73","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","17","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","56","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"220070","HALLMARK HEALTH SYSTEM","585 LEBANON STREET","","","MELROSE","MA","02176","MIDDLESEX","7819793000","98","131","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","134","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","91","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","38","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","122","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"440015","UNIVERSITY OF TN MEMORIAL HOSPITAL","1924 ALCOA HIGHWAY","","","KNOXVILLE","TN","37920","KNOX","8655449000","92","133","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","132","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","89","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","72","The hospital indicated that the data submitted for this measure were based on a sample of cases","82","44","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","119","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"140007","PROVENA ST JOSEPH MEDICAL CENTER","333 N MADISON","","","JOLIET","IL","60435","WILL","8157257133","97","137","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","131","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","55","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","85","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","44","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","132","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"391311","MID-VALLEY HOSPITAL","1400 MAIN STREET","","","PECKVILLE","PA","18452","LACKAWANNA","5703835000","97","36","","97","39","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","91","22","","100","12","","100","38",""
"261326","MERCY MCCUNE BROOKS HOSPITAL","3125 DR RUSSELL SMITH WAY","","","CARTHAGE","MO","64836","JASPER","4173588121","91","70","","94","63","","90","20","","84","43","","80","30","","73","59",""
"051304","JOHN C FREMONT HEALTHCARE DISTRICT","5189 HOSPITAL ROAD","","","MARIPOSA","CA","95338","MARIPOSA","2099663631","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","18","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","93","14","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","39","18",""
"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","","","CHICAGO","IL","60613","COOK","3125256780","98","62","","98","57","","100","19","","96","26","","100","36","","100","79",""
"26004F","KANSAS CITY VA MEDICAL CENTER","4801 LINWOOD BLVD.","","","KANSAS CITY                   ","MO","64128","JACKSON","8168614700","95","120","","96","140","","100","65","","98","85","","86","99","","98","129",""
"251305","LAWRENCE COUNTY HOSPITAL CAH","1065 EAST BROAD ST","","","MONTICELLO","MS","39654","LAWRENCE","6015874051","87","15","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","53","15","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","33","15",""
"370072","LATIMER COUNTY GENERAL HOSPITAL","806 STATE HIGHWAY 2 NORTH","","","WILBURTON","OK","74578","LATIMER","9184652391","94","17","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","86","14","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","87","15",""
"331306","MOSES-LUDINGTON HOSPITAL","1019 WICKER STREET","","","TICONDEROGA","NY","12883","ESSEX","5185852831","Not Available","0","","95","22","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","92","12","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","67","18",""
"240006","OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST","","","ROCHESTER","MN","55904","OLMSTED","5075296600","95","37","","90","40","","77","13","","87","38","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","90","29",""
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","","","MELBOURNE","FL","32901","BREVARD","3214347000","93","438","","99","475","","100","143","","93","251","","92","142","","97","476",""
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","","","BRONX","NY","10451","BRONX","7185795000","94","557","","96","592","","99","174","","99","307","","97","103","","93","210",""
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","","","VILLA RICA","GA","30180","CARROLL","7704563101","100","94","","97","104","","100","68","","97","77","","100","24","","100","82",""
"241353","CUYUNA REGIONAL MEDICAL CENTER","320 EAST MAIN STREET","","","CROSBY","MN","56441","CROW WING","2185467000","93","42","","78","23","","57","14","","74","31","","83","23","","60","57",""
"111331","MITCHELL COUNTY HOSPITAL","90 STEPHENS STREET","","","CAMILLA","GA","31730","MITCHELL","2293365284","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","94","18","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","14","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","15",""
"160057","GREAT RIVER MEDICAL CENTER","1221 SOUTH GEAR AVENUE","","","WEST BURLINGTON","IA","52655","DES MOINES","3197681000","98","190","","99","165","","95","78","","92","131","","98","57","","99","157",""
"310017","CHILTON HOSPITAL","97 WEST PARKWAY","","","POMPTON PLAINS","NJ","07444","MORRIS","9738315000","96","156","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","174","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","50","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","90","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","57","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","174","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","","","MARION","IN","46952","GRANT","7656606000","97","183","","97","140","","99","80","","99","145","","100","66","","99","161",""
"101308","NORTHWEST FLORIDA COMMUNITY HOSPITAL","1360 BRICKYARD RD","","","CHIPLEY","FL","32428","WASHINGTON","8506381610","86","14","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","80","15","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","94","18","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","Not Available","No data are available from the hospital for this measure","23","13","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"370171","W W HASTINGS INDIAN HOSPITAL","100 S BLISS AVENUE","","","TAHLEQUAH","OK","74464","CHEROKEE","9184583100","90","50","","85","47","","60","20","","95","40","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","63","30",""
"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","","","COALDALE","PA","18218","SCHUYLKILL","5706452131","96","54","","100","53","","100","16","","94","36","","100","12","","100","51",""
"360041","PARMA COMMUNITY GENERAL HOSPITAL","7007 POWERS BOULEVARD","","","PARMA","OH","44129","CUYAHOGA","4407433000","90","407","","100","394","","100","124","","94","248","","91","149","","93","471",""
"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","","","SMYRNA","TN","37167","RUTHERFORD","6157682000","99","169","","98","192","","100","72","","95","106","","98","46","","99","130",""
"160089","OTTUMWA REGIONAL HEALTH CENTER","1001 E PENNSYLVANIA","","","OTTUMWA","IA","52501","WAPELLO","6416842300","96","91","","97","106","","91","33","","97","61","","92","38","","95","98",""
"190114","HOMER MEMORIAL HOSPITAL","620 EAST COLLEGE STREET","","","HOMER","LA","71040","CLAIBORNE","3189272024","86","87","The hospital indicated that the data submitted for this measure were based on a sample of cases","78","37","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","20","The hospital indicated that the data submitted for this measure were based on a sample of cases","67","42","The hospital indicated that the data submitted for this measure were based on a sample of cases","71","21","The hospital indicated that the data submitted for this measure were based on a sample of cases","76","75","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"281342","ST MARY'S COMMUNITY HOSPITAL","1314  3RD AVE","","","NEBRASKA CITY","NE","68410","OTOE","4028733321","100","24","","100","14","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","18","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","23",""
"360035","MOUNT CARMEL HEALTH","793 WEST STATE STREET","","","COLUMBUS","OH","43222","FRANKLIN","6145464533","95","471","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","502","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","212","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","297","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","168","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","442","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"151309","ST VINCENT CLAY HOSPITAL INC","1206 E NATIONAL AVE","","","BRAZIL","IN","47834","CLAY","8124422500","100","33","","97","30","","89","19","","100","17","","92","13","","73","33",""
"250043","NESHOBA COUNTY GENERAL HOSPITAL","1001 HOLLAND AVENUE","","","PHILADELPHIA","MS","39350","NESHOBA","6016631200","96","50","","97","34","","91","11","","94","31","","87","15","","90","41",""
"050704","MISSION COMMUNITY HOSPITAL - PANORAMA","14850 ROSCOE BLVD","","","PANORAMA CITY","CA","91402","LOS ANGELES","8187872222","97","196","","94","200","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","93","56","","92","39","","90","155",""
"520204","WHEATON FRANCISCAN HEALTHCARE- FRANKLIN, INC","10101 SOUTH 27TH STREET","","","FRANKLIN","WI","53132","MILWAUKEE","4143254700","99","71","","98","91","","100","18","","100","53","","100","33","","99","84",""
"230035","SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","615 S BOWER STREET","","","GREENVILLE","MI","48838","MONTCALM","6167544691","100","169","","98","198","","98","52","","100","94","","100","59","","100","138",""
"361320","HOLZER MEDICAL CENTER JACKSON","500 BURLINGTON ROAD","","","JACKSON","OH","45640","JACKSON","7403958500","92","96","","97","102","","100","45","","97","71","","94","31","","92","63",""
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","","","SYRACUSE","NY","13210","ONONDAGA","3154734240","91","211","","97","227","","100","109","","96","115","","98","82","","91","202",""
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","","","LIVINGSTON","TN","38570","OVERTON","9318235611","98","185","","100","153","","100","71","","92","118","","96","52","","99","154",""
"110018","NEWTON MEDICAL CENTER","5126 HOSPITAL DRIVE NE","","","COVINGTON","GA","30014","NEWTON","7707867053","96","134","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","157","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","64","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","131","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","62","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","142","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"041319","DE QUEEN MEDICAL CENTER, INC","1306 WEST COLLIN RAYE DRIVE","","","DE QUEEN","AR","71832","SEVIER","8705844111","98","40","","94","34","","92","13","","79","19","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","88","41",""
"281359","MEMORIAL COMMUNITY HOSPITAL","810 NORTH 22ND ST","","","BLAIR","NE","68008","WASHINGTON","4024262182","100","18","","100","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","19",""
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","","","GENEVA","NY","14456","ONTARIO","3157874175","100","102","","99","103","","100","34","","96","47","","100","36","","93","90",""
"161381","SANFORD SHELDON MEDICAL CENTER","118 NORTH 7TH AVENUE","","","SHELDON","IA","51201","OBRIEN","7123245041","100","28","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","95","22","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","96","24",""
"241317","COOK COUNTY NORTHSHORE HOSPITAL","515 5TH AVE WEST","","","GRAND MARAIS","MN","55604","COOK","2183873040","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"160080","MERCY MEDICAL CENTER-CLINTON","1410 NORTH 4TH STREET","","","CLINTON","IA","52732","CLINTON","5632445555","100","241","","99","203","","100","79","","100","119","","97","90","","99","288",""
"110087","GWINNETT MEDICAL CENTER","1000 MEDICAL CENTER BOULEVARD","","","LAWRENCEVILLE","GA","30045","GWINNETT","6784424310","97","465","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","490","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","108","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","309","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","111","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","288","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"280105","ALEGENT HEALTH MIDLANDS HOSPITAL","11111 SOUTH 84TH ST","","","PAPILLION","NE","68046","SARPY","4025933000","99","72","","99","69","","100","22","","95","43","","100","16","","100","64",""
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","","","PHILADELPHIA","PA","19107","PHILADELPHIA","2159556000","96","338","","92","434","","100","175","","95","201","","98","127","","95","304",""
"150153","ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","","","INDIANAPOLIS","IN","46290","HAMILTON","3175835000","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","94","16",""
"140137","GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR","","","GREENVILLE","IL","62246","BOND","6186641230","50","6","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","72","The hospital indicated that the data submitted for this measure were based on a sample of cases","80","10","The hospital indicated that the data submitted for this measure were based on a sample of cases","70","40","The hospital indicated that the data submitted for this measure were based on a sample of cases","50","6","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","59","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"140179","LITTLE COMPANY OF MARY HOSPITAL","2800 W 95TH ST","","","EVERGREEN PARK","IL","60805","COOK","7084226200","99","138","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","121","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","40","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","85","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","45","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","112","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"180017","T J SAMSON COMMUNITY HOSPITAL","1301 NORTH RACE STREET","","","GLASGOW","KY","42141","BARREN","2706514159","97","149","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","94","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","86","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","99","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","54","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","160","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","","","CHESTER","SC","29706","CHESTER","8035813151","100","48","","100","50","","100","30","","97","36","","100","12","","95","39",""
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","","","SOUTH MIAMI","FL","33143","MIAMI-DADE","3052847500","90","129","","95","112","","83","30","","84","58","","59","17","","89","107",""
"100075","ST JOSEPH'S HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","","","TAMPA","FL","33677","HILLSBOROUGH","8138704398","97","620","","97","520","","100","239","","99","350","","98","186","","98","507",""
