"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Denominator","Footnote","Measure Start Date","Measure End Date"
"MN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","2014",,"10/01/2012","09/30/2013"
"MN","280","Acute myocardial infarction, discharged alive w MCC","819",,"10/01/2012","09/30/2013"
"MN","281","Acute myocardial infarction, discharged alive w CC","676",,"10/01/2012","09/30/2013"
"MN","282","Acute myocardial infarction, discharged alive w/o CC/MCC","424",,"10/01/2012","09/30/2013"
"MN","291","Heart failure and shock w MCC","1951",,"10/01/2012","09/30/2013"
"MN","292","Heart failure and shock w CC","2901",,"10/01/2012","09/30/2013"
"MN","293","Heart failure and shock w/o CC/MCC","1105",,"10/01/2012","09/30/2013"
"MN","313","Chest Pain","1414",,"10/01/2012","09/30/2013"
"MN","328","Stomach, esophageal duodenal proc w/o CC/MCC","209",,"10/01/2012","09/30/2013"
"MN","329","Major small and large bowel procedures w MCC","667",,"10/01/2012","09/30/2013"
"MN","330","Major small and large bowel procedures w CC","1129",,"10/01/2012","09/30/2013"
"MN","331","Major small and large bowel procedures w/o CC/MCC","383",,"10/01/2012","09/30/2013"
"MN","353","Hernia procedures except inguinal and femoral w MCC","56",,"10/01/2012","09/30/2013"
"MN","354","Hernia procedures except inguinal and femoral w CC","195",,"10/01/2012","09/30/2013"
"MN","355","Hernia procedures except inguinal and femoral w/o CC/MCC","173",,"10/01/2012","09/30/2013"
"MN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","63",,"10/01/2012","09/30/2013"
"MN","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","255",,"10/01/2012","09/30/2013"
"MN","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","487",,"10/01/2012","09/30/2013"
"MN","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","346",,"10/01/2012","09/30/2013"
"MN","459","Spinal fusion except cervical w MCC","103",,"10/01/2012","09/30/2013"
"MN","460","Spinal fusion except cervical w/o MCC","1144",,"10/01/2012","09/30/2013"
"MN","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"MN","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","178",,"10/01/2012","09/30/2013"
"MN","466","Revision of hip or knee replacement w MCC","89",,"10/01/2012","09/30/2013"
"MN","467","Revision of hip or knee replacement w CC","715",,"10/01/2012","09/30/2013"
"MN","468","Revision of hip or knee replacement w/o CC/MCC","400",,"10/01/2012","09/30/2013"
"MN","469","Major joint replacement or reattachment of lower extremity w MCC","507",,"10/01/2012","09/30/2013"
"MN","470","Major joint replacement or reattachment of lower extremity w/o MCC","10049",,"10/01/2012","09/30/2013"
"MN","471","Cervical spinal fusion w MCC","50",,"10/01/2012","09/30/2013"
"MN","472","Cervical spinal fusion w CC","211",,"10/01/2012","09/30/2013"
"MN","473","Cervical spinal fusion w/o CC/MCC","342",,"10/01/2012","09/30/2013"
"MN","477","Biopsies of musculoskeletal system and connective tissue w MCC","22",,"10/01/2012","09/30/2013"
"MN","478","Biopsies of musculoskeletal system and connective tissue w CC","50",,"10/01/2012","09/30/2013"
"MN","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MN","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","639",,"10/01/2012","09/30/2013"
"MN","491","Back and neck proc exc spinal fusion w/o CC/MCC","985",,"10/01/2012","09/30/2013"
"MN","507","Major shoulder or elbow joint procedures w CC/MCC","20",,"10/01/2012","09/30/2013"
"MN","508","Major shoulder or elbow joint procedures w/o CC/MCC","12",,"10/01/2012","09/30/2013"
"MN","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","54",,"10/01/2012","09/30/2013"
"MN","637","Diabetes w MCC","214",,"10/01/2012","09/30/2013"
"MN","656","Kidney and ureter procedures for neoplasm w MCC","72",,"10/01/2012","09/30/2013"
"MN","657","Kidney and ureter procedures for neoplasm w CC","223",,"10/01/2012","09/30/2013"
"MN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","97",,"10/01/2012","09/30/2013"
"MN","659","Kidney and ureter procedures for non-neoplasm w MCC","88",,"10/01/2012","09/30/2013"
"MN","668","Transurethral procedures w MCC","46",,"10/01/2012","09/30/2013"
"MN","673","Other kidney and urinary tract procedures w MCC","126",,"10/01/2012","09/30/2013"
"MN","674","Other kidney and urinary tract procedures w CC","95",,"10/01/2012","09/30/2013"
"MN","675","Other kidney and urinary tract procedures w/o CC/MCC","23",,"10/01/2012","09/30/2013"
"MN","713","Transurethral prostatectomy w CC/MCC","91",,"10/01/2012","09/30/2013"
"MN","714","Transurethral prostatectomy w/o CC/MCC","126",,"10/01/2012","09/30/2013"
"MN","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","459",,"10/01/2012","09/30/2013"
"MN","748","Female reproductive system reconstructive procedures","196",,"10/01/2012","09/30/2013"
"MO","038","Extracranial procedures w CC","380",,"10/01/2012","09/30/2013"
"MO","039","Extracranial procedures w/o CC/MCC","1044",,"10/01/2012","09/30/2013"
"MO","190","Chronic obstructive pulmonary disease w MCC","3356",,"10/01/2012","09/30/2013"
"MO","191","Chronic obstructive pulmonary disease w CC","3009",,"10/01/2012","09/30/2013"
"MO","192","Chronic obstructive pulmonary disease w/o CC/MCC","2378",,"10/01/2012","09/30/2013"
"MO","193","Simple pneumonia and pleurisy w MCC","3957",,"10/01/2012","09/30/2013"
"MO","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","560",,"10/01/2012","09/30/2013"
"MO","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","543",,"10/01/2012","09/30/2013"
"MO","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","140",,"10/01/2012","09/30/2013"
"MO","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","69",,"10/01/2012","09/30/2013"
"MO","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","67",,"10/01/2012","09/30/2013"
"MO","226","Cardiac defibrillator implant w/o cardiac cath w MCC","119",,"10/01/2012","09/30/2013"
"MO","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","408",,"10/01/2012","09/30/2013"
"MO","235","Coronary bypass w/o cardiac cath w MCC","232",,"10/01/2012","09/30/2013"
"MO","236","Coronary bypass w/o cardiac cath w/o MCC","567",,"10/01/2012","09/30/2013"
"MO","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","554",,"10/01/2012","09/30/2013"
"MO","243","Permanent cardiac pacemaker implant w CC","786",,"10/01/2012","09/30/2013"
"MO","244","Permanent cardiac pacemaker implant w/o CC/MCC","658",,"10/01/2012","09/30/2013"
"MO","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","2904",,"10/01/2012","09/30/2013"
"MO","280","Acute myocardial infarction, discharged alive w MCC","1395",,"10/01/2012","09/30/2013"
"MO","281","Acute myocardial infarction, discharged alive w CC","920",,"10/01/2012","09/30/2013"
"MO","282","Acute myocardial infarction, discharged alive w/o CC/MCC","563",,"10/01/2012","09/30/2013"
"MO","291","Heart failure and shock w MCC","4978",,"10/01/2012","09/30/2013"
"MO","292","Heart failure and shock w CC","4768",,"10/01/2012","09/30/2013"
"MO","293","Heart failure and shock w/o CC/MCC","1845",,"10/01/2012","09/30/2013"
"MO","313","Chest Pain","2264",,"10/01/2012","09/30/2013"
"MO","328","Stomach, esophageal duodenal proc w/o CC/MCC","211",,"10/01/2012","09/30/2013"
"MO","329","Major small and large bowel procedures w MCC","1040",,"10/01/2012","09/30/2013"
"MO","330","Major small and large bowel procedures w CC","1498",,"10/01/2012","09/30/2013"
"MO","331","Major small and large bowel procedures w/o CC/MCC","675",,"10/01/2012","09/30/2013"
"MO","353","Hernia procedures except inguinal and femoral w MCC","106",,"10/01/2012","09/30/2013"
"MO","354","Hernia procedures except inguinal and femoral w CC","228",,"10/01/2012","09/30/2013"
"MO","355","Hernia procedures except inguinal and femoral w/o CC/MCC","173",,"10/01/2012","09/30/2013"
"MO","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","65",,"10/01/2012","09/30/2013"
"MO","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","467",,"10/01/2012","09/30/2013"
"MO","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","740",,"10/01/2012","09/30/2013"
"MO","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","530",,"10/01/2012","09/30/2013"
"MO","459","Spinal fusion except cervical w MCC","145",,"10/01/2012","09/30/2013"
"MO","460","Spinal fusion except cervical w/o MCC","1954",,"10/01/2012","09/30/2013"
"MO","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"MO","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","267",,"10/01/2012","09/30/2013"
"MO","466","Revision of hip or knee replacement w MCC","97",,"10/01/2012","09/30/2013"
"MO","467","Revision of hip or knee replacement w CC","642",,"10/01/2012","09/30/2013"
"MO","468","Revision of hip or knee replacement w/o CC/MCC","353",,"10/01/2012","09/30/2013"
"MO","469","Major joint replacement or reattachment of lower extremity w MCC","736",,"10/01/2012","09/30/2013"
"MO","470","Major joint replacement or reattachment of lower extremity w/o MCC","10784",,"10/01/2012","09/30/2013"
"MO","471","Cervical spinal fusion w MCC","78",,"10/01/2012","09/30/2013"
"MO","472","Cervical spinal fusion w CC","287",,"10/01/2012","09/30/2013"
"MO","473","Cervical spinal fusion w/o CC/MCC","806",,"10/01/2012","09/30/2013"
"MO","477","Biopsies of musculoskeletal system and connective tissue w MCC","86",,"10/01/2012","09/30/2013"
"MO","478","Biopsies of musculoskeletal system and connective tissue w CC","183",,"10/01/2012","09/30/2013"
"MO","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","83",,"10/01/2012","09/30/2013"
"MO","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","447",,"10/01/2012","09/30/2013"
"MO","491","Back and neck proc exc spinal fusion w/o CC/MCC","569",,"10/01/2012","09/30/2013"
"MO","507","Major shoulder or elbow joint procedures w CC/MCC","22",,"10/01/2012","09/30/2013"
"MO","508","Major shoulder or elbow joint procedures w/o CC/MCC","13",,"10/01/2012","09/30/2013"
"MO","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","114",,"10/01/2012","09/30/2013"
"MO","637","Diabetes w MCC","550",,"10/01/2012","09/30/2013"
"MO","656","Kidney and ureter procedures for neoplasm w MCC","116",,"10/01/2012","09/30/2013"
"MO","657","Kidney and ureter procedures for neoplasm w CC","240",,"10/01/2012","09/30/2013"
"MO","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","195",,"10/01/2012","09/30/2013"
"MO","659","Kidney and ureter procedures for non-neoplasm w MCC","118",,"10/01/2012","09/30/2013"
"MO","668","Transurethral procedures w MCC","86",,"10/01/2012","09/30/2013"
"MO","673","Other kidney and urinary tract procedures w MCC","212",,"10/01/2012","09/30/2013"
"MO","674","Other kidney and urinary tract procedures w CC","204",,"10/01/2012","09/30/2013"
"MO","675","Other kidney and urinary tract procedures w/o CC/MCC","29",,"10/01/2012","09/30/2013"
"MO","713","Transurethral prostatectomy w CC/MCC","89",,"10/01/2012","09/30/2013"
"MO","714","Transurethral prostatectomy w/o CC/MCC","90",,"10/01/2012","09/30/2013"
"MO","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","317",,"10/01/2012","09/30/2013"
"MO","748","Female reproductive system reconstructive procedures","95",,"10/01/2012","09/30/2013"
"MP","190","Chronic obstructive pulmonary disease w MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","191","Chronic obstructive pulmonary disease w CC","Not Available","1","10/01/2012","09/30/2013"
"MP","192","Chronic obstructive pulmonary disease w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","193","Simple pneumonia and pleurisy w MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","280","Acute myocardial infarction, discharged alive w MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","281","Acute myocardial infarction, discharged alive w CC","Not Available","1","10/01/2012","09/30/2013"
"MP","282","Acute myocardial infarction, discharged alive w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","291","Heart failure and shock w MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","292","Heart failure and shock w CC","Not Available","1","10/01/2012","09/30/2013"
"MP","293","Heart failure and shock w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","313","Chest Pain","13",,"10/01/2012","09/30/2013"
"MP","637","Diabetes w MCC","Not Available","1","10/01/2012","09/30/2013"
"MP","674","Other kidney and urinary tract procedures w CC","Not Available","1","10/01/2012","09/30/2013"
"MP","675","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MS","038","Extracranial procedures w CC","155",,"10/01/2012","09/30/2013"
"MS","039","Extracranial procedures w/o CC/MCC","552",,"10/01/2012","09/30/2013"
"MS","190","Chronic obstructive pulmonary disease w MCC","1968",,"10/01/2012","09/30/2013"
"MS","191","Chronic obstructive pulmonary disease w CC","2025",,"10/01/2012","09/30/2013"
"MS","192","Chronic obstructive pulmonary disease w/o CC/MCC","1987",,"10/01/2012","09/30/2013"
"MS","193","Simple pneumonia and pleurisy w MCC","1687",,"10/01/2012","09/30/2013"
"MS","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","116",,"10/01/2012","09/30/2013"
"MS","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","219",,"10/01/2012","09/30/2013"
"MS","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","62",,"10/01/2012","09/30/2013"
"MS","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","21",,"10/01/2012","09/30/2013"
"MS","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","44",,"10/01/2012","09/30/2013"
"MS","226","Cardiac defibrillator implant w/o cardiac cath w MCC","73",,"10/01/2012","09/30/2013"
"MS","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","219",,"10/01/2012","09/30/2013"
"MS","235","Coronary bypass w/o cardiac cath w MCC","98",,"10/01/2012","09/30/2013"
"MS","236","Coronary bypass w/o cardiac cath w/o MCC","364",,"10/01/2012","09/30/2013"
"MS","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","188",,"10/01/2012","09/30/2013"
"MS","243","Permanent cardiac pacemaker implant w CC","396",,"10/01/2012","09/30/2013"
"MS","244","Permanent cardiac pacemaker implant w/o CC/MCC","398",,"10/01/2012","09/30/2013"
"MS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1341",,"10/01/2012","09/30/2013"
"MS","280","Acute myocardial infarction, discharged alive w MCC","842",,"10/01/2012","09/30/2013"
"MS","281","Acute myocardial infarction, discharged alive w CC","556",,"10/01/2012","09/30/2013"
"MS","282","Acute myocardial infarction, discharged alive w/o CC/MCC","406",,"10/01/2012","09/30/2013"
"MS","291","Heart failure and shock w MCC","2709",,"10/01/2012","09/30/2013"
"MS","292","Heart failure and shock w CC","3183",,"10/01/2012","09/30/2013"
"MS","293","Heart failure and shock w/o CC/MCC","1538",,"10/01/2012","09/30/2013"
"MS","313","Chest Pain","1484",,"10/01/2012","09/30/2013"
"MS","328","Stomach, esophageal duodenal proc w/o CC/MCC","161",,"10/01/2012","09/30/2013"
"MS","329","Major small and large bowel procedures w MCC","567",,"10/01/2012","09/30/2013"
"MS","330","Major small and large bowel procedures w CC","763",,"10/01/2012","09/30/2013"
"MS","331","Major small and large bowel procedures w/o CC/MCC","420",,"10/01/2012","09/30/2013"
"MS","353","Hernia procedures except inguinal and femoral w MCC","41",,"10/01/2012","09/30/2013"
"MS","354","Hernia procedures except inguinal and femoral w CC","99",,"10/01/2012","09/30/2013"
"MS","355","Hernia procedures except inguinal and femoral w/o CC/MCC","163",,"10/01/2012","09/30/2013"
"MS","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","61",,"10/01/2012","09/30/2013"
"MS","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","261",,"10/01/2012","09/30/2013"
"MS","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","333",,"10/01/2012","09/30/2013"
"MS","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","371",,"10/01/2012","09/30/2013"
"MS","459","Spinal fusion except cervical w MCC","25",,"10/01/2012","09/30/2013"
"MS","460","Spinal fusion except cervical w/o MCC","618",,"10/01/2012","09/30/2013"
"MS","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"MS","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","45",,"10/01/2012","09/30/2013"
"MS","466","Revision of hip or knee replacement w MCC","28",,"10/01/2012","09/30/2013"
"MS","467","Revision of hip or knee replacement w CC","170",,"10/01/2012","09/30/2013"
"MS","468","Revision of hip or knee replacement w/o CC/MCC","203",,"10/01/2012","09/30/2013"
"MS","469","Major joint replacement or reattachment of lower extremity w MCC","307",,"10/01/2012","09/30/2013"
"MS","470","Major joint replacement or reattachment of lower extremity w/o MCC","4612",,"10/01/2012","09/30/2013"
"MS","471","Cervical spinal fusion w MCC","50",,"10/01/2012","09/30/2013"
"MS","472","Cervical spinal fusion w CC","126",,"10/01/2012","09/30/2013"
"MS","473","Cervical spinal fusion w/o CC/MCC","443",,"10/01/2012","09/30/2013"
"MS","477","Biopsies of musculoskeletal system and connective tissue w MCC","38",,"10/01/2012","09/30/2013"
"MS","478","Biopsies of musculoskeletal system and connective tissue w CC","99",,"10/01/2012","09/30/2013"
"MS","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","39",,"10/01/2012","09/30/2013"
"MS","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149",,"10/01/2012","09/30/2013"
"MS","491","Back and neck proc exc spinal fusion w/o CC/MCC","243",,"10/01/2012","09/30/2013"
"MS","507","Major shoulder or elbow joint procedures w CC/MCC","12",,"10/01/2012","09/30/2013"
"MS","508","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MS","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","28",,"10/01/2012","09/30/2013"
"MS","637","Diabetes w MCC","387",,"10/01/2012","09/30/2013"
"MS","656","Kidney and ureter procedures for neoplasm w MCC","49",,"10/01/2012","09/30/2013"
"MS","657","Kidney and ureter procedures for neoplasm w CC","88",,"10/01/2012","09/30/2013"
"MS","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","89",,"10/01/2012","09/30/2013"
"MS","659","Kidney and ureter procedures for non-neoplasm w MCC","49",,"10/01/2012","09/30/2013"
"MS","668","Transurethral procedures w MCC","43",,"10/01/2012","09/30/2013"
"MS","673","Other kidney and urinary tract procedures w MCC","176",,"10/01/2012","09/30/2013"
"MS","674","Other kidney and urinary tract procedures w CC","156",,"10/01/2012","09/30/2013"
"MS","675","Other kidney and urinary tract procedures w/o CC/MCC","28",,"10/01/2012","09/30/2013"
"MS","713","Transurethral prostatectomy w CC/MCC","85",,"10/01/2012","09/30/2013"
"MS","714","Transurethral prostatectomy w/o CC/MCC","162",,"10/01/2012","09/30/2013"
"MS","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","327",,"10/01/2012","09/30/2013"
"MS","748","Female reproductive system reconstructive procedures","129",,"10/01/2012","09/30/2013"
"MT","038","Extracranial procedures w CC","48",,"10/01/2012","09/30/2013"
"MT","039","Extracranial procedures w/o CC/MCC","150",,"10/01/2012","09/30/2013"
"MT","190","Chronic obstructive pulmonary disease w MCC","304",,"10/01/2012","09/30/2013"
"MT","191","Chronic obstructive pulmonary disease w CC","201",,"10/01/2012","09/30/2013"
"MT","192","Chronic obstructive pulmonary disease w/o CC/MCC","163",,"10/01/2012","09/30/2013"
"MT","193","Simple pneumonia and pleurisy w MCC","392",,"10/01/2012","09/30/2013"
"MT","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","68",,"10/01/2012","09/30/2013"
"MT","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","113",,"10/01/2012","09/30/2013"
"MT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","43",,"10/01/2012","09/30/2013"
"MT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","12",,"10/01/2012","09/30/2013"
"MT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","36",,"10/01/2012","09/30/2013"
"MT","235","Coronary bypass w/o cardiac cath w MCC","32",,"10/01/2012","09/30/2013"
"MT","236","Coronary bypass w/o cardiac cath w/o MCC","105",,"10/01/2012","09/30/2013"
"MT","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","68",,"10/01/2012","09/30/2013"
"MT","243","Permanent cardiac pacemaker implant w CC","88",,"10/01/2012","09/30/2013"
"MT","244","Permanent cardiac pacemaker implant w/o CC/MCC","95",,"10/01/2012","09/30/2013"
"MT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","384",,"10/01/2012","09/30/2013"
"MT","280","Acute myocardial infarction, discharged alive w MCC","81",,"10/01/2012","09/30/2013"
"MT","281","Acute myocardial infarction, discharged alive w CC","89",,"10/01/2012","09/30/2013"
"MT","282","Acute myocardial infarction, discharged alive w/o CC/MCC","82",,"10/01/2012","09/30/2013"
"MT","291","Heart failure and shock w MCC","346",,"10/01/2012","09/30/2013"
"MT","292","Heart failure and shock w CC","393",,"10/01/2012","09/30/2013"
"MT","293","Heart failure and shock w/o CC/MCC","152",,"10/01/2012","09/30/2013"
"MT","313","Chest Pain","110",,"10/01/2012","09/30/2013"
"MT","328","Stomach, esophageal duodenal proc w/o CC/MCC","42",,"10/01/2012","09/30/2013"
"MT","329","Major small and large bowel procedures w MCC","135",,"10/01/2012","09/30/2013"
"MT","330","Major small and large bowel procedures w CC","206",,"10/01/2012","09/30/2013"
"MT","331","Major small and large bowel procedures w/o CC/MCC","86",,"10/01/2012","09/30/2013"
"MT","353","Hernia procedures except inguinal and femoral w MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","354","Hernia procedures except inguinal and femoral w CC","25",,"10/01/2012","09/30/2013"
"MT","355","Hernia procedures except inguinal and femoral w/o CC/MCC","20",,"10/01/2012","09/30/2013"
"MT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18",,"10/01/2012","09/30/2013"
"MT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","57",,"10/01/2012","09/30/2013"
"MT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","76",,"10/01/2012","09/30/2013"
"MT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","72",,"10/01/2012","09/30/2013"
"MT","459","Spinal fusion except cervical w MCC","22",,"10/01/2012","09/30/2013"
"MT","460","Spinal fusion except cervical w/o MCC","419",,"10/01/2012","09/30/2013"
"MT","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","48",,"10/01/2012","09/30/2013"
"MT","466","Revision of hip or knee replacement w MCC","14",,"10/01/2012","09/30/2013"
"MT","467","Revision of hip or knee replacement w CC","111",,"10/01/2012","09/30/2013"
"MT","468","Revision of hip or knee replacement w/o CC/MCC","99",,"10/01/2012","09/30/2013"
"MT","469","Major joint replacement or reattachment of lower extremity w MCC","113",,"10/01/2012","09/30/2013"
"MT","470","Major joint replacement or reattachment of lower extremity w/o MCC","2127",,"10/01/2012","09/30/2013"
"MT","471","Cervical spinal fusion w MCC","11",,"10/01/2012","09/30/2013"
"MT","472","Cervical spinal fusion w CC","46",,"10/01/2012","09/30/2013"
"MT","473","Cervical spinal fusion w/o CC/MCC","142",,"10/01/2012","09/30/2013"
"MT","477","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","478","Biopsies of musculoskeletal system and connective tissue w CC","30",,"10/01/2012","09/30/2013"
"MT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","49",,"10/01/2012","09/30/2013"
"MT","491","Back and neck proc exc spinal fusion w/o CC/MCC","102",,"10/01/2012","09/30/2013"
"MT","507","Major shoulder or elbow joint procedures w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","508","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","12",,"10/01/2012","09/30/2013"
"MT","637","Diabetes w MCC","43",,"10/01/2012","09/30/2013"
"MT","656","Kidney and ureter procedures for neoplasm w MCC","14",,"10/01/2012","09/30/2013"
"MT","657","Kidney and ureter procedures for neoplasm w CC","25",,"10/01/2012","09/30/2013"
"MT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","33",,"10/01/2012","09/30/2013"
"MT","659","Kidney and ureter procedures for non-neoplasm w MCC","11",,"10/01/2012","09/30/2013"
"MT","668","Transurethral procedures w MCC","11",,"10/01/2012","09/30/2013"
"MT","673","Other kidney and urinary tract procedures w MCC","17",,"10/01/2012","09/30/2013"
"MT","674","Other kidney and urinary tract procedures w CC","26",,"10/01/2012","09/30/2013"
"MT","675","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"MT","713","Transurethral prostatectomy w CC/MCC","12",,"10/01/2012","09/30/2013"
"MT","714","Transurethral prostatectomy w/o CC/MCC","24",,"10/01/2012","09/30/2013"
"MT","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","38",,"10/01/2012","09/30/2013"
"MT","748","Female reproductive system reconstructive procedures","Not Available","1","10/01/2012","09/30/2013"
"NC","038","Extracranial procedures w CC","417",,"10/01/2012","09/30/2013"
"NC","039","Extracranial procedures w/o CC/MCC","1161",,"10/01/2012","09/30/2013"
"NC","190","Chronic obstructive pulmonary disease w MCC","5116",,"10/01/2012","09/30/2013"
"NC","191","Chronic obstructive pulmonary disease w CC","4548",,"10/01/2012","09/30/2013"
"NC","192","Chronic obstructive pulmonary disease w/o CC/MCC","2801",,"10/01/2012","09/30/2013"
"NC","193","Simple pneumonia and pleurisy w MCC","5426",,"10/01/2012","09/30/2013"
"NC","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","581",,"10/01/2012","09/30/2013"
"NC","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","615",,"10/01/2012","09/30/2013"
"NC","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","164",,"10/01/2012","09/30/2013"
"NC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","92",,"10/01/2012","09/30/2013"
"NC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","93",,"10/01/2012","09/30/2013"
"NC","226","Cardiac defibrillator implant w/o cardiac cath w MCC","144",,"10/01/2012","09/30/2013"
"NC","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","561",,"10/01/2012","09/30/2013"
"NC","235","Coronary bypass w/o cardiac cath w MCC","263",,"10/01/2012","09/30/2013"
"NC","236","Coronary bypass w/o cardiac cath w/o MCC","589",,"10/01/2012","09/30/2013"
"NC","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","704",,"10/01/2012","09/30/2013"
