"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MO","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.367",,"10/01/2012","09/30/2013"
"MO","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.486",,"10/01/2012","09/30/2013"
"MO","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.424",,"10/01/2012","09/30/2013"
"MO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.929",,"10/01/2012","09/30/2013"
"MO","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.106",,"10/01/2012","09/30/2013"
"MO","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.015",,"10/01/2012","09/30/2013"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.596",,"10/01/2012","09/30/2013"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.809",,"10/01/2012","09/30/2013"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.696",,"10/01/2012","09/30/2013"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.529",,"10/01/2012","09/30/2013"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.933",,"10/01/2012","09/30/2013"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.709",,"10/01/2012","09/30/2013"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.656",,"01/01/2013","09/30/2013"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.926",,"01/01/2013","09/30/2013"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.782",,"01/01/2013","09/30/2013"
"MO","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.842",,"01/01/2013","09/30/2013"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.930",,"01/01/2013","09/30/2013"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.885",,"01/01/2013","09/30/2013"
"MP","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"MP","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"MP","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","Not Available","13","10/01/2012","09/30/2013"
"MP","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"MP","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"MP","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","Not Available","13","10/01/2012","09/30/2013"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13","10/01/2012","09/30/2013"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13","10/01/2012","09/30/2013"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12","01/01/2013","09/30/2013"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12","01/01/2013","09/30/2013"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12","01/01/2013","09/30/2013"
"MP","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12","01/01/2013","09/30/2013"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12","01/01/2013","09/30/2013"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12","01/01/2013","09/30/2013"
"MS","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.716",,"10/01/2012","09/30/2013"
"MS","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.969",,"10/01/2012","09/30/2013"
"MS","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.835",,"10/01/2012","09/30/2013"
"MS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.970",,"10/01/2012","09/30/2013"
"MS","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.235",,"10/01/2012","09/30/2013"
"MS","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.097",,"10/01/2012","09/30/2013"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.497",,"10/01/2012","09/30/2013"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.829",,"10/01/2012","09/30/2013"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.647",,"10/01/2012","09/30/2013"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.502",,"10/01/2012","09/30/2013"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.031",,"10/01/2012","09/30/2013"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.731",,"10/01/2012","09/30/2013"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.942",,"01/01/2013","09/30/2013"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.402",,"01/01/2013","09/30/2013"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.155",,"01/01/2013","09/30/2013"
"MS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.533",,"01/01/2013","09/30/2013"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.638",,"01/01/2013","09/30/2013"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.584",,"01/01/2013","09/30/2013"
"MT","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.433",,"10/01/2012","09/30/2013"
"MT","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","1.024",,"10/01/2012","09/30/2013"
"MT","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.682",,"10/01/2012","09/30/2013"
"MT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.900",,"10/01/2012","09/30/2013"
"MT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.718",,"10/01/2012","09/30/2013"
"MT","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.260",,"10/01/2012","09/30/2013"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.597",,"10/01/2012","09/30/2013"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.335",,"10/01/2012","09/30/2013"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.911",,"10/01/2012","09/30/2013"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.490",,"10/01/2012","09/30/2013"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.217",,"10/01/2012","09/30/2013"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.121",,"10/01/2012","09/30/2013"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.133",,"01/01/2013","09/30/2013"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.955",,"01/01/2013","09/30/2013"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.409",,"01/01/2013","09/30/2013"
"MT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.707",,"01/01/2013","09/30/2013"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.979",,"01/01/2013","09/30/2013"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.835",,"01/01/2013","09/30/2013"
"NC","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.457",,"10/01/2012","09/30/2013"
"NC","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.569",,"10/01/2012","09/30/2013"
"NC","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.511",,"10/01/2012","09/30/2013"
"NC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.099",,"10/01/2012","09/30/2013"
"NC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.259",,"10/01/2012","09/30/2013"
"NC","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.177",,"10/01/2012","09/30/2013"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.813",,"10/01/2012","09/30/2013"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.033",,"10/01/2012","09/30/2013"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.918",,"10/01/2012","09/30/2013"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.649",,"10/01/2012","09/30/2013"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.019",,"10/01/2012","09/30/2013"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.818",,"10/01/2012","09/30/2013"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.818",,"01/01/2013","09/30/2013"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.055",,"01/01/2013","09/30/2013"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.931",,"01/01/2013","09/30/2013"
"NC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.823",,"01/01/2013","09/30/2013"
"NC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.897",,"01/01/2013","09/30/2013"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.859",,"01/01/2013","09/30/2013"
"ND","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.243",,"10/01/2012","09/30/2013"
"ND","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.562",,"10/01/2012","09/30/2013"
"ND","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.378",,"10/01/2012","09/30/2013"
"ND","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.526",,"10/01/2012","09/30/2013"
"ND","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.996",,"10/01/2012","09/30/2013"
"ND","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.733",,"10/01/2012","09/30/2013"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.745",,"10/01/2012","09/30/2013"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.637",,"10/01/2012","09/30/2013"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.126",,"10/01/2012","09/30/2013"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.431",,"10/01/2012","09/30/2013"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.212",,"10/01/2012","09/30/2013"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.064",,"10/01/2012","09/30/2013"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.744",,"01/01/2013","09/30/2013"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.797",,"01/01/2013","09/30/2013"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.187",,"01/01/2013","09/30/2013"
"ND","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.646",,"01/01/2013","09/30/2013"
"ND","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.890",,"01/01/2013","09/30/2013"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.761",,"01/01/2013","09/30/2013"
"NE","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.429",,"10/01/2012","09/30/2013"
"NE","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.726",,"10/01/2012","09/30/2013"
"NE","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.563",,"10/01/2012","09/30/2013"
"NE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.109",,"10/01/2012","09/30/2013"
"NE","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.615",,"10/01/2012","09/30/2013"
"NE","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.344",,"10/01/2012","09/30/2013"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.989",,"10/01/2012","09/30/2013"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.586",,"10/01/2012","09/30/2013"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.261",,"10/01/2012","09/30/2013"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.362",,"10/01/2012","09/30/2013"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.137",,"10/01/2012","09/30/2013"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.669",,"10/01/2012","09/30/2013"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.451",,"01/01/2013","09/30/2013"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.943",,"01/01/2013","09/30/2013"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.664",,"01/01/2013","09/30/2013"
"NE","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.549",,"01/01/2013","09/30/2013"
"NE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.710",,"01/01/2013","09/30/2013"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.626",,"01/01/2013","09/30/2013"
"NH","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.218",,"10/01/2012","09/30/2013"
"NH","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.584",,"10/01/2012","09/30/2013"
"NH","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.368",,"10/01/2012","09/30/2013"
"NH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.730",,"10/01/2012","09/30/2013"
"NH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.258",,"10/01/2012","09/30/2013"
"NH","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.967",,"10/01/2012","09/30/2013"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.622",,"10/01/2012","09/30/2013"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.222",,"10/01/2012","09/30/2013"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.884",,"10/01/2012","09/30/2013"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.530",,"10/01/2012","09/30/2013"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.993",,"10/01/2012","09/30/2013"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.086",,"10/01/2012","09/30/2013"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.214",,"01/01/2013","09/30/2013"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.820",,"01/01/2013","09/30/2013"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.446",,"01/01/2013","09/30/2013"
"NH","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.719",,"01/01/2013","09/30/2013"
"NH","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.940",,"01/01/2013","09/30/2013"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.824",,"01/01/2013","09/30/2013"
"NJ","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.552",,"10/01/2012","09/30/2013"
"NJ","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.685",,"10/01/2012","09/30/2013"
"NJ","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.616",,"10/01/2012","09/30/2013"
"NJ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.976",,"10/01/2012","09/30/2013"
"NJ","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.138",,"10/01/2012","09/30/2013"
"NJ","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.055",,"10/01/2012","09/30/2013"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.672",,"10/01/2012","09/30/2013"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.890",,"10/01/2012","09/30/2013"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.775",,"10/01/2012","09/30/2013"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.707",,"10/01/2012","09/30/2013"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.151",,"10/01/2012","09/30/2013"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.909",,"10/01/2012","09/30/2013"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.028",,"01/01/2013","09/30/2013"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.300",,"01/01/2013","09/30/2013"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.158",,"01/01/2013","09/30/2013"
"NJ","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.021",,"01/01/2013","09/30/2013"
"NJ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.103",,"01/01/2013","09/30/2013"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.061",,"01/01/2013","09/30/2013"
"NM","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.363",,"10/01/2012","09/30/2013"
"NM","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.653",,"10/01/2012","09/30/2013"
"NM","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.492",,"10/01/2012","09/30/2013"
"NM","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.751",,"10/01/2012","09/30/2013"
"NM","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.133",,"10/01/2012","09/30/2013"
"NM","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.927",,"10/01/2012","09/30/2013"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.553",,"10/01/2012","09/30/2013"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.108",,"10/01/2012","09/30/2013"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.794",,"10/01/2012","09/30/2013"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.260",,"10/01/2012","09/30/2013"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.065",,"10/01/2012","09/30/2013"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.561",,"10/01/2012","09/30/2013"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.111",,"01/01/2013","09/30/2013"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.462",,"01/01/2013","09/30/2013"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.243",,"01/01/2013","09/30/2013"
"NM","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.000",,"01/01/2013","09/30/2013"
"NM","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.220",,"01/01/2013","09/30/2013"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.106",,"01/01/2013","09/30/2013"
"NV","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.501",,"10/01/2012","09/30/2013"
"NV","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.684",,"10/01/2012","09/30/2013"
"NV","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.588",,"10/01/2012","09/30/2013"
"NV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.063",,"10/01/2012","09/30/2013"
"NV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.347",,"10/01/2012","09/30/2013"
"NV","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.199",,"10/01/2012","09/30/2013"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.828",,"10/01/2012","09/30/2013"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.337",,"10/01/2012","09/30/2013"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.060",,"10/01/2012","09/30/2013"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.565",,"10/01/2012","09/30/2013"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.365",,"10/01/2012","09/30/2013"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.900",,"10/01/2012","09/30/2013"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.538",,"01/01/2013","09/30/2013"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.035",,"01/01/2013","09/30/2013"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.757",,"01/01/2013","09/30/2013"
"NV","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.103",,"01/01/2013","09/30/2013"
"NV","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.287",,"01/01/2013","09/30/2013"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.192",,"01/01/2013","09/30/2013"
"NY","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.450",,"10/01/2012","09/30/2013"
"NY","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.527",,"10/01/2012","09/30/2013"
"NY","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.488",,"10/01/2012","09/30/2013"
"NY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.291",,"10/01/2012","09/30/2013"
"NY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.410",,"10/01/2012","09/30/2013"
"NY","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.350",,"10/01/2012","09/30/2013"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.082",,"10/01/2012","09/30/2013"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.271",,"10/01/2012","09/30/2013"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.174",,"10/01/2012","09/30/2013"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.029",,"10/01/2012","09/30/2013"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.375",,"10/01/2012","09/30/2013"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.193",,"10/01/2012","09/30/2013"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.978",,"01/01/2013","09/30/2013"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.134",,"01/01/2013","09/30/2013"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.054",,"01/01/2013","09/30/2013"
"NY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.963",,"01/01/2013","09/30/2013"
"NY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.010",,"01/01/2013","09/30/2013"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.987",,"01/01/2013","09/30/2013"
"OH","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.394",,"10/01/2012","09/30/2013"
"OH","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.485",,"10/01/2012","09/30/2013"
"OH","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.438",,"10/01/2012","09/30/2013"
"OH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.942",,"10/01/2012","09/30/2013"
"OH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.063",,"10/01/2012","09/30/2013"
"OH","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.001",,"10/01/2012","09/30/2013"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.756",,"10/01/2012","09/30/2013"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.925",,"10/01/2012","09/30/2013"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.837",,"10/01/2012","09/30/2013"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.501",,"10/01/2012","09/30/2013"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.777",,"10/01/2012","09/30/2013"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.628",,"10/01/2012","09/30/2013"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.783",,"01/01/2013","09/30/2013"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.985",,"01/01/2013","09/30/2013"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.880",,"01/01/2013","09/30/2013"
"OH","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.906",,"01/01/2013","09/30/2013"
"OH","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.970",,"01/01/2013","09/30/2013"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.938",,"01/01/2013","09/30/2013"
