"Provider ID","Hospital Name","State","Measure ID","Measure Name","Score","Footnote","Measure Start Date","Measure End Date"
"260193","ST MARY'S MEDICAL CENTER","MO","OP_8","MRI Lumbar Spine for Low Back Pain","36.1",,"07/01/2012","06/30/2013"
"260193","ST MARY'S MEDICAL CENTER","MO","OP_9","Mammography Follow-up Rates","7.7",,"07/01/2012","06/30/2013"
"260195","CITIZENS MEMORIAL HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","2.3",,"07/01/2012","06/30/2013"
"260195","CITIZENS MEMORIAL HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"260195","CITIZENS MEMORIAL HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.8",,"07/01/2012","06/30/2013"
"260195","CITIZENS MEMORIAL HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.4",,"07/01/2012","06/30/2013"
"260195","CITIZENS MEMORIAL HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","51.3",,"07/01/2012","06/30/2013"
"260195","CITIZENS MEMORIAL HOSPITAL","MO","OP_9","Mammography Follow-up Rates","6.6",,"07/01/2012","06/30/2013"
"260200","SSM ST JOSEPH HOSPITAL WEST","MO","OP_10","Abdomen CT Use of Contrast Material","5.0",,"07/01/2012","06/30/2013"
"260200","SSM ST JOSEPH HOSPITAL WEST","MO","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"260200","SSM ST JOSEPH HOSPITAL WEST","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.1",,"07/01/2012","06/30/2013"
"260200","SSM ST JOSEPH HOSPITAL WEST","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.1",,"07/01/2012","06/30/2013"
"260200","SSM ST JOSEPH HOSPITAL WEST","MO","OP_8","MRI Lumbar Spine for Low Back Pain","35.5",,"07/01/2012","06/30/2013"
"260200","SSM ST JOSEPH HOSPITAL WEST","MO","OP_9","Mammography Follow-up Rates","6.4",,"07/01/2012","06/30/2013"
"260207","OZARKS COMMUNITY HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","17.8",,"07/01/2012","06/30/2013"
"260207","OZARKS COMMUNITY HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"260207","OZARKS COMMUNITY HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.2",,"07/01/2012","06/30/2013"
"260207","OZARKS COMMUNITY HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","8.8",,"07/01/2012","06/30/2013"
"260207","OZARKS COMMUNITY HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"260207","OZARKS COMMUNITY HOSPITAL","MO","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"260209","CALLAWAY COMMUNITY HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","55.1",,"07/01/2012","06/30/2013"
"260209","CALLAWAY COMMUNITY HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","2.9",,"07/01/2012","06/30/2013"
"260209","CALLAWAY COMMUNITY HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"260209","CALLAWAY COMMUNITY HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"260209","CALLAWAY COMMUNITY HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"260209","CALLAWAY COMMUNITY HOSPITAL","MO","OP_9","Mammography Follow-up Rates","14.5",,"07/01/2012","06/30/2013"
"260210","ST ALEXIUS HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","9.9",,"07/01/2012","06/30/2013"
"260210","ST ALEXIUS HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"260210","ST ALEXIUS HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"260210","ST ALEXIUS HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"260210","ST ALEXIUS HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"260210","ST ALEXIUS HOSPITAL","MO","OP_9","Mammography Follow-up Rates","22.1",,"07/01/2012","06/30/2013"
"260214","BELTON REGIONAL MEDICAL CENTER","MO","OP_10","Abdomen CT Use of Contrast Material","3.5",,"07/01/2012","06/30/2013"
"260214","BELTON REGIONAL MEDICAL CENTER","MO","OP_11","Thorax CT Use of Contrast Material","0.6",,"07/01/2012","06/30/2013"
"260214","BELTON REGIONAL MEDICAL CENTER","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.0",,"07/01/2012","06/30/2013"
"260214","BELTON REGIONAL MEDICAL CENTER","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"260214","BELTON REGIONAL MEDICAL CENTER","MO","OP_8","MRI Lumbar Spine for Low Back Pain","37.0",,"07/01/2012","06/30/2013"
"260214","BELTON REGIONAL MEDICAL CENTER","MO","OP_9","Mammography Follow-up Rates","6.2",,"07/01/2012","06/30/2013"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","2.2",,"07/01/2012","06/30/2013"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.2",,"07/01/2012","06/30/2013"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.4",,"07/01/2012","06/30/2013"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","44.2",,"07/01/2012","06/30/2013"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","MO","OP_9","Mammography Follow-up Rates","8.4",,"07/01/2012","06/30/2013"
"260219","PROGRESS WEST HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","1.9",,"07/01/2012","06/30/2013"
"260219","PROGRESS WEST HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"260219","PROGRESS WEST HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","8.6",,"07/01/2012","06/30/2013"
"260219","PROGRESS WEST HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"260219","PROGRESS WEST HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"260219","PROGRESS WEST HOSPITAL","MO","OP_9","Mammography Follow-up Rates","5.8",,"07/01/2012","06/30/2013"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","MO","OP_10","Abdomen CT Use of Contrast Material","22.4",,"07/01/2012","06/30/2013"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","MO","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.9",,"07/01/2012","06/30/2013"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","MO","OP_8","MRI Lumbar Spine for Low Back Pain","31.3",,"07/01/2012","06/30/2013"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","MO","OP_9","Mammography Follow-up Rates","6.7",,"07/01/2012","06/30/2013"
"260228","MERCY MCCUNE BROOKS HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","35.2",,"07/01/2012","06/30/2013"
"260228","MERCY MCCUNE BROOKS HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"260228","MERCY MCCUNE BROOKS HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"260228","MERCY MCCUNE BROOKS HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"260228","MERCY MCCUNE BROOKS HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"260228","MERCY MCCUNE BROOKS HOSPITAL","MO","OP_9","Mammography Follow-up Rates","2.7",,"07/01/2012","06/30/2013"
"260229","SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY","MO","OP_10","Abdomen CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
"260229","SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY","MO","OP_11","Thorax CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
"260229","SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"260229","SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","7","07/01/2012","06/30/2013"
"260229","SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"260229","SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY","MO","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"261303","COMMUNITY HOSPITAL ASSOCIATION","MO","OP_10","Abdomen CT Use of Contrast Material","9.2",,"07/01/2012","06/30/2013"
"261303","COMMUNITY HOSPITAL ASSOCIATION","MO","OP_11","Thorax CT Use of Contrast Material","3.4",,"07/01/2012","06/30/2013"
"261303","COMMUNITY HOSPITAL ASSOCIATION","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"261303","COMMUNITY HOSPITAL ASSOCIATION","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"261303","COMMUNITY HOSPITAL ASSOCIATION","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"261303","COMMUNITY HOSPITAL ASSOCIATION","MO","OP_9","Mammography Follow-up Rates","11.0",,"07/01/2012","06/30/2013"
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"261306","SULLIVAN COUNTY MEMORIAL HOSPITAL","MO","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"261309","WRIGHT MEMORIAL HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","4.8",,"07/01/2012","06/30/2013"
"261309","WRIGHT MEMORIAL HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","2.1",,"07/01/2012","06/30/2013"
"261309","WRIGHT MEMORIAL HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"261309","WRIGHT MEMORIAL HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"261309","WRIGHT MEMORIAL HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"261309","WRIGHT MEMORIAL HOSPITAL","MO","OP_9","Mammography Follow-up Rates","65.5",,"07/01/2012","06/30/2013"
"261320","LAFAYETTE REGIONAL HEALTH CENTER","MO","OP_10","Abdomen CT Use of Contrast Material","6.7",,"07/01/2012","06/30/2013"
"261320","LAFAYETTE REGIONAL HEALTH CENTER","MO","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"261320","LAFAYETTE REGIONAL HEALTH CENTER","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"261320","LAFAYETTE REGIONAL HEALTH CENTER","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"261320","LAFAYETTE REGIONAL HEALTH CENTER","MO","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"261320","LAFAYETTE REGIONAL HEALTH CENTER","MO","OP_9","Mammography Follow-up Rates","10.2",,"07/01/2012","06/30/2013"
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","2.5",,"07/01/2012","06/30/2013"
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","1.7",,"07/01/2012","06/30/2013"
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.5",,"07/01/2012","06/30/2013"
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","53.1",,"07/01/2012","06/30/2013"
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","MO","OP_9","Mammography Follow-up Rates","5.5",,"07/01/2012","06/30/2013"
"261337","MISSOURI BAPTIST SULLIVAN HOSPITAL","MO","OP_10","Abdomen CT Use of Contrast Material","2.0",,"07/01/2012","06/30/2013"
"261337","MISSOURI BAPTIST SULLIVAN HOSPITAL","MO","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"261337","MISSOURI BAPTIST SULLIVAN HOSPITAL","MO","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","0.0",,"07/01/2012","06/30/2013"
"261337","MISSOURI BAPTIST SULLIVAN HOSPITAL","MO","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"261337","MISSOURI BAPTIST SULLIVAN HOSPITAL","MO","OP_8","MRI Lumbar Spine for Low Back Pain","53.8",,"07/01/2012","06/30/2013"
"261337","MISSOURI BAPTIST SULLIVAN HOSPITAL","MO","OP_9","Mammography Follow-up Rates","6.4",,"07/01/2012","06/30/2013"
"270003","ST PETER'S HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","8.2",,"07/01/2012","06/30/2013"
"270003","ST PETER'S HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","4.6",,"07/01/2012","06/30/2013"
"270003","ST PETER'S HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.9",,"07/01/2012","06/30/2013"
"270003","ST PETER'S HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.2",,"07/01/2012","06/30/2013"
"270003","ST PETER'S HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","40.6",,"07/01/2012","06/30/2013"
"270003","ST PETER'S HOSPITAL","MT","OP_9","Mammography Follow-up Rates","8.6",,"07/01/2012","06/30/2013"
"270004","BILLINGS CLINIC HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","5.0",,"07/01/2012","06/30/2013"
"270004","BILLINGS CLINIC HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","0.2",,"07/01/2012","06/30/2013"
"270004","BILLINGS CLINIC HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.9",,"07/01/2012","06/30/2013"
"270004","BILLINGS CLINIC HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.4",,"07/01/2012","06/30/2013"
"270004","BILLINGS CLINIC HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","37.7",,"07/01/2012","06/30/2013"
"270004","BILLINGS CLINIC HOSPITAL","MT","OP_9","Mammography Follow-up Rates","4.3",,"07/01/2012","06/30/2013"
"270012","BENEFIS HOSPITALS INC","MT","OP_10","Abdomen CT Use of Contrast Material","5.2",,"07/01/2012","06/30/2013"
"270012","BENEFIS HOSPITALS INC","MT","OP_11","Thorax CT Use of Contrast Material","0.4",,"07/01/2012","06/30/2013"
"270012","BENEFIS HOSPITALS INC","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.2",,"07/01/2012","06/30/2013"
"270012","BENEFIS HOSPITALS INC","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"270012","BENEFIS HOSPITALS INC","MT","OP_8","MRI Lumbar Spine for Low Back Pain","40.4",,"07/01/2012","06/30/2013"
"270012","BENEFIS HOSPITALS INC","MT","OP_9","Mammography Follow-up Rates","8.8",,"07/01/2012","06/30/2013"
"270014","ST PATRICK HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","8.5",,"07/01/2012","06/30/2013"
"270014","ST PATRICK HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"270014","ST PATRICK HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.8",,"07/01/2012","06/30/2013"
"270014","ST PATRICK HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.8",,"07/01/2012","06/30/2013"
"270014","ST PATRICK HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","37.7",,"07/01/2012","06/30/2013"
"270014","ST PATRICK HOSPITAL","MT","OP_9","Mammography Follow-up Rates","6.8",,"07/01/2012","06/30/2013"
"270017","ST JAMES HEALTHCARE","MT","OP_10","Abdomen CT Use of Contrast Material","5.5",,"07/01/2012","06/30/2013"
"270017","ST JAMES HEALTHCARE","MT","OP_11","Thorax CT Use of Contrast Material","1.6",,"07/01/2012","06/30/2013"
"270017","ST JAMES HEALTHCARE","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.0",,"07/01/2012","06/30/2013"
"270017","ST JAMES HEALTHCARE","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"270017","ST JAMES HEALTHCARE","MT","OP_8","MRI Lumbar Spine for Low Back Pain","48.1",,"07/01/2012","06/30/2013"
"270017","ST JAMES HEALTHCARE","MT","OP_9","Mammography Follow-up Rates","10.9",,"07/01/2012","06/30/2013"
"270023","COMMUNITY MEDICAL CENTER INC","MT","OP_10","Abdomen CT Use of Contrast Material","15.2",,"07/01/2012","06/30/2013"
"270023","COMMUNITY MEDICAL CENTER INC","MT","OP_11","Thorax CT Use of Contrast Material","0.4",,"07/01/2012","06/30/2013"
"270023","COMMUNITY MEDICAL CENTER INC","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","8.3",,"07/01/2012","06/30/2013"
"270023","COMMUNITY MEDICAL CENTER INC","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.4",,"07/01/2012","06/30/2013"
"270023","COMMUNITY MEDICAL CENTER INC","MT","OP_8","MRI Lumbar Spine for Low Back Pain","35.9",,"07/01/2012","06/30/2013"
"270023","COMMUNITY MEDICAL CENTER INC","MT","OP_9","Mammography Follow-up Rates","8.3",,"07/01/2012","06/30/2013"
"270032","NORTHERN MONTANA HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","6.8",,"07/01/2012","06/30/2013"
"270032","NORTHERN MONTANA HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","6.5",,"07/01/2012","06/30/2013"
"270032","NORTHERN MONTANA HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","1.7",,"07/01/2012","06/30/2013"
"270032","NORTHERN MONTANA HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"270032","NORTHERN MONTANA HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"270032","NORTHERN MONTANA HOSPITAL","MT","OP_9","Mammography Follow-up Rates","7.0",,"07/01/2012","06/30/2013"
"270049","ST VINCENT HEALTHCARE","MT","OP_10","Abdomen CT Use of Contrast Material","5.6",,"07/01/2012","06/30/2013"
"270049","ST VINCENT HEALTHCARE","MT","OP_11","Thorax CT Use of Contrast Material","0.5",,"07/01/2012","06/30/2013"
"270049","ST VINCENT HEALTHCARE","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","1.7",,"07/01/2012","06/30/2013"
"270049","ST VINCENT HEALTHCARE","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.9",,"07/01/2012","06/30/2013"
"270049","ST VINCENT HEALTHCARE","MT","OP_8","MRI Lumbar Spine for Low Back Pain","50.3",,"07/01/2012","06/30/2013"
"270049","ST VINCENT HEALTHCARE","MT","OP_9","Mammography Follow-up Rates","4.9",,"07/01/2012","06/30/2013"
"270051","KALISPELL REGIONAL MEDICAL CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","4.5",,"07/01/2012","06/30/2013"
"270051","KALISPELL REGIONAL MEDICAL CENTER","MT","OP_11","Thorax CT Use of Contrast Material","3.2",,"07/01/2012","06/30/2013"
"270051","KALISPELL REGIONAL MEDICAL CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.8",,"07/01/2012","06/30/2013"
"270051","KALISPELL REGIONAL MEDICAL CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"270051","KALISPELL REGIONAL MEDICAL CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"270051","KALISPELL REGIONAL MEDICAL CENTER","MT","OP_9","Mammography Follow-up Rates","3.7",,"07/01/2012","06/30/2013"
"270057","BOZEMAN DEACONESS HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","5.2",,"07/01/2012","06/30/2013"
"270057","BOZEMAN DEACONESS HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","2.8",,"07/01/2012","06/30/2013"
"270057","BOZEMAN DEACONESS HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.6",,"07/01/2012","06/30/2013"
"270057","BOZEMAN DEACONESS HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.3",,"07/01/2012","06/30/2013"
"270057","BOZEMAN DEACONESS HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","36.1",,"07/01/2012","06/30/2013"
"270057","BOZEMAN DEACONESS HOSPITAL","MT","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","MT","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"270087","HEALTH CENTER NORTHWEST","MT","OP_10","Abdomen CT Use of Contrast Material","18.7",,"07/01/2012","06/30/2013"
"270087","HEALTH CENTER NORTHWEST","MT","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"270087","HEALTH CENTER NORTHWEST","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"270087","HEALTH CENTER NORTHWEST","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"270087","HEALTH CENTER NORTHWEST","MT","OP_8","MRI Lumbar Spine for Low Back Pain","33.6",,"07/01/2012","06/30/2013"
"270087","HEALTH CENTER NORTHWEST","MT","OP_9","Mammography Follow-up Rates","5.8",,"07/01/2012","06/30/2013"
"271302","DAHL MEMORIAL HEALTHCARE ASSOC","MT","OP_10","Abdomen CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
"271302","DAHL MEMORIAL HEALTHCARE ASSOC","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
"271302","DAHL MEMORIAL HEALTHCARE ASSOC","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"271302","DAHL MEMORIAL HEALTHCARE ASSOC","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","7","07/01/2012","06/30/2013"
"271302","DAHL MEMORIAL HEALTHCARE ASSOC","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"271302","DAHL MEMORIAL HEALTHCARE ASSOC","MT","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"271305","MCCONE COUNTY HEALTH CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
"271305","MCCONE COUNTY HEALTH CENTER","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","7","07/01/2012","06/30/2013"
