"Provider ID","Hospital Name","State","Measure ID","Measure Name","Measure Response","Footnote","Measure Start Date","Measure End Date"
"331304","MARGARETVILLE MEMORIAL HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"331304","MARGARETVILLE MEMORIAL HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331305","O'CONNOR HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331306","MOSES-LUDINGTON HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331307","CLIFTON FINE HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331309","RIVER HOSPITAL, INC","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331310","ELLENVILLE REGIONAL HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331311","LITTLE FALLS HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331312","DELAWARE VALLEY HOSPITAL, INC","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331313","SCHUYLER HOSPITAL, INC","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","NY","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"331315","GOUVERNEUR HOSPITAL","NY","SM_PART_CARD","Cardiac surgery registry","Not Available",,"01/01/2012","12/31/2012"
"331315","GOUVERNEUR HOSPITAL","NY","SM_PART_GEN_SURG","General Surgery Registry","Not Available",,"01/01/2012","12/31/2012"
"331315","GOUVERNEUR HOSPITAL","NY","SM_PART_NURSE","Nursing care registry","Not Available",,"01/01/2012","12/31/2012"
"331315","GOUVERNEUR HOSPITAL","NY","SM_PART_STROKE","Stroke care registry","Not Available",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340004","HIGH POINT REGIONAL HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340008","SCOTLAND MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340010","WAYNE MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340013","RUTHERFORD HOSPITAL INC","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340016","MEDWEST HARRIS","NC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340020","CENTRAL CAROLINA HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340023","PARK RIDGE HEALTH","NC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340024","SAMPSON REGIONAL MEDICAL CENTER","NC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"340027","LENOIR MEMORIAL HOSPITAL","NC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
