"State","Condition","Measure Name","State Average"
"NM","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","55"
"NM","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","12"
"NM","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","65"
"NM","Heart Failure","Patients Given Discharge Instructions","14"
"NM","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","44"
"NM","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","79"
"NM","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","47"
"NM","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"NM","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","70"
"NM","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"NV","Heart Attack","Patients Given Aspirin at Arrival","93"
"NV","Heart Attack","Patients Given Aspirin at Discharge","88"
"NV","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","90"
"NV","Heart Attack","Patients Given Beta Blocker at Discharge","84"
"NV","Heart Attack","Patients Given Beta Blocker at Arrival","82"
"NV","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","73"
"NV","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"NV","Pneumonia","Patients Given Oxygenation Assessment","100"
"NV","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","37"
"NV","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","69"
"NV","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","68"
"NV","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","31"
"NV","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","50"
"NV","Heart Failure","Patients Given Discharge Instructions","22"
"NV","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","60"
"NV","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","67"
"NV","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","57"
"NV","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"NV","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","68"
"NV","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","40"
"NY","Heart Attack","Patients Given Aspirin at Arrival","93"
"NY","Heart Attack","Patients Given Aspirin at Discharge","91"
"NY","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"NY","Heart Attack","Patients Given Beta Blocker at Discharge","92"
"NY","Heart Attack","Patients Given Beta Blocker at Arrival","91"
"NY","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","86"
"NY","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"NY","Pneumonia","Patients Given Oxygenation Assessment","99"
"NY","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","53"
"NY","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","70"
"NY","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","73"
"NY","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"NY","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","65"
"NY","Heart Failure","Patients Given Discharge Instructions","43"
"NY","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","70"
"NY","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"NY","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","66"
"NY","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"NY","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","69"
"NY","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","67"
"OH","Heart Attack","Patients Given Aspirin at Arrival","93"
"OH","Heart Attack","Patients Given Aspirin at Discharge","90"
"OH","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"OH","Heart Attack","Patients Given Beta Blocker at Discharge","92"
"OH","Heart Attack","Patients Given Beta Blocker at Arrival","89"
"OH","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","88"
"OH","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"OH","Pneumonia","Patients Given Oxygenation Assessment","99"
"OH","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","56"
"OH","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","78"
"OH","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","74"
"OH","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"OH","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","72"
"OH","Heart Failure","Patients Given Discharge Instructions","61"
"OH","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","73"
"OH","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"OH","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","71"
"OH","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"OH","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","68"
"OH","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","59"
"OK","Heart Attack","Patients Given Aspirin at Arrival","84"
"OK","Heart Attack","Patients Given Aspirin at Discharge","81"
"OK","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","74"
"OK","Heart Attack","Patients Given Beta Blocker at Discharge","77"
"OK","Heart Attack","Patients Given Beta Blocker at Arrival","74"
"OK","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","70"
"OK","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"OK","Pneumonia","Patients Given Oxygenation Assessment","98"
"OK","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","61"
"OK","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","79"
"OK","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","71"
"OK","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","31"
"OK","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","58"
"OK","Heart Failure","Patients Given Discharge Instructions","43"
"OK","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","60"
"OK","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"OK","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","65"
"OK","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","74"
"OK","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","72"
"OK","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","84"
"OR","Heart Attack","Patients Given Aspirin at Arrival","95"
"OR","Heart Attack","Patients Given Aspirin at Discharge","92"
"OR","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"OR","Heart Attack","Patients Given Beta Blocker at Discharge","90"
"OR","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"OR","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","78"
"OR","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"OR","Pneumonia","Patients Given Oxygenation Assessment","100"
"OR","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","48"
"OR","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","79"
"OR","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","77"
"OR","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","21"
"OR","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","63"
"OR","Heart Failure","Patients Given Discharge Instructions","31"
"OR","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","63"
"OR","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"OR","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","63"
"OR","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","79"
"OR","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","69"
"OR","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","68"
"PA","Heart Attack","Patients Given Aspirin at Arrival","92"
"PA","Heart Attack","Patients Given Aspirin at Discharge","89"
"PA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"PA","Heart Attack","Patients Given Beta Blocker at Discharge","88"
"PA","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"PA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","84"
"PA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"PA","Pneumonia","Patients Given Oxygenation Assessment","98"
"PA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","49"
"PA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","72"
"PA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","73"
"PA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","25"
"PA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","59"
"PA","Heart Failure","Patients Given Discharge Instructions","47"
"PA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","67"
"PA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"PA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","65"
"PA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","76"
"PA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","62"
"PA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","62"
"PR","Heart Attack","Patients Given Aspirin at Arrival","89"
"PR","Heart Attack","Patients Given Aspirin at Discharge","78"
"PR","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","58"
"PR","Heart Attack","Patients Given Beta Blocker at Discharge","75"
"PR","Heart Attack","Patients Given Beta Blocker at Arrival","76"
"PR","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","74"
"PR","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","73"
"PR","Pneumonia","Patients Given Oxygenation Assessment","90"
"PR","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","29"
"PR","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","38"
"PR","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","100"
"PR","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","32"
"PR","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","20"
"PR","Heart Failure","Patients Given Discharge Instructions","76"
"PR","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","100"
"PR","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","64"
"PR","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","90"
"PR","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","63"
"PR","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","46"
"PR","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","100"
"RI","Heart Attack","Patients Given Aspirin at Arrival","95"
"RI","Heart Attack","Patients Given Aspirin at Discharge","96"
"RI","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"RI","Heart Attack","Patients Given Beta Blocker at Discharge","96"
"RI","Heart Attack","Patients Given Beta Blocker at Arrival","95"
"RI","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","93"
"RI","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"RI","Pneumonia","Patients Given Oxygenation Assessment","100"
"RI","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","52"
"RI","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","74"
"RI","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","68"
"RI","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","26"
"RI","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","51"
"RI","Heart Failure","Patients Given Discharge Instructions","67"
"RI","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","58"
"RI","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"RI","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","61"
"RI","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"RI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","95"
"RI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","76"
"SC","Heart Attack","Patients Given Aspirin at Arrival","90"
"SC","Heart Attack","Patients Given Aspirin at Discharge","84"
"SC","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"SC","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"SC","Heart Attack","Patients Given Beta Blocker at Arrival","85"
"SC","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","83"
"SC","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"SC","Pneumonia","Patients Given Oxygenation Assessment","97"
"SC","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","57"
"SC","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","75"
"SC","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","78"
"SC","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","34"
"SC","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","58"
"SC","Heart Failure","Patients Given Discharge Instructions","52"
"SC","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","73"
"SC","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"SC","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","77"
"SC","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","74"
"SC","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","76"
"SC","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","69"
"SD","Heart Attack","Patients Given Aspirin at Arrival","86"
"SD","Heart Attack","Patients Given Aspirin at Discharge","84"
"SD","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"SD","Heart Attack","Patients Given Beta Blocker at Discharge","88"
"SD","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"SD","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","69"
"SD","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"SD","Pneumonia","Patients Given Oxygenation Assessment","99"
"SD","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","63"
"SD","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","83"
"SD","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","67"
"SD","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","28"
"SD","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","54"
"SD","Heart Failure","Patients Given Discharge Instructions","61"
"SD","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","59"
"SD","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","86"
"SD","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","65"
"SD","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","74"
"SD","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"SD","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","71"
"TN","Heart Attack","Patients Given Aspirin at Arrival","85"
"TN","Heart Attack","Patients Given Aspirin at Discharge","80"
"TN","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"TN","Heart Attack","Patients Given Beta Blocker at Discharge","78"
"TN","Heart Attack","Patients Given Beta Blocker at Arrival","76"
"TN","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","74"
"TN","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","76"
"TN","Pneumonia","Patients Given Oxygenation Assessment","99"
"TN","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","57"
"TN","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","76"
"TN","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","80"
"TN","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"TN","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","62"
"TN","Heart Failure","Patients Given Discharge Instructions","50"
"TN","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","75"
"TN","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","79"
"TN","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","76"
"TN","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"TN","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","67"
"TN","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","66"
"TX","Heart Attack","Patients Given Aspirin at Arrival","89"
"TX","Heart Attack","Patients Given Aspirin at Discharge","84"
"TX","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"TX","Heart Attack","Patients Given Beta Blocker at Discharge","81"
"TX","Heart Attack","Patients Given Beta Blocker at Arrival","78"
"TX","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","73"
"TX","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"TX","Pneumonia","Patients Given Oxygenation Assessment","98"
"TX","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","48"
"TX","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","72"
"TX","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","76"
"TX","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","23"
"TX","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","54"
"TX","Heart Failure","Patients Given Discharge Instructions","46"
"TX","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","69"
"TX","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"TX","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","65"
"TX","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","73"
"TX","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","60"
"TX","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","64"
"UT","Heart Attack","Patients Given Aspirin at Arrival","87"
"UT","Heart Attack","Patients Given Aspirin at Discharge","71"
"UT","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"UT","Heart Attack","Patients Given Beta Blocker at Discharge","70"
"UT","Heart Attack","Patients Given Beta Blocker at Arrival","78"
"UT","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","64"
"UT","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"UT","Pneumonia","Patients Given Oxygenation Assessment","100"
"UT","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","48"
"UT","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","82"
"UT","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","74"
"UT","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","38"
"UT","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","67"
"UT","Heart Failure","Patients Given Discharge Instructions","42"
"UT","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","54"
"UT","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","79"
"UT","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","45"
"UT","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","80"
"UT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","60"
"UT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","56"
"VA","Heart Attack","Patients Given Aspirin at Arrival","93"
"VA","Heart Attack","Patients Given Aspirin at Discharge","89"
"VA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"VA","Heart Attack","Patients Given Beta Blocker at Discharge","88"
"VA","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"VA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","84"
"VA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"VA","Pneumonia","Patients Given Oxygenation Assessment","99"
"VA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","53"
"VA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","70"
"VA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","79"
"VA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","35"
"VA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","58"
"VA","Heart Failure","Patients Given Discharge Instructions","47"
"VA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","75"
"VA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"VA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","72"
"VA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","76"
"VA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","65"
"VA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","62"
"VI","Heart Attack","Patients Given Aspirin at Arrival","100"
"VI","Heart Attack","Patients Given Aspirin at Discharge","82"
"VI","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100"
"VI","Heart Attack","Patients Given Beta Blocker at Discharge","90"
"VI","Heart Attack","Patients Given Beta Blocker at Arrival","92"
"VI","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","48"
"VI","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100"
"VI","Pneumonia","Patients Given Oxygenation Assessment","87"
"VI","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","5"
"VI","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","50"
"VI","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","100"
"VI","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","10"
"VI","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","0"
"VI","Heart Failure","Patients Given Discharge Instructions","4"
"VI","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","17"
"VI","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","91"
"VI","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","50"
"VI","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","35"
"VI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision",
"VI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery",
"VT","Heart Attack","Patients Given Aspirin at Arrival","97"
"VT","Heart Attack","Patients Given Aspirin at Discharge","95"
"VT","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"VT","Heart Attack","Patients Given Beta Blocker at Discharge","97"
"VT","Heart Attack","Patients Given Beta Blocker at Arrival","97"
"VT","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","84"
"VT","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"VT","Pneumonia","Patients Given Oxygenation Assessment","99"
"VT","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","55"
"VT","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"VT","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","70"
"VT","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","54"
"VT","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","70"
"VT","Heart Failure","Patients Given Discharge Instructions","51"
"VT","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","74"
"VT","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"VT","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","80"
"VT","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","82"
"VT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","72"
"VT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","63"
"WA","Heart Attack","Patients Given Aspirin at Arrival","95"
"WA","Heart Attack","Patients Given Aspirin at Discharge","91"
"WA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"WA","Heart Attack","Patients Given Beta Blocker at Discharge","90"
"WA","Heart Attack","Patients Given Beta Blocker at Arrival","90"
"WA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","79"
"WA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"WA","Pneumonia","Patients Given Oxygenation Assessment","99"
"WA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","46"
"WA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","75"
"WA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","75"
"WA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","26"
"WA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","69"
"WA","Heart Failure","Patients Given Discharge Instructions","34"
"WA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","57"
"WA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
