"State","Condition","Measure Code","Measure Name","Score"
"SD","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.086"
"TN","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.08"
"TX","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.091"
"UT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.023"
"VA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.028"
"VI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.021"
"VT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.01"
"WA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.018"
"WI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.019"
"WV","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.076"
"WY","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.041"
"AK","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6"
"AL","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.9"
"AR","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5"
"AS","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","Not Available"
"AZ","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6"
"CA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.5"
"CO","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.9"
"CT","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.1"
"DC","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.6"
"DE","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.9"
"FL","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","7"
"GA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.7"
"GU","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","Not Available"
"HI","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.1"
"IA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.1"
"ID","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.1"
"IL","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.5"
"IN","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.7"
"KS","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.2"
"KY","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.6"
"LA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.2"
"MA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.5"
"MD","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.5"
"ME","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.2"
"MI","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.2"
"MN","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.8"
"MO","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.9"
"MP","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","Not Available"
"MS","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6"
"MT","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.8"
"NC","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.6"
"ND","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.6"
"NE","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.4"
"NH","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.3"
"NJ","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.5"
"NM","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.2"
"NV","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.4"
"NY","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.1"
"OH","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.6"
"OK","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.7"
"OR","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5"
"PA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6"
"PR","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.7"
"RI","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","6.3"
"SC","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.9"
"SD","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.5"
"TN","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5"
"TX","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.6"
"UT","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.3"
"VA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.2"
"VI","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.2"
"VT","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","4.4"
"WA","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5"
"WI","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.6"
"WV","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.8"
"WY","Use of Medical Imaging","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery.<br/><i><b>Lower</b> percentages are better</i>","5.3"
"AK","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.5"
"AL","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.3"
"AR","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.1"
"AS","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","Not Available"
"AZ","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.4"
"CA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.1"
"CO","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.1"
"CT","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2"
"DC","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.2"
"DE","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2"
"FL","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.4"
"GA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.2"
"GU","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","Not Available"
"HI","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","1.6"
"IA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2"
"ID","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","1.6"
"IL","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.7"
"IN","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.7"
"KS","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.1"
"KY","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.1"
"LA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3"
"MA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.3"
"MD","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","4.7"
"ME","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","1.6"
"MI","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.4"
"MN","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.5"
"MO","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.2"
"MP","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","Not Available"
"MS","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.9"
"MT","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","1.9"
"NC","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.5"
"ND","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.3"
"NE","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.6"
"NH","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.6"
"NJ","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.6"
"NM","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.8"
"NV","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3"
"NY","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.6"
"OH","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.8"
"OK","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.3"
"OR","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2"
"PA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.1"
"PR","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","0.9"
"RI","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.4"
"SC","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.7"
"SD","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","1.8"
"TN","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.3"
"TX","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.5"
"UT","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.8"
"VA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.2"
"VI","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.4"
"VT","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","1.6"
"WA","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.3"
"WI","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","2.1"
"WV","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3.1"
"WY","Use of Medical Imaging","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time.<br/><i><b>Lower</b> percentages are better</i>","3"
