"State","Condition","Measure Name","Measure Code","Score"
"NE","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","94"
"NH","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"NJ","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","97"
"NM","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","93"
"NV","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"NY","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","95"
"OH","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"OK","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","92"
"OR","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"PA","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"PR","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","74"
"RI","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","94"
"SC","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"SD","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","90"
"TN","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","95"
"TX","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","95"
"UT","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","97"
"VA","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"VI","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","90"
"VT","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"WA","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","95"
"WI","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","96"
"WV","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","94"
"WY","Pneumonia Process of Care Measures","Pneumonia patients given the most appropriate initial antibiotic(s) Higher percentages are better","PN_6","93"
"AK"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"AL"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"AR"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"AS"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","Not Available"
"AZ"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"CA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"CO"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"CT"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"DC"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","92"
"DE"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"FL"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","98"
"GA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"GU"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","Not Available"
"HI"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","98"
"IA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"ID"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"IL"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"IN"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"KS"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"KY"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"LA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"MA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"MD"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","Not Available"
"ME"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"MI"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"MN"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","94"
"MO"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"MP"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","Not Available"
"MS"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"MT"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"NC"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","98"
"ND"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"NE"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"NH"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"NJ"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"NM"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"NV"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","98"
"NY"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"OH"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"OK"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"OR"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"PA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"PR"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","Not Available"
"RI"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"SC"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","98"
"SD"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"TN"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"TX"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","98"
"UT"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"VA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","97"
"VI"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","Not Available"
"VT"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"WA"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"WI"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","96"
"WV"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","95"
"WY"," Process of Care Measures","Outpatients having surgery who got an antibiotic at the right time (within one hour before surgery) Higher percentages are better","OP_6","94"
"AK"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"AL"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"AR"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"AS"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","Not Available"
"AZ"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"CA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"CO"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"CT"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","95"
"DC"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","94"
"DE"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"FL"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"GA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"GU"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","Not Available"
"HI"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"IA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"ID"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"IL"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"IN"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"KS"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"KY"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"LA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"MA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"MD"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","Not Available"
"ME"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"MI"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"MN"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"MO"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"MP"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","Not Available"
"MS"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"MT"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"NC"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"ND"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"NE"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"NH"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"NJ"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"NM"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"NV"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"NY"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","95"
"OH"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"OK"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"OR"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"PA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"PR"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","Not Available"
"RI"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"SC"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"SD"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"TN"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"TX"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"UT"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"VA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"VI"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","Not Available"
"VT"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"WA"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","97"
"WI"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","98"
"WV"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","95"
"WY"," Process of Care Measures","Outpatients having surgery who got the right kind of antibiotic Higher percentages are better","OP_7","96"
"AK","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"AL","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"AR","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"AS","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","Not Available"
"AZ","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"CA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"CO","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"CT","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"DC","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","93"
"DE","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"FL","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"GA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"GU","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","50"
"HI","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"IA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"ID","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"IL","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"IN","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"KS","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"KY","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"LA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"MA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","98"
"MD","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"ME","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"MI","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"MN","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"MO","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"MP","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","Not Available"
"MS","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"MT","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"NC","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","98"
"ND","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"NE","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"NH","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"NJ","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"NM","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","93"
"NV","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"NY","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"OH","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"OK","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"OR","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","94"
"PA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"PR","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","76"
"RI","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"SC","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"SD","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"TN","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"TX","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"UT","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","95"
"VA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","98"
"VI","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","98"
"VT","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"WA","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","97"
"WI","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"WV","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","96"
"WY","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were taking heart drugs called beta blockers before coming to the hospital, who were kept on the beta blockers during the period just before and after their surgery Higher percentages are better","SCIP_CARD_2","93"
"AK","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","97"
"AL","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","99"
"AR","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","98"
"AS","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","Not Available"
"AZ","Surgical Care Improvement Project Process of Care Measures","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","98"
