"State","HCAHPS Question","HCAHPS Measure Code","HCAHPS Answer Description","HCAHPS Answer Percent"
"TN","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","27"
"TX","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","26"
"UT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","32"
"VT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","36"
"VI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","35"
"VA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","31"
"WA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","35"
"WV","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","34"
"WI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","31"
"WY","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","31"
"AS","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","N/A"
"GU","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","N/A"
"MP","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night","N/A"
"AL","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"AK","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","74"
"AZ","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","74"
"AR","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"CA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","71"
"CO","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"CT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","75"
"DE","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"DC","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","68"
"FL","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","72"
"GA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"HI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","73"
"ID","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","78"
"IL","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"IN","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"IA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","80"
"KS","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"KY","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"LA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","81"
"ME","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","81"
"MD","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","73"
"MA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","78"
"MI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","78"
"MN","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","78"
"MS","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","80"
"MO","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"MT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","74"
"NE","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"NV","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","70"
"NH","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","78"
"NJ","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","73"
"NM","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","73"
"NY","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","72"
"NC","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"ND","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"OH","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"OK","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"OR","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"PA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"PR","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","N/A"
"RI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"SC","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"SD","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","80"
"TN","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","78"
"TX","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"UT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"VT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"VI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","79"
"VA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","75"
"WA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","74"
"WV","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","76"
"WI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","80"
"WY","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","77"
"AS","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","N/A"
"GU","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","N/A"
"MP","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well","N/A"
"AL","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"AK","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"AZ","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"AR","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"CA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","7"
"CO","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"CT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"DE","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"DC","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","10"
"FL","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","8"
"GA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"HI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"ID","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"IL","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"IN","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"IA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"KS","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"KY","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"LA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"ME","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"MD","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","7"
"MA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"MI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"MN","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"MS","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"MO","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"MT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"NE","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"NV","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","9"
"NH","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"NJ","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","7"
"NM","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"NY","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","7"
"NC","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"ND","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"OH","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"OK","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"OR","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"PA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"PR","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","N/A"
"RI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"SC","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"SD","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"TN","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"TX","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"UT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"VT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"VI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"VA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"WA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"WV","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"WI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"WY","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"AS","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","N/A"
"GU","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","N/A"
"MP","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well","N/A"
"AL","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","15"
"AK","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"AZ","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"AR","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"CA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","22"
"CO","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"CT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"DE","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"DC","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","22"
"FL","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"GA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"HI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"ID","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"IL","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"IN","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"IA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"KS","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"KY","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","16"
"LA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","14"
"ME","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","16"
"MD","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"MA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"MI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"MN","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"MS","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","15"
"MO","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"MT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"NE","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"NV","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"NH","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"NJ","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"NM","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"NY","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"NC","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","16"
"ND","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"OH","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"OK","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"OR","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","20"
"PA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"PR","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","N/A"
"RI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"SC","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","16"
"SD","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"TN","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"TX","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"UT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"VT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","18"
"VI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"VA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"WA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","21"
"WV","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"WI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","17"
"WY","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","19"
"AS","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","N/A"
"GU","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","N/A"
"MP","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well","N/A"
"AL","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","85"
"AK","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","78"
"AZ","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","76"
"AR","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"CA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","76"
"CO","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","80"
"CT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","78"
"DE","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","79"
"DC","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","77"
"FL","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","76"
"GA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"HI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","78"
"ID","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"IL","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","80"
"IN","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"IA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"KS","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","84"
"KY","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"LA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","86"
"ME","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"MD","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","77"
"MA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","79"
"MI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","80"
"MN","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","81"
"MS","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","86"
"MO","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","81"
"MT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","79"
"NE","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"NV","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","74"
"NH","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","80"
"NJ","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","77"
"NM","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","78"
"NY","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","76"
"NC","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"ND","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","78"
"OH","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","79"
"OK","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"OR","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","79"
"PA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","78"
"PR","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","N/A"
"RI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","80"
"SC","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"SD","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"TN","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"TX","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"UT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","83"
"VT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"VI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","85"
"VA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","80"
"WA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","79"
"WV","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"WI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","82"
"WY","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","81"
"AS","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","N/A"
"GU","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","N/A"
"MP","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well","N/A"
"AL","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"AK","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"AZ","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"AR","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"CA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"CO","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"CT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"DE","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"DC","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","7"
"FL","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","7"
"GA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"HI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"ID","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"IL","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"IN","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"IA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"KS","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"KY","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"LA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"ME","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"MD","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"MA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"MI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"MN","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"MS","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"MO","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"MT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"NE","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"NV","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","8"
"NH","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"NJ","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"NM","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"NY","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"NC","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"ND","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"OH","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"OK","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"OR","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"PA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"PR","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","N/A"
"RI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"SC","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"SD","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"TN","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"TX","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"UT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","2"
"VT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"VI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"VA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"WA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"WV","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"WI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"WY","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"AS","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","N/A"
"GU","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","N/A"
"MP","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well","N/A"
"AL","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well","12"
"AK","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well","17"
"AZ","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well","18"
"AR","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well","13"
