Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","PA","19320","CHESTER","Hours of physical-restraint use","0.00","0.00","6921","","Not Available","0.00","0","7","0.00","0.00","2585","","0.00","0.00","3203","","0.00","0.00","1133","","Hours of seclusion","0.00","0.00","6921","","Not Available","0.00","0","7","0.00","0.00","2585","","0.00","0.00","3203","","0.00","0.00","1133","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","SENECA","PA","16346","VENANGO","Hours of physical-restraint use","2.23","139.12","2595","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.02","2256","","17.10","139.10","339","","Hours of seclusion","0.08","4.97","2595","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.06","3.15","2256","","0.22","1.82","339","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","98.75","158","160","","Not Available","0","0","7","Not Available","0","0","7","98.48","130","132","","100.00","28","28","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","20.00","32","160","","Not Available","0","0","7","Not Available","0","0","7","21.21","28","132","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","MEADOWBROOK","PA","19046","MONTGOMERY","Hours of physical-restraint use","0.00","0.00","1989","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","177","","0.00","0.00","1812","","Hours of seclusion","0.00","0.00","1989","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","177","","0.00","0.00","1812","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","12.15","22","181","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","12.65","21","166","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","12.15","22","181","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","12.65","21","166","","10/01/2012","03/31/2013"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","LANCASTER","PA","17604","LANCASTER","Hours of physical-restraint use","0.17","22.15","5561","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.17","20.15","5045","","0.16","2.00","516","","Hours of seclusion","1.01","135.17","5561","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.12","135.17","5045","","0.00","0.00","516","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00","0","33","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00","0","33","","10/01/2012","03/31/2013"
"390115","ARIA HEALTH","10800 KNIGHTS ROAD","PHILADELPHIA","PA","19114","PHILADELPHIA","Hours of physical-restraint use","0.00","0.00","1727","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","280","","0.00","0.00","1447","","Hours of seclusion","1.15","47.57","1727","","Not Available","0.00","0","7","Not Available","0.00","0","7","6.72","45.15","280","","0.07","2.42","1447","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","0.00","0","19","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","0.00","0","156","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","19","","0.00","0","137","","10/01/2012","03/31/2013"
"390116","MERCY SUBURBAN HOSPITAL","2701 DEKALB PIKE","NORRISTOWN","PA","19401","MONTGOMERY","Hours of physical-restraint use","0.44","20.25","1921","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","181","","0.48","20.25","1740","","Hours of seclusion","0.02","0.83","1740","","Not Available","0.00","0","7","Not Available","0.00","0","7","Not Available","0.00","0","7","0.02","0.83","1740","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","92.97","119","128","","Not Available","0","0","7","Not Available","0","0","7","100.00","20","20","","91.67","99","108","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.97","119","128","","Not Available","0","0","7","Not Available","0","0","7","100.00","20","20","","91.67","99","108","","10/01/2012","03/31/2013"
"390119","MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE","SCRANTON","PA","18510","LACKAWANNA","Hours of physical-restraint use","0.00","0.00","2792","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","919","","0.00","0.00","1873","","Hours of seclusion","0.00","0.00","2792","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","919","","0.00","0.00","1873","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","40.51","79","195","","Not Available","0","0","7","Not Available","0","0","7","43.28","29","67","","39.06","50","128","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","37.95","74","195","","Not Available","0","0","7","Not Available","0","0","7","40.30","27","67","","36.72","47","128","","10/01/2012","03/31/2013"
"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","POTTSTOWN","PA","19464","MONTGOMERY","Hours of physical-restraint use","0.03","2.00","3018","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.03","2.00","2414","","0.00","0.00","604","","Hours of seclusion","0.00","0.00","3018","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2414","","0.00","0.00","604","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","95.16","393","413","","Not Available","0","0","7","Not Available","0","0","7","95.20","337","354","","94.92","56","59","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","75.79","313","413","","Not Available","0","0","7","Not Available","0","0","7","73.73","261","354","","88.14","52","59","","10/01/2012","03/31/2013"
"390132","ST JOSEPH'S HOSPITAL","1600 WEST GIRARD AVENUE","PHILADELPHIA","PA","19130","PHILADELPHIA","Hours of physical-restraint use","22.96","97.00","176","","Not Available","0.00","0","7","Not Available","0.00","0","7","22.96","97.00","176","","Not Available","0.00","0","7","Hours of seclusion","0.00","0.00","176","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","176","","Not Available","0.00","0","7","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","94.06","95","101","","Not Available","0","0","7","Not Available","0","0","7","94.00","94","100","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","50.50","51","101","","Not Available","0","0","7","Not Available","0","0","7","51.00","51","100","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390133","LEHIGH VALLEY HOSPITAL","1200 SOUTH CEDAR CREST BOULVARD","ALLENTOWN","PA","18105","LEHIGH","Hours of physical-restraint use","1.41","343.18","10128","","0.00","0.00","85","","0.95","31.91","1393","","1.61","311.27","8079","","0.00","0.00","571","","Hours of seclusion","0.28","68.28","10128","","0.00","0.00","85","","0.00","0.00","1393","","0.35","68.28","8079","","0.00","0.00","571","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","59.00","177","300","","Not Available","Not Available","Not Available","1","67.50","54","80","","57.46","104","181","","48.57","17","35","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","25.67","77","300","","Not Available","Not Available","Not Available","1","20.00","16","80","","30.39","55","181","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","BRYN MAWR","PA","19010","DELAWARE","Hours of physical-restraint use","0.28","21.92","3267","","Not Available","0.00","0","7","0.00","0.00","84","","0.33","21.92","2789","","0.00","0.00","394","","Hours of seclusion","0.06","4.42","3267","","Not Available","0.00","0","7","0.00","0.00","84","","0.07","4.42","2789","","0.00","0.00","394","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","31.94","46","144","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","31.87","29","91","","27.91","12","43","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","28.47","41","144","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","27.47","25","91","","27.91","12","43","","10/01/2012","03/31/2013"
"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD","PHILADELPHIA","PA","19141","PHILADELPHIA","Hours of physical-restraint use","3.69","652.58","7369","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.68","211.42","5235","","8.61","441.17","2134","","Hours of seclusion","0.00","0.00","7369","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","5235","","0.00","0.00","2134","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00","0","89","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","0.00","0","212","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","123","","0.00","0","89","","10/01/2012","03/31/2013"
"390146","WARREN GENERAL HOSPITAL","TWO CRESCENT PARK WEST","WARREN","PA","16365","WARREN","Hours of physical-restraint use","0.41","23.00","2338","","Not Available","0.00","0","7","1.97","9.00","190","","0.32","14.00","1796","","0.00","0.00","352","","Hours of seclusion","1.69","94.80","2338","","Not Available","0.00","0","7","0.00","0.00","190","","2.20","94.80","1796","","0.00","0.00","352","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","0.00","0","2338","","Not Available","0","0","7","0.00","0","190","","0.00","0","1796","","0.00","0","352","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","0.68","16","2338","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390147","MONONGAHELA VALLEY HOSPITAL","1163 COUNTRY CLUB ROAD","MONONGAHELA","PA","15063","WASHINGTON","Hours of physical-restraint use","5.05","45.20","373","","Not Available","0.00","0","7","Not Available","0.00","0","7","5.44","45.20","346","","0.00","0.00","27","","Hours of seclusion","1.82","16.25","373","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.96","16.25","346","","0.00","0.00","27","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","47.03","174","370","","Not Available","0","0","7","Not Available","0","0","7","46.24","160","346","","58.33","14","24","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","23.51","87","370","","Not Available","0","0","7","Not Available","0","0","7","23.70","82","346","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390150","SOUTHWEST REGIONAL MEDICAL CENTER","350 BONAR AVENUE","WAYNESBURG","PA","15370","GREENE","Hours of physical-restraint use","0.16","9.63","2459","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.21","9.63","1915","","0.00","0.00","544","","Hours of seclusion","0.11","6.25","2459","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.14","6.25","1915","","0.00","0.00","544","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00","0","39","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00","0","39","","10/01/2012","03/31/2013"
"390151","CHAMBERSBURG HOSPITAL","112 NORTH SEVENTH STREET","CHAMBERSBURG","PA","17201","FRANKLIN","Hours of physical-restraint use","0.05","2.98","2465","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.06","2.95","2056","","0.00","0.03","409","","Hours of seclusion","0.00","0.00","2465","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2056","","0.00","0.00","409","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","71.74","99","138","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","76.92","70","91","","60.87","28","46","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","56.52","78","138","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","60.44","55","91","","50.00","23","46","","10/01/2012","03/31/2013"
"390156","MERCY FITZGERALD HOSPITAL","LANSDOWNE & BAILY RDS","DARBY","PA","19023","DELAWARE","Hours of physical-restraint use","0.95","128.43","5651","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.97","122.52","5272","","0.65","5.92","379","","Hours of seclusion","0.00","0.00","5651","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","5272","","0.00","0.00","379","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","43.88","86","196","","Not Available","0","0","7","Not Available","0","0","7","48.47","79","163","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","39.29","77","196","","Not Available","0","0","7","Not Available","0","0","7","43.56","71","163","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","MCKEES ROCKS","PA","15136","ALLEGHENY","Hours of physical-restraint use","0.00","0.00","2006","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","537","","0.00","0.00","1469","","Hours of seclusion","0.18","8.48","2006","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","537","","0.24","8.48","1469","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","70.79","63","89","","Not Available","0","0","7","Not Available","0","0","7","71.43","15","21","","70.59","48","68","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","61.80","55","89","","Not Available","0","0","7","Not Available","0","0","7","66.67","14","21","","60.29","41","68","","10/01/2012","03/31/2013"
"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","PITTSBURGH","PA","15213","ALLEGHENY","Hours of physical-restraint use","0.41","603.77","61698","","0.14","7.30","2193","","0.07","11.38","6574","","0.50","584.50","48534","","0.01","0.58","4397","","Hours of seclusion","0.56","827.28","61698","","1.15","60.28","2193","","0.58","91.80","6574","","0.58","674.45","48534","","0.01","0.75","4397","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","805","805","","100.00","118","118","","100.00","136","136","","100.00","434","434","","100.00","117","117","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","80.87","651","805","","67.80","80","118","","78.68","107","136","","81.34","353","434","","94.87","111","117","","10/01/2012","03/31/2013"
"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","BUTLER","PA","16001","BUTLER","Hours of physical-restraint use","0.01","0.48","2399","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","693","","0.01","0.48","1706","","Hours of seclusion","0.00","0.00","2399","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","693","","0.00","0.00","1706","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","52.47","85","162","","Not Available","0","0","7","Not Available","0","0","7","52.05","38","73","","52.81","47","89","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","22.22","36","162","","Not Available","0","0","7","Not Available","0","0","7","26.03","19","73","","19.10","17","89","","10/01/2012","03/31/2013"
