"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"VI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2012","09/30/2013"
"VT","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2012","09/30/2013"
"WA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2012","09/30/2013"
"WI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2012","09/30/2013"
"WV","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2012","09/30/2013"
"WY","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","99","","10/01/2012","09/30/2013"
"AK","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"AL","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"AR","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"AZ","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"CA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2012","09/30/2013"
"CO","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"CT","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"DC","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"DE","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"FL","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"GA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"HI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"ID","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"IL","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"IN","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"KS","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"KY","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"LA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"MA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"MD","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"MI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"MN","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"MO","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"MS","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"NC","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2012","09/30/2013"
"NE","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"NJ","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"NM","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"NV","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"NY","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"OH","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2012","09/30/2013"
"OK","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"OR","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"PA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"PR","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"SC","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"SD","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"TN","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"TX","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2012","09/30/2013"
"UT","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"VA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"WA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"WI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"WV","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","","10/01/2012","09/30/2013"
"AK","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"AL","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"AR","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"AZ","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"CA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2012","09/30/2013"
"CO","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"CT","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"DC","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"DE","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"FL","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"GA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"HI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"ID","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"IL","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"IN","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"KS","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"KY","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"LA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"MA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"MD","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"MI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"MN","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"MO","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"MS","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"NC","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2012","09/30/2013"
"NE","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"NJ","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"NM","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"NV","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"NY","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"OH","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2012","09/30/2013"
"OK","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"OR","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"PA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"PR","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"SC","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"SD","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"TN","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"TX","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2012","09/30/2013"
"UT","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"VA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"WA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"WI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"WV","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","","10/01/2012","09/30/2013"
"AK","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"AL","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"AR","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"AZ","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"CA","Children's Asthma","Home Management Plan of Care Document","CAC_3","88","","10/01/2012","09/30/2013"
"CO","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"CT","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"DC","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"DE","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"FL","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"GA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"HI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"ID","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"IL","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"IN","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"KS","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"KY","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"LA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"MA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"MD","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"MI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"MN","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"MO","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"MS","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"NC","Children's Asthma","Home Management Plan of Care Document","CAC_3","89","","10/01/2012","09/30/2013"
"NE","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"NJ","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"NM","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"NV","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"NY","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"OH","Children's Asthma","Home Management Plan of Care Document","CAC_3","85","","10/01/2012","09/30/2013"
"OK","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"OR","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"PA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"PR","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"SC","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"SD","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"TN","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"TX","Children's Asthma","Home Management Plan of Care Document","CAC_3","93","","10/01/2012","09/30/2013"
"UT","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"VA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"WA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"WI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"WV","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","","10/01/2012","09/30/2013"
"AK","Emergency Department","ED1","ED_1b","287","","10/01/2012","09/30/2013"
"AL","Emergency Department","ED1","ED_1b","240","","10/01/2012","09/30/2013"
"AR","Emergency Department","ED1","ED_1b","214","","10/01/2012","09/30/2013"
"AS","Emergency Department","ED1","ED_1b","Not Available","","10/01/2012","09/30/2013"
"AZ","Emergency Department","ED1","ED_1b","285","","10/01/2012","09/30/2013"
"CA","Emergency Department","ED1","ED_1b","323","","10/01/2012","09/30/2013"
"CO","Emergency Department","ED1","ED_1b","244","","10/01/2012","09/30/2013"
"CT","Emergency Department","ED1","ED_1b","338","","10/01/2012","09/30/2013"
"DC","Emergency Department","ED1","ED_1b","479","","10/01/2012","09/30/2013"
"DE","Emergency Department","ED1","ED_1b","374","","10/01/2012","09/30/2013"
"FL","Emergency Department","ED1","ED_1b","289","","10/01/2012","09/30/2013"
"GA","Emergency Department","ED1","ED_1b","286","","10/01/2012","09/30/2013"
"GU","Emergency Department","ED1","ED_1b","Not Available","","10/01/2012","09/30/2013"
"HI","Emergency Department","ED1","ED_1b","311","","10/01/2012","09/30/2013"
"IA","Emergency Department","ED1","ED_1b","202","","10/01/2012","09/30/2013"
"ID","Emergency Department","ED1","ED_1b","232","","10/01/2012","09/30/2013"
"IL","Emergency Department","ED1","ED_1b","260","","10/01/2012","09/30/2013"
"IN","Emergency Department","ED1","ED_1b","241","","10/01/2012","09/30/2013"
"KS","Emergency Department","ED1","ED_1b","185","","10/01/2012","09/30/2013"
"KY","Emergency Department","ED1","ED_1b","238","","10/01/2012","09/30/2013"
"LA","Emergency Department","ED1","ED_1b","256","","10/01/2012","09/30/2013"
"MA","Emergency Department","ED1","ED_1b","313","","10/01/2012","09/30/2013"
"MD","Emergency Department","ED1","ED_1b","357","","10/01/2012","09/30/2013"
"ME","Emergency Department","ED1","ED_1b","288","","10/01/2012","09/30/2013"
"MI","Emergency Department","ED1","ED_1b","288","","10/01/2012","09/30/2013"
"MN","Emergency Department","ED1","ED_1b","199","","10/01/2012","09/30/2013"
"MO","Emergency Department","ED1","ED_1b","238","","10/01/2012","09/30/2013"
"MP","Emergency Department","ED1","ED_1b","Not Available","","10/01/2012","09/30/2013"
"MS","Emergency Department","ED1","ED_1b","223","","10/01/2012","09/30/2013"
"MT","Emergency Department","ED1","ED_1b","220","","10/01/2012","09/30/2013"
"NC","Emergency Department","ED1","ED_1b","300","","10/01/2012","09/30/2013"
"ND","Emergency Department","ED1","ED_1b","201","","10/01/2012","09/30/2013"
"NE","Emergency Department","ED1","ED_1b","207","","10/01/2012","09/30/2013"
"NH","Emergency Department","ED1","ED_1b","292","","10/01/2012","09/30/2013"
"NJ","Emergency Department","ED1","ED_1b","355","","10/01/2012","09/30/2013"
"NM","Emergency Department","ED1","ED_1b","290","","10/01/2012","09/30/2013"
"NV","Emergency Department","ED1","ED_1b","337","","10/01/2012","09/30/2013"
"NY","Emergency Department","ED1","ED_1b","378","","10/01/2012","09/30/2013"
"OH","Emergency Department","ED1","ED_1b","265","","10/01/2012","09/30/2013"
"OK","Emergency Department","ED1","ED_1b","210","","10/01/2012","09/30/2013"
"OR","Emergency Department","ED1","ED_1b","235","","10/01/2012","09/30/2013"
"PA","Emergency Department","ED1","ED_1b","276","","10/01/2012","09/30/2013"
"PR","Emergency Department","ED1","ED_1b","635","","10/01/2012","09/30/2013"
"RI","Emergency Department","ED1","ED_1b","334","","10/01/2012","09/30/2013"
"SC","Emergency Department","ED1","ED_1b","274","","10/01/2012","09/30/2013"
"SD","Emergency Department","ED1","ED_1b","174","","10/01/2012","09/30/2013"
"TN","Emergency Department","ED1","ED_1b","243","","10/01/2012","09/30/2013"
"TX","Emergency Department","ED1","ED_1b","270","","10/01/2012","09/30/2013"
"UT","Emergency Department","ED1","ED_1b","217","","10/01/2012","09/30/2013"
"VA","Emergency Department","ED1","ED_1b","280","","10/01/2012","09/30/2013"
"VI","Emergency Department","ED1","ED_1b","1191","","10/01/2012","09/30/2013"
"VT","Emergency Department","ED1","ED_1b","279","","10/01/2012","09/30/2013"
"WA","Emergency Department","ED1","ED_1b","259","","10/01/2012","09/30/2013"
"WI","Emergency Department","ED1","ED_1b","207","","10/01/2012","09/30/2013"
"WV","Emergency Department","ED1","ED_1b","257","","10/01/2012","09/30/2013"
"WY","Emergency Department","ED1","ED_1b","218","","10/01/2012","09/30/2013"
"AK","Emergency Department","ED2","ED_2b","118","","10/01/2012","09/30/2013"
"AL","Emergency Department","ED2","ED_2b","73","","10/01/2012","09/30/2013"
"AR","Emergency Department","ED2","ED_2b","65","","10/01/2012","09/30/2013"
"AS","Emergency Department","ED2","ED_2b","Not Available","","10/01/2012","09/30/2013"
"AZ","Emergency Department","ED2","ED_2b","98","","10/01/2012","09/30/2013"
"CA","Emergency Department","ED2","ED_2b","125","","10/01/2012","09/30/2013"
"CO","Emergency Department","ED2","ED_2b","96","","10/01/2012","09/30/2013"
"CT","Emergency Department","ED2","ED_2b","147","","10/01/2012","09/30/2013"
"DC","Emergency Department","ED2","ED_2b","226","","10/01/2012","09/30/2013"
"DE","Emergency Department","ED2","ED_2b","190","","10/01/2012","09/30/2013"
"FL","Emergency Department","ED2","ED_2b","111","","10/01/2012","09/30/2013"
"GA","Emergency Department","ED2","ED_2b","100","","10/01/2012","09/30/2013"
"GU","Emergency Department","ED2","ED_2b","Not Available","","10/01/2012","09/30/2013"
"HI","Emergency Department","ED2","ED_2b","113","","10/01/2012","09/30/2013"
"IA","Emergency Department","ED2","ED_2b","58","","10/01/2012","09/30/2013"
"ID","Emergency Department","ED2","ED_2b","76","","10/01/2012","09/30/2013"
"IL","Emergency Department","ED2","ED_2b","89","","10/01/2012","09/30/2013"
"IN","Emergency Department","ED2","ED_2b","80","","10/01/2012","09/30/2013"
"KS","Emergency Department","ED2","ED_2b","57","","10/01/2012","09/30/2013"
"KY","Emergency Department","ED2","ED_2b","78","","10/01/2012","09/30/2013"
"LA","Emergency Department","ED2","ED_2b","86","","10/01/2012","09/30/2013"
"MA","Emergency Department","ED2","ED_2b","119","","10/01/2012","09/30/2013"
"MD","Emergency Department","ED2","ED_2b","143","","10/01/2012","09/30/2013"
"ME","Emergency Department","ED2","ED_2b","110","","10/01/2012","09/30/2013"
"MI","Emergency Department","ED2","ED_2b","102","","10/01/2012","09/30/2013"
"MN","Emergency Department","ED2","ED_2b","62","","10/01/2012","09/30/2013"
"MO","Emergency Department","ED2","ED_2b","81","","10/01/2012","09/30/2013"
"MP","Emergency Department","ED2","ED_2b","Not Available","","10/01/2012","09/30/2013"
"MS","Emergency Department","ED2","ED_2b","61","","10/01/2012","09/30/2013"
"MT","Emergency Department","ED2","ED_2b","72","","10/01/2012","09/30/2013"
"NC","Emergency Department","ED2","ED_2b","107","","10/01/2012","09/30/2013"
"ND","Emergency Department","ED2","ED_2b","66","","10/01/2012","09/30/2013"
"NE","Emergency Department","ED2","ED_2b","75","","10/01/2012","09/30/2013"
"NH","Emergency Department","ED2","ED_2b","107","","10/01/2012","09/30/2013"
"NJ","Emergency Department","ED2","ED_2b","148","","10/01/2012","09/30/2013"
"NM","Emergency Department","ED2","ED_2b","108","","10/01/2012","09/30/2013"
"NV","Emergency Department","ED2","ED_2b","151","","10/01/2012","09/30/2013"
"NY","Emergency Department","ED2","ED_2b","154","","10/01/2012","09/30/2013"
"OH","Emergency Department","ED2","ED_2b","90","","10/01/2012","09/30/2013"
"OK","Emergency Department","ED2","ED_2b","63","","10/01/2012","09/30/2013"
"OR","Emergency Department","ED2","ED_2b","85","","10/01/2012","09/30/2013"
"PA","Emergency Department","ED2","ED_2b","104","","10/01/2012","09/30/2013"
"PR","Emergency Department","ED2","ED_2b","190","","10/01/2012","09/30/2013"
"RI","Emergency Department","ED2","ED_2b","115","","10/01/2012","09/30/2013"
"SC","Emergency Department","ED2","ED_2b","94","","10/01/2012","09/30/2013"
"SD","Emergency Department","ED2","ED_2b","41","","10/01/2012","09/30/2013"
"TN","Emergency Department","ED2","ED_2b","82","","10/01/2012","09/30/2013"
"TX","Emergency Department","ED2","ED_2b","99","","10/01/2012","09/30/2013"
"UT","Emergency Department","ED2","ED_2b","66","","10/01/2012","09/30/2013"
"VA","Emergency Department","ED2","ED_2b","96","","10/01/2012","09/30/2013"
"VI","Emergency Department","ED2","ED_2b","746","","10/01/2012","09/30/2013"
"VT","Emergency Department","ED2","ED_2b","114","","10/01/2012","09/30/2013"
"WA","Emergency Department","ED2","ED_2b","96","","10/01/2012","09/30/2013"
"WI","Emergency Department","ED2","ED_2b","65","","10/01/2012","09/30/2013"
"WV","Emergency Department","ED2","ED_2b","76","","10/01/2012","09/30/2013"
"WY","Emergency Department","ED2","ED_2b","70","","10/01/2012","09/30/2013"
"AK","Emergency Department","OP 18","OP_18b","132","","10/01/2012","09/30/2013"
"AL","Emergency Department","OP 18","OP_18b","126","","10/01/2012","09/30/2013"
"AR","Emergency Department","OP 18","OP_18b","118","","10/01/2012","09/30/2013"
"AS","Emergency Department","OP 18","OP_18b","Not Available","","10/01/2012","09/30/2013"
"AZ","Emergency Department","OP 18","OP_18b","162","","10/01/2012","09/30/2013"
"CA","Emergency Department","OP 18","OP_18b","168","","10/01/2012","09/30/2013"
"CO","Emergency Department","OP 18","OP_18b","139","","10/01/2012","09/30/2013"
"CT","Emergency Department","OP 18","OP_18b","131","","10/01/2012","09/30/2013"
"DC","Emergency Department","OP 18","OP_18b","186","","10/01/2012","09/30/2013"
"DE","Emergency Department","OP 18","OP_18b","153","","10/01/2012","09/30/2013"
"FL","Emergency Department","OP 18","OP_18b","147","","10/01/2012","09/30/2013"
"GA","Emergency Department","OP 18","OP_18b","140","11 - There were discrepancies in the data collection process.","10/01/2012","09/30/2013"
"GU","Emergency Department","OP 18","OP_18b","Not Available","","10/01/2012","09/30/2013"
"HI","Emergency Department","OP 18","OP_18b","125","","10/01/2012","09/30/2013"
"IA","Emergency Department","OP 18","OP_18b","108","","10/01/2012","09/30/2013"
"ID","Emergency Department","OP 18","OP_18b","121","","10/01/2012","09/30/2013"
"IL","Emergency Department","OP 18","OP_18b","138","","10/01/2012","09/30/2013"
"IN","Emergency Department","OP 18","OP_18b","122","","10/01/2012","09/30/2013"
"KS","Emergency Department","OP 18","OP_18b","104","","10/01/2012","09/30/2013"
"KY","Emergency Department","OP 18","OP_18b","126","","10/01/2012","09/30/2013"
"LA","Emergency Department","OP 18","OP_18b","125","","10/01/2012","09/30/2013"
"MA","Emergency Department","OP 18","OP_18b","156","","10/01/2012","09/30/2013"
"MD","Emergency Department","OP 18","OP_18b","Not Available","","10/01/2012","09/30/2013"
"ME","Emergency Department","OP 18","OP_18b","122","","10/01/2012","09/30/2013"
"MI","Emergency Department","OP 18","OP_18b","128","","10/01/2012","09/30/2013"
"MN","Emergency Department","OP 18","OP_18b","125","","10/01/2012","09/30/2013"
"MO","Emergency Department","OP 18","OP_18b","136","","10/01/2012","09/30/2013"
"MP","Emergency Department","OP 18","OP_18b","Not Available","","10/01/2012","09/30/2013"
"MS","Emergency Department","OP 18","OP_18b","112","","10/01/2012","09/30/2013"
"MT","Emergency Department","OP 18","OP_18b","120","","10/01/2012","09/30/2013"
"NC","Emergency Department","OP 18","OP_18b","152","","10/01/2012","09/30/2013"
"ND","Emergency Department","OP 18","OP_18b","112","","10/01/2012","09/30/2013"
"NE","Emergency Department","OP 18","OP_18b","118","","10/01/2012","09/30/2013"
"NH","Emergency Department","OP 18","OP_18b","139","","10/01/2012","09/30/2013"
"NJ","Emergency Department","OP 18","OP_18b","152","","10/01/2012","09/30/2013"
"NM","Emergency Department","OP 18","OP_18b","143","","10/01/2012","09/30/2013"
"NV","Emergency Department","OP 18","OP_18b","150","","10/01/2012","09/30/2013"
"NY","Emergency Department","OP 18","OP_18b","156","","10/01/2012","09/30/2013"
"OH","Emergency Department","OP 18","OP_18b","128","","10/01/2012","09/30/2013"
"OK","Emergency Department","OP 18","OP_18b","110","","10/01/2012","09/30/2013"
"OR","Emergency Department","OP 18","OP_18b","136","","10/01/2012","09/30/2013"
"PA","Emergency Department","OP 18","OP_18b","125","","10/01/2012","09/30/2013"
"PR","Emergency Department","OP 18","OP_18b","Not Available","","10/01/2012","09/30/2013"
"RI","Emergency Department","OP 18","OP_18b","152","","10/01/2012","09/30/2013"
"SC","Emergency Department","OP 18","OP_18b","136","","10/01/2012","09/30/2013"
