"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"ME","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5700 - 6353","77"
"ND","355","Hernia procedures except inguinal and femoral w/o CC/MCC","4949 - 5371","48"
"NM","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5413 - 6591","106"
"OK","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5115 - 5884","290"
"RI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","1008 - 6712","65"
"TX","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5297 - 6224","1002"
"WY","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5521 - 6380","21"
"VT","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6056 - 8275","18"
"AR","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5263 - 5681","241"
"CO","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5490 - 6178","163"
"FL","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5021 - 5791","1123"
"IA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5145 - 5753","130"
"KS","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5171 - 6209","101"
"MD","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5647 - 11313","214"
"MO","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5173 - 6307","389"
"NC","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5388 - 6029","553"
"NJ","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6117 - 7232","394"
"OH","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5110 - 5983","593"
"PR","355","Hernia procedures except inguinal and femoral w/o CC/MCC","3018 - 3602","104"
"TN","355","Hernia procedures except inguinal and femoral w/o CC/MCC","4974 - 5790","392"
"WV","355","Hernia procedures except inguinal and femoral w/o CC/MCC","4852 - 5829","87"
"VI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","2898 - 3656","*"
"AL","355","Hernia procedures except inguinal and femoral w/o CC/MCC","4960 - 5560","354"
"CA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","2273 - 7852","1280"
"DE","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6197 - 6757","69"
"HI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","573 - 7865","38"
"IN","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5290 - 5845","369"
"MA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","6164 - 8333","358"
"MN","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5720 - 6939","301"
"MT","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5309 - 5706","54"
"NH","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5726 - 6151","34"
"NY","355","Hernia procedures except inguinal and femoral w/o CC/MCC","1984 - 8818","1043"
"PA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","1068 - 6191","775"
"SD","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5443 - 5941","46"
"VA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5168 - 6182","340"
"WI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5186 - 6301","253"
"AK","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","19821 - 23488","25"
"AZ","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","1437 - 16094","601"
"DC","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","19344 - 19721","32"
"IL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14029 - 17113","918"
"LA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13114 - 15253","450"
"MI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14008 - 16891","704"
"MS","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13710 - 15133","378"
"NE","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13849 - 15692","149"
"NV","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14133 - 18240","166"
"OR","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","1068 - 16063","226"
"SC","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13756 - 15344","350"
"UT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13102 - 15258","174"
"NC","354","Hernia procedures except inguinal and femoral w CC","7890 - 10192","335"
"MO","354","Hernia procedures except inguinal and femoral w CC","7341 - 9112","234"
"MD","354","Hernia procedures except inguinal and femoral w CC","8331 - 17198","197"
"KS","354","Hernia procedures except inguinal and femoral w CC","7505 - 8375","110"
"IA","354","Hernia procedures except inguinal and femoral w CC","7721 - 8405","87"
"FL","354","Hernia procedures except inguinal and femoral w CC","7343 - 8691","749"
"CO","354","Hernia procedures except inguinal and femoral w CC","7704 - 8780","130"
"AR","354","Hernia procedures except inguinal and femoral w CC","7764 - 8256","165"
"WI","354","Hernia procedures except inguinal and femoral w CC","7791 - 9191","258"
"VA","354","Hernia procedures except inguinal and femoral w CC","7526 - 9029","188"
"SD","354","Hernia procedures except inguinal and femoral w CC","7491 - 8433","32"
"PA","354","Hernia procedures except inguinal and femoral w CC","1671 - 9295","567"
"NY","354","Hernia procedures except inguinal and femoral w CC","7605 - 13312","597"
"NH","354","Hernia procedures except inguinal and femoral w CC","8321 - 9788","41"
"MT","354","Hernia procedures except inguinal and femoral w CC","7348 - 8195","36"
"MN","354","Hernia procedures except inguinal and femoral w CC","8538 - 10088","197"
"MA","354","Hernia procedures except inguinal and femoral w CC","8856 - 12073","215"
"IN","354","Hernia procedures except inguinal and femoral w CC","7718 - 8759","265"
"HI","354","Hernia procedures except inguinal and femoral w CC","4870 - 11550","27"
"DE","354","Hernia procedures except inguinal and femoral w CC","9798 - 9819","36"
"CA","354","Hernia procedures except inguinal and femoral w CC","8857 - 11813","842"
"AL","354","Hernia procedures except inguinal and femoral w CC","7288 - 8176","198"
"WA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10169 - 11384","415"
"GU","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","15150","*"
"UT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8770 - 10170","176"
"SC","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9143 - 10212","495"
"OR","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","1024 - 10698","287"
"NV","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","4447 - 10909","236"
"NE","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8998 - 10459","222"
"MS","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9076 - 9927","350"
"MI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9456 - 11448","897"
"LA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8741 - 9694","520"
"IL","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9351 - 10754","1214"
"DC","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9682 - 13145","35"
"AZ","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","1068 - 10731","775"
"AK","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","13212 - 18041","25"
"VT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10280 - 12152","23"
"WY","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9432 - 11661","35"
"TX","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9085 - 10464","2332"
"RI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","5900 - 11484","79"
"OK","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8752 - 9699","420"
"NM","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9261 - 10614","166"
"ND","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8235 - 9396","68"
"ME","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9374 - 11081","119"
"KY","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8854 - 10535","653"
"ID","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","1068 - 9943","111"
"GA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9084 - 10335","744"
"CT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10885 - 13139","304"
"WV","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8664 - 9616","233"
"TN","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8512 - 9849","811"
"PR","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","585 - 6064","141"
"OH","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8741 - 9962","1088"
"NJ","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10316 - 12263","834"
"NC","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9284 - 10248","970"
"MO","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8614 - 10004","781"
"MD","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8461 - 15517","498"
"KS","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8788 - 9861","278"
"IA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8845 - 9792","259"
"FL","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8622 - 9803","2515"
"CO","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9030 - 10197","374"
"AR","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8748 - 9720","365"
"WI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9053 - 10699","524"
"VA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8709 - 10121","625"
"SD","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9468 - 10165","106"
"PA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","1557 - 10105","1457"
"NY","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8816 - 13814","1388"
"NH","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9796 - 10534","86"
"MT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8675 - 9834","93"
"MN","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9775 - 10689","488"
"MA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10424 - 12173","518"
"IN","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9056 - 9786","673"
"HI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","11008 - 13012","66"
"DE","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10565 - 11560","92"
"CA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10431 - 13795","2462"
"AL","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8466 - 9379","732"
"AL","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5800 - 6407","887"
"CA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6127 - 9321","2939"
"DE","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7118 - 7889","122"
"HI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7838 - 9279","129"
"IN","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6217 - 6761","638"
"MA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7113 - 8415","657"
"MN","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6670 - 7229","496"
"MT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5920 - 6882","95"
"NH","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6685 - 7188","89"
"NY","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","2657 - 10193","2174"
"PA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","1068 - 6920","1589"
"SD","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6461 - 7196","96"
"VA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5943 - 6881","685"
"WI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6138 - 7107","491"
"AR","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5953 - 6688","383"
"CO","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6216 - 7063","408"
"FL","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5845 - 6640","3276"
"IA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6027 - 6682","277"
"KS","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5842 - 6649","255"
"MD","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6463 - 11556","446"
"MO","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5878 - 6781","813"
"NC","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6335 - 7002","1053"
"NJ","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7056 - 8368","1143"
"OH","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5958 - 6761","1166"
"PR","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","136 - 4052","351"
"TN","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5809 - 6764","927"
"WV","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5718 - 6499","278"
"VI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5040 - 5380","*"
"CT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7428 - 8752","376"
"GA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6389 - 7090","718"
"OK","353","Hernia procedures except inguinal and femoral w MCC","13285 - 15532","75"
"RI","353","Hernia procedures except inguinal and femoral w MCC","2996 - 16711","11"
"TX","353","Hernia procedures except inguinal and femoral w MCC","13840 - 16692","352"
"WY","353","Hernia procedures except inguinal and femoral w MCC","14226","*"
"VT","353","Hernia procedures except inguinal and femoral w MCC","15584 - 21323","*"
"AR","353","Hernia procedures except inguinal and femoral w MCC","13693 - 14788","50"
"CO","353","Hernia procedures except inguinal and femoral w MCC","1437 - 15947","51"
"FL","353","Hernia procedures except inguinal and femoral w MCC","12944 - 15897","324"
"IA","353","Hernia procedures except inguinal and femoral w MCC","13607 - 14903","51"
"KS","353","Hernia procedures except inguinal and femoral w MCC","12893 - 15827","25"
"MD","353","Hernia procedures except inguinal and femoral w MCC","10160 - 27566","77"
"MO","353","Hernia procedures except inguinal and femoral w MCC","13178 - 16860","107"
"NC","353","Hernia procedures except inguinal and femoral w MCC","14068 - 17648","144"
"NJ","353","Hernia procedures except inguinal and femoral w MCC","15603 - 19288","125"
"OH","353","Hernia procedures except inguinal and femoral w MCC","13178 - 16975","210"
"PR","353","Hernia procedures except inguinal and femoral w MCC","8044 - 8992","12"
"TN","353","Hernia procedures except inguinal and femoral w MCC","13505 - 15256","112"
"VI","353","Hernia procedures except inguinal and femoral w MCC","13450","*"
"WV","353","Hernia procedures except inguinal and femoral w MCC","12731 - 15234","38"
"AL","353","Hernia procedures except inguinal and femoral w MCC","12672 - 15020","85"
"CA","353","Hernia procedures except inguinal and femoral w MCC","16547 - 22107","284"
"DE","353","Hernia procedures except inguinal and femoral w MCC","15906 - 26107","19"
"HI","353","Hernia procedures except inguinal and femoral w MCC","17276 - 20479","*"
"IN","353","Hernia procedures except inguinal and femoral w MCC","13729 - 16706","126"
"MA","353","Hernia procedures except inguinal and femoral w MCC","15732 - 21225","101"
"MN","353","Hernia procedures except inguinal and femoral w MCC","14820 - 17886","69"
"MT","353","Hernia procedures except inguinal and femoral w MCC","13563 - 14059","11"
"NH","353","Hernia procedures except inguinal and femoral w MCC","14741 - 18770","12"
"NY","353","Hernia procedures except inguinal and femoral w MCC","13276 - 21724","253"
"PA","353","Hernia procedures except inguinal and femoral w MCC","2963 - 15831","255"
"SD","353","Hernia procedures except inguinal and femoral w MCC","14748 - 16009","15"
"VA","353","Hernia procedures except inguinal and femoral w MCC","13447 - 16176","98"
"WI","353","Hernia procedures except inguinal and femoral w MCC","13974 - 19751","86"
"WA","459","Spinal fusion except cervical w MCC","31591 - 55428","107"
"UT","459","Spinal fusion except cervical w MCC","21086 - 37778","43"
"SC","459","Spinal fusion except cervical w MCC","32847 - 40325","75"
"OR","459","Spinal fusion except cervical w MCC","8426 - 44771","56"
"NV","459","Spinal fusion except cervical w MCC","3581 - 38840","33"
"NE","459","Spinal fusion except cervical w MCC","29445 - 36666","32"
"MS","459","Spinal fusion except cervical w MCC","32987 - 36448","26"
"MI","459","Spinal fusion except cervical w MCC","25707 - 40640","334"
"LA","459","Spinal fusion except cervical w MCC","29940 - 38299","95"
"IL","459","Spinal fusion except cervical w MCC","33311 - 47454","206"
"DC","459","Spinal fusion except cervical w MCC","44384 - 50978","19"
"AZ","459","Spinal fusion except cervical w MCC","9257 - 44459","108"
"AK","459","Spinal fusion except cervical w MCC","46073 - 53028","*"
"VT","459","Spinal fusion except cervical w MCC","40351 - 51112","*"
"WY","459","Spinal fusion except cervical w MCC","29767 - 69979","*"
"TX","459","Spinal fusion except cervical w MCC","30197 - 39706","395"
"RI","459","Spinal fusion except cervical w MCC","9815 - 53092","31"
"OK","459","Spinal fusion except cervical w MCC","30200 - 45043","62"
"NM","459","Spinal fusion except cervical w MCC","24324 - 38986","23"
"ND","459","Spinal fusion except cervical w MCC","29725 - 30566","13"
"MN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15699 - 23502","84"
"MA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18235 - 26085","118"
"IN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18931 - 21645","140"
"HI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","13767 - 28509","11"
"DE","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","23076 - 25001","28"
"CA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17951 - 32251","505"
"AL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18116 - 20646","84"
"AK","460","Spinal fusion except cervical w/o MCC","26356 - 43327","80"
"AZ","460","Spinal fusion except cervical w/o MCC","20079 - 27353","1397"
"DC","460","Spinal fusion except cervical w/o MCC","28078 - 31615","247"
"IL","460","Spinal fusion except cervical w/o MCC","20177 - 27107","2126"
"LA","460","Spinal fusion except cervical w/o MCC","17817 - 22827","1292"
"MI","460","Spinal fusion except cervical w/o MCC","16656 - 24972","3560"
"MS","460","Spinal fusion except cervical w/o MCC","20574 - 21758","613"
"NE","460","Spinal fusion except cervical w/o MCC","19410 - 22562","565"
"NV","460","Spinal fusion except cervical w/o MCC","19066 - 23929","703"
"OR","460","Spinal fusion except cervical w/o MCC","1092 - 23286","1014"
"SC","460","Spinal fusion except cervical w/o MCC","19778 - 22771","1233"
"UT","460","Spinal fusion except cervical w/o MCC","5015 - 22696","714"
"WA","460","Spinal fusion except cervical w/o MCC","22179 - 26487","1288"
"CT","460","Spinal fusion except cervical w/o MCC","23482 - 28495","741"
"GA","460","Spinal fusion except cervical w/o MCC","19468 - 24410","2399"
"ID","460","Spinal fusion except cervical w/o MCC","11666 - 21560","762"
"KY","460","Spinal fusion except cervical w/o MCC","19523 - 24360","989"
"ME","460","Spinal fusion except cervical w/o MCC","21454 - 24030","291"
"ND","460","Spinal fusion except cervical w/o MCC","17759 - 19321","154"
"NM","460","Spinal fusion except cervical w/o MCC","233 - 25509","344"
"OK","460","Spinal fusion except cervical w/o MCC","18047 - 24220","1199"
"RI","460","Spinal fusion except cervical w/o MCC","5850 - 28658","307"
"TX","460","Spinal fusion except cervical w/o MCC","19377 - 23253","5392"
"WY","460","Spinal fusion except cervical w/o MCC","17787 - 32081","184"
"VT","460","Spinal fusion except cervical w/o MCC","22107 - 30538","136"
"AR","460","Spinal fusion except cervical w/o MCC","18244 - 20967","812"
"CO","460","Spinal fusion except cervical w/o MCC","20471 - 25200","1429"
"FL","460","Spinal fusion except cervical w/o MCC","18529 - 22111","5924"
"IA","460","Spinal fusion except cervical w/o MCC","19175 - 21675","578"
"KS","460","Spinal fusion except cervical w/o MCC","18468 - 22610","826"
"MD","460","Spinal fusion except cervical w/o MCC","20683 - 40213","1286"
"MO","460","Spinal fusion except cervical w/o MCC","18469 - 21897","1990"
"NC","460","Spinal fusion except cervical w/o MCC","19962 - 25077","2811"
"NJ","460","Spinal fusion except cervical w/o MCC","22500 - 27581","680"
"OH","460","Spinal fusion except cervical w/o MCC","18129 - 23559","3360"
"PR","460","Spinal fusion except cervical w/o MCC","447 - 13006","157"
"TN","460","Spinal fusion except cervical w/o MCC","18396 - 21910","2442"
"WV","460","Spinal fusion except cervical w/o MCC","18734 - 27172","231"
"AL","460","Spinal fusion except cervical w/o MCC","17419 - 20231","1856"
"CA","460","Spinal fusion except cervical w/o MCC","22500 - 29766","5083"
"DE","460","Spinal fusion except cervical w/o MCC","21555 - 24937","280"
"HI","460","Spinal fusion except cervical w/o MCC","25057 - 29333","98"
"IN","460","Spinal fusion except cervical w/o MCC","19535 - 27577","1711"
"MA","460","Spinal fusion except cervical w/o MCC","23259 - 30432","1039"
"MN","460","Spinal fusion except cervical w/o MCC","21103 - 23291","1159"
"MT","460","Spinal fusion except cervical w/o MCC","18512 - 24320","410"
"NH","460","Spinal fusion except cervical w/o MCC","21146 - 30324","185"
"NY","460","Spinal fusion except cervical w/o MCC","18306 - 30523","2800"
"PA","460","Spinal fusion except cervical w/o MCC","3537 - 22959","3342"
"ME","459","Spinal fusion except cervical w MCC","39000 - 40111","20"
"KY","459","Spinal fusion except cervical w MCC","31483 - 39112","88"
"ID","459","Spinal fusion except cervical w MCC","11580 - 35799","31"
"GA","459","Spinal fusion except cervical w MCC","31132 - 42136","156"
"CT","459","Spinal fusion except cervical w MCC","24411 - 44833","58"
"WV","459","Spinal fusion except cervical w MCC","33133 - 52179","16"
"TN","459","Spinal fusion except cervical w MCC","25232 - 36665","177"
"PR","459","Spinal fusion except cervical w MCC","20028 - 22456","*"
"OH","459","Spinal fusion except cervical w MCC","18259 - 36944","295"
"NJ","459","Spinal fusion except cervical w MCC","27559 - 44392","62"
"NC","459","Spinal fusion except cervical w MCC","31260 - 43367","220"
"MO","459","Spinal fusion except cervical w MCC","29908 - 35153","154"
"MD","459","Spinal fusion except cervical w MCC","34484 - 63799","123"
"KS","459","Spinal fusion except cervical w MCC","28123 - 35652","75"
"IA","459","Spinal fusion except cervical w MCC","32088 - 45311","68"
"FL","459","Spinal fusion except cervical w MCC","25162 - 38180","467"
"CO","459","Spinal fusion except cervical w MCC","26718 - 45470","134"
"AR","459","Spinal fusion except cervical w MCC","31395 - 35087","28"
"WI","459","Spinal fusion except cervical w MCC","22729 - 40565","99"
"VA","459","Spinal fusion except cervical w MCC","28774 - 41347","144"
"SD","459","Spinal fusion except cervical w MCC","31767 - 41185","24"
"PA","459","Spinal fusion except cervical w MCC","7079 - 38226","293"
"NY","459","Spinal fusion except cervical w MCC","31524 - 53150","212"
"NH","459","Spinal fusion except cervical w MCC","23156 - 35040","*"
"MT","459","Spinal fusion except cervical w MCC","32831 - 39876","26"
"MN","459","Spinal fusion except cervical w MCC","33454 - 38261","123"
"MA","459","Spinal fusion except cervical w MCC","30728 - 51813","59"
"IN","459","Spinal fusion except cervical w MCC","32041 - 46421","125"
"HI","459","Spinal fusion except cervical w MCC","42925 - 48668","*"
"DE","459","Spinal fusion except cervical w MCC","38357 - 42177","*"
"CA","459","Spinal fusion except cervical w MCC","32449 - 53245","423"
"AL","459","Spinal fusion except cervical w MCC","22329 - 34011","88"
"WA","461","Bilateral or multiple major joint procs of lower extremity w MCC","29541 - 38174","13"
"UT","461","Bilateral or multiple major joint procs of lower extremity w MCC","12432 - 27688","*"
"SC","461","Bilateral or multiple major joint procs of lower extremity w MCC","35249 - 41797","*"
"OR","461","Bilateral or multiple major joint procs of lower extremity w MCC","1046 - 14581","*"
"NV","461","Bilateral or multiple major joint procs of lower extremity w MCC","28172 - 30819","*"
"NE","461","Bilateral or multiple major joint procs of lower extremity w MCC","27238 - 32541","*"
"MS","461","Bilateral or multiple major joint procs of lower extremity w MCC","27662 - 31848","*"
"MI","461","Bilateral or multiple major joint procs of lower extremity w MCC","25583 - 32409","34"
"LA","461","Bilateral or multiple major joint procs of lower extremity w MCC","23605 - 31657","26"
"IL","461","Bilateral or multiple major joint procs of lower extremity w MCC","25713 - 31495","38"
"AZ","461","Bilateral or multiple major joint procs of lower extremity w MCC","13441 - 29478","*"
"AK","461","Bilateral or multiple major joint procs of lower extremity w MCC","35543 - 43868","*"
"VT","461","Bilateral or multiple major joint procs of lower extremity w MCC","34817 - 37578","*"
"WY","461","Bilateral or multiple major joint procs of lower extremity w MCC","40532","*"
"TX","461","Bilateral or multiple major joint procs of lower extremity w MCC","25046 - 30484","97"
"RI","461","Bilateral or multiple major joint procs of lower extremity w MCC","31598","*"
"OK","461","Bilateral or multiple major joint procs of lower extremity w MCC","26792 - 32847","*"
"NM","461","Bilateral or multiple major joint procs of lower extremity w MCC","37980 - 51887","*"
"ND","461","Bilateral or multiple major joint procs of lower extremity w MCC","26014 - 75988","*"
"ME","461","Bilateral or multiple major joint procs of lower extremity w MCC","30551","*"
"KY","461","Bilateral or multiple major joint procs of lower extremity w MCC","24792 - 32535","11"
"ID","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5889 - 6785","113"
"KY","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5952 - 6995","644"
"ME","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6514 - 7418","132"
"ND","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5698 - 6603","99"
"NM","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6306 - 7695","250"
"OK","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5972 - 6651","473"
"RI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","1480 - 8900","112"
"TX","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6183 - 7116","2521"
"WY","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6427 - 7448","51"
"VT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7059 - 9662","36"
"MP","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","608","*"
"AK","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","9321 - 13669","36"
"AZ","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5867 - 7420","806"
"DC","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6607 - 8931","56"
"IL","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6381 - 7345","1261"
"LA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5965 - 6887","600"
"MI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6334 - 7686","891"
"MS","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6142 - 6719","571"
"NE","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6001 - 7137","177"
"NV","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","1068 - 7363","234"
"OR","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","1024 - 7364","334"
"SC","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6257 - 6961","524"
"UT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","5985 - 6940","206"
"GU","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","1010 - 4040","*"
"WA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6981 - 7768","563"
"AK","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","22923 - 23303","48"
